fathers_occupation,sons_occupation,family_structure,race,counts_for_sons_first_occupation,counts_for_sons_current_occupation
Laborer-Nonmanufacturing,Manager,intact,white,9.527719,greater than 14.6
Craftsman-Construction,Craftsmen-Other,intact,black,0.54851556,between 0.6 and 3.3
Professional-Salaried,Service_Worker,nonintact,white,0.9495391,between 0.6 and 3.3
Laborer-Manufacturing,Professional-Salaried,nonintact,black,12.252689,between 3.3 and 14.6
Service_Worker,Farmer/Farm_Manager,nonintact,black,9.510749,between 3.3 and 14.6
Salesman-Nonretail,Operative-Nonmanufacturing,nonintact,white,3.699437,between 0.6 and 3.3
Proprietor,Craftsman-Construction,intact,white,0.049921203,between 0.6 and 3.3
Service_Worker,Professional-Salaried,nonintact,white,0.5879892,between 0.6 and 3.3
Laborer-Nonmanufacturing,Clerk,intact,black,2.3522353,between 0.6 and 3.3
Manager,Operative-Nonmanufacturing,intact,black,-0.3305001,less than 0.6
Professional-Salaried,Manager,nonintact,black,2.1977832,between 0.6 and 3.3
Farm_Laborer,Service_Worker,nonintact,black,0.28154582,between 0.6 and 3.3
Craftsman-Manufacturing,Craftsman-Construction,nonintact,white,0.3077294,between 0.6 and 3.3
Clerk,Proprietor,nonintact,black,36.64052,greater than 14.6
Salesman-Retail,Operative-Manufacturing,intact,white,41.878223,greater than 14.6
Salesman-Nonretail,Service_Worker,intact,white,1.2597216,between 0.6 and 3.3
Operative-Manufacturing,Craftsmen-Other,nonintact,black,13.291087,greater than 14.6
Professional_Self-Employed,Laborer-Manufacturing,nonintact,white,0.9488679,between 0.6 and 3.3
Clerk,Salesman-Retail,intact,black,0.043620974,between 0.6 and 3.3
Salesman-Retail,Laborer-Nonmanufacturing,intact,white,22.532137,greater than 14.6
Clerk,Operative-Manufacturing,nonintact,black,13.128971,between 3.3 and 14.6
Craftsman-Manufacturing,Operative-Nonmanufacturing,nonintact,black,13.708561,greater than 14.6
Professional_Self-Employed,Craftsman-Manufacturing,nonintact,black,9.230611,between 0.6 and 3.3
Professional_Self-Employed,Laborer-Nonmanufacturing,nonintact,black,44.781242,greater than 14.6
Farm_Laborer,Operative-Nonmanufacturing,intact,black,2.2564616,between 0.6 and 3.3
Laborer-Manufacturing,Laborer-Manufacturing,nonintact,white,0.00074878335,between 0.6 and 3.3
Salesman-Retail,Laborer-Nonmanufacturing,nonintact,black,0.21642667,between 0.6 and 3.3
Salesman-Retail,Farmer/Farm_Manager,intact,black,8.863236,greater than 14.6
Operative-Nonmanufacturing,Operative-Manufacturing,nonintact,white,0.18845141,between 0.6 and 3.3
Laborer-Nonmanufacturing,Laborer-Manufacturing,intact,white,2.6568694,between 0.6 and 3.3
Proprietor,Salesman-Retail,intact,white,-29.20702,between 0.6 and 3.3
Salesman-Nonretail,Laborer-Manufacturing,nonintact,black,3.9221904,between 3.3 and 14.6
Professional-Salaried,Laborer-Nonmanufacturing,nonintact,black,8.604473,between 3.3 and 14.6
Farm_Laborer,Craftsman-Construction,intact,black,9.626826,between 0.6 and 3.3
Clerk,Craftsmen-Other,intact,white,1.1186414,between 0.6 and 3.3
Salesman-Nonretail,Craftsman-Manufacturing,nonintact,white,0.6866516,between 0.6 and 3.3
Service_Worker,Professional-Salaried,intact,white,6.3193564,between 3.3 and 14.6
Craftsman-Construction,Laborer-Manufacturing,intact,black,1.1718645,between 0.6 and 3.3
Service_Worker,Service_Worker,intact,black,7.0027347,between 3.3 and 14.6
Farmer/Farm_Manager,Craftsman-Construction,nonintact,white,1.193637,between 0.6 and 3.3
Manager,Farm_Laborer,intact,black,8.365946,between 0.6 and 3.3
Professional_Self-Employed,Farm_Laborer,nonintact,black,0.20166478,between 0.6 and 3.3
Service_Worker,Craftsmen-Other,nonintact,white,28.379202,greater than 14.6
Operative-Manufacturing,Service_Worker,nonintact,black,0.06547924,less than 0.6
Professional-Salaried,Farm_Laborer,intact,white,29.47364,greater than 14.6
Salesman-Retail,Proprietor,intact,white,-0.6577842,less than 0.6
Clerk,Laborer-Nonmanufacturing,intact,black,-0.03817474,less than 0.6
Laborer-Nonmanufacturing,Laborer-Nonmanufacturing,intact,white,0.09048904,between 0.6 and 3.3
Service_Worker,Clerk,nonintact,black,-0.4076461,between 0.6 and 3.3
Manager,Salesman-Nonretail,intact,black,8.292141,greater than 14.6
Operative-Manufacturing,Salesman-Retail,intact,white,0.82482284,between 0.6 and 3.3
Operative-Nonmanufacturing,Laborer-Manufacturing,intact,black,18.485865,greater than 14.6
Laborer-Manufacturing,Craftsman-Manufacturing,intact,black,65.65872,greater than 14.6
