fathers_occupation,sons_occupation,family_structure,race,counts_for_sons_first_occupation,counts_for_sons_current_occupation
Craftsman-Manufacturing,Craftsman-Construction,nonintact,black,16.06771,between 3.3 and 14.6
Salesman-Nonretail,Operative-Manufacturing,intact,black,2.9347348,between 0.6 and 3.3
Laborer-Manufacturing,Laborer-Nonmanufacturing,nonintact,black,3.3733366,between 3.3 and 14.6
Service_Worker,Craftsman-Construction,intact,white,1.1918777,less than 0.6
Professional-Salaried,Clerk,nonintact,black,0.26905996,between 0.6 and 3.3
Farm_Laborer,Service_Worker,intact,black,10.511935,between 3.3 and 14.6
Farm_Laborer,Salesman-Nonretail,nonintact,black,1.8560529,between 3.3 and 14.6
Salesman-Nonretail,Clerk,intact,white,0.7222235,between 3.3 and 14.6
Craftsman-Construction,Farm_Laborer,nonintact,white,2.3372605,less than 0.6
Service_Worker,Operative-Nonmanufacturing,intact,black,20.176273,between 3.3 and 14.6
Salesman-Retail,Professional-Salaried,nonintact,white,0.40119132,less than 0.6
Operative-Nonmanufacturing,Craftsman-Manufacturing,intact,black,0.2215952,between 3.3 and 14.6
Operative-Nonmanufacturing,Clerk,nonintact,white,33.197357,greater than 14.6
Craftsman-Construction,Professional_Self-Employed,intact,black,24.356604,greater than 14.6
Craftsmen-Other,Professional-Salaried,nonintact,white,4.854623,less than 0.6
Farm_Laborer,Farmer/Farm_Manager,intact,black,0.4856622,less than 0.6
Service_Worker,Service_Worker,nonintact,black,21.538212,greater than 14.6
Craftsman-Manufacturing,Operative-Manufacturing,nonintact,black,-0.60778534,between 0.6 and 3.3
Salesman-Retail,Craftsman-Manufacturing,intact,white,29.266891,greater than 14.6
Salesman-Retail,Craftsman-Construction,nonintact,white,1.5670788,greater than 14.6
Laborer-Nonmanufacturing,Service_Worker,intact,white,8.574847,between 3.3 and 14.6
Salesman-Nonretail,Laborer-Nonmanufacturing,nonintact,black,3.9993308,between 3.3 and 14.6
Craftsman-Construction,Craftsman-Manufacturing,nonintact,white,2.0550299,between 3.3 and 14.6
Proprietor,Professional-Salaried,nonintact,black,0.5700042,between 0.6 and 3.3
Proprietor,Craftsman-Construction,nonintact,white,1.1316364,between 3.3 and 14.6
Proprietor,Manager,nonintact,white,0.08720007,less than 0.6
Craftsmen-Other,Clerk,nonintact,white,4.7653747,between 3.3 and 14.6
Manager,Laborer-Nonmanufacturing,nonintact,white,6.092085,between 0.6 and 3.3
Farmer/Farm_Manager,Service_Worker,nonintact,white,4.064859,between 0.6 and 3.3
Salesman-Retail,Craftsmen-Other,nonintact,white,-0.25025615,between 0.6 and 3.3
Laborer-Manufacturing,Laborer-Nonmanufacturing,nonintact,black,-0.04873915,less than 0.6
Professional-Salaried,Clerk,nonintact,white,0.12011042,less than 0.6
Clerk,Craftsman-Manufacturing,nonintact,black,50.17427,greater than 14.6
Farmer/Farm_Manager,Salesman-Retail,intact,black,3.4384294,less than 0.6
Farmer/Farm_Manager,Professional_Self-Employed,nonintact,black,0.16915523,between 0.6 and 3.3
Craftsman-Manufacturing,Craftsman-Construction,nonintact,black,0.5419457,between 0.6 and 3.3
Service_Worker,Service_Worker,nonintact,white,-0.04431729,less than 0.6
Salesman-Retail,Craftsman-Construction,nonintact,black,0.24974063,between 0.6 and 3.3
Clerk,Salesman-Nonretail,intact,black,20.608946,greater than 14.6
Professional_Self-Employed,Craftsman-Construction,nonintact,black,8.158054,between 3.3 and 14.6
Service_Worker,Craftsman-Construction,intact,black,8.379282,between 0.6 and 3.3
Farmer/Farm_Manager,Craftsman-Construction,intact,black,0.8720397,between 0.6 and 3.3
Manager,Laborer-Manufacturing,intact,white,2.8326893,between 3.3 and 14.6
Salesman-Retail,Service_Worker,nonintact,black,90.45384,greater than 14.6
Farm_Laborer,Craftsman-Construction,nonintact,white,0.22233254,less than 0.6
Salesman-Retail,Craftsman-Manufacturing,nonintact,white,4.832084,between 3.3 and 14.6
Farmer/Farm_Manager,Proprietor,nonintact,black,1.9032032,less than 0.6
Proprietor,Farm_Laborer,nonintact,white,29.370913,greater than 14.6
Farmer/Farm_Manager,Professional-Salaried,nonintact,black,19.62644,between 3.3 and 14.6
Salesman-Retail,Craftsman-Construction,nonintact,black,18.001408,between 3.3 and 14.6
Proprietor,Salesman-Retail,nonintact,white,3.3469496,between 3.3 and 14.6
Service_Worker,Proprietor,nonintact,black,0.10650967,less than 0.6
Craftsmen-Other,Farmer/Farm_Manager,intact,black,0.9694689,between 3.3 and 14.6
Salesman-Nonretail,Farmer/Farm_Manager,nonintact,white,55.413315,greater than 14.6
Craftsmen-Other,Craftsman-Construction,nonintact,black,0.0061211763,less than 0.6
Laborer-Nonmanufacturing,Craftsman-Construction,nonintact,white,-0.24353853,between 0.6 and 3.3
Professional_Self-Employed,Craftsman-Manufacturing,nonintact,white,0.055766158,between 0.6 and 3.3
Craftsman-Construction,Professional-Salaried,nonintact,white,-0.074540704,between 0.6 and 3.3
Professional_Self-Employed,Laborer-Nonmanufacturing,nonintact,white,60.962116,greater than 14.6
Salesman-Nonretail,Salesman-Retail,nonintact,black,15.010412,between 3.3 and 14.6
Professional_Self-Employed,Laborer-Nonmanufacturing,nonintact,black,5.1665306,between 3.3 and 14.6
Operative-Manufacturing,Craftsman-Construction,intact,white,16.589214,between 3.3 and 14.6
Proprietor,Professional-Salaried,nonintact,white,0.053018443,less than 0.6
Clerk,Craftsmen-Other,intact,black,0.592616,between 0.6 and 3.3
Craftsmen-Other,Craftsmen-Other,nonintact,black,0.657995,less than 0.6
Professional_Self-Employed,Proprietor,nonintact,black,5.4723797,between 3.3 and 14.6
Laborer-Nonmanufacturing,Clerk,nonintact,black,-0.03759278,less than 0.6
Laborer-Nonmanufacturing,Operative-Manufacturing,nonintact,black,-46.39859,between 3.3 and 14.6
Operative-Nonmanufacturing,Operative-Nonmanufacturing,intact,black,18.519926,greater than 14.6
Service_Worker,Salesman-Nonretail,nonintact,white,26.373634,greater than 14.6
Craftsman-Construction,Professional-Salaried,nonintact,black,19.094671,between 3.3 and 14.6
Proprietor,Proprietor,intact,white,-0.27326584,between 0.6 and 3.3
