Team,League,Year,RA,W,OBP,SLG,BA,Playoffs,RankSeason,RankPlayoffs,G,OOBP,OSLG,RS
ATL,NL,2008,778,72,0.345,0.408,0.27,0,,,162,0.336,0.423,between 711.0 and 775.0
CHC,NL,2001,701,88,0.336,0.43,0.261,0,,,162,0.321,0.3979999999999999,greater than 775.0
MIN,AL,1973,692,81,0.342,0.3929999999999999,0.27,0,,,162,,,between 711.0 and 775.0
SEA,AL,2001,627,116,0.36,0.445,0.288,1,1.0,3.0,162,0.301,0.3779999999999999,greater than 775.0
SEA,AL,1998,855,76,0.345,0.4679999999999999,0.276,0,,,161,,,greater than 775.0
CLE,AL,2009,865,65,0.3389999999999999,0.417,0.264,0,,,162,0.351,0.4429999999999999,between 711.0 and 775.0
STL,NL,2001,684,93,0.3389999999999999,0.441,0.27,1,4.0,4.0,162,0.3279999999999999,0.428,greater than 775.0
CHC,NL,1987,801,76,0.326,0.432,0.264,0,,,161,,,between 711.0 and 775.0
NYM,NL,1970,630,83,0.3329999999999999,0.37,0.249,0,,,162,,,between 652.0 and 711.0
TOR,AL,1989,651,89,0.3229999999999999,0.3979999999999999,0.26,1,4.0,3.0,162,,,between 711.0 and 775.0
ATL,NL,2003,740,101,0.349,0.475,0.284,1,1.0,4.0,162,0.327,0.401,greater than 775.0
STL,NL,1992,604,83,0.3229999999999999,0.375,0.262,0,,,162,,,less than 652.0
MIL,NL,2006,833,75,0.327,0.42,0.258,0,,,162,0.3329999999999999,0.4379999999999999,between 711.0 and 775.0
CHW,AL,1970,822,56,0.315,0.362,0.253,0,,,162,,,less than 652.0
BOS,AL,1979,711,91,0.344,0.456,0.283,0,,,160,,,greater than 775.0
KCR,AL,2000,930,77,0.348,0.425,0.288,0,,,162,0.362,0.474,greater than 775.0
PIT,NL,1962,626,93,0.321,0.3939999999999999,0.268,0,,,161,,,between 652.0 and 711.0
NYM,NL,1974,646,71,0.311,0.3289999999999999,0.235,0,,,162,,,less than 652.0
BOS,AL,1964,793,72,0.322,0.416,0.258,0,,,162,,,between 652.0 and 711.0
BOS,AL,1966,731,72,0.31,0.376,0.24,0,,,162,,,between 652.0 and 711.0
ARI,NL,2006,788,76,0.331,0.424,0.267,0,,,162,0.335,0.431,between 711.0 and 775.0
OAK,AL,1978,690,69,0.303,0.351,0.245,0,,,162,,,less than 652.0
MIN,AL,1993,830,71,0.327,0.385,0.264,0,,,162,,,between 652.0 and 711.0
LAD,NL,1978,573,95,0.3379999999999999,0.402,0.264,1,2.0,2.0,162,,,between 711.0 and 775.0
ATL,NL,1971,699,82,0.312,0.385,0.257,0,,,162,,,less than 652.0
SDP,NL,1996,682,91,0.3379999999999999,0.402,0.265,1,4.0,4.0,162,,,between 711.0 and 775.0
BAL,AL,1970,574,108,0.344,0.401,0.257,1,1.0,1.0,162,,,greater than 775.0
