Team,League,Year,RA,W,OBP,SLG,BA,Playoffs,RankSeason,RankPlayoffs,G,OOBP,OSLG,RS
NYY,AL,1999,731,98,0.366,0.4529999999999999,0.282,1,3.0,1.0,162,0.3289999999999999,0.4,greater than 775.0
CHW,AL,1967,491,89,0.291,0.32,0.225,0,,,162,,,less than 652.0
BOS,AL,1976,660,83,0.324,0.402,0.263,0,,,162,,,between 711.0 and 775.0
MIN,AL,1971,670,74,0.3229999999999999,0.372,0.26,0,,,160,,,between 652.0 and 711.0
BAL,AL,1993,745,85,0.346,0.413,0.267,0,,,162,,,greater than 775.0
TOR,AL,1991,622,91,0.322,0.4,0.257,1,4.0,3.0,162,,,between 652.0 and 711.0
MLN,NL,1965,633,86,0.31,0.416,0.256,0,,,162,,,between 652.0 and 711.0
TBR,AL,2012,577,90,0.317,0.3939999999999999,0.24,0,,,162,0.294,0.352,between 652.0 and 711.0
NYY,AL,1986,738,90,0.347,0.43,0.271,0,,,162,,,greater than 775.0
PHI,NL,1970,730,73,0.305,0.356,0.238,0,,,161,,,less than 652.0
CHW,AL,1978,731,71,0.317,0.379,0.264,0,,,161,,,less than 652.0
TBR,AL,2008,671,97,0.34,0.422,0.26,1,2.0,2.0,162,0.314,0.4,between 711.0 and 775.0
PIT,NL,1997,760,79,0.3289999999999999,0.4039999999999999,0.262,0,,,162,,,between 711.0 and 775.0
MIN,AL,1983,822,70,0.319,0.401,0.261,0,,,162,,,between 652.0 and 711.0
CLE,AL,1999,860,97,0.373,0.467,0.289,1,4.0,4.0,162,0.347,0.439,greater than 775.0
BOS,AL,1969,736,87,0.3329999999999999,0.415,0.251,0,,,162,,,between 711.0 and 775.0
CHW,AL,1970,822,56,0.315,0.362,0.253,0,,,162,,,less than 652.0
FLA,NL,1997,669,92,0.346,0.395,0.259,1,4.0,1.0,162,,,between 711.0 and 775.0
TEX,AL,1989,714,83,0.326,0.3939999999999999,0.263,0,,,162,,,between 652.0 and 711.0
BOS,AL,1993,698,80,0.33,0.395,0.264,0,,,162,,,between 652.0 and 711.0
HOU,NL,1991,717,65,0.309,0.347,0.244,0,,,162,,,less than 652.0
CIN,NL,1964,566,92,0.308,0.372,0.249,0,,,163,,,between 652.0 and 711.0
NYY,AL,1992,746,76,0.3279999999999999,0.406,0.261,0,,,162,,,between 711.0 and 775.0
PHI,NL,2011,529,102,0.3229999999999999,0.395,0.253,1,1.0,4.0,162,0.296,0.361,between 711.0 and 775.0
SEP,AL,1969,799,64,0.316,0.346,0.2339999999999999,0,,,163,,,less than 652.0
DET,AL,2000,827,79,0.3429999999999999,0.4379999999999999,0.275,0,,,162,0.34,0.4429999999999999,greater than 775.0
CIN,NL,1988,596,87,0.309,0.368,0.246,0,,,161,,,less than 652.0
CHC,NL,1988,694,77,0.31,0.3829999999999999,0.261,0,,,163,,,between 652.0 and 711.0
SFG,NL,1983,697,79,0.325,0.375,0.247,0,,,162,,,between 652.0 and 711.0
SEA,AL,1979,820,67,0.331,0.4039999999999999,0.2689999999999999,0,,,162,,,between 711.0 and 775.0
NYM,NL,2000,738,94,0.346,0.43,0.263,1,3.0,2.0,162,0.327,0.4029999999999999,greater than 775.0
CIN,NL,1993,785,73,0.324,0.396,0.264,0,,,162,,,between 711.0 and 775.0
NYM,NL,2004,731,71,0.317,0.409,0.249,0,,,162,0.335,0.405,between 652.0 and 711.0
LAA,AL,2010,702,80,0.311,0.39,0.248,0,,,162,0.327,0.4029999999999999,between 652.0 and 711.0
CIN,NL,1971,581,79,0.3,0.366,0.241,0,,,162,,,less than 652.0
CIN,NL,1967,563,87,0.297,0.372,0.248,0,,,162,,,less than 652.0
CLE,AL,1977,739,71,0.3339999999999999,0.38,0.2689999999999999,0,,,161,,,between 652.0 and 711.0
PIT,NL,1963,595,74,0.309,0.359,0.25,0,,,162,,,less than 652.0
SDP,NL,1978,598,84,0.321,0.348,0.252,0,,,162,,,less than 652.0
CAL,AL,1968,615,67,0.291,0.318,0.2269999999999999,0,,,162,,,less than 652.0
MIL,NL,2003,873,68,0.3289999999999999,0.419,0.256,0,,,162,0.348,0.462,between 711.0 and 775.0
LAA,AL,1964,551,82,0.304,0.344,0.242,0,,,162,,,less than 652.0
MIN,AL,1964,678,79,0.322,0.427,0.252,0,,,163,,,between 711.0 and 775.0
TEX,AL,1997,823,77,0.3339999999999999,0.4379999999999999,0.2739999999999999,0,,,162,,,greater than 775.0
SFG,NL,1968,529,88,0.307,0.341,0.239,0,,,163,,,less than 652.0
CIN,NL,1986,717,86,0.325,0.387,0.254,0,,,162,,,between 711.0 and 775.0
ATL,NL,1989,680,63,0.298,0.35,0.2339999999999999,0,,,161,,,less than 652.0
LAD,NL,1983,609,91,0.318,0.379,0.25,1,3.0,3.0,163,,,between 652.0 and 711.0
STL,NL,1983,710,79,0.335,0.384,0.27,0,,,162,,,between 652.0 and 711.0
CHC,NL,1980,728,64,0.309,0.365,0.251,0,,,162,,,less than 652.0
CHW,AL,1999,870,75,0.337,0.429,0.2769999999999999,0,,,162,0.353,0.447,greater than 775.0
CLE,AL,1988,731,78,0.314,0.387,0.261,0,,,162,,,between 652.0 and 711.0
SEA,AL,1984,774,74,0.324,0.384,0.258,0,,,162,,,between 652.0 and 711.0
SEA,AL,2004,823,63,0.331,0.396,0.27,0,,,162,0.3379999999999999,0.441,between 652.0 and 711.0
SDP,NL,1973,770,60,0.296,0.351,0.244,0,,,162,,,less than 652.0
MIN,AL,1975,736,76,0.341,0.386,0.271,0,,,159,,,between 711.0 and 775.0
CHC,NL,1977,739,81,0.33,0.387,0.266,0,,,162,,,between 652.0 and 711.0
FLA,NL,2011,702,72,0.318,0.3879999999999999,0.247,0,,,162,0.316,0.401,less than 652.0
WSA,AL,1966,659,71,0.295,0.355,0.2339999999999999,0,,,159,,,less than 652.0
MIL,NL,2004,757,67,0.321,0.387,0.248,0,,,161,0.32,0.417,less than 652.0
CAL,AL,1973,657,79,0.318,0.348,0.253,0,,,162,,,less than 652.0
TEX,AL,1998,871,88,0.357,0.462,0.289,1,8.0,4.0,162,,,greater than 775.0
SDP,NL,1990,673,75,0.32,0.38,0.257,0,,,162,,,between 652.0 and 711.0
KCR,AL,1971,566,85,0.313,0.353,0.25,0,,,161,,,less than 652.0
SDP,NL,1984,634,92,0.317,0.371,0.259,1,3.0,2.0,162,,,between 652.0 and 711.0
ANA,AL,2001,730,75,0.327,0.405,0.261,0,,,162,0.331,0.412,between 652.0 and 711.0
COL,NL,2004,923,68,0.345,0.455,0.275,0,,,162,0.372,0.471,greater than 775.0
STL,NL,2007,829,78,0.337,0.405,0.2739999999999999,0,,,162,0.336,0.431,between 711.0 and 775.0
LAD,NL,1975,534,88,0.325,0.365,0.248,0,,,162,,,less than 652.0
WSA,AL,1968,665,65,0.287,0.336,0.2239999999999999,0,,,161,,,less than 652.0
NYY,AL,1982,716,79,0.3279999999999999,0.3979999999999999,0.256,0,,,162,,,between 652.0 and 711.0
CIN,NL,1965,704,89,0.3389999999999999,0.439,0.273,0,,,162,,,greater than 775.0
SEA,AL,2001,627,116,0.36,0.445,0.288,1,1.0,3.0,162,0.301,0.3779999999999999,greater than 775.0
MIN,AL,1977,776,84,0.348,0.417,0.282,0,,,161,,,greater than 775.0
HOU,NL,2011,796,56,0.311,0.374,0.258,0,,,162,0.337,0.432,less than 652.0
PIT,NL,1982,696,84,0.327,0.408,0.273,0,,,162,,,between 711.0 and 775.0
MON,NL,1988,592,81,0.309,0.373,0.251,0,,,163,,,less than 652.0
PHI,NL,1962,759,81,0.33,0.39,0.26,0,,,161,,,between 652.0 and 711.0
MIN,AL,1973,692,81,0.342,0.3929999999999999,0.27,0,,,162,,,between 711.0 and 775.0
NYM,NL,1978,690,66,0.314,0.352,0.245,0,,,162,,,less than 652.0
CAL,AL,1988,771,75,0.321,0.385,0.261,0,,,162,,,between 711.0 and 775.0
MIN,AL,2011,804,63,0.306,0.36,0.247,0,,,162,0.34,0.435,less than 652.0
STL,NL,1975,689,82,0.327,0.375,0.273,0,,,163,,,between 652.0 and 711.0
CLE,AL,2006,782,78,0.349,0.457,0.28,0,,,162,0.335,0.431,greater than 775.0
KCR,AL,1980,694,97,0.345,0.413,0.286,1,2.0,2.0,162,,,greater than 775.0
PIT,NL,1971,599,97,0.33,0.416,0.2739999999999999,1,2.0,1.0,162,,,greater than 775.0
ATL,NL,1968,549,81,0.307,0.3389999999999999,0.252,0,,,163,,,less than 652.0
HOU,NL,1978,634,74,0.313,0.355,0.258,0,,,162,,,less than 652.0
BAL,AL,1988,789,54,0.305,0.359,0.238,0,,,161,,,less than 652.0
CLE,AL,2012,845,68,0.324,0.381,0.251,0,,,162,0.336,0.43,between 652.0 and 711.0
LAD,NL,1974,561,102,0.342,0.401,0.272,1,1.0,2.0,162,,,greater than 775.0
MIN,AL,2002,712,94,0.332,0.437,0.272,1,7.0,3.0,161,0.318,0.421,between 711.0 and 775.0
BOS,AL,1980,767,83,0.34,0.436,0.283,0,,,160,,,between 711.0 and 775.0
KCR,AL,1973,752,88,0.3389999999999999,0.381,0.261,0,,,162,,,between 711.0 and 775.0
BAL,AL,1996,903,88,0.35,0.472,0.2739999999999999,1,6.0,3.0,163,,,greater than 775.0
SFG,NL,1963,641,88,0.316,0.414,0.258,0,,,162,,,between 711.0 and 775.0
STL,NL,2006,762,83,0.337,0.431,0.2689999999999999,1,6.0,1.0,161,0.337,0.4429999999999999,greater than 775.0
CHC,NL,1964,724,76,0.314,0.39,0.251,0,,,162,,,less than 652.0
CIN,NL,1985,666,89,0.327,0.376,0.255,0,,,162,,,between 652.0 and 711.0
CHC,NL,2001,701,88,0.336,0.43,0.261,0,,,162,0.321,0.3979999999999999,greater than 775.0
MIN,AL,1985,782,77,0.326,0.407,0.264,0,,,162,,,between 652.0 and 711.0
ATL,NL,2005,674,90,0.3329999999999999,0.435,0.265,1,4.0,4.0,162,0.3329999999999999,0.406,between 711.0 and 775.0
OAK,AL,1986,760,76,0.322,0.39,0.252,0,,,162,,,between 711.0 and 775.0
KCR,AL,2009,842,65,0.318,0.405,0.259,0,,,162,0.3429999999999999,0.422,between 652.0 and 711.0
COL,NL,1999,1028,72,0.348,0.472,0.288,0,,,162,0.384,0.499,greater than 775.0
CLE,AL,1982,748,78,0.341,0.373,0.262,0,,,162,,,between 652.0 and 711.0
