Team,League,Year,RA,W,OBP,SLG,BA,Playoffs,RankSeason,RankPlayoffs,G,OOBP,OSLG,RS
NYY,AL,1999,731,98,0.366,0.4529999999999999,0.282,1,3.0,1.0,162,0.3289999999999999,0.4,greater than 775.0
CHW,AL,1967,491,89,0.291,0.32,0.225,0,,,162,,,less than 652.0
BOS,AL,1976,660,83,0.324,0.402,0.263,0,,,162,,,between 711.0 and 775.0
MIN,AL,1971,670,74,0.3229999999999999,0.372,0.26,0,,,160,,,between 652.0 and 711.0
BAL,AL,1993,745,85,0.346,0.413,0.267,0,,,162,,,greater than 775.0
TOR,AL,1991,622,91,0.322,0.4,0.257,1,4.0,3.0,162,,,between 652.0 and 711.0
MLN,NL,1965,633,86,0.31,0.416,0.256,0,,,162,,,between 652.0 and 711.0
TBR,AL,2012,577,90,0.317,0.3939999999999999,0.24,0,,,162,0.294,0.352,between 652.0 and 711.0
NYY,AL,1986,738,90,0.347,0.43,0.271,0,,,162,,,greater than 775.0
PHI,NL,1970,730,73,0.305,0.356,0.238,0,,,161,,,less than 652.0
CHW,AL,1978,731,71,0.317,0.379,0.264,0,,,161,,,less than 652.0
TBR,AL,2008,671,97,0.34,0.422,0.26,1,2.0,2.0,162,0.314,0.4,between 711.0 and 775.0
PIT,NL,1997,760,79,0.3289999999999999,0.4039999999999999,0.262,0,,,162,,,between 711.0 and 775.0
MIN,AL,1983,822,70,0.319,0.401,0.261,0,,,162,,,between 652.0 and 711.0
CLE,AL,1999,860,97,0.373,0.467,0.289,1,4.0,4.0,162,0.347,0.439,greater than 775.0
BOS,AL,1969,736,87,0.3329999999999999,0.415,0.251,0,,,162,,,between 711.0 and 775.0
CHW,AL,1970,822,56,0.315,0.362,0.253,0,,,162,,,less than 652.0
FLA,NL,1997,669,92,0.346,0.395,0.259,1,4.0,1.0,162,,,between 711.0 and 775.0
TEX,AL,1989,714,83,0.326,0.3939999999999999,0.263,0,,,162,,,between 652.0 and 711.0
BOS,AL,1993,698,80,0.33,0.395,0.264,0,,,162,,,between 652.0 and 711.0
HOU,NL,1991,717,65,0.309,0.347,0.244,0,,,162,,,less than 652.0
CIN,NL,1964,566,92,0.308,0.372,0.249,0,,,163,,,between 652.0 and 711.0
NYY,AL,1992,746,76,0.3279999999999999,0.406,0.261,0,,,162,,,between 711.0 and 775.0
PHI,NL,2011,529,102,0.3229999999999999,0.395,0.253,1,1.0,4.0,162,0.296,0.361,between 711.0 and 775.0
SEP,AL,1969,799,64,0.316,0.346,0.2339999999999999,0,,,163,,,less than 652.0
DET,AL,2000,827,79,0.3429999999999999,0.4379999999999999,0.275,0,,,162,0.34,0.4429999999999999,greater than 775.0
CIN,NL,1988,596,87,0.309,0.368,0.246,0,,,161,,,less than 652.0
CHC,NL,1988,694,77,0.31,0.3829999999999999,0.261,0,,,163,,,between 652.0 and 711.0
SFG,NL,1983,697,79,0.325,0.375,0.247,0,,,162,,,between 652.0 and 711.0
SEA,AL,1979,820,67,0.331,0.4039999999999999,0.2689999999999999,0,,,162,,,between 711.0 and 775.0
NYM,NL,2000,738,94,0.346,0.43,0.263,1,3.0,2.0,162,0.327,0.4029999999999999,greater than 775.0
CIN,NL,1993,785,73,0.324,0.396,0.264,0,,,162,,,between 711.0 and 775.0
NYM,NL,2004,731,71,0.317,0.409,0.249,0,,,162,0.335,0.405,between 652.0 and 711.0
LAA,AL,2010,702,80,0.311,0.39,0.248,0,,,162,0.327,0.4029999999999999,between 652.0 and 711.0
CIN,NL,1971,581,79,0.3,0.366,0.241,0,,,162,,,less than 652.0
CIN,NL,1967,563,87,0.297,0.372,0.248,0,,,162,,,less than 652.0
CLE,AL,1977,739,71,0.3339999999999999,0.38,0.2689999999999999,0,,,161,,,between 652.0 and 711.0
PIT,NL,1963,595,74,0.309,0.359,0.25,0,,,162,,,less than 652.0
SDP,NL,1978,598,84,0.321,0.348,0.252,0,,,162,,,less than 652.0
CAL,AL,1968,615,67,0.291,0.318,0.2269999999999999,0,,,162,,,less than 652.0
MIL,NL,2003,873,68,0.3289999999999999,0.419,0.256,0,,,162,0.348,0.462,between 711.0 and 775.0
LAA,AL,1964,551,82,0.304,0.344,0.242,0,,,162,,,less than 652.0
