CIC0,SM1_Dz,GATS1i,NdsCH,NdssC,MLOGP,LC50
3.08,0.223,1.583,0,1,1.442,less than 3.15175
2.126,1.278,0.896,0,0,4.634,greater than 4.9075
2.96,0.88,1.53,1,1,0.787,greater than 4.9075
2.448,0.638,0.921,0,0,1.701,between 3.15175 and 3.9875
3.921,0.134,1.789,0,0,2.502,between 3.15175 and 3.9875
2.56,0.134,1.758,0,0,0.347,less than 3.15175
3.316,0.223,1.571,0,1,1.795,less than 3.15175
1.822,0.829,0.834,0,0,2.509,between 3.15175 and 3.9875
2.507,0.405,1.652,0,2,0.888,less than 3.15175
2.802,0.223,1.6,1,0,1.064,between 3.15175 and 3.9875
3.896,0.134,1.571,0,0,3.503,between 3.9875 and 4.9075
3.155,0.638,2.128,0,0,-0.937,less than 3.15175
3.179,0.0,1.063,0,0,2.942,between 3.15175 and 3.9875
3.351,0.496,1.466,0,0,1.097,less than 3.15175
3.822,0.0,1.125,1,0,4.044,greater than 4.9075
3.143,0.134,1.641,0,0,1.209,less than 3.15175
4.63,0.405,1.458,2,1,5.579,less than 3.15175
2.377,0.827,0.938,0,0,2.239,greater than 4.9075
2.111,0.134,1.253,0,0,0.468,less than 3.15175
2.641,0.496,1.077,0,1,1.697,between 3.15175 and 3.9875
3.179,0.0,1.063,0,0,2.942,between 3.15175 and 3.9875
4.135,0.58,1.263,1,2,2.904,greater than 4.9075
3.196,1.38,1.234,0,0,1.321,greater than 4.9075
2.333,0.251,1.946,0,0,-1.053,less than 3.15175
2.778,0.83,1.046,0,0,3.562,greater than 4.9075
2.417,1.028,1.162,0,1,3.19,between 3.9875 and 4.9075
4.205,1.512,1.046,0,2,2.11,greater than 4.9075
3.181,0.604,1.52,0,0,3.126,between 3.9875 and 4.9075
2.283,1.07,1.223,0,0,1.112,between 3.9875 and 4.9075
2.026,0.223,1.667,1,0,0.202,less than 3.15175
3.691,0.711,1.073,0,2,1.746,greater than 4.9075
2.479,0.887,0.954,0,0,1.748,between 3.9875 and 4.9075
3.441,0.0,1.667,0,0,3.516,between 3.9875 and 4.9075
2.542,0.429,1.891,0,0,0.562,less than 3.15175
3.641,1.192,1.481,0,1,3.16,greater than 4.9075
2.585,1.586,0.917,0,0,5.207,greater than 4.9075
2.824,0.223,1.0,1,0,2.102,between 3.15175 and 3.9875
3.668,0.134,1.132,0,0,2.502,between 3.15175 and 3.9875
3.509,0.854,1.478,0,0,2.248,less than 3.15175
2.819,0.732,1.483,0,0,1.717,less than 3.15175
2.728,0.223,0.953,0,0,1.859,between 3.15175 and 3.9875
3.332,0.134,1.519,0,0,2.51,between 3.15175 and 3.9875
2.16,1.16,1.607,0,0,1.94,less than 3.15175
2.477,0.405,0.876,0,1,1.7,less than 3.15175
2.71,0.93,0.724,0,0,2.526,between 3.9875 and 4.9075
2.818,0.88,1.488,0,0,1.182,between 3.15175 and 3.9875
2.585,0.0,0.917,0,0,2.255,between 3.15175 and 3.9875
1.786,0.702,1.081,0,0,-1.265,greater than 4.9075
3.734,0.223,1.374,2,2,2.642,between 3.9875 and 4.9075
3.265,0.496,0.962,0,1,3.055,between 3.9875 and 4.9075
1.92,1.079,1.738,0,0,2.604,between 3.15175 and 3.9875
3.738,1.131,1.584,1,2,2.558,between 3.9875 and 4.9075
3.601,0.223,1.35,3,2,2.545,between 3.9875 and 4.9075
2.11,0.773,0.773,0,1,2.57,between 3.15175 and 3.9875
2.983,0.496,2.106,0,0,-0.521,less than 3.15175
2.11,0.58,0.805,0,0,1.61,between 3.15175 and 3.9875
2.442,0.934,0.984,0,1,3.259,between 3.9875 and 4.9075
3.024,0.452,2.698,0,0,1.107,less than 3.15175
1.634,0.798,1.093,0,0,0.68,less than 3.15175
3.332,0.134,1.068,0,0,2.242,between 3.15175 and 3.9875
2.802,0.223,1.6,1,0,1.064,between 3.9875 and 4.9075
3.57,1.374,2.259,0,0,2.05,greater than 4.9075
2.126,0.405,0.917,4,2,0.411,greater than 4.9075
3.462,0.405,1.717,0,1,2.06,between 3.9875 and 4.9075
3.188,1.182,1.244,0,1,1.845,greater than 4.9075
4.121,0.829,1.551,0,1,3.913,greater than 4.9075
2.876,0.928,1.372,0,1,1.737,greater than 4.9075
2.512,0.223,0.929,1,0,1.769,between 3.15175 and 3.9875
4.81,0.693,1.42,0,2,5.426,less than 3.15175
2.955,0.331,1.313,0,0,0.652,less than 3.15175
2.233,0.64,0.92,0,1,2.102,between 3.15175 and 3.9875
2.462,0.223,1.625,1,0,0.655,between 3.15175 and 3.9875
2.126,0.83,0.899,0,0,3.478,between 3.9875 and 4.9075
1.783,0.331,1.667,0,0,0.087,less than 3.15175
2.536,0.429,0.871,0,1,1.237,less than 3.15175
2.019,1.126,0.793,0,0,3.314,between 3.9875 and 4.9075
3.023,0.56,1.168,0,1,1.75,between 3.15175 and 3.9875
2.366,0.405,1.735,0,0,-0.534,less than 3.15175
1.279,1.16,1.714,0,0,1.209,less than 3.15175
2.024,0.83,1.761,0,0,2.226,less than 3.15175
3.749,0.331,1.278,0,0,2.773,between 3.9875 and 4.9075
2.728,0.223,0.953,0,0,1.859,between 3.15175 and 3.9875
4.005,0.223,1.545,0,1,3.953,greater than 4.9075
3.247,0.638,0.889,0,1,2.922,between 3.9875 and 4.9075
2.217,0.659,0.788,0,0,1.758,between 3.15175 and 3.9875
3.394,0.0,0.868,0,0,3.677,between 3.9875 and 4.9075
2.026,0.223,1.429,1,0,0.202,greater than 4.9075
2.755,0.405,1.559,0,1,0.996,less than 3.15175
2.495,0.56,0.835,0,1,1.643,less than 3.15175
2.479,0.887,0.954,0,0,1.748,greater than 4.9075
3.08,0.223,1.385,0,0,1.195,less than 3.15175
2.755,0.405,1.844,0,1,0.996,between 3.15175 and 3.9875
2.815,0.56,1.585,0,2,0.43,less than 3.15175
3.179,0.0,1.063,0,0,2.942,between 3.15175 and 3.9875
1.977,1.112,0.881,0,0,2.37,between 3.9875 and 4.9075
2.126,0.405,1.69,1,1,0.479,between 3.15175 and 3.9875
3.559,0.223,1.36,0,0,2.446,between 3.15175 and 3.9875
3.41,0.134,1.722,0,0,-1.174,less than 3.15175
2.495,0.56,0.835,1,0,1.099,between 3.9875 and 4.9075
3.012,0.223,1.023,0,0,2.193,between 3.15175 and 3.9875
2.333,0.251,2.327,0,0,-0.241,between 3.15175 and 3.9875
3.532,0.134,1.518,0,0,2.813,between 3.15175 and 3.9875
2.62,0.499,0.99,0,0,3.21,between 3.15175 and 3.9875
2.728,0.223,0.953,0,0,1.591,less than 3.15175
2.439,0.93,0.924,0,0,1.748,greater than 4.9075
3.103,0.134,1.344,0,0,1.533,between 3.15175 and 3.9875
2.233,0.64,0.92,1,0,2.37,between 3.9875 and 4.9075
2.126,0.83,1.455,0,1,2.459,greater than 4.9075
4.114,0.223,1.571,0,0,4.098,greater than 4.9075
3.098,0.93,1.075,0,0,2.702,greater than 4.9075
2.802,0.223,1.6,0,1,1.064,less than 3.15175
2.215,0.887,0.888,0,0,1.395,between 3.9875 and 4.9075
2.26,0.604,0.836,0,0,3.045,between 3.9875 and 4.9075
3.222,1.501,0.872,0,0,5.149,greater than 4.9075
3.788,0.693,1.365,0,2,2.576,between 3.9875 and 4.9075
3.461,0.223,1.12,0,0,2.813,between 3.9875 and 4.9075
2.636,0.827,0.999,0,0,2.573,between 3.9875 and 4.9075
2.572,1.834,1.35,0,2,3.115,greater than 4.9075
2.215,0.887,0.888,0,0,1.395,between 3.9875 and 4.9075
1.774,0.429,2.299,0,0,-0.41,less than 3.15175
3.514,0.0,1.375,2,2,3.038,between 3.9875 and 4.9075
3.219,0.811,1.127,0,0,2.604,between 3.9875 and 4.9075
2.594,0.251,0.861,0,0,1.68,less than 3.15175
3.426,0.693,1.488,0,1,1.294,less than 3.15175
3.629,0.223,0.802,0,0,3.571,between 3.9875 and 4.9075
2.479,0.887,0.954,0,0,1.748,between 3.9875 and 4.9075
3.012,0.223,1.023,0,0,2.193,between 3.15175 and 3.9875
2.126,0.251,1.114,0,0,0.143,less than 3.15175
3.027,0.331,1.472,1,0,1.807,between 3.15175 and 3.9875
3.378,1.38,1.25,0,0,1.654,greater than 4.9075
3.739,0.0,1.25,1,2,3.267,less than 3.15175
3.101,1.535,1.326,0,1,1.655,greater than 4.9075
3.452,0.331,1.098,0,1,2.54,between 3.15175 and 3.9875
3.587,0.675,2.108,0,0,2.527,between 3.15175 and 3.9875
3.739,0.0,1.161,0,0,4.431,greater than 4.9075
3.462,0.405,1.717,0,1,2.06,between 3.9875 and 4.9075
3.728,0.956,1.17,0,0,4.789,greater than 4.9075
3.219,0.811,1.127,0,0,2.604,between 3.9875 and 4.9075
1.429,0.223,1.75,1,0,-0.317,less than 3.15175
3.739,0.0,1.204,0,1,3.374,greater than 4.9075
2.122,1.621,1.511,0,0,2.64,greater than 4.9075
2.834,0.134,0.95,0,0,1.591,less than 3.15175
4.255,1.695,1.087,0,0,2.294,between 3.9875 and 4.9075
3.111,0.732,0.923,0,0,4.068,greater than 4.9075
2.111,1.477,1.298,0,0,3.225,greater than 4.9075
2.507,0.405,1.5,0,2,0.076,less than 3.15175
1.751,0.629,1.483,0,0,-0.317,less than 3.15175
2.031,0.854,2.591,0,0,-0.816,less than 3.15175
4.327,0.56,1.254,2,5,3.399,greater than 4.9075
2.251,0.638,0.871,1,0,1.61,between 3.9875 and 4.9075
2.079,0.988,0.836,0,1,2.481,less than 3.15175
1.965,1.028,0.762,0,0,2.116,greater than 4.9075
3.921,0.251,1.398,0,0,1.622,between 3.15175 and 3.9875
2.456,0.331,0.875,0,1,1.294,less than 3.15175
2.218,0.923,1.074,0,0,0.291,between 3.15175 and 3.9875
2.031,0.872,1.475,0,1,0.202,greater than 4.9075
2.728,0.223,0.953,0,0,1.859,between 3.15175 and 3.9875
3.871,0.829,1.558,0,1,3.026,between 3.9875 and 4.9075
2.62,0.499,0.99,0,0,3.21,between 3.9875 and 4.9075
2.126,0.977,0.771,0,0,3.795,between 3.9875 and 4.9075
2.777,0.56,1.127,1,0,1.433,between 3.9875 and 4.9075
3.023,0.56,1.168,0,1,2.294,between 3.15175 and 3.9875
2.888,0.405,1.472,1,2,1.522,greater than 4.9075
1.822,0.681,0.794,0,0,2.335,between 3.15175 and 3.9875
3.7,0.223,1.556,0,1,2.446,between 3.15175 and 3.9875
3.566,0.134,1.595,0,0,1.94,between 3.15175 and 3.9875
1.594,0.223,1.068,0,0,0.202,between 3.9875 and 4.9075
1.975,0.802,0.775,1,0,2.799,between 3.9875 and 4.9075
3.74,0.134,1.581,0,0,2.274,between 3.9875 and 4.9075
2.183,0.93,0.846,0,0,1.395,between 3.15175 and 3.9875
3.164,2.044,0.83,0,1,4.912,greater than 4.9075
1.512,0.64,1.844,0,0,0.347,between 3.15175 and 3.9875
3.065,1.079,0.825,0,0,5.472,greater than 4.9075
3.103,0.134,1.016,0,0,2.193,between 3.15175 and 3.9875
2.508,0.58,0.941,0,0,1.701,between 3.15175 and 3.9875
3.026,0.405,1.548,0,1,1.373,less than 3.15175
4.191,0.762,2.195,0,0,1.239,less than 3.15175
3.035,0.223,1.662,0,0,1.209,less than 3.15175
3.03,1.821,1.027,0,2,5.469,greater than 4.9075
1.94,0.749,1.066,0,0,1.492,less than 3.15175
3.126,0.693,1.69,2,2,1.024,between 3.9875 and 4.9075
2.878,0.134,1.684,0,0,0.8,less than 3.15175
2.462,0.223,1.669,0,0,0.408,less than 3.15175
1.636,0.331,1.265,1,1,-0.38,less than 3.15175
2.217,0.872,0.875,0,0,1.769,between 3.9875 and 4.9075
4.216,0.223,1.248,0,0,4.177,greater than 4.9075
3.26,0.829,1.676,0,1,1.453,between 3.15175 and 3.9875
3.599,0.702,1.514,2,1,3.247,greater than 4.9075
1.962,1.345,0.783,0,0,3.617,greater than 4.9075
2.43,0.496,0.946,0,0,2.241,between 3.15175 and 3.9875
1.844,1.275,0.804,0,0,3.109,greater than 4.9075
4.061,0.134,1.658,0,0,-0.294,less than 3.15175
1.778,0.223,1.203,0,0,0.156,less than 3.15175
3.332,0.134,1.294,0,0,2.242,between 3.15175 and 3.9875
2.448,0.638,1.121,0,0,1.701,less than 3.15175
2.609,0.604,1.529,0,0,2.419,between 3.15175 and 3.9875
2.374,0.811,0.817,1,0,2.841,greater than 4.9075
2.534,0.872,1.619,0,0,-1.186,less than 3.15175
3.137,0.251,1.335,0,0,1.141,less than 3.15175
3.003,0.134,1.413,0,0,2.242,less than 3.15175
2.126,0.83,0.899,0,0,3.478,between 3.9875 and 4.9075
4.88,0.134,1.853,0,0,2.217,between 3.9875 and 4.9075
2.9,1.275,0.913,0,1,3.574,greater than 4.9075
2.565,0.452,1.529,0,0,0.242,less than 3.15175
2.986,0.961,1.669,0,4,1.798,between 3.15175 and 3.9875
3.014,0.56,1.987,0,1,0.538,between 3.15175 and 3.9875
2.987,1.076,0.921,0,1,3.318,greater than 4.9075
2.435,0.331,1.532,0,1,0.586,less than 3.15175
2.982,0.496,1.151,0,1,1.783,between 3.15175 and 3.9875
3.596,0.972,0.941,0,1,4.179,between 3.9875 and 4.9075
2.309,0.907,0.871,0,0,3.046,between 3.15175 and 3.9875
3.029,0.331,1.847,0,0,0.314,less than 3.15175
3.001,0.134,2.92,0,0,-2.884,less than 3.15175
1.713,1.098,1.752,0,0,-0.297,less than 3.15175
3.55,1.182,1.624,0,0,2.433,between 3.9875 and 4.9075
3.13,0.429,0.88,0,0,2.679,greater than 4.9075
3.9,0.429,1.572,0,1,2.297,between 3.15175 and 3.9875
3.073,0.693,1.851,0,2,0.787,between 3.9875 and 4.9075
2.118,0.956,1.643,0,0,-2.03,between 3.15175 and 3.9875
3.282,0.56,1.749,0,2,1.117,between 3.15175 and 3.9875
4.532,0.405,1.189,1,4,4.639,greater than 4.9075
2.748,0.223,2.048,0,0,0.8,less than 3.15175
2.507,0.405,1.652,1,1,0.888,between 3.9875 and 4.9075
4.288,0.865,1.327,0,0,4.295,greater than 4.9075
4.057,1.032,1.183,1,3,4.754,greater than 4.9075
3.993,0.223,1.214,1,0,3.563,between 3.9875 and 4.9075
2.512,0.134,1.293,0,0,0.846,less than 3.15175
2.815,0.56,1.585,1,1,0.43,between 3.9875 and 4.9075
2.086,0.64,0.838,0,0,2.127,between 3.9875 and 4.9075
3.86,0.223,1.55,0,1,3.661,between 3.9875 and 4.9075
3.924,0.693,1.707,0,2,2.314,between 3.9875 and 4.9075
1.844,1.275,0.804,0,0,3.109,greater than 4.9075
2.092,1.359,2.273,1,1,1.246,between 3.9875 and 4.9075
3.035,0.223,1.941,0,0,1.209,less than 3.15175
4.037,0.134,1.563,0,0,3.806,greater than 4.9075
2.252,1.075,0.885,0,0,2.005,greater than 4.9075
3.277,0.486,1.416,0,0,2.604,greater than 4.9075
1.961,0.134,1.27,0,0,0.156,less than 3.15175
1.832,1.209,1.364,0,0,-0.792,between 3.15175 and 3.9875
3.734,0.223,1.45,2,1,2.642,between 3.15175 and 3.9875
2.8,0.693,1.091,0,1,1.437,between 3.15175 and 3.9875
2.216,0.582,0.839,0,0,2.127,between 3.9875 and 4.9075
3.361,0.223,1.437,1,2,2.021,between 3.15175 and 3.9875
2.233,0.46,0.789,1,0,2.206,greater than 4.9075
3.055,1.273,1.132,0,0,2.931,greater than 4.9075
3.103,0.134,1.016,0,0,2.193,between 3.15175 and 3.9875
2.95,1.772,1.351,0,4,3.11,greater than 4.9075
3.036,0.405,1.205,1,0,1.807,between 3.15175 and 3.9875
3.41,0.223,1.278,1,2,1.947,less than 3.15175
2.126,0.83,1.455,1,0,2.459,between 3.9875 and 4.9075
2.377,0.331,1.734,0,0,-0.534,less than 3.15175
2.396,1.593,1.351,0,0,3.32,greater than 4.9075
2.085,1.079,0.895,0,0,4.063,between 3.9875 and 4.9075
2.918,0.223,0.944,3,0,2.066,between 3.9875 and 4.9075
2.544,0.223,1.245,0,0,1.064,less than 3.15175
2.639,1.462,0.83,0,0,5.206,greater than 4.9075
3.776,0.405,0.92,0,0,3.306,between 3.9875 and 4.9075
3.343,1.068,0.923,0,0,2.538,between 3.15175 and 3.9875
2.684,0.988,1.226,0,1,3.076,between 3.9875 and 4.9075
3.407,0.0,1.111,0,0,3.259,between 3.9875 and 4.9075
2.594,0.251,1.287,0,0,0.454,less than 3.15175
3.514,0.134,1.07,1,0,3.315,greater than 4.9075
2.888,0.251,1.771,0,0,1.398,less than 3.15175
3.014,0.56,1.781,0,0,-0.115,less than 3.15175
3.609,0.811,1.189,0,0,3.291,greater than 4.9075
3.618,0.842,1.686,0,2,1.661,greater than 4.9075
2.024,0.405,1.605,0,1,0.133,less than 3.15175
2.08,0.891,0.816,0,0,2.729,between 3.9875 and 4.9075
2.765,0.331,0.951,0,1,1.49,less than 3.15175
3.389,0.223,0.849,0,1,3.587,between 3.9875 and 4.9075
2.024,0.977,1.328,0,0,2.604,greater than 4.9075
2.928,1.113,1.185,0,1,2.927,between 3.9875 and 4.9075
3.358,1.348,1.328,0,0,1.89,between 3.15175 and 3.9875
3.73,0.829,1.562,0,1,3.182,between 3.9875 and 4.9075
1.439,1.079,1.867,0,0,2.226,between 3.15175 and 3.9875
2.677,0.331,1.582,0,1,0.586,less than 3.15175
2.189,1.586,2.0,0,0,3.291,greater than 4.9075
4.219,1.033,0.963,0,1,4.246,greater than 4.9075
4.137,0.223,1.542,0,1,4.234,greater than 4.9075
3.219,0.811,1.151,0,0,2.604,between 3.15175 and 3.9875
3.057,1.636,0.995,0,2,4.452,greater than 4.9075
3.641,0.331,1.933,0,1,1.565,less than 3.15175
2.442,0.934,0.984,0,1,2.991,between 3.9875 and 4.9075
3.596,0.604,1.515,0,0,4.673,greater than 4.9075
3.005,1.683,0.774,0,0,4.804,greater than 4.9075
2.536,0.764,1.165,0,1,2.619,between 3.9875 and 4.9075
2.834,0.134,1.322,0,0,1.199,less than 3.15175
2.971,0.972,1.255,0,2,2.052,between 3.9875 and 4.9075
3.818,0.693,1.627,2,2,2.217,greater than 4.9075
2.094,0.827,0.86,0,0,1.886,between 3.9875 and 4.9075
2.523,0.56,1.602,1,1,0.052,between 3.9875 and 4.9075
3.049,0.762,1.258,0,2,1.996,between 3.9875 and 4.9075
2.536,0.496,1.482,0,1,0.204,less than 3.15175
4.324,0.0,1.205,0,1,4.738,between 3.9875 and 4.9075
3.111,0.331,1.011,0,1,2.042,between 3.15175 and 3.9875
3.905,0.56,1.399,1,0,2.65,greater than 4.9075
2.429,0.405,1.954,0,0,-0.473,less than 3.15175
3.332,0.134,1.294,0,0,2.51,between 3.15175 and 3.9875
2.748,0.223,1.705,0,0,0.8,less than 3.15175
3.793,0.134,0.93,0,0,4.054,greater than 4.9075
3.763,0.916,0.878,0,6,2.918,between 3.9875 and 4.9075
3.756,0.0,0.964,0,0,4.23,between 3.9875 and 4.9075
4.077,0.956,1.909,0,0,3.234,between 3.9875 and 4.9075
3.605,0.0,1.15,0,0,3.562,between 3.9875 and 4.9075
2.43,0.496,0.946,0,0,2.241,between 3.15175 and 3.9875
4.085,0.134,1.482,0,0,4.234,greater than 4.9075
2.24,0.405,1.203,0,0,-0.316,less than 3.15175
2.508,0.58,0.941,0,0,1.701,between 3.15175 and 3.9875
3.888,0.693,0.978,0,2,4.633,greater than 4.9075
1.814,1.316,1.074,0,1,1.119,between 3.15175 and 3.9875
3.452,0.331,1.476,1,0,2.402,between 3.15175 and 3.9875
3.252,0.134,0.875,0,0,2.859,greater than 4.9075
3.26,0.405,1.151,1,0,2.11,between 3.15175 and 3.9875
2.238,1.513,2.078,0,0,0.489,between 3.9875 and 4.9075
2.251,0.638,0.871,1,0,1.61,between 3.9875 and 4.9075
3.39,0.934,0.889,0,0,4.436,greater than 4.9075
4.258,0.223,1.538,0,1,4.506,greater than 4.9075
2.508,0.58,0.941,0,0,1.701,between 3.15175 and 3.9875
3.641,0.405,1.531,0,1,3.289,between 3.15175 and 3.9875
3.67,0.728,2.11,0,3,2.288,less than 3.15175
3.277,0.486,1.343,0,0,2.604,between 3.15175 and 3.9875
2.726,0.496,1.179,0,1,1.06,less than 3.15175
2.019,1.126,0.793,0,0,3.314,greater than 4.9075
2.396,0.223,1.778,0,0,0.347,less than 3.15175
2.98,0.251,1.959,0,0,-0.063,less than 3.15175
2.836,0.693,1.43,0,2,0.434,between 3.15175 and 3.9875
2.034,0.64,1.727,0,0,0.8,less than 3.15175
2.26,0.499,0.907,0,0,2.876,between 3.15175 and 3.9875
3.001,0.651,0.781,0,0,4.203,greater than 4.9075
2.183,0.93,0.846,0,0,1.395,between 3.9875 and 4.9075
3.485,0.223,1.614,0,0,1.94,less than 3.15175
2.665,0.251,1.762,0,0,-0.534,less than 3.15175
2.216,0.679,0.764,0,0,2.296,between 3.15175 and 3.9875
2.704,0.56,1.965,0,0,-0.917,less than 3.15175
2.548,0.947,1.051,1,0,1.66,between 3.15175 and 3.9875
1.855,1.067,1.244,0,0,1.587,between 3.15175 and 3.9875
2.442,1.211,2.254,0,0,1.401,between 3.9875 and 4.9075
2.818,0.83,1.386,0,0,2.899,between 3.15175 and 3.9875
5.158,0.134,1.791,0,0,3.118,greater than 4.9075
2.62,0.499,0.99,0,0,2.942,between 3.9875 and 4.9075
3.815,1.825,1.351,0,0,-0.45,between 3.9875 and 4.9075
4.216,0.223,1.248,0,0,5.089,greater than 4.9075
