X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area
6,5,sep,tue,91.8,111.4,769.9,6.4,20.4,45,3.2,0.0,greater than 6.57
3,4,sep,thu,92.3,123.9,681.4,8.4,22.2,42,5.4,0.0,between 0.0 and 0.52
7,4,sep,mon,91.5,107.9,764.6,6.2,19.2,44,2.3,0.0,between 0.0 and 0.52
5,4,jul,wed,93.6,101.2,458.6,11.8,19.2,40,7.1,0.0,greater than 6.57
8,6,aug,thu,94.8,222.5,698.7,13.9,23.9,38,6.8,0.0,between 0.0 and 0.52
2,2,mar,sun,89.4,51.5,102.4,9.5,5.6,59,6.4,0.0,between 0.0 and 0.52
6,5,mar,wed,93.3,17.4,28.4,9.8,13.9,25,5.9,0.0,between 0.0 and 0.52
5,4,feb,sun,86.9,15.7,48.4,3.9,12.5,53,2.3,0.0,between 0.52 and 6.57
2,2,aug,wed,92.2,111.4,654.3,9.5,18.5,46,3.7,0.0,between 0.52 and 6.57
7,4,sep,mon,91.6,108.5,764.2,6.2,19.4,45,2.3,0.0,between 0.0 and 0.52
5,4,sep,fri,93.2,140.9,713.2,13.8,27.5,31,1.4,0.0,between 0.0 and 0.52
7,4,sep,mon,90.9,126.6,686.7,7.0,19.5,48,1.4,0.0,between 0.0 and 0.52
2,4,sep,mon,63.6,71.0,665.5,0.8,22.7,39,3.7,0.0,greater than 6.57
1,3,aug,thu,94.9,222.6,698.8,13.9,26.3,35,5.9,0.0,between 0.0 and 0.52
6,5,feb,tue,75.2,4.5,16.3,1.9,4.7,83,6.4,0.0,between 0.52 and 6.57
6,5,aug,wed,92.2,111.5,654.4,9.5,16.7,48,0.9,0.0,between 0.52 and 6.57
6,5,jun,mon,90.5,93.5,298.3,7.5,20.8,26,4.9,0.0,between 0.0 and 0.52
7,4,aug,sun,91.5,142.6,601.6,10.6,16.4,61,5.5,0.0,between 0.0 and 0.52
6,4,aug,thu,95.3,131.9,579.0,10.4,20.4,42,4.1,0.0,between 0.52 and 6.57
2,4,aug,sun,93.7,235.3,723.4,10.1,20.9,67,4.9,0.0,greater than 6.57
3,4,sep,sun,89.8,90.2,704.6,4.8,22.9,40,3.7,0.0,between 0.0 and 0.52
7,4,sep,fri,92.2,99.2,745.5,9.6,20.7,44,3.7,0.0,between 0.52 and 6.57
7,4,aug,sat,93.6,139.6,594.4,20.3,5.2,96,5.9,0.0,greater than 6.57
8,6,mar,fri,91.8,33.5,77.7,9.0,8.4,97,4.1,0.2,between 0.0 and 0.52
6,3,aug,fri,91.2,141.3,629.3,7.1,19.4,40,3.7,0.0,between 0.52 and 6.57
1,5,sep,tue,91.1,129.7,692.8,7.0,21.7,34,2.3,0.0,greater than 6.57
3,4,aug,tue,92.2,152.8,658.4,14.3,21.1,33,3.2,0.0,between 0.0 and 0.52
6,3,sep,tue,90.4,80.9,730.4,6.3,18.3,63,4.6,0.0,between 0.0 and 0.52
2,5,jul,sat,91.7,104.4,475.1,9.0,18.8,54,1.9,0.0,between 0.0 and 0.52
6,3,sep,mon,91.6,130.3,807.3,7.5,12.3,67,4.9,0.0,between 0.52 and 6.57
5,4,sep,sat,92.3,102.6,751.7,8.4,24.2,28,3.2,0.0,between 0.0 and 0.52
8,6,mar,sun,89.4,51.5,102.5,9.5,11.6,40,5.9,0.0,greater than 6.57
1,2,aug,sun,91.5,142.7,601.7,10.6,19.6,40,6.4,0.0,between 0.0 and 0.52
9,9,jul,sun,90.2,68.8,355.5,7.2,24.9,30,2.3,0.0,between 0.52 and 6.57
5,5,mar,thu,90.9,19.1,30.8,8.0,11.7,49,5.5,0.0,between 0.0 and 0.52
8,6,jun,sun,90.5,89.8,291.1,6.4,15.5,46,2.3,0.0,between 0.0 and 0.52
7,5,sep,fri,92.9,140.1,705.2,14.2,21.8,41,4.1,0.0,greater than 6.57
4,6,aug,wed,93.1,151.8,624.9,8.2,18.3,45,3.3,0.0,between 0.0 and 0.52
6,7,oct,sun,91.9,101.5,693.3,9.8,19.1,50,3.3,0.0,between 0.52 and 6.57
8,5,feb,thu,89.2,28.2,375.6,5.1,16.8,32,5.4,0.0,between 0.0 and 0.52
5,8,aug,sat,90.4,67.3,525.9,6.8,22.5,52,2.7,0.0,between 0.0 and 0.52
6,4,mar,fri,92.8,141.5,697.4,11.3,18.2,58,5.9,0.0,between 0.0 and 0.52
