X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area
8,6,mar,fri,91.7,35.8,80.8,7.8,17.4,24,5.4,0.0,between 0.0 and 0.52
8,4,aug,tue,96.1,181.1,671.2,14.3,20.7,69,4.9,0.4,between 0.0 and 0.52
4,5,mar,tue,88.1,25.7,67.6,3.8,15.5,27,6.3,0.0,between 0.0 and 0.52
4,6,sep,mon,91.3,130.1,770.3,7.3,18.9,51,4.9,0.0,between 0.0 and 0.52
3,5,sep,fri,93.5,149.3,728.6,8.1,17.2,43,3.1,0.0,between 0.0 and 0.52
7,3,sep,thu,89.7,287.2,849.3,6.8,19.4,45,3.6,0.0,between 0.0 and 0.52
2,4,aug,sun,92.0,203.2,664.5,8.1,24.9,42,5.4,0.0,greater than 6.57
3,4,sep,sun,90.5,96.7,750.5,11.4,20.6,55,5.4,0.0,greater than 6.57
4,4,apr,fri,83.0,23.3,85.3,2.3,16.7,20,3.1,0.0,between 0.0 and 0.52
2,2,feb,mon,84.0,9.3,34.0,2.1,13.9,40,5.4,0.0,between 0.0 and 0.52
7,4,sep,fri,92.1,99.0,745.3,9.6,20.6,43,3.6,0.0,between 0.52 and 6.57
4,6,sep,mon,91.3,130.1,770.3,7.3,18.9,51,4.9,0.0,between 0.0 and 0.52
1,5,sep,mon,90.9,126.5,686.5,7.0,21.0,42,2.2,0.0,greater than 6.57
2,5,jun,thu,93.7,121.7,350.2,18.0,22.7,40,9.4,0.0,between 0.52 and 6.57
6,5,sep,wed,94.3,85.1,692.3,15.9,25.9,24,4.0,0.0,between 0.0 and 0.52
3,6,sep,sat,89.7,287.2,849.3,6.8,19.4,45,3.6,0.0,between 0.0 and 0.52
4,3,sep,tue,91.9,111.7,770.3,6.5,15.9,53,2.2,0.0,between 0.52 and 6.57
7,3,sep,fri,94.3,85.1,692.3,15.9,20.1,47,4.9,0.0,greater than 6.57
8,6,mar,fri,91.7,35.8,80.8,7.8,17.4,24,5.4,0.0,between 0.0 and 0.52
2,4,aug,thu,91.6,248.4,753.8,6.3,16.6,59,2.7,0.0,between 0.0 and 0.52
8,4,aug,tue,96.1,181.1,671.2,14.3,20.7,69,4.9,0.4,between 0.0 and 0.52
2,2,aug,thu,91.6,248.4,753.8,6.3,20.4,56,2.2,0.0,between 0.0 and 0.52
4,4,apr,fri,83.0,23.3,85.3,2.3,16.7,20,3.1,0.0,between 0.0 and 0.52
6,4,sep,fri,92.1,99.0,745.3,9.6,20.6,43,3.6,0.0,between 0.52 and 6.57
7,3,sep,thu,89.7,287.2,849.3,6.8,19.4,45,3.6,0.0,between 0.0 and 0.52
3,6,sep,sat,89.7,287.2,849.3,6.8,19.4,45,3.6,0.0,between 0.0 and 0.52
4,5,sep,thu,92.9,137.0,706.4,9.2,22.1,34,1.8,0.0,greater than 6.57
5,6,sep,wed,94.3,85.1,692.3,15.9,25.9,24,4.0,0.0,between 0.0 and 0.52
8,4,aug,mon,91.5,145.4,608.2,10.7,8.0,86,2.2,0.0,between 0.0 and 0.52
2,5,aug,sat,93.7,231.1,715.1,8.4,18.9,64,4.9,0.0,between 0.0 and 0.52
7,4,sep,fri,92.1,99.0,745.3,9.6,20.6,43,3.6,0.0,between 0.52 and 6.57
1,5,sep,mon,90.9,126.5,686.5,7.0,21.0,42,2.2,0.0,greater than 6.57
4,4,jul,tue,90.6,50.1,100.4,7.8,15.2,31,8.5,0.0,between 0.52 and 6.57
8,6,mar,fri,91.7,35.8,80.8,7.8,17.4,24,5.4,0.0,between 0.0 and 0.52
6,5,sep,wed,94.3,85.1,692.3,15.9,25.9,24,4.0,0.0,between 0.0 and 0.52
