X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area
4,5,aug,thu,90.0,267.8,804.8,6.0,18.0,54,3.4,0.0,between 0.0 and 0.52
8,6,aug,mon,93.0,89.3,496.2,9.0,24.8,27,3.4,0.0,between 0.0 and 0.52
7,4,jun,sun,92.4,105.4,477.2,9.7,25.2,31,2.0,0.0,between 0.0 and 0.52
3,5,sep,thu,92.4,137.9,706.9,9.9,22.7,35,2.0,0.0,greater than 6.57
8,4,aug,sat,92.2,274.8,820.3,8.2,22.3,45,5.0,0.0,greater than 6.57
6,4,aug,wed,94.3,157.2,666.5,13.6,22.2,37,3.6,0.0,between 0.0 and 0.52
5,4,sep,thu,93.6,140.2,709.2,10.2,18.7,47,5.0,0.0,between 0.0 and 0.52
3,4,sep,tue,91.8,75.5,674.9,4.0,18.4,45,3.9,0.0,between 0.0 and 0.52
5,5,sep,wed,90.5,134.9,654.2,9.8,20.8,38,3.5,0.0,between 0.0 and 0.52
7,4,aug,sun,92.2,201.1,743.9,7.4,14.2,66,5.8,0.0,between 0.0 and 0.52
2,4,jul,mon,91.3,105.5,503.5,11.6,21.9,51,2.1,0.0,between 0.0 and 0.52
4,5,sep,fri,93.8,148.4,725.1,12.9,24.5,29,1.9,0.0,between 0.0 and 0.52
6,4,sep,tue,90.9,135.8,659.4,8.7,18.4,55,4.3,0.0,between 0.0 and 0.52
3,5,aug,sat,95.5,184.5,694.8,13.4,30.2,25,2.5,0.0,greater than 6.57
1,3,jun,thu,93.5,110.3,333.5,10.3,25.5,34,2.8,0.0,greater than 6.57
8,6,sep,thu,84.9,74.4,674.3,3.5,24.8,37,3.2,0.0,greater than 6.57
5,5,sep,wed,91.2,130.2,650.3,9.3,21.2,39,3.5,0.0,between 0.0 and 0.52
7,4,aug,sun,92.5,143.9,604.9,10.9,16.6,60,5.6,0.0,between 0.0 and 0.52
4,4,mar,fri,86.3,20.8,59.2,3.1,14.2,42,5.9,0.0,between 0.0 and 0.52
2,5,jul,sat,92.0,105.8,478.3,9.3,19.2,53,1.9,0.0,between 0.0 and 0.52
1,4,jul,tue,92.7,97.8,453.4,12.4,23.8,32,5.5,0.0,between 0.0 and 0.52
8,6,jul,tue,92.6,90.2,443.1,8.8,17.5,67,3.7,0.0,greater than 6.57
3,4,jul,mon,94.9,161.3,569.2,16.9,18.2,49,2.8,0.0,between 0.0 and 0.52
6,5,aug,fri,91.3,168.2,755.3,7.3,18.5,62,5.5,0.0,between 0.0 and 0.52
8,6,aug,sun,92.5,86.6,490.2,14.9,21.1,33,6.4,0.0,between 0.0 and 0.52
6,5,sep,fri,90.6,291.3,856.4,7.6,10.5,79,4.1,0.0,greater than 6.57
4,5,sep,wed,93.2,135.5,701.3,9.4,19.6,20,1.4,0.0,greater than 6.57
6,5,aug,tue,96.3,182.3,672.3,14.4,33.4,27,2.8,0.0,greater than 6.57
7,4,aug,sun,91.6,143.6,602.5,10.7,16.4,60,5.5,0.0,between 0.0 and 0.52
4,3,jun,thu,93.2,104.9,318.3,11.0,26.6,36,2.8,0.0,greater than 6.57
1,3,aug,fri,96.1,159.1,634.5,11.4,32.5,28,2.3,0.0,between 0.0 and 0.52
9,4,sep,tue,84.5,73.5,672.9,3.3,24.4,37,3.2,0.0,greater than 6.57
6,3,jul,tue,93.0,165.3,577.3,9.1,26.5,40,3.2,0.0,greater than 6.57
8,6,aug,thu,95.3,132.8,580.3,10.6,20.9,46,2.3,0.0,between 0.52 and 6.57
1,5,sep,tue,91.2,130.6,693.3,7.2,21.7,34,2.3,0.0,greater than 6.57
8,6,mar,fri,92.0,36.9,81.9,8.0,17.6,25,5.5,0.0,between 0.0 and 0.52
3,4,aug,tue,96.2,181.2,671.3,14.4,32.4,28,2.3,0.0,greater than 6.57
5,5,sep,wed,90.7,134.2,652.5,9.9,20.9,39,3.6,0.0,between 0.0 and 0.52
7,4,aug,sun,92.3,201.3,744.1,7.5,14.3,66,5.9,0.0,between 0.0 and 0.52
2,4,jul,mon,91.4,106.2,504.2,11.7,22.0,51,2.2,0.0,between 0.0 and 0.52
4,5,sep,fri,94.0,149.2,726.2,13.0,24.7,30,2.0,0.0,between 0.0 and 0.52
6,4,sep,tue,91.1,136.5,660.3,8.8,18.6,55,4.4,0.0,between 0.0 and 0.52
3,5,aug,sat,95.6,184.6,695.1,13.5,30.3,26,2.6,0.0,greater than 6.57
1,3,jun,thu,93.6,110.9,334.2,10.4,25.7,35,2.9,0.0,greater than 6.57
8,6,sep,thu,85.1,75.1,675.2,3.6,25.0,38,3.3,0.0,greater than 6.57
5,5,sep,wed,91.3,130.8,651.1,9.4,21.3,40,3.6,0.0,between 0.0 and 0.52
