X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area
7,5,sep,sat,92.5,224.2,752.2,9.1,21.1,54,4.5,0.0,between 0.0 and 0.52
3,4,sep,thu,90.6,123.9,700.5,8.2,20.1,53,3.1,0.0,between 0.0 and 0.52
2,5,sep,sun,93.2,189.8,734.8,9.9,20.4,42,4.0,0.0,between 0.52 and 6.57
5,4,sep,tue,92.1,155.4,787.6,9.3,17.9,40,1.3,0.0,between 0.0 and 0.52
6,5,sep,wed,90.3,151.9,773.2,6.9,18.2,57,3.1,0.0,greater than 6.57
9,9,aug,mon,94.5,193.3,689.3,13.8,24.8,38,3.6,0.0,between 0.0 and 0.52
4,3,sep,thu,91.3,152.6,766.3,8.4,20.6,49,3.1,0.0,between 0.0 and 0.52
3,4,aug,wed,90.7,154.2,657.5,8.3,20.4,38,5.4,0.0,between 0.0 and 0.52
5,5,jul,sat,93.3,110.5,479.3,8.4,21.8,30,7.6,0.0,between 0.0 and 0.52
7,4,sep,mon,93.4,228.3,731.4,13.8,18.4,56,3.6,0.0,between 0.0 and 0.52
2,4,aug,thu,93.1,263.5,720.5,8.8,20.3,46,0.9,0.0,between 0.52 and 6.57
8,5,sep,fri,93.8,131.1,758.6,11.3,19.2,42,4.9,0.0,greater than 6.57
4,4,sep,mon,88.4,95.8,716.2,8.1,17.2,49,5.1,0.0,between 0.0 and 0.52
2,5,sep,sat,91.1,102.9,754.8,9.5,20.5,38,4.7,0.0,between 0.0 and 0.52
7,6,aug,thu,93.8,185.2,699.1,10.9,22.9,44,5.9,0.0,between 0.52 and 6.57
5,4,sep,tue,90.2,110.5,678.3,7.9,19.3,52,3.5,0.0,between 0.0 and 0.52
2,5,jul,sun,92.3,156.4,735.9,11.1,23.5,41,6.1,0.0,between 0.0 and 0.52
8,5,sep,fri,94.2,201.8,758.4,9.3,21.7,36,4.4,0.0,between 0.0 and 0.52
4,4,aug,mon,91.9,129.8,694.6,8.5,20.2,50,5.3,0.0,between 0.0 and 0.52
3,4,sep,thu,89.5,95.2,727.3,7.4,18.1,55,2.9,0.0,between 0.52 and 6.57
6,5,aug,sat,95.6,207.9,752.1,12.6,24.8,32,3.8,0.0,greater than 6.57
7,6,sep,fri,92.6,117.3,670.9,10.4,21.9,42,5.6,0.0,between 0.0 and 0.52
5,5,sep,tue,91.4,123.9,703.8,8.8,20.1,48,4.2,0.0,between 0.52 and 6.57
2,4,sep,sun,90.7,100.3,748.2,9.2,19.5,46,1.9,0.0,between 0.0 and 0.52
8,6,aug,thu,94.5,194.5,709.4,11.4,23.1,40,5.8,0.0,between 0.0 and 0.52
4,5,sep,mon,90.1,108.2,685.5,8.3,18.8,54,3.2,0.0,between 0.0 and 0.52
3,4,sep,fri,92.2,106.5,740.1,7.7,20.4,37,4.8,0.0,between 0.52 and 6.57
6,5,sep,sat,93.3,120.8,775.6,10.1,21.5,39,5.5,0.0,between 0.0 and 0.52
7,6,sep,fri,92.9,115.1,665.3,11.7,22.2,45,5.9,0.0,between 0.0 and 0.52
5,5,sep,tue,91.2,125.5,700.4,9.6,20.6,49,4.5,0.0,between 0.52 and 6.57
2,5,sep,sun,92.1,103.4,751.9,8.6,19.1,44,2.1,0.0,between 0.0 and 0.52
8,6,aug,thu,94.9,202.2,714.1,12.3,24.3,35,5.7,0.0,greater than 6.57
4,5,sep,mon,90.8,112.9,691.2,8.9,20.3,51,3.6,0.0,between 0.0 and 0.52
3,4,sep,fri,91.8,109.4,738.5,8.2,19.9,40,5.0,0.0,between 0.52 and 6.57
6,5,sep,sat,93.9,128.2,778.3,11.3,22.8,38,5.9,0.0,between 0.0 and 0.52
7,6,sep,fri,93.5,119.7,673.1,11.9,23.4,43,5.8,0.0,between 0.0 and 0.52
5,5,sep,tue,91.9,127.1,706.3,9.8,21.2,48,4.6,0.0,between 0.52 and 6.57
2,5,sep,sun,92.8,106.2,755.8,9.1,19.6,45,2.3,0.0,between 0.0 and 0.52
8,6,aug,thu,95.3,205.5,720.6,12.8,24.9,34,5.9,0.0,greater than 6.57
4,5,sep,mon,91.3,115.5,696.8,9.3,20.9,52,3.8,0.0,between 0.0 and 0.52
3,4,sep,fri,92.4,112.1,743.2,8.6,20.5,41,5.2,0.0,between 0.52 and 6.57
6,5,sep,sat,94.1,130.9,782.1,11.5,23.1,39,5.9,0.0,between 0.0 and 0.52
7,6,sep,fri,93.8,122.3,678.5,12.1,23.6,44,5.8,0.0,between 0.0 and 0.52
5,5,sep,tue,92.3,129.4,710.9,10.2,21.6,49,4.7,0.0,between 0.52 and 6.57
2,5,sep,sun,93.2,108.8,760.4,9.4,20.2,46,2.4,0.0,between 0.0 and 0.52
8,6,aug,thu,95.7,209.1,726.4,13.1,25.2,35,5.9,0.0,greater than 6.57
4,5,sep,mon,91.9,118.3,701.4,9.6,21.1,53,3.9,0.0,between 0.0 and 0.52
3,4,sep,fri,92.9,115.7,748.9,8.9,20.8,42,5.3,0.0,between 0.52 and 6.57
6,5,sep,sat,94.4,133.5,785.9,11.8,23.4,40,5.9,0.0,between 0.0 and 0.52
7,6,sep,fri,94.2,125.1,683.2,12.3,23.9,45,5.8,0.0,between 0.0 and 0.52
5,5,sep,tue,92.8,132.2,715.8,10.5,21.9,50,4.8,0.0,between 0.52 and 6.57
2,5,sep,sun,93.5,111.4,764.9,9.6,20.5,47,2.5,0.0,between 0.0 and 0.52
8,6,aug,thu,95.9,212.3,732.1,13.3,25.5,36,5.9,0.0,greater than 6.57
4,5,sep,mon,92.4,121.1,706.3,10.0,21.3,54,4.0,0.0,between 0.0 and 0.52
