process_b1_capacity,process_b2_capacity,process_b3_capacity,process_b4_capacity,property_price,property_product,property_winner,verification_time
1,2,2,1,69,4,0,between 546.8189102564105 and 1316.98333333333
1,3,2,0,78,1,0,greater than 10876.6388888889
1,3,2,1,83,5,0,between 1316.98333333333 and 10876.6388888889
1,2,2,0,80,2,2,greater than 10876.6388888889
2,2,2,1,67,2,0,greater than 10876.6388888889
1,2,2,0,87,1,0,greater than 10876.6388888889
0,2,2,1,72,2,0,between 546.8189102564105 and 1316.98333333333
2,2,2,1,69,6,0,between 1316.98333333333 and 10876.6388888889
0,3,2,1,80,5,3,between 546.8189102564105 and 1316.98333333333
0,3,2,1,60,6,4,less than 546.8189102564105
1,2,2,1,72,3,0,between 1316.98333333333 and 10876.6388888889
1,3,2,1,62,4,0,between 546.8189102564105 and 1316.98333333333
2,3,2,1,83,1,0,greater than 10876.6388888889
0,3,2,0,62,2,0,between 546.8189102564105 and 1316.98333333333
2,2,2,0,80,1,0,between 1316.98333333333 and 10876.6388888889
0,2,2,1,66,4,0,less than 546.8189102564105
0,3,2,0,72,2,0,between 546.8189102564105 and 1316.98333333333
0,3,1,0,63,1,0,less than 546.8189102564105
0,2,2,1,77,2,0,between 1316.98333333333 and 10876.6388888889
0,1,2,1,70,5,0,between 546.8189102564105 and 1316.98333333333
2,1,2,1,73,3,0,between 1316.98333333333 and 10876.6388888889
0,3,2,1,69,2,0,between 546.8189102564105 and 1316.98333333333
0,2,1,1,70,4,0,less than 546.8189102564105
1,1,2,1,64,2,0,greater than 10876.6388888889
2,1,2,1,71,3,0,between 1316.98333333333 and 10876.6388888889
1,2,2,0,70,4,1,between 546.8189102564105 and 1316.98333333333
1,3,2,0,67,2,0,greater than 10876.6388888889
2,1,2,0,80,2,3,greater than 10876.6388888889
0,1,2,1,59,4,0,between 546.8189102564105 and 1316.98333333333
1,1,2,1,59,2,0,greater than 10876.6388888889
0,0,2,1,59,4,0,less than 546.8189102564105
1,2,2,1,66,4,0,between 546.8189102564105 and 1316.98333333333
0,3,2,0,69,2,0,between 546.8189102564105 and 1316.98333333333
2,3,2,1,62,4,0,between 546.8189102564105 and 1316.98333333333
2,3,2,1,70,4,1,between 546.8189102564105 and 1316.98333333333
0,2,2,0,67,2,0,between 546.8189102564105 and 1316.98333333333
1,3,2,1,80,2,2,greater than 10876.6388888889
0,2,2,1,69,4,0,less than 546.8189102564105
1,1,2,1,90,5,1,between 1316.98333333333 and 10876.6388888889
0,2,1,1,61,4,0,between 546.8189102564105 and 1316.98333333333
0,2,2,1,60,4,0,between 546.8189102564105 and 1316.98333333333
1,1,2,0,72,6,0,between 546.8189102564105 and 1316.98333333333
0,3,1,1,60,6,4,less than 546.8189102564105
0,2,2,1,78,5,0,between 546.8189102564105 and 1316.98333333333
0,2,1,1,64,4,0,less than 546.8189102564105
0,1,2,1,70,3,0,less than 546.8189102564105
1,2,2,1,63,4,0,between 546.8189102564105 and 1316.98333333333
0,2,1,0,69,3,0,less than 546.8189102564105
1,1,2,1,79,5,0,between 1316.98333333333 and 10876.6388888889
1,2,2,1,77,3,0,between 546.8189102564105 and 1316.98333333333
0,3,1,1,78,5,0,between 546.8189102564105 and 1316.98333333333
0,2,2,1,80,2,4,between 1316.98333333333 and 10876.6388888889
0,3,2,1,62,4,0,between 546.8189102564105 and 1316.98333333333
1,3,2,0,66,6,0,between 546.8189102564105 and 1316.98333333333
1,3,2,0,65,6,0,between 546.8189102564105 and 1316.98333333333
0,3,1,1,70,4,4,between 546.8189102564105 and 1316.98333333333
1,2,2,0,83,1,0,greater than 10876.6388888889
0,3,2,1,60,6,3,less than 546.8189102564105
1,1,2,0,70,2,0,greater than 10876.6388888889
0,2,2,1,70,3,0,less than 546.8189102564105
0,2,1,1,65,4,0,less than 546.8189102564105
1,1,2,1,63,6,0,between 1316.98333333333 and 10876.6388888889
2,1,2,1,90,5,1,between 1316.98333333333 and 10876.6388888889
2,3,2,0,75,6,0,between 546.8189102564105 and 1316.98333333333
0,2,1,0,70,3,2,less than 546.8189102564105
0,2,2,1,70,1,4,between 546.8189102564105 and 1316.98333333333
1,3,2,1,80,6,4,between 1316.98333333333 and 10876.6388888889
0,2,2,0,59,1,0,less than 546.8189102564105
2,3,2,0,70,4,3,between 546.8189102564105 and 1316.98333333333
0,3,2,0,70,1,0,less than 546.8189102564105
0,2,2,1,71,5,0,between 546.8189102564105 and 1316.98333333333
2,3,2,1,63,6,0,between 1316.98333333333 and 10876.6388888889
2,2,2,0,83,1,0,greater than 10876.6388888889
1,1,2,1,71,6,0,between 1316.98333333333 and 10876.6388888889
2,3,2,0,64,2,0,greater than 10876.6388888889
1,2,2,1,90,5,4,less than 546.8189102564105
1,2,2,1,78,6,0,between 1316.98333333333 and 10876.6388888889
2,2,2,0,64,4,0,between 546.8189102564105 and 1316.98333333333
0,3,2,0,70,3,0,less than 546.8189102564105
1,2,2,1,86,1,0,greater than 10876.6388888889
0,1,2,1,70,1,4,between 546.8189102564105 and 1316.98333333333
0,1,2,1,67,4,0,less than 546.8189102564105
0,3,2,0,70,2,0,between 546.8189102564105 and 1316.98333333333
2,1,2,0,73,2,0,greater than 10876.6388888889
2,3,2,1,64,2,0,greater than 10876.6388888889
2,3,2,1,84,5,0,between 1316.98333333333 and 10876.6388888889
1,2,2,0,69,2,0,greater than 10876.6388888889
1,1,2,1,79,2,0,greater than 10876.6388888889
0,2,1,1,65,1,0,between 546.8189102564105 and 1316.98333333333
2,2,2,0,72,6,0,between 546.8189102564105 and 1316.98333333333
1,1,2,0,73,6,0,between 1316.98333333333 and 10876.6388888889
2,1,2,1,90,5,3,between 1316.98333333333 and 10876.6388888889
0,2,2,1,59,2,0,between 1316.98333333333 and 10876.6388888889
0,2,1,0,60,1,0,less than 546.8189102564105
1,1,2,0,80,6,3,between 1316.98333333333 and 10876.6388888889
0,3,2,0,70,1,3,less than 546.8189102564105
1,3,2,0,59,4,0,between 546.8189102564105 and 1316.98333333333
0,3,1,1,70,1,4,between 546.8189102564105 and 1316.98333333333
0,2,2,0,65,4,0,less than 546.8189102564105
2,3,2,1,66,2,0,greater than 10876.6388888889
1,3,2,1,81,1,0,greater than 10876.6388888889
1,3,2,0,71,6,0,between 546.8189102564105 and 1316.98333333333
2,2,2,0,74,1,0,greater than 10876.6388888889
0,0,2,1,60,6,4,less than 546.8189102564105
1,1,2,0,69,2,0,greater than 10876.6388888889
2,3,2,0,77,3,0,less than 546.8189102564105
2,2,2,0,70,4,2,less than 546.8189102564105
2,2,2,1,76,6,0,between 1316.98333333333 and 10876.6388888889
2,2,2,1,70,5,0,between 1316.98333333333 and 10876.6388888889
1,2,2,0,80,3,2,less than 546.8189102564105
0,3,1,0,64,4,0,less than 546.8189102564105
2,3,2,0,69,3,0,less than 546.8189102564105
0,1,2,1,74,2,0,between 1316.98333333333 and 10876.6388888889
1,3,2,1,62,6,0,between 1316.98333333333 and 10876.6388888889
1,2,2,1,83,5,0,between 1316.98333333333 and 10876.6388888889
1,3,2,1,89,1,0,greater than 10876.6388888889
1,3,2,1,80,3,3,between 1316.98333333333 and 10876.6388888889
2,2,2,1,67,1,0,greater than 10876.6388888889
1,3,2,1,90,1,0,less than 546.8189102564105
2,1,2,1,60,2,0,greater than 10876.6388888889
2,1,2,1,66,6,0,between 1316.98333333333 and 10876.6388888889
1,3,2,1,90,5,2,between 1316.98333333333 and 10876.6388888889
1,1,2,0,64,6,0,between 546.8189102564105 and 1316.98333333333
0,3,2,0,70,4,3,less than 546.8189102564105
0,1,1,1,66,1,0,between 546.8189102564105 and 1316.98333333333
0,2,1,1,66,1,0,between 546.8189102564105 and 1316.98333333333
1,3,2,0,64,1,0,between 1316.98333333333 and 10876.6388888889
0,1,2,0,65,1,0,less than 546.8189102564105
1,2,2,1,70,4,1,between 546.8189102564105 and 1316.98333333333
1,3,2,1,78,3,0,between 1316.98333333333 and 10876.6388888889
1,3,2,0,88,1,0,greater than 10876.6388888889
0,1,2,0,67,1,0,less than 546.8189102564105
2,3,2,1,79,5,0,between 1316.98333333333 and 10876.6388888889
0,3,1,1,62,1,0,between 546.8189102564105 and 1316.98333333333
2,3,2,1,85,1,0,greater than 10876.6388888889
1,2,2,0,76,2,0,greater than 10876.6388888889
1,1,2,1,72,6,0,between 1316.98333333333 and 10876.6388888889
1,1,2,0,77,6,0,between 546.8189102564105 and 1316.98333333333
1,3,2,0,66,4,0,between 546.8189102564105 and 1316.98333333333
1,3,2,1,80,3,0,less than 546.8189102564105
2,3,2,1,71,2,0,greater than 10876.6388888889
1,1,2,1,90,5,3,between 1316.98333333333 and 10876.6388888889
0,1,1,1,77,5,0,between 546.8189102564105 and 1316.98333333333
1,1,2,1,80,3,4,between 1316.98333333333 and 10876.6388888889
1,3,2,1,64,6,0,between 1316.98333333333 and 10876.6388888889
1,3,2,0,80,2,1,between 1316.98333333333 and 10876.6388888889
0,3,2,1,70,5,0,between 546.8189102564105 and 1316.98333333333
0,3,1,0,70,3,2,less than 546.8189102564105
1,2,2,1,90,1,0,less than 546.8189102564105
0,3,1,1,66,4,0,less than 546.8189102564105
2,2,2,0,78,1,0,greater than 10876.6388888889
2,3,2,1,85,5,0,between 1316.98333333333 and 10876.6388888889
2,3,2,1,89,5,0,between 1316.98333333333 and 10876.6388888889
1,1,2,1,68,6,0,between 1316.98333333333 and 10876.6388888889
2,2,2,0,74,2,0,greater than 10876.6388888889
1,2,2,1,70,6,0,between 1316.98333333333 and 10876.6388888889
0,2,2,0,59,2,0,between 1316.98333333333 and 10876.6388888889
1,2,2,0,63,2,0,greater than 10876.6388888889
0,2,2,1,69,1,0,between 546.8189102564105 and 1316.98333333333
1,1,2,1,62,2,0,greater than 10876.6388888889
1,3,2,0,84,1,0,between 1316.98333333333 and 10876.6388888889
0,2,1,1,80,5,4,less than 546.8189102564105
0,2,1,0,60,6,3,less than 546.8189102564105
2,2,2,1,79,3,0,between 1316.98333333333 and 10876.6388888889
2,3,2,0,67,4,0,between 546.8189102564105 and 1316.98333333333
2,2,2,0,68,6,0,between 546.8189102564105 and 1316.98333333333
1,2,2,0,62,6,0,between 546.8189102564105 and 1316.98333333333
1,2,2,1,78,2,0,greater than 10876.6388888889
0,1,2,1,60,6,3,less than 546.8189102564105
2,3,2,0,63,2,0,greater than 10876.6388888889
1,2,2,1,84,5,0,between 1316.98333333333 and 10876.6388888889
1,2,2,0,64,2,0,greater than 10876.6388888889
1,2,2,0,60,2,0,greater than 10876.6388888889
2,1,2,0,71,3,0,less than 546.8189102564105
0,3,2,0,69,1,0,less than 546.8189102564105
0,3,2,0,63,1,0,less than 546.8189102564105
1,1,2,0,75,6,0,between 1316.98333333333 and 10876.6388888889
2,3,2,1,63,2,0,greater than 10876.6388888889
2,2,2,0,59,4,0,between 546.8189102564105 and 1316.98333333333
2,2,2,1,82,1,0,greater than 10876.6388888889
2,3,2,1,76,6,0,between 1316.98333333333 and 10876.6388888889
1,2,2,1,68,4,0,between 546.8189102564105 and 1316.98333333333
0,2,1,1,70,1,3,between 546.8189102564105 and 1316.98333333333
2,2,2,1,59,2,0,greater than 10876.6388888889
2,2,2,1,77,2,0,greater than 10876.6388888889
0,3,2,1,66,2,0,between 546.8189102564105 and 1316.98333333333
0,3,2,0,80,2,0,less than 546.8189102564105
1,2,2,1,61,4,0,between 546.8189102564105 and 1316.98333333333
2,2,2,0,76,1,0,between 1316.98333333333 and 10876.6388888889
2,2,2,1,67,4,0,between 546.8189102564105 and 1316.98333333333
2,2,2,0,80,6,0,less than 546.8189102564105
1,2,2,1,82,1,0,greater than 10876.6388888889
1,3,2,1,68,6,0,between 1316.98333333333 and 10876.6388888889
1,1,2,1,89,5,0,between 1316.98333333333 and 10876.6388888889
1,2,2,0,80,3,3,less than 546.8189102564105
1,1,2,1,73,2,0,greater than 10876.6388888889
1,3,2,1,62,2,0,greater than 10876.6388888889
2,3,2,0,79,3,0,less than 546.8189102564105
0,3,2,1,60,6,2,less than 546.8189102564105
2,1,2,1,61,6,0,between 1316.98333333333 and 10876.6388888889
1,1,2,1,80,6,3,between 1316.98333333333 and 10876.6388888889
2,3,2,1,73,1,0,greater than 10876.6388888889
1,2,2,1,76,1,0,greater than 10876.6388888889
0,3,1,1,60,6,3,less than 546.8189102564105
2,2,2,0,74,3,0,less than 546.8189102564105
0,2,1,1,67,4,0,less than 546.8189102564105
2,3,2,0,84,1,0,between 1316.98333333333 and 10876.6388888889
0,2,2,0,71,2,0,between 546.8189102564105 and 1316.98333333333
2,2,2,1,68,4,0,between 546.8189102564105 and 1316.98333333333
0,2,1,0,65,4,0,less than 546.8189102564105
0,3,2,0,61,1,0,less than 546.8189102564105
2,3,2,1,61,6,0,between 1316.98333333333 and 10876.6388888889
1,2,2,0,80,2,0,between 1316.98333333333 and 10876.6388888889
0,1,2,1,78,5,0,between 546.8189102564105 and 1316.98333333333
2,2,2,1,64,1,0,greater than 10876.6388888889
2,2,2,0,75,3,0,less than 546.8189102564105
0,1,1,1,70,3,2,less than 546.8189102564105
0,3,2,1,67,2,0,between 1316.98333333333 and 10876.6388888889
2,2,2,0,80,3,1,less than 546.8189102564105
2,3,2,1,59,6,0,between 1316.98333333333 and 10876.6388888889
2,2,2,0,79,6,0,between 546.8189102564105 and 1316.98333333333
0,2,2,0,76,2,0,between 546.8189102564105 and 1316.98333333333
0,3,1,1,66,1,0,between 546.8189102564105 and 1316.98333333333
2,1,2,1,80,2,2,greater than 10876.6388888889
1,3,2,0,70,1,0,between 1316.98333333333 and 10876.6388888889
2,2,2,1,90,5,0,less than 546.8189102564105
2,3,2,0,78,3,0,less than 546.8189102564105
2,2,2,1,69,5,0,between 1316.98333333333 and 10876.6388888889
2,1,2,0,77,2,0,greater than 10876.6388888889
1,2,2,1,70,4,2,between 546.8189102564105 and 1316.98333333333
0,1,2,0,70,1,2,less than 546.8189102564105
1,3,2,1,71,3,0,between 1316.98333333333 and 10876.6388888889
1,1,2,1,75,5,0,between 1316.98333333333 and 10876.6388888889
0,3,1,1,70,3,4,less than 546.8189102564105
0,3,1,1,69,4,0,less than 546.8189102564105
0,1,2,0,59,4,0,less than 546.8189102564105
1,2,2,0,80,6,0,less than 546.8189102564105
1,2,2,1,77,1,0,greater than 10876.6388888889
0,2,2,1,60,6,4,less than 546.8189102564105
2,3,2,0,69,2,0,greater than 10876.6388888889
2,3,2,1,90,1,3,greater than 10876.6388888889
0,1,2,0,60,2,0,between 546.8189102564105 and 1316.98333333333
2,2,2,1,75,2,0,greater than 10876.6388888889
2,2,2,0,61,4,0,between 546.8189102564105 and 1316.98333333333
0,2,2,0,64,1,0,less than 546.8189102564105
0,0,2,1,60,1,4,less than 546.8189102564105
1,3,2,0,79,2,0,greater than 10876.6388888889
1,3,2,1,70,5,0,between 1316.98333333333 and 10876.6388888889
2,3,2,0,68,4,0,between 546.8189102564105 and 1316.98333333333
1,2,2,0,74,2,0,greater than 10876.6388888889
0,3,1,0,59,4,0,less than 546.8189102564105
0,3,1,1,60,4,0,between 546.8189102564105 and 1316.98333333333
2,1,2,1,86,5,0,between 1316.98333333333 and 10876.6388888889
0,2,1,1,70,1,4,between 546.8189102564105 and 1316.98333333333
1,2,2,0,82,1,0,greater than 10876.6388888889
2,3,2,1,87,5,0,between 1316.98333333333 and 10876.6388888889
2,2,2,0,80,2,2,greater than 10876.6388888889
2,1,2,1,78,6,0,between 1316.98333333333 and 10876.6388888889
2,2,2,1,83,1,0,greater than 10876.6388888889
1,3,2,1,77,3,0,between 1316.98333333333 and 10876.6388888889
2,2,2,1,80,1,0,greater than 10876.6388888889
2,1,2,0,79,2,0,greater than 10876.6388888889
2,1,2,1,74,2,0,greater than 10876.6388888889
1,3,2,1,84,1,0,greater than 10876.6388888889
1,3,2,0,61,4,0,between 546.8189102564105 and 1316.98333333333
2,2,2,1,70,3,0,between 1316.98333333333 and 10876.6388888889
0,2,2,0,63,2,0,between 546.8189102564105 and 1316.98333333333
0,2,2,1,80,2,0,less than 546.8189102564105
2,3,2,0,80,1,0,greater than 10876.6388888889
1,3,2,0,59,2,0,greater than 10876.6388888889
2,1,2,1,75,2,0,greater than 10876.6388888889
2,1,2,1,72,5,0,between 1316.98333333333 and 10876.6388888889
0,1,2,1,69,4,0,less than 546.8189102564105
1,1,2,1,73,6,0,between 1316.98333333333 and 10876.6388888889
2,1,2,0,69,6,0,between 546.8189102564105 and 1316.98333333333
0,1,2,0,60,6,0,less than 546.8189102564105
2,3,2,1,82,1,0,greater than 10876.6388888889
2,3,2,1,69,5,0,between 1316.98333333333 and 10876.6388888889
0,3,1,0,60,6,3,less than 546.8189102564105
2,3,2,0,79,2,0,greater than 10876.6388888889
0,1,1,1,70,1,2,between 546.8189102564105 and 1316.98333333333
2,2,2,1,90,5,4,less than 546.8189102564105
0,3,2,1,70,1,3,between 546.8189102564105 and 1316.98333333333
0,3,2,1,80,5,0,less than 546.8189102564105
0,2,1,0,59,6,0,less than 546.8189102564105
0,1,2,0,69,1,0,less than 546.8189102564105
1,3,2,0,72,3,0,less than 546.8189102564105
1,3,2,1,82,1,0,greater than 10876.6388888889
1,2,2,1,74,5,0,between 1316.98333333333 and 10876.6388888889
0,1,2,1,69,1,0,between 546.8189102564105 and 1316.98333333333
1,1,2,1,79,3,0,between 1316.98333333333 and 10876.6388888889
0,3,2,0,71,2,0,between 546.8189102564105 and 1316.98333333333
2,2,2,0,75,2,0,greater than 10876.6388888889
0,0,2,1,70,3,0,less than 546.8189102564105
0,2,2,1,70,5,0,between 546.8189102564105 and 1316.98333333333
2,1,2,1,83,5,0,between 1316.98333333333 and 10876.6388888889
0,2,1,1,70,1,2,between 546.8189102564105 and 1316.98333333333
2,2,2,0,80,3,0,less than 546.8189102564105
0,2,2,1,73,2,0,between 1316.98333333333 and 10876.6388888889
2,2,2,0,64,1,0,between 1316.98333333333 and 10876.6388888889
2,1,2,0,80,3,1,less than 546.8189102564105
0,3,2,1,78,2,0,between 546.8189102564105 and 1316.98333333333
0,1,1,1,60,6,3,less than 546.8189102564105
2,3,2,1,79,6,0,between 1316.98333333333 and 10876.6388888889
1,1,2,0,76,2,0,greater than 10876.6388888889
1,3,2,0,73,6,0,between 1316.98333333333 and 10876.6388888889
0,1,2,1,80,2,4,between 1316.98333333333 and 10876.6388888889
2,2,2,1,90,1,2,less than 546.8189102564105
1,3,2,1,70,6,0,between 1316.98333333333 and 10876.6388888889
0,2,2,0,63,1,0,less than 546.8189102564105
0,3,2,0,64,1,0,less than 546.8189102564105
1,3,2,0,68,1,0,between 1316.98333333333 and 10876.6388888889
1,1,2,0,68,6,0,between 546.8189102564105 and 1316.98333333333
1,1,2,1,71,2,0,greater than 10876.6388888889
2,3,2,1,76,1,0,greater than 10876.6388888889
0,2,2,0,68,1,0,less than 546.8189102564105
0,3,2,1,66,4,0,less than 546.8189102564105
0,1,2,1,60,6,2,less than 546.8189102564105
1,3,2,1,60,4,0,between 546.8189102564105 and 1316.98333333333
0,2,2,0,73,2,0,between 546.8189102564105 and 1316.98333333333
0,1,2,0,60,1,0,less than 546.8189102564105
0,1,1,1,68,4,0,less than 546.8189102564105
0,3,1,0,66,1,0,less than 546.8189102564105
0,1,2,1,62,4,0,between 546.8189102564105 and 1316.98333333333
1,3,2,0,64,6,0,between 546.8189102564105 and 1316.98333333333
1,2,2,1,79,3,0,between 1316.98333333333 and 10876.6388888889
1,3,2,1,61,2,0,greater than 10876.6388888889
2,1,2,1,61,2,0,greater than 10876.6388888889
2,1,2,1,74,3,0,between 1316.98333333333 and 10876.6388888889
2,2,2,1,76,3,0,between 1316.98333333333 and 10876.6388888889
0,3,1,1,63,4,0,between 546.8189102564105 and 1316.98333333333
2,3,2,0,64,1,0,between 1316.98333333333 and 10876.6388888889
0,1,2,1,70,1,0,less than 546.8189102564105
2,1,2,1,81,5,0,between 1316.98333333333 and 10876.6388888889
2,3,2,0,61,6,0,between 546.8189102564105 and 1316.98333333333
1,2,2,0,63,6,0,between 546.8189102564105 and 1316.98333333333
1,2,2,0,75,1,0,greater than 10876.6388888889
1,3,2,0,77,6,0,between 546.8189102564105 and 1316.98333333333
2,2,2,1,63,1,0,greater than 10876.6388888889
0,3,1,1,71,5,0,between 546.8189102564105 and 1316.98333333333
0,2,2,0,69,3,0,less than 546.8189102564105
2,1,2,1,80,6,1,between 546.8189102564105 and 1316.98333333333
2,3,2,1,80,2,4,greater than 10876.6388888889
2,3,2,1,76,3,0,between 1316.98333333333 and 10876.6388888889
2,3,2,1,81,1,0,greater than 10876.6388888889
1,2,2,1,76,2,0,greater than 10876.6388888889
0,3,2,1,59,1,0,between 546.8189102564105 and 1316.98333333333
2,3,2,0,80,6,2,between 546.8189102564105 and 1316.98333333333
0,2,1,0,69,1,0,less than 546.8189102564105
1,2,2,0,78,3,0,less than 546.8189102564105
1,2,2,1,89,5,0,between 1316.98333333333 and 10876.6388888889
2,1,2,1,80,6,4,between 1316.98333333333 and 10876.6388888889
0,2,2,0,59,4,0,less than 546.8189102564105
0,2,2,1,76,5,0,between 546.8189102564105 and 1316.98333333333
2,3,2,1,69,4,0,between 546.8189102564105 and 1316.98333333333
1,3,2,1,70,4,4,between 546.8189102564105 and 1316.98333333333
0,2,1,1,80,5,3,between 546.8189102564105 and 1316.98333333333
0,2,2,1,74,2,0,between 1316.98333333333 and 10876.6388888889
0,3,2,1,73,5,0,between 546.8189102564105 and 1316.98333333333
0,2,2,1,59,1,0,between 546.8189102564105 and 1316.98333333333
0,3,2,0,66,1,0,less than 546.8189102564105
2,3,2,1,80,2,1,between 1316.98333333333 and 10876.6388888889
0,1,2,1,70,1,3,between 546.8189102564105 and 1316.98333333333
2,2,2,1,90,5,1,between 546.8189102564105 and 1316.98333333333
0,3,2,1,64,1,0,between 546.8189102564105 and 1316.98333333333
1,3,2,1,75,2,0,greater than 10876.6388888889
1,3,2,1,80,6,0,between 546.8189102564105 and 1316.98333333333
1,2,2,1,67,2,0,greater than 10876.6388888889
1,1,2,1,80,2,3,greater than 10876.6388888889
2,1,2,1,69,6,0,between 1316.98333333333 and 10876.6388888889
2,3,2,1,62,2,0,greater than 10876.6388888889
1,2,2,1,63,6,0,between 1316.98333333333 and 10876.6388888889
1,3,2,0,62,6,0,between 546.8189102564105 and 1316.98333333333
0,2,1,1,70,5,0,between 546.8189102564105 and 1316.98333333333
2,3,2,0,70,4,1,between 546.8189102564105 and 1316.98333333333
0,3,1,0,62,4,0,less than 546.8189102564105
1,3,2,1,80,5,0,between 1316.98333333333 and 10876.6388888889
1,3,2,1,69,4,0,between 546.8189102564105 and 1316.98333333333
0,2,2,1,60,6,0,less than 546.8189102564105
1,1,2,1,77,2,0,greater than 10876.6388888889
2,2,2,0,72,1,0,between 1316.98333333333 and 10876.6388888889
0,1,2,0,66,2,0,between 546.8189102564105 and 1316.98333333333
0,1,2,0,70,4,3,less than 546.8189102564105
2,1,2,1,79,3,0,between 1316.98333333333 and 10876.6388888889
1,3,2,1,80,2,4,greater than 10876.6388888889
1,2,2,0,66,2,0,greater than 10876.6388888889
0,2,2,0,70,4,0,less than 546.8189102564105
2,2,2,1,62,2,0,greater than 10876.6388888889
1,1,2,0,59,6,0,between 1316.98333333333 and 10876.6388888889
2,2,2,1,90,1,3,greater than 10876.6388888889
2,2,2,0,66,2,0,greater than 10876.6388888889
1,2,2,0,73,6,0,between 1316.98333333333 and 10876.6388888889
0,1,2,1,79,2,0,between 1316.98333333333 and 10876.6388888889
1,2,2,0,76,6,0,between 546.8189102564105 and 1316.98333333333
0,1,2,1,59,2,0,between 1316.98333333333 and 10876.6388888889
2,1,2,1,73,6,0,between 1316.98333333333 and 10876.6388888889
2,1,2,0,69,3,0,less than 546.8189102564105
2,3,2,1,80,2,3,greater than 10876.6388888889
2,2,2,0,79,1,0,greater than 10876.6388888889
1,3,2,0,63,6,0,between 546.8189102564105 and 1316.98333333333
1,2,2,1,75,3,0,between 1316.98333333333 and 10876.6388888889
1,3,2,1,66,2,0,greater than 10876.6388888889
1,1,2,0,72,3,0,less than 546.8189102564105
1,3,2,1,75,1,0,greater than 10876.6388888889
2,3,2,1,69,3,0,between 1316.98333333333 and 10876.6388888889
1,3,2,1,73,3,0,between 1316.98333333333 and 10876.6388888889
1,2,2,0,70,6,0,between 546.8189102564105 and 1316.98333333333
0,0,2,1,60,4,0,less than 546.8189102564105
2,2,2,1,78,5,0,between 1316.98333333333 and 10876.6388888889
2,2,2,0,65,2,0,greater than 10876.6388888889
0,2,1,1,69,4,0,less than 546.8189102564105
1,1,2,1,80,2,0,between 1316.98333333333 and 10876.6388888889
2,2,2,0,67,2,0,greater than 10876.6388888889
0,2,1,1,70,3,4,less than 546.8189102564105
1,1,2,1,63,2,0,greater than 10876.6388888889
0,3,2,1,65,4,0,less than 546.8189102564105
1,2,2,1,64,6,0,between 1316.98333333333 and 10876.6388888889
1,3,2,1,77,2,0,greater than 10876.6388888889
0,1,2,0,73,2,0,between 546.8189102564105 and 1316.98333333333
1,3,2,0,80,6,1,less than 546.8189102564105
1,2,2,0,59,6,0,between 1316.98333333333 and 10876.6388888889
0,2,2,0,62,1,0,less than 546.8189102564105
1,3,2,0,62,1,0,greater than 10876.6388888889
1,2,2,0,67,4,0,between 546.8189102564105 and 1316.98333333333
1,2,2,1,69,5,0,between 1316.98333333333 and 10876.6388888889
2,3,2,1,61,1,0,greater than 10876.6388888889
