cement,blast_furnace_slag,fly_ash,water,superplasticizer,coarse_aggregate,fine_aggregate,age,strength
194.35,0.0,101.29,167.85,7.41,1006.85,909.39,7.0,less than 23.707115153
391.19,189.59,0.0,148.35,21.19,943.79,756.85,3.0,greater than 46.13628654
426.49,104.79,0.0,155.39,16.95,852.19,889.19,90.0,greater than 46.13628654
196.18,0.0,99.18,168.62,7.18,1008.4,906.79,28.0,between 23.707115153 and 34.44277358
482.91,0.0,0.0,195.09,0.0,942.09,718.09,3.0,greater than 46.13628654
111.09,163.49,0.0,205.35,0.0,938.29,850.99,35.0,less than 23.707115153
175.95,116.95,0.0,195.49,0.0,949.89,859.89,56.0,between 23.707115153 and 34.44277358
428.19,106.79,0.0,153.99,18.99,936.99,806.39,7.0,between 34.44277358 and 46.13628654
231.48,0.0,119.88,197.31,6.31,1030.08,760.38,28.0,between 23.707115153 and 34.44277358
282.91,130.49,100.91,174.35,9.29,826.49,807.49,28.0,greater than 46.13628654
195.95,291.99,0.0,187.59,0.0,1001.19,707.19,28.0,between 23.707115153 and 34.44277358
157.49,185.49,0.0,195.99,9.49,1049.99,700.99,28.0,less than 23.707115153
124.38,184.99,0.0,205.35,0.0,961.29,802.99,7.0,less than 23.707115153
163.99,190.99,149.99,181.99,19.99,840.99,744.99,28.0,between 23.707115153 and 34.44277358
231.48,0.0,119.88,197.31,6.31,1030.08,760.38,3.0,less than 23.707115153
263.19,101.61,79.61,172.99,10.19,938.19,765.19,28.0,greater than 46.13628654
155.19,146.39,114.89,180.39,8.39,869.89,826.89,28.0,between 23.707115153 and 34.44277358
429.49,47.99,0.0,230.99,0.0,934.99,597.99,270.0,between 34.44277358 and 46.13628654
156.98,0.0,144.18,195.99,9.58,879.98,870.18,28.0,less than 23.707115153
180.39,131.19,119.99,182.39,4.19,1009.99,749.19,56.0,greater than 46.13628654
180.39,131.19,119.99,182.39,4.19,1009.99,749.19,14.0,between 23.707115153 and 34.44277358
251.99,0.0,96.99,189.99,5.99,959.39,863.99,56.0,between 34.44277358 and 46.13628654
239.99,239.99,0.0,230.99,0.0,934.99,597.99,365.0,between 34.44277358 and 46.13628654
104.39,155.09,0.0,194.09,0.0,890.09,945.09,28.0,less than 23.707115153
319.99,214.39,0.0,158.39,14.99,855.09,883.39,28.0,greater than 46.13628654
313.09,0.0,0.0,194.99,0.0,973.09,853.09,90.0,between 34.44277358 and 46.13628654
361.09,20.99,142.99,157.09,11.49,945.09,804.09,3.0,between 23.707115153 and 34.44277358
308.39,206.19,0.0,205.99,0.0,967.99,634.99,3.0,less than 23.707115153
236.99,159.09,0.0,192.09,6.29,985.09,763.09,28.0,between 34.44277358 and 46.13628654
404.99,96.99,0.0,150.99,12.39,950.99,855.99,7.0,greater than 46.13628654
300.79,0.0,108.99,212.19,11.59,882.99,746.99,28.0,between 23.707115153 and 34.44277358
328.99,0.0,139.99,201.99,11.39,804.99,794.99,28.0,between 34.44277358 and 46.13628654
366.29,191.29,0.0,167.29,12.09,947.79,758.79,7.0,greater than 46.13628654
299.09,0.0,0.0,194.09,0.0,1087.09,767.09,28.0,less than 23.707115153
533.59,0.0,0.0,144.59,29.39,855.09,895.59,28.0,greater than 46.13628654
233.99,0.0,123.09,175.99,7.09,1058.59,780.99,3.0,less than 23.707115153
215.09,0.0,101.99,162.09,9.09,1009.99,905.09,56.0,between 34.44277358 and 46.13628654
217.39,100.19,25.19,184.09,7.39,1068.09,787.79,56.0,greater than 46.13628654
248.39,0.0,126.19,146.09,12.49,1089.79,803.39,14.0,between 34.44277358 and 46.13628654
338.99,0.0,0.0,184.99,3.99,988.99,819.99,28.0,between 34.44277358 and 46.13628654
487.99,0.0,0.0,148.99,0.0,1122.99,803.99,28.0,greater than 46.13628654
146.29,137.99,107.19,181.29,8.19,943.99,777.99,28.0,between 23.707115153 and 34.44277358
384.99,0.0,0.0,187.99,0.0,1049.99,741.99,28.0,between 34.44277358 and 46.13628654
382.09,152.99,0.0,156.99,16.39,1136.99,608.99,7.0,greater than 46.13628654
469.99,119.09,0.0,140.09,32.99,855.09,842.99,7.0,greater than 46.13628654
341.09,0.0,0.0,187.99,0.0,1072.99,756.99,28.0,between 23.707115153 and 34.44277358
336.09,18.99,164.99,170.09,18.39,998.99,655.09,28.0,greater than 46.13628654
167.09,147.99,134.09,177.99,8.59,1008.09,749.99,100.0,greater than 46.13628654
384.99,0.0,0.0,189.99,0.0,1049.99,741.99,7.0,between 23.707115153 and 34.44277358
448.09,25.99,81.09,165.09,12.09,969.99,715.09,3.0,between 34.44277358 and 46.13628654
268.99,0.0,0.0,230.99,0.0,934.99,673.09,90.0,greater than 46.13628654
324.99,0.0,0.0,205.99,0.0,976.99,802.99,14.0,less than 23.707115153
