cement,blast_furnace_slag,fly_ash,water,superplasticizer,coarse_aggregate,fine_aggregate,age,strength
429.0,48.0,1.0,229.0,1.0,932.0,594.0,181.0,between 34.44277358 and 46.13628654
322.0,1.0,128.0,183.0,11.8,870.5,780.0,29.0,between 34.44277358 and 46.13628654
476.0,1.0,0.0,229.0,1.0,932.0,594.0,29.0,between 34.44277358 and 46.13628654
151.0,1.0,185.0,167.0,15.8,1074.8,678.5,29.0,less than 23.707115153
134.0,211.0,1.0,196.0,3.8,950.0,796.0,29.0,between 23.707115153 and 34.44277358
142.0,167.0,130.0,174.0,11.0,883.0,786.0,29.0,between 34.44277358 and 46.13628654
296.0,1.0,96.0,172.0,9.0,955.8,860.0,4.0,less than 23.707115153
238.0,92.0,71.0,248.0,6.0,853.0,695.0,29.0,between 23.707115153 and 34.44277358
481.0,1.0,0.0,193.0,1.0,936.0,721.0,91.0,greater than 46.13628654
213.0,1.0,125.0,160.0,7.9,1085.9,800.3,4.0,less than 23.707115153
168.0,130.0,129.0,176.0,7.9,1006.9,747.0,101.0,greater than 46.13628654
314.0,146.0,1.0,179.0,8.2,1002.0,689.0,29.0,between 34.44277358 and 46.13628654
343.0,39.0,1.0,229.0,1.0,932.0,670.0,366.0,greater than 46.13628654
174.0,117.0,1.0,193.0,1.0,947.0,857.0,29.0,between 23.707115153 and 34.44277358
278.0,1.0,98.0,161.0,11.9,974.0,876.0,101.0,greater than 46.13628654
204.0,136.0,1.0,186.0,1.0,1076.7,759.7,8.0,less than 23.707115153
191.0,1.0,126.0,163.0,7.9,1090.5,804.5,101.0,between 34.44277358 and 46.13628654
383.0,1.0,0.0,186.0,1.0,1048.0,739.5,8.0,between 23.707115153 and 34.44277358
501.0,1.0,0.0,201.0,3.5,1124.9,613.9,29.0,between 34.44277358 and 46.13628654
169.0,43.0,164.0,122.0,5.8,1059.0,780.5,101.0,between 34.44277358 and 46.13628654
477.0,1.0,0.0,229.0,1.0,932.0,594.0,8.0,between 34.44277358 and 46.13628654
169.0,43.0,164.0,122.0,5.8,1059.0,780.5,29.0,between 23.707115153 and 34.44277358
447.0,25.0,80.0,163.0,11.8,967.5,712.5,8.0,between 34.44277358 and 46.13628654
204.0,136.0,1.0,186.0,1.0,1076.7,759.7,29.0,less than 23.707115153
179.0,130.0,119.0,180.0,3.8,1007.8,747.0,101.0,greater than 46.13628654
214.0,1.0,175.0,160.0,11.8,1044.0,772.0,57.0,greater than 46.13628654
306.0,1.0,101.0,197.0,10.2,959.5,705.5,29.0,between 23.707115153 and 34.44277358
298.0,1.0,118.0,175.0,9.6,1023.0,754.0,4.0,less than 23.707115153
311.0,1.0,0.0,193.0,1.0,970.5,850.5,91.0,between 34.44277358 and 46.13628654
363.0,190.0,1.0,165.0,11.9,945.0,756.0,57.0,greater than 46.13628654
289.0,122.0,1.0,178.0,7.2,908.5,829.5,29.0,between 34.44277358 and 46.13628654
481.0,1.0,0.0,193.0,1.0,936.0,721.0,4.0,between 23.707115153 and 34.44277358
155.0,184.0,1.0,194.0,9.2,877.5,868.0,29.0,between 23.707115153 and 34.44277358
213.0,142.0,1.0,204.0,1.0,973.9,750.9,91.0,between 34.44277358 and 46.13628654
278.0,1.0,0.0,192.0,1.0,968.0,856.0,29.0,between 23.707115153 and 34.44277358
134.0,201.0,1.0,193.0,1.0,927.9,839.9,91.0,between 34.44277358 and 46.13628654
311.0,1.0,0.0,193.0,1.0,1012.5,830.5,121.0,between 34.44277358 and 46.13628654
452.0,1.0,0.0,166.0,11.4,1030.5,745.5,29.0,greater than 46.13628654
191.0,1.0,126.0,167.0,9.9,1079.5,799.5,101.0,between 23.707115153 and 34.44277358
360.0,20.0,142.0,155.0,11.0,942.5,801.5,8.0,between 34.44277358 and 46.13628654
532.0,1.0,0.0,142.0,28.5,852.5,894.0,57.0,greater than 46.13628654
159.0,1.0,195.0,220.0,11.2,898.0,713.5,29.0,less than 23.707115153
285.0,16.0,142.0,180.0,5.6,842.5,801.5,29.0,between 34.44277358 and 46.13628654
166.0,0.1,144.0,164.0,0.2,1006.0,901.0,15.0,less than 23.707115153
377.0,1.0,0.0,215.0,1.0,1003.9,762.9,15.0,between 23.707115153 and 34.44277358
333.0,143.0,1.0,229.0,1.0,932.0,594.0,181.0,between 34.44277358 and 46.13628654
394.0,1.0,0.0,193.0,1.0,941.0,786.0,8.0,between 23.707115153 and 34.44277358
492.0,27.0,124.0,211.0,4.0,882.5,699.5,4.0,between 23.707115153 and 34.44277358
134.0,201.0,1.0,193.0,1.0,927.9,839.9,29.0,between 23.707115153 and 34.44277358
428.0,48.0,1.0,229.0,1.0,932.0,594.0,8.0,between 34.44277358 and 46.13628654
263.0,112.0,87.0,196.0,5.2,896.0,734.0,29.0,between 23.707115153 and 34.44277358
306.21,11.19,93.15,181.49,8.41,960.81,796.23,42.0,between 34.44277358 and 46.13628654
483.17,0.0,0.0,206.94,0.0,951.17,829.42,120.0,greater than 46.13628654
275.41,143.85,0.0,169.23,10.23,918.41,758.19,28.0,between 23.707115153 and 34.44277358
398.59,20.0,95.67,162.14,13.14,939.29,845.91,7.0,greater than 46.13628654
492.85,26.0,123.0,210.0,3.93,882.0,699.0,3.0,between 23.707115153 and 34.44277358
222.36,0.0,96.67,189.29,4.46,967.08,870.32,100.0,between 34.44277358 and 46.13628654
374.0,189.2,0.0,170.1,10.1,926.1,756.7,91.0,greater than 46.13628654
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28.0,greater than 46.13628654
516.0,0.0,0.0,162.0,8.26,801.0,802.0,28.0,between 34.44277358 and 46.13628654
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,28.0,greater than 46.13628654
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56.0,greater than 46.13628654
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,14.0,between 23.707115153 and 34.44277358
427.5,47.5,0.0,228.0,0.0,932.0,594.0,180.0,between 34.44277358 and 46.13628654
321.4,0.0,127.9,182.5,11.5,870.1,779.7,28.0,between 34.44277358 and 46.13628654
475.0,0.0,0.0,228.0,0.0,932.0,594.0,28.0,between 34.44277358 and 46.13628654
