cement,blast_furnace_slag,fly_ash,water,superplasticizer,coarse_aggregate,fine_aggregate,age,strength
270.41,11.01,140.25,186.81,10.29,983.39,828.79,7.0,between 23.707115153 and 34.44277358
306.84,26.19,90.49,184.99,5.93,1023.11,764.01,3.0,less than 23.707115153
226.17,15.69,96.19,173.99,7.93,1005.79,751.79,28.0,between 23.707115153 and 34.44277358
257.61,8.45,132.03,185.87,10.07,978.29,835.89,14.0,between 23.707115153 and 34.44277358
281.01,19.81,93.01,191.93,6.81,997.65,779.25,7.0,between 23.707115153 and 34.44277358
293.41,22.19,89.29,195.07,5.07,1026.57,786.17,3.0,less than 23.707115153
212.39,14.61,140.19,183.82,9.19,962.85,812.69,56.0,between 34.44277358 and 46.13628654
243.29,10.01,141.43,187.93,10.43,982.29,835.07,7.0,between 23.707115153 and 34.44277358
271.19,18.71,92.39,190.83,6.79,1001.59,766.11,28.0,between 23.707115153 and 34.44277358
300.09,24.81,88.09,197.21,4.61,1020.41,782.29,3.0,less than 23.707115153
250.59,12.93,135.29,181.85,8.73,970.69,809.19,28.0,between 23.707115153 and 34.44277358
272.91,11.71,140.65,187.21,10.03,983.81,829.41,14.0,between 23.707115153 and 34.44277358
308.34,26.81,90.17,185.33,5.63,1023.59,764.29,7.0,between 23.707115153 and 34.44277358
228.81,16.37,96.01,174.47,7.67,1006.13,752.23,56.0,between 34.44277358 and 46.13628654
259.49,9.27,132.07,186.43,9.83,978.91,835.95,3.0,less than 23.707115153
298.45,93.2,140.9,181.1,8.17,967.8,752.3,91.0,between 34.44277358 and 46.13628654
