sex,length,diameter,height,whole_weight,shucked_weight,cisvera_weight,shell_weight,rings
F,0.42081824,0.3030359,0.083090805,0.25063092,0.111588836,0.057511766,0.080793194,less than 8.0
M,0.54007334,0.4224119,0.15638871,0.73648196,0.21500807,0.20525488,0.2732542,greater than 11.0
M,0.45545048,0.3581584,0.13755493,0.4860917,0.14186347,0.12735786,0.18226787,between 8.0 and 9.0
M,0.654358,0.5172868,0.17355168,1.3103904,0.6501993,0.29198048,0.30974072,between 9.0 and 11.0
F,0.64237106,0.5037549,0.19148672,1.5273067,0.5672172,0.33367276,0.48046044,greater than 11.0
I,0.3630824,0.2831397,0.09209931,0.24375841,0.11485269,0.051604964,0.07193215,between 8.0 and 9.0
I,0.48990652,0.3765552,0.11944521,0.5212831,0.18889935,0.12136351,0.17051263,between 9.0 and 11.0
I,0.37919205,0.28790832,0.09933789,0.25117615,0.09157536,0.055991765,0.08698649,between 8.0 and 9.0
F,0.7446864,0.58843905,0.18944193,2.0352504,0.91058636,0.4504034,0.5680114,greater than 11.0
I,0.332635,0.2608246,0.08793278,0.1824016,0.0830854,0.02555488,0.055264357,less than 8.0
F,0.5034,0.39885047,0.13928367,0.6854425,0.26095897,0.16174681,0.22627346,greater than 11.0
M,0.57997245,0.4792296,0.17221181,0.8021936,0.35430247,0.15791425,0.2800869,between 9.0 and 11.0
F,0.59305304,0.46686697,0.1301148,0.7649372,0.37032846,0.18660569,0.19624457,between 8.0 and 9.0
M,0.5495235,0.44617772,0.13937873,0.8296098,0.39346185,0.21078664,0.20993887,between 8.0 and 9.0
M,0.6429242,0.4664814,0.1673839,1.2908603,0.602602,0.27156308,0.35505807,between 9.0 and 11.0
F,0.54086024,0.42232186,0.14342204,0.9434382,0.27314585,0.25981438,0.23056936,between 8.0 and 9.0
I,0.28212842,0.1894199,0.05489026,0.026090408,-0.004828861,0.018149251,-0.020990925,less than 8.0
F,0.6519714,0.5191186,0.20559074,1.4907643,0.6273324,0.3667923,0.4118146,between 9.0 and 11.0
M,0.5085913,0.39024615,0.13367146,0.6620214,0.32221884,0.09898707,0.20066196,less than 8.0
M,0.45618632,0.377041,0.14238627,0.4508278,0.16773343,0.079974055,0.17001332,between 8.0 and 9.0
F,0.60848355,0.47423008,0.18260849,1.1368359,0.51336396,0.25557023,0.2967026,between 9.0 and 11.0
I,0.51105714,0.41143832,0.1338583,0.5667007,0.2343439,0.100779764,0.20162785,between 9.0 and 11.0
I,0.34703878,0.27139634,0.09384999,0.2187994,0.092276126,0.03658667,0.078154564,less than 8.0
F,0.6094324,0.47481272,0.14434627,0.87309676,0.3250013,0.1932097,0.28170282,between 9.0 and 11.0
M,0.56087565,0.46204102,0.17145287,0.977056,0.43640015,0.22900876,0.28370366,between 9.0 and 11.0
I,0.41161203,0.31495133,0.1123279,0.3626827,0.14880219,0.07804886,0.10472477,less than 8.0
F,0.60773355,0.47528595,0.14975128,1.0329919,0.39380506,0.19349365,0.3674747,between 8.0 and 9.0
M,0.64896345,0.4836784,0.15214469,1.0729486,0.4574537,0.20495553,0.31682494,greater than 11.0
F,0.6457738,0.4516409,0.13917963,1.2985644,0.57161516,0.3018275,0.36292556,between 9.0 and 11.0
F,0.656676,0.47152004,0.1495644,1.1251698,0.5835096,0.26623815,0.20885709,between 8.0 and 9.0
I,0.407134,0.32579738,0.12757938,0.34527126,0.12058495,0.07827316,0.11715893,between 8.0 and 9.0
I,0.3505988,0.2510676,0.07570773,0.17865282,0.06713921,0.03573279,0.060626794,less than 8.0
M,0.48553285,0.3691629,0.09978661,0.48947385,0.2377896,0.1142639,0.1366196,between 8.0 and 9.0
M,0.6468387,0.5164588,0.1535224,1.2220783,0.48491958,0.28666097,0.432934,greater than 11.0
M,0.6344894,0.50500333,0.16102111,1.1670069,0.56465805,0.29783484,0.29708385,between 9.0 and 11.0
M,0.5270963,0.4302708,0.16863337,0.9018018,0.33252764,0.1937226,0.3040302,greater than 11.0
F,0.5977024,0.472264,0.14178695,1.081093,0.50972605,0.2520307,0.2954094,greater than 11.0
M,0.43080768,0.31130257,0.112208806,0.34222946,0.14674029,0.06570949,0.102215104,less than 8.0
F,0.5686177,0.45635122,0.16644382,1.1079223,0.5688995,0.20697513,0.2887509,between 9.0 and 11.0
F,0.62303823,0.4995007,0.1896963,1.3074851,0.5790384,0.2681212,0.3267075,greater than 11.0
F,0.5898866,0.47511572,0.16859983,1.173726,0.51349866,0.29602933,0.30357578,greater than 11.0
I,0.57833713,0.45053312,0.15282802,1.1784172,0.46654078,0.35044238,0.26971766,between 9.0 and 11.0
M,0.6894067,0.51499075,0.17142479,1.6554891,0.71234363,0.30646023,0.5395503,between 9.0 and 11.0
M,0.4998764,0.38186863,0.13015968,0.6128937,0.26937285,0.13988459,0.17680095,between 8.0 and 9.0
