education,experience,ethnicity,smsa,region,parttime,wage
14.079452,22.87553,cauc,yes,west,no,between 308.64 and 522.32
12.9992,22.270716,cauc,yes,south,no,between 308.64 and 522.32
13.002424,4.4804273,cauc,yes,west,no,less than 308.64
12.1131,13.255343,cauc,yes,south,no,between 522.32 and 783.48
14.001816,11.892653,cauc,no,midwest,no,between 522.32 and 783.48
11.970194,7.2521105,cauc,yes,west,no,between 522.32 and 783.48
14.05874,18.219372,cauc,yes,midwest,no,between 308.64 and 522.32
8.998261,46.452885,cauc,yes,midwest,no,between 308.64 and 522.32
18.047947,23.45438,cauc,yes,south,no,between 522.32 and 783.48
17.934074,7.5696535,cauc,yes,west,no,between 308.64 and 522.32
12.012094,17.965473,cauc,no,south,no,less than 308.64
12.03695,7.26526,cauc,yes,south,no,less than 308.64
12.140067,45.147316,cauc,yes,south,no,between 308.64 and 522.32
11.93393,8.026713,afam,yes,south,no,less than 308.64
11.972254,31.663286,cauc,yes,south,no,between 308.64 and 522.32
12.013412,22.3871,cauc,yes,south,no,between 308.64 and 522.32
12.029192,43.92273,cauc,yes,south,no,between 522.32 and 783.48
12.08101,34.345284,cauc,no,south,no,between 522.32 and 783.48
12.042067,20.58055,cauc,no,west,no,greater than 783.48
11.974777,27.683159,cauc,no,midwest,no,less than 308.64
12.000516,5.360935,cauc,yes,south,yes,less than 308.64
11.037077,15.116075,cauc,yes,south,no,between 308.64 and 522.32
15.999281,11.391561,cauc,yes,west,no,between 522.32 and 783.48
17.884266,9.9618025,cauc,yes,south,no,greater than 783.48
13.9225025,24.47514,cauc,yes,south,no,greater than 783.48
13.903439,14.358625,cauc,yes,midwest,no,greater than 783.48
17.902576,16.438978,cauc,yes,west,no,between 308.64 and 522.32
