lever_position,ship_speed,gas_turbine_shaft_torque,gas_turbine_rate_of_revolutions,gas_generator_rate_of_revolutions,starboard_propeller_torque,port_propeller_torque,hp_turbine_exit_temperature,gt_compressor_outlet_air_temperature,hp_turbine_exit_pressure,gt_compressor_outlet_air_pressure,gas_turbine_exhaust_gas_pressure,turbine_injecton_control,fuel_flow,gt_compressor_decay_state_coefficient
6.76,18,29792.89,2308.89,8854.89,246.89,246.89,781.89,672.89,2.503,13.378,1.03,35.89,0.698,between 0.975 and 0.988
2.44,6,3927.89,1371.89,6823.89,22.89,22.89,562.89,571.89,1.255,6.793,1.019,22.09,0.207,between 0.962 and 0.975
5.95,15,21646.89,1930.89,8503.89,175.99,175.99,715.89,641.89,2.084,11.184,1.026,25.59,0.515,greater than 0.988
7.68,21,39009.89,2683.89,9133.89,333.19,333.19,829.89,693.89,2.998,15.911,1.036,44.99,0.895,between 0.975 and 0.988
3.49,9,8385.89,1389.89,7119.89,61.39,61.39,582.89,583.89,1.395,7.499,1.02,12.59,0.261,less than 0.962
4.93,12,14726.89,1550.89,7796.89,114.29,114.29,636.89,608.89,1.661,8.857,1.023,17.69,0.346,less than 0.962
8.19,24,50992.89,3089.89,9299.89,438.59,438.59,918.89,729.89,3.602,18.699,1.042,61.89,1.22,between 0.962 and 0.975
2.98,6,6046.89,1361.89,6833.89,29.59,29.59,559.89,567.89,1.304,7.055,1.019,0.89,0.212,less than 0.962
5.46,15,21641.89,1932.89,8499.89,175.99,175.99,703.89,635.89,2.08,11.144,1.026,25.29,0.5,greater than 0.988
7.46,21,38983.89,2679.89,9116.89,333.19,333.19,834.89,691.89,2.983,15.879,1.036,44.59,0.873,between 0.962 and 0.975
3.95,9,8371.89,1384.89,7055.89,60.89,60.89,580.89,580.89,1.394,7.471,1.02,12.29,0.249,greater than 0.988
9.46,27,72788.89,3563.89,9779.89,646.59,646.59,1091.89,783.89,4.51,22.599,1.05,90.69,1.799,less than 0.962
5.98,15,21638.89,1931.89,8508.89,176.09,176.09,710.89,640.89,2.085,11.191,1.026,25.59,0.514,between 0.975 and 0.988
2.79,6,4574.89,1368.89,6803.89,24.89,24.89,567.89,561.89,1.272,6.803,1.019,10.89,0.227,less than 0.962
6.95,18,29769.89,2309.89,8834.89,247.09,247.09,778.89,669.89,2.507,13.349,1.03,34.89,0.685,between 0.975 and 0.988
4.79,12,14719.89,1552.89,7813.89,114.09,114.09,635.89,609.89,1.662,8.857,1.023,17.29,0.35,between 0.962 and 0.975
5.09,15,21643.89,1929.89,8489.89,175.99,175.99,702.89,634.89,2.081,11.141,1.026,25.09,0.492,greater than 0.988
8.79,24,50997.89,3088.89,9309.89,439.09,439.09,928.89,732.89,3.604,18.729,1.042,61.89,1.224,between 0.975 and 0.988
6.49,18,29785.89,2308.89,8845.89,246.89,246.89,785.89,671.89,2.51,13.409,1.03,35.59,0.693,between 0.975 and 0.988
7.29,21,38999.89,2683.89,9119.89,332.99,332.99,833.89,692.89,2.996,15.911,1.036,44.79,0.893,less than 0.962
3.68,9,8374.89,1388.89,7078.89,61.29,61.29,584.89,582.89,1.396,7.511,1.02,12.49,0.251,less than 0.962
9.69,27,72783.89,3564.89,9781.89,646.89,646.89,1088.89,782.89,4.505,22.599,1.05,90.69,1.803,between 0.975 and 0.988
4.18,12,14723.89,1548.89,7787.89,113.89,113.89,633.89,607.89,1.66,8.845,1.023,16.99,0.345,less than 0.962
6.69,18,29766.89,2309.89,8808.89,246.89,246.89,777.89,671.89,2.509,13.349,1.03,35.19,0.699,less than 0.962
8.59,24,50988.89,3088.89,9299.89,439.09,439.09,924.89,729.89,3.598,18.699,1.042,60.89,1.219,greater than 0.988
2.55,6,3932.89,1353.89,6807.89,23.59,23.59,561.89,564.89,1.269,6.793,1.019,9.29,0.223,between 0.962 and 0.975
5.69,15,21651.89,1933.89,8511.89,176.09,176.09,713.89,640.89,2.087,11.207,1.026,25.79,0.52,less than 0.962
7.09,21,39007.89,2681.89,9115.89,332.99,332.99,828.89,691.89,3.0,15.915,1.036,44.69,0.895,greater than 0.988
9.58,27,72782.89,3563.89,9771.89,646.79,646.79,1084.89,783.89,4.51,22.619,1.05,90.79,1.808,less than 0.962
5.79,15,21644.89,1927.89,8495.89,176.09,176.09,710.89,635.89,2.086,11.191,1.026,25.49,0.514,between 0.975 and 0.988
8.29,24,50986.89,3089.89,9304.89,439.29,439.29,923.89,732.89,3.609,18.729,1.042,61.99,1.226,between 0.975 and 0.988
7.49,21,39005.89,2683.89,9133.89,333.29,333.29,832.89,692.89,3.0,15.911,1.036,44.99,0.893,between 0.962 and 0.975
6.59,18,29773.89,2308.89,8833.89,246.99,246.99,778.89,670.89,2.512,13.378,1.03,35.29,0.697,between 0.962 and 0.975
6.09,18,29781.89,2307.89,8809.89,247.09,247.09,781.89,672.89,2.508,13.409,1.03,35.29,0.699,between 0.975 and 0.988
4.39,12,14721.89,1549.89,7807.89,113.99,113.99,636.89,609.89,1.661,8.869,1.023,17.39,0.343,less than 0.962
8.99,24,51004.89,3089.89,9311.89,439.29,439.29,929.89,732.89,3.602,18.699,1.042,61.29,1.219,greater than 0.988
3.29,9,8376.89,1391.89,7123.89,60.99,60.99,579.89,583.89,1.395,7.499,1.02,12.49,0.256,between 0.962 and 0.975
