lever_position,ship_speed,gas_turbine_shaft_torque,gas_turbine_rate_of_revolutions,gas_generator_rate_of_revolutions,starboard_propeller_torque,port_propeller_torque,hp_turbine_exit_temperature,gt_compressor_outlet_air_temperature,hp_turbine_exit_pressure,gt_compressor_outlet_air_pressure,gas_turbine_exhaust_gas_pressure,turbine_injecton_control,fuel_flow,gt_compressor_decay_state_coefficient
2.09,6.0,3457.4,1350.3,6863.2,22.8,22.8,522.5,562.2,1.21,6.4,1.019,18.7,0.164,less than 0.962
3.14,9.0,8378.4,1386.5,7091.6,60.2,60.2,585.8,580.4,1.39,7.5,1.02,12.4,0.247,between 0.962 and 0.975
2.09,6.0,4704.8,1392.6,6781.9,31.2,31.2,542.7,564.3,1.27,6.8,1.019,0.0,0.175,between 0.975 and 0.988
2.09,6.0,5484.3,1354.5,6738.2,22.4,22.4,570.2,561.5,1.28,6.9,1.019,22.2,0.229,between 0.975 and 0.988
1.14,3.0,5690.2,1400.6,6710.3,10.5,10.5,594.4,568.4,1.29,6.9,1.019,0.0,0.238,less than 0.962
1.14,3.0,4063.1,1369.2,6605.8,8.3,8.3,562.5,559.3,1.23,6.7,1.019,10.8,0.204,between 0.975 and 0.988
8.21,24.0,50993.1,3087.1,9302.4,438.0,438.0,920.6,728.4,3.59,18.6,1.042,59.8,1.17,between 0.975 and 0.988
5.14,15.0,21627.3,1924.3,8471.2,175.2,175.2,697.2,633.1,2.08,11.0,1.027,24.8,0.49,between 0.975 and 0.988
4.16,12.0,14723.1,1547.1,7791.3,113.7,113.7,651.3,610.4,1.65,8.9,1.022,17.6,0.335,greater than 0.988
3.14,9.0,8376.2,1386.5,7064.7,60.2,60.2,566.9,574.4,1.39,7.4,1.02,11.8,0.226,less than 0.962
8.21,24.0,50994.3,3087.5,9311.3,438.0,438.0,914.4,733.3,3.57,18.2,1.041,59.5,1.18,between 0.962 and 0.975
3.14,9.0,8376.4,1386.5,7092.5,60.2,60.2,579.4,579.1,1.39,7.4,1.02,11.7,0.241,less than 0.962
6.18,18.0,29789.5,2306.7,8814.9,246.0,246.0,760.2,663.6,2.5,13.1,1.031,33.5,0.662,between 0.975 and 0.988
9.3,27.0,72768.9,3560.2,9738.3,645.0,645.0,1057.1,772.4,4.52,22.7,1.05,88.0,1.72,greater than 0.988
6.18,18.0,29795.4,2307.1,8832.2,246.2,246.2,793.8,675.2,2.5,13.3,1.03,35.3,0.7,greater than 0.988
2.09,6.0,2841.1,1358.2,6784.3,24.7,24.7,504.4,559.3,1.19,6.5,1.019,11.8,0.137,between 0.962 and 0.975
8.21,24.0,50992.3,3087.2,9297.3,438.0,438.0,902.3,723.3,3.59,18.4,1.042,58.8,1.16,between 0.975 and 0.988
5.14,15.0,21626.4,1924.3,8473.6,175.2,175.2,696.7,632.7,2.08,11.0,1.027,24.7,0.488,greater than 0.988
2.09,6.0,3735.2,1385.5,6800.2,29.9,29.9,520.1,561.2,1.23,6.6,1.019,0.0,0.147,between 0.975 and 0.988
9.3,27.0,72768.8,3560.3,9752.9,645.0,645.0,1075.6,778.2,4.51,22.7,1.05,89.3,1.74,between 0.975 and 0.988
8.21,24.0,50993.5,3087.1,9302.1,438.0,438.0,918.6,728.8,3.59,18.6,1.042,60.2,1.19,between 0.962 and 0.975
6.18,18.0,29794.3,2306.9,8834.6,246.2,246.2,790.9,673.8,2.5,13.3,1.03,35.0,0.693,greater than 0.988
4.16,12.0,14723.2,1547.2,7791.2,113.7,113.7,649.5,610.2,1.65,8.9,1.022,17.7,0.336,between 0.962 and 0.975
7.15,21.0,39002.3,2677.8,9116.6,332.4,332.4,808.5,684.1,2.98,15.6,1.036,42.7,0.85,between 0.962 and 0.975
3.14,9.0,8376.7,1386.6,7109.3,60.2,60.2,578.6,579.2,1.39,7.4,1.02,11.9,0.232,between 0.975 and 0.988
6.18,18.0,29790.4,2306.8,8829.2,246.2,246.2,768.5,665.2,2.5,13.2,1.031,33.9,0.66,less than 0.962
2.09,6.0,6052.5,1354.2,6840.3,23.5,23.5,605.5,574.6,1.29,7.0,1.019,22.0,0.258,less than 0.962
4.16,12.0,14720.4,1547.2,7804.8,113.7,113.7,648.8,611.1,1.65,8.9,1.022,17.2,0.327,less than 0.962
5.14,15.0,21625.8,1924.2,8468.2,175.2,175.2,696.2,632.2,2.08,11.0,1.027,24.5,0.483,greater than 0.988
3.14,9.0,8375.4,1386.4,7077.8,60.2,60.2,566.6,573.4,1.39,7.4,1.02,12.0,0.227,between 0.962 and 0.975
2.09,6.0,3749.5,1392.8,6821.4,30.6,30.6,521.3,561.3,1.24,6.6,1.019,0.0,0.146,between 0.962 and 0.975
6.18,18.0,29786.4,2307.1,8832.6,246.0,246.0,777.9,673.5,2.5,13.2,1.031,34.1,0.677,between 0.975 and 0.988
2.09,6.0,5499.6,1387.1,6771.9,28.2,28.2,552.2,561.7,1.26,6.8,1.019,20.9,0.208,greater than 0.988
1.14,3.0,4304.3,1416.3,6642.5,9.3,9.3,585.2,562.7,1.32,7.0,1.019,15.8,0.251,greater than 0.988
9.3,27.0,72775.6,3560.5,9760.2,645.2,645.2,1083.5,780.4,4.51,22.6,1.05,89.1,1.73,greater than 0.988
7.15,21.0,38988.8,2677.9,9137.5,332.3,332.3,821.3,690.2,2.96,15.5,1.036,43.6,0.87,less than 0.962
9.3,27.0,72770.1,3560.4,9767.4,645.0,645.0,1079.5,779.3,4.51,22.5,1.05,90.4,1.77,greater than 0.988
8.21,24.0,50995.9,3087.5,9301.1,438.0,438.0,911.4,729.4,3.58,18.3,1.042,59.7,1.19,greater than 0.988
3.14,9.0,8374.8,1386.6,7104.9,60.2,60.2,576.7,580.1,1.39,7.4,1.02,12.1,0.243,greater than 0.988
9.3,27.0,72775.3,3560.1,9735.1,645.0,645.0,1054.6,776.6,4.49,22.4,1.049,88.6,1.69,greater than 0.988
7.15,21.0,39009.1,2677.8,9119.7,332.4,332.4,812.9,684.3,2.98,15.6,1.036,43.3,0.85,between 0.962 and 0.975
3.14,9.0,8373.5,1386.5,7053.8,60.2,60.2,574.3,574.5,1.39,7.4,1.02,11.5,0.235,greater than 0.988
5.14,15.0,21624.8,1924.1,8462.3,175.2,175.2,696.7,632.2,2.08,10.9,1.027,24.5,0.478,greater than 0.988
6.18,18.0,29784.2,2306.7,8830.1,246.0,246.0,766.3,663.4,2.5,13.1,1.031,34.2,0.663,greater than 0.988
9.3,27.0,72771.4,3560.3,9739.4,645.2,645.2,1056.4,778.2,4.5,22.6,1.049,87.9,1.73,between 0.962 and 0.975
