lever_position,ship_speed,gas_turbine_shaft_torque,gas_turbine_rate_of_revolutions,gas_generator_rate_of_revolutions,starboard_propeller_torque,port_propeller_torque,hp_turbine_exit_temperature,gt_compressor_outlet_air_temperature,hp_turbine_exit_pressure,gt_compressor_outlet_air_pressure,gas_turbine_exhaust_gas_pressure,turbine_injecton_control,fuel_flow,gt_compressor_decay_state_coefficient
1.138,3,4958.3,1377.289,6634.714,9.069,9.069,583.871,564.264,1.269,6.879,1.019,5.068,0.23,greater than 0.988
6.175,18,29761.422,2306.781,8804.609,245.918,245.918,780.957,668.851,2.509,13.331,1.03,34.701,0.687,between 0.975 and 0.988
7.148,21,38977.226,2678.075,9138.969,332.147,332.147,839.597,697.225,2.956,15.443,1.035,44.711,0.885,less than 0.962
4.161,12,14718.484,1547.449,7721.919,113.743,113.743,632.991,603.18,1.664,8.946,1.023,16.893,0.334,greater than 0.988
9.3,27,72759.055,3560.369,9744.129,644.9,644.9,1082.611,778.68,4.534,23.001,1.05,90.289,1.787,between 0.975 and 0.988
2.088,6,5980.911,1350.307,6801.533,23.452,23.452,611.539,575.768,1.296,7.078,1.019,22.532,0.268,less than 0.962
3.144,9,8378.646,1386.754,7103.671,60.347,60.347,598.955,585.211,1.389,7.548,1.02,12.813,0.254,less than 0.962
4.161,12,14721.094,1547.456,7753.645,113.764,113.764,643.201,607.278,1.661,8.957,1.022,17.326,0.343,between 0.962 and 0.975
8.206,24,50993.798,3087.486,9306.226,438.082,438.082,913.857,728.975,3.587,18.409,1.042,59.624,1.18,between 0.975 and 0.988
7.148,21,39006.685,2678.023,9117.186,332.48,332.48,813.084,684.323,2.986,15.619,1.036,43.345,0.858,greater than 0.988
1.138,3,3303.553,1360.457,6589.002,8.176,8.176,540.266,556.268,1.212,6.597,1.019,9.109,0.18,greater than 0.988
3.144,9,8377.775,1386.749,7092.326,60.339,60.339,586.109,580.985,1.39,7.496,1.02,12.307,0.244,between 0.962 and 0.975
2.088,6,3635.558,1347.189,6852.338,22.84,22.84,532.623,563.929,1.221,6.535,1.019,20.332,0.177,less than 0.962
9.3,27,72773.194,3560.403,9746.822,644.787,644.787,1047.247,770.1,4.527,22.504,1.052,86.825,1.719,greater than 0.988
4.161,12,14721.094,1547.456,7753.645,113.764,113.764,643.201,607.278,1.661,8.957,1.022,17.326,0.343,between 0.962 and 0.975
6.175,18,29761.487,2306.831,8786.063,246.005,246.005,768.642,663.696,2.516,13.343,1.031,34.057,0.674,greater than 0.988
2.088,6,2884.153,1368.767,6808.619,26.704,26.704,502.417,559.366,1.201,6.465,1.019,7.485,0.131,between 0.962 and 0.975
1.138,3,2830.243,1410.199,6685.213,11.01,11.01,518.086,557.225,1.202,6.465,1.019,0.0,0.147,between 0.975 and 0.988
3.144,9,8376.655,1386.743,7068.407,60.33,60.33,587.881,580.644,1.391,7.535,1.02,12.392,0.245,between 0.975 and 0.988
5.14,15,21632.356,1924.334,8488.962,175.26,175.26,703.221,637.059,2.081,11.037,1.026,24.894,0.493,between 0.962 and 0.975
3.144,9,8377.775,1386.749,7092.326,60.339,60.339,586.109,580.985,1.39,7.496,1.02,12.307,0.244,between 0.962 and 0.975
7.148,21,38994.977,2678.059,9123.098,332.346,332.346,834.949,692.023,2.977,15.686,1.035,44.73,0.886,between 0.962 and 0.975
2.088,6,6691.018,1360.927,6790.44,25.346,25.346,593.788,568.386,1.32,7.068,1.02,16.5,0.26,greater than 0.988
4.161,12,14718.443,1547.45,7725.12,113.743,113.743,627.394,601.761,1.663,8.904,1.023,16.63,0.329,greater than 0.988
4.161,12,14721.778,1547.463,7772.937,113.759,113.759,631.942,604.942,1.659,8.852,1.023,16.787,0.332,between 0.975 and 0.988
1.138,3,1532.193,1388.076,6666.849,9.674,9.674,480.305,550.543,1.15,6.185,1.019,0.702,0.103,between 0.975 and 0.988
8.206,24,50994.213,3087.518,9314.231,438.031,438.031,920.521,732.73,3.575,18.32,1.041,59.945,1.187,between 0.962 and 0.975
9.3,27,72759.055,3560.369,9744.129,644.9,644.9,1082.611,778.68,4.534,23.001,1.05,90.289,1.787,between 0.975 and 0.988
2.088,6,6013.211,1367.475,6831.191,24.194,24.194,593.987,571.499,1.299,7.102,1.019,20.555,0.258,between 0.962 and 0.975
5.14,15,21642.531,1924.411,8502.781,175.449,175.449,716.291,641.821,2.079,10.991,1.026,24.981,0.498,between 0.975 and 0.988
9.3,27,72767.355,3560.409,9764.191,644.851,644.851,1078.439,780.531,4.529,22.619,1.05,89.941,1.785,less than 0.962
4.161,12,14720.191,1547.456,7771.781,113.781,113.781,632.831,604.191,1.662,8.911,1.023,16.699,0.335,between 0.962 and 0.975
7.148,21,38997.531,2678.061,9131.355,332.281,332.281,823.191,693.781,2.976,15.609,1.036,43.799,0.877,between 0.975 and 0.988
3.144,9,8377.191,1386.743,7070.531,60.305,60.305,583.531,579.531,1.391,7.505,1.02,12.305,0.245,between 0.962 and 0.975
