class,largest_spot_size,spot_distribution,activity,evolution,previous_activity,complex,complex_path,area,area_largest,c_class_flares
H,S,X,1.0004706,1.9944173,1.0002042,1.0006735,2.003057,0.99991375,1,greater than 0.0
C,R,I,1.0004907,1.9961592,0.9991771,2.0037692,2.0020702,0.9998509,1,greater than 0.0
D,A,I,0.99997765,1.9984196,0.999814,2.005128,2.000527,0.99978346,1,greater than 0.0
H,S,X,0.99978936,1.9968868,0.9982385,1.0004473,2.0011158,1.000537,1,greater than 0.0
H,S,X,1.0035354,2.9972875,0.99940896,1.0007145,2.000466,0.9995283,1,greater than 0.0
H,H,X,0.99955046,2.0027277,0.9995636,1.0007105,2.0006316,0.99873483,1,greater than 0.0
H,A,I,0.99940056,2.997253,0.99965835,2.00175,2.0024168,1.000146,1,greater than 0.0
H,S,X,1.5485647,2.9949505,0.99957454,0.9975448,2.0001018,1.0001485,1,greater than 0.0
C,R,O,0.9987827,1.99738,0.9995128,0.9981124,2.0009227,0.9986753,1,greater than 0.0
E,S,O,1.0001807,1.9996623,0.99996245,0.99801326,1.9998604,1.0001394,1,greater than 0.0
C,S,O,0.99836326,2.9995954,1.0001701,1.0001361,2.0019343,0.99956936,1,greater than 0.0
H,S,X,0.99962306,3.0019534,0.9998553,1.0006387,1.3688724,0.9990956,1,greater than 0.0
C,R,O,0.9994666,1.9971932,0.99938226,1.0009166,1.9999835,0.99940324,1,greater than 0.0
E,K,I,0.9998534,2.0024838,1.0000483,2.0094175,2.0000076,0.9997832,1,greater than 0.0
C,R,O,1.0035954,2.9988177,0.9999386,0.99981016,2.0002596,1.0001783,1,greater than 0.0
H,S,X,1.0025736,3.0025263,0.9998082,1.0006149,2.000443,1.0004994,1,greater than 0.0
D,S,O,1.0003831,3.001933,0.9999765,1.0001482,1.9994545,0.9999176,1,greater than 0.0
C,S,O,1.0011972,2.9897075,0.99941283,0.99955165,2.0015862,0.99995,1,greater than 0.0
H,H,X,0.9971584,2.9972663,1.0000684,1.0020032,2.0003982,1.0000595,1,greater than 0.0
H,A,X,0.99978185,3.0077598,0.9999875,0.9978696,1.0053611,0.9998873,1,greater than 0.0
H,R,X,1.001376,2.997387,0.9993055,1.0005494,2.0001585,0.99971634,1,greater than 0.0
E,A,O,1.0023373,3.0010793,0.9994172,0.9993158,1.9988521,0.99979544,1,greater than 0.0
H,A,X,1.0000795,3.0004768,0.9999163,0.9991751,2.0005965,0.9988716,1,greater than 0.0
H,S,X,1.0007164,2.9997814,0.99846077,0.9997157,2.0015047,0.9990118,1,greater than 0.0
H,S,X,1.0001667,3.0004761,1.0002908,1.0013399,1.0138446,0.9997535,1,greater than 0.0
D,S,O,1.0008531,3.0051813,0.9989289,1.0011694,2.00258,1.0002525,1,greater than 0.0
E,A,I,1.0007404,3.0003822,1.0003295,1.0004091,1.9999598,1.0000931,1,greater than 0.0
H,S,X,1.0025686,2.9994538,0.99960387,1.0006088,2.0013611,0.99991256,1,greater than 0.0
D,R,O,1.0005164,3.0015113,0.9998608,1.0008205,2.0018184,0.9997072,1,greater than 0.0
H,S,I,1.0005132,0.99254733,0.9993727,2.0030286,2.0019088,0.9999257,1,greater than 0.0
C,R,O,1.0007625,2.9997995,1.0011501,1.0012056,1.9996665,1.0006224,1,greater than 0.0
H,S,X,1.0011561,3.0044265,0.9986942,1.0012273,2.0007281,0.9997431,1,greater than 0.0
C,S,O,0.99921066,3.0046725,1.0003054,1.0011315,2.000776,0.9993828,1,greater than 0.0
H,A,X,0.99991226,3.0061264,0.9983997,2.000324,2.0009594,1.0002531,1,greater than 0.0
C,R,O,1.0002561,2.9982414,0.9997057,1.0008152,2.001115,0.9998292,1,greater than 0.0
D,R,I,0.99958885,3.0006754,1.0007399,2.0010226,2.0004833,0.99985653,1,greater than 0.0
C,S,I,1.0030942,2.9951472,0.9997241,1.0004627,2.0019486,1.0007881,1,greater than 0.0
H,A,X,1.000523,2.0062125,1.000165,2.0004036,2.0006847,0.9998437,1,greater than 0.0
E,K,O,1.0017896,3.002738,0.9987096,0.9982116,2.0014722,0.9998471,1,greater than 0.0
H,S,X,1.0008669,3.0085049,0.99969494,0.9998023,2.000125,1.000446,1,greater than 0.0
F,S,O,0.9991779,2.9952703,0.99973834,0.9999209,1.9998716,0.999958,1,greater than 0.0
H,S,X,0.9999443,1.9989009,0.99870694,1.987909,1.9978771,0.99981326,1,greater than 0.0
C,S,O,0.99972546,2.9977646,1.0000038,0.99841905,1.9993916,1.0001271,1,greater than 0.0
F,A,O,0.9995107,2.9974446,0.9986058,2.0037255,1.9993187,1.0000967,1,greater than 0.0
D,R,O,1.0018008,2.998111,0.9988278,1.0036296,2.0007904,0.9999547,1,greater than 0.0
H,S,X,0.99961025,3.0087714,0.9993842,1.0004562,1.9990867,0.9997235,1,greater than 0.0
H,S,X,0.99955726,1.9989982,0.99966025,1.0011772,2.000105,0.9998738,1,greater than 0.0
D,A,O,0.99958456,3.0090303,1.0001571,2.0022848,1.9998088,0.9997851,1,greater than 0.0
H,S,I,1.3078735,1.0280994,1.0000205,1.0002532,1.9991628,0.99996185,1,greater than 0.0
H,A,X,1.0002639,3.0060835,0.9995969,2.0025656,1.9999143,0.999886,1,greater than 0.0
D,S,O,1.0032978,3.0065784,0.9987835,1.9996856,1.9990903,1.000061,1,greater than 0.0
H,S,X,1.0019015,2.9988918,0.9984094,1.0003983,0.8588142,1.0001172,1,greater than 0.0
C,R,O,1.0009456,1.9985087,1.0000215,1.0009116,2.000052,1.0001601,1,greater than 0.0
E,K,I,0.99994147,3.0070295,0.9994777,2.001682,2.000105,0.99994,1,greater than 0.0
D,S,O,1.0003723,3.002152,0.99928874,1.0004907,2.0005932,0.99990743,1,greater than 0.0
H,S,X,1.0007411,1.998757,1.0000854,0.99973917,2.00015,0.99999946,1,greater than 0.0
H,S,O,1.0000573,3.006872,0.9995073,1.0006483,2.001031,0.9998731,1,greater than 0.0
H,A,X,1.0048116,2.9976485,0.9995337,1.0006974,2.001517,0.99984187,1,greater than 0.0
D,A,I,1.0008554,2.999229,0.9999148,2.0008745,2.0004733,0.99969226,1,greater than 0.0
C,A,O,1.9973223,2.9949958,1.0001366,2.007636,2.0008469,0.99968964,1,greater than 0.0
C,R,O,1.0015705,3.0005178,0.9997912,2.0014298,2.0005188,0.99997103,1,greater than 0.0
D,S,I,1.0007281,3.000099,0.999488,0.99822885,2.00019,0.9991204,1,greater than 0.0
H,A,C,1.9854465,1.0925112,0.99971336,2.0143957,2.0016687,1.0043372,1,greater than 0.0
C,A,O,1.0004462,1.9999074,1.0000082,1.0007493,1.9992976,0.99973327,1,greater than 0.0
H,R,X,0.9998047,3.0066156,1.0000366,1.0011623,1.0043335,0.99970365,1,greater than 0.0
C,S,O,1.001842,3.0007117,1.0002557,1.0004271,2.0004358,1.0001329,1,greater than 0.0
H,A,X,0.9995929,2.9995284,0.99982435,1.0003334,1.9999195,1.0002652,1,greater than 0.0
F,A,I,1.990234,2.9987743,0.9999646,2.0014644,2.0020661,0.99973834,1,greater than 0.0
H,S,X,0.999337,3.003268,0.99946076,1.0012306,2.000847,0.9999461,1,greater than 0.0
H,A,X,1.000812,1.995069,0.99864346,1.00036,1.99978,1.0000584,1,greater than 0.0
C,R,O,1.3340334,3.0025187,0.99850416,0.9998362,2.0009809,1.000138,1,greater than 0.0
C,R,I,0.9991658,3.0005603,0.99907875,1.000987,2.0004623,1.0000542,1,greater than 0.0
H,S,X,0.9999511,1.9980136,1.0001643,0.99810785,2.0055714,0.9993902,1,greater than 0.0
H,S,X,1.0001752,2.9994342,0.99993294,1.0011066,2.000961,0.99981695,1,greater than 0.0
H,S,I,0.9988188,3.0036592,1.0003148,1.0011883,2.000436,0.9997599,1,greater than 0.0
C,S,O,1.0007986,3.0026865,0.99959314,0.9985706,1.9994599,0.9996738,1,greater than 0.0
H,S,X,1.0000463,1.9998442,1.0003172,1.0013616,1.9997355,0.99983025,1,greater than 0.0
E,A,O,1.0031655,3.0019433,0.999466,2.0138,2.0007515,0.9998656,1,greater than 0.0
H,A,C,1.9789636,3.001681,0.9997932,2.0046568,1.9998997,1.0061939,1,greater than 0.0
D,A,I,1.0010017,2.9980657,0.9995379,2.0010874,1.9999447,0.99969816,1,greater than 0.0
H,A,X,1.0058969,2.997035,0.99962854,0.99611306,1.0241438,1.0009556,1,greater than 0.0
H,S,X,1.0015689,2.9954648,1.0002788,0.9999878,2.0003166,1.0002059,1,greater than 0.0
F,S,I,1.0000194,2.9971554,0.99988097,2.0014057,2.0000422,0.9997783,1,greater than 0.0
F,S,I,0.99936205,2.9984562,0.9985537,1.0008775,2.0001974,1.0005534,1,greater than 0.0
H,S,X,0.99968934,2.9972239,0.9993977,0.99982524,2.0013907,0.99981034,1,greater than 0.0
H,S,X,1.0005587,2.000068,0.99968565,1.0001717,2.0018559,0.9990865,1,greater than 0.0
E,H,I,1.0000215,2.9976158,0.99998724,2.001603,2.0004528,1.0000997,1,greater than 0.0
H,S,X,1.0013269,1.9934427,1.0009111,1.0010883,1.9997554,0.99989414,1,greater than 0.0
H,S,X,1.0019492,0.9855165,0.99988294,0.9996124,2.000878,1.0001345,1,greater than 0.0
H,S,C,1.2936267,3.0064151,0.9998674,1.0001086,1.9998313,1.024487,1,greater than 0.0
D,A,I,1.4913564,3.0005236,0.99930334,1.9967539,2.0005085,0.99983394,1,greater than 0.0
H,S,X,0.9995509,1.998773,0.9999169,1.0009798,1.3241072,1.0000781,1,greater than 0.0
D,R,I,1.0027571,3.0009112,0.9999152,1.995492,2.0000634,1.0001901,1,greater than 0.0
