class,largest_spot_size,spot_distribution,activity,evolution,previous_activity,complex,complex_path,area,area_largest,c_class_flares
H,R,X,2.0089545,3.0000675,0.99995506,0.99935675,1.9997412,1.000507,1,greater than 0.0
H,S,X,1.0000587,2.9995708,1.0002567,2.0007892,2.0000002,1.0001042,1,greater than 0.0
B,X,O,0.9992736,3.0079224,0.99903226,0.9998926,1.9990625,1.0001651,1,greater than 0.0
D,A,O,1.0001621,3.001147,0.9983127,1.999768,2.0008445,0.9988439,1,greater than 0.0
C,S,O,1.0016103,3.0008106,0.987902,0.99939567,1.9995683,0.99979115,1,greater than 0.0
B,X,O,0.9999164,2.9986336,0.9997224,0.9996279,2.0000505,0.99975985,1,greater than 0.0
H,A,X,1.0018598,2.998151,0.9998201,0.9994641,2.000441,0.99933183,1,greater than 0.0
B,X,O,0.9989525,3.0047853,0.99955326,0.9989784,2.0008276,0.9997386,1,greater than 0.0
C,S,O,1.0026823,1.9957447,1.1073471,0.9994423,2.0007274,0.9999433,1,greater than 0.0
D,R,C,1.9068843,2.0081077,0.9992846,0.99953103,2.0017784,1.0000781,1,greater than 0.0
C,R,O,0.9993023,3.002083,1.0000776,0.9993603,2.0006876,0.9998805,1,greater than 0.0
C,S,O,0.99936455,3.0002418,1.0003842,0.9987477,2.000384,0.9997069,1,greater than 0.0
D,A,I,2.00875,3.0058353,1.0045072,2.0040052,2.0008392,0.9997276,1,greater than 0.0
D,A,O,1.6218442,2.0013988,0.9976735,0.9995697,2.0024817,1.0006235,1,greater than 0.0
E,A,C,1.6707586,3.0012145,0.9991754,2.0063243,1.9992815,0.99979115,1,greater than 0.0
C,R,O,1.0008862,1.9959397,0.99957114,1.9988687,2.0006068,0.9998954,1,greater than 0.0
B,S,O,0.9986675,1.9961375,1.0019988,0.99759483,2.0021508,1.000163,1,greater than 0.0
H,R,X,0.9993553,2.9997525,0.9994539,0.9996166,0.9894718,1.0000656,1,greater than 0.0
H,S,X,1.0000597,0.9998923,0.99939126,2.0095115,1.9997051,0.9997035,1,greater than 0.0
E,A,I,2.0062935,2.0075548,0.99983424,0.99942195,2.0005214,1.0002922,1,greater than 0.0
B,X,O,2.1529982,3.0029137,0.99908876,0.99906516,2.0008929,0.9997181,1,greater than 0.0
C,S,O,0.99993205,3.0007284,1.0032307,0.9996423,2.001723,1.0001628,1,greater than 0.0
D,R,I,0.99966866,0.993603,1.0002797,1.9993541,2.000523,1.00023,1,greater than 0.0
D,S,O,0.8857726,2.999209,1.0017966,0.99941623,2.0009277,0.9997551,1,greater than 0.0
H,S,C,2.0096123,0.9586154,0.99965805,0.9991908,2.000111,0.9997898,1,greater than 0.0
D,A,O,1.0000356,3.005429,1.0038519,1.0009071,2.002951,1.0001578,1,greater than 0.0
H,S,X,0.9989622,3.0007348,0.9987944,0.9991928,1.9976789,0.99911696,1,greater than 0.0
D,S,O,1.0017933,3.0037038,1.0050179,2.0043995,2.000455,0.99992055,1,greater than 0.0
H,S,X,0.9992792,2.00224,0.9994913,1.0026945,2.0008054,0.99975353,1,greater than 0.0
C,X,O,0.9994439,3.003344,0.999442,0.99995804,2.0004516,0.99994403,1,greater than 0.0
D,A,O,2.0081275,2.0018187,0.9989618,0.9990285,2.0019345,1.0010835,1,greater than 0.0
C,S,O,2.0096676,3.0051363,1.0016657,1.0015363,1.9988078,0.99977905,1,greater than 0.0
D,A,I,1.0023749,1.9962999,0.99914134,1.9898505,2.0021935,0.99930185,1,greater than 0.0
D,A,I,1.003725,3.0013428,1.0004332,0.9995647,2.000812,0.9991164,1,greater than 0.0
C,R,I,1.9923923,2.9994233,1.0001925,2.0097454,2.0009112,0.9998493,1,greater than 0.0
D,S,O,0.99993443,1.9973241,0.99915755,2.000561,2.0027685,1.0001222,1,greater than 0.0
E,A,I,2.015921,1.0214814,1.0003256,2.0022373,2.0001414,1.000067,1,greater than 0.0
D,A,I,0.99934804,2.0005062,1.000121,1.9983655,2.0001345,0.99978495,1,greater than 0.0
D,A,I,1.783452,3.0009315,0.9995922,0.9988995,2.0021093,0.99983555,1,greater than 0.0
C,A,I,0.9994466,3.0003903,1.0025599,1.0001892,2.000158,0.99930674,1,greater than 0.0
H,S,X,0.9999256,3.0001633,0.9998882,0.9993098,1.9989455,1.000164,1,greater than 0.0
D,S,I,2.448422,3.0005004,0.9997331,0.998407,2.0001807,0.9994414,1,greater than 0.0
C,S,O,0.9999298,3.0035193,0.9999097,0.9991682,1.999341,1.0005361,1,greater than 0.0
H,R,X,1.0006431,1.9981309,1.0020219,0.99939895,2.0003588,0.9996962,1,greater than 0.0
D,S,O,0.9998722,3.0008078,1.0018932,0.9977592,2.0011406,1.0001787,1,greater than 0.0
D,K,C,0.9993062,3.000845,0.9993509,2.0000317,2.000452,0.9993218,1,greater than 0.0
D,S,I,0.99787,1.9966102,0.9996406,0.99949765,1.999981,1.0000423,1,greater than 0.0
H,K,C,2.0017552,3.0088427,1.001212,1.0038246,2.0008056,0.9947336,1,greater than 0.0
C,S,O,0.99975044,3.0019503,1.0002002,2.0037022,2.0002553,0.9998037,1,greater than 0.0
E,K,C,1.7830127,1.9924675,1.0020291,1.001396,2.0015237,0.99995095,1,greater than 0.0
E,A,O,0.99949324,3.0045912,1.0030982,2.003497,2.0004268,1.0005383,1,greater than 0.0
D,A,O,0.9998468,3.0094676,1.0002717,2.0020761,2.000684,0.9999922,1,greater than 0.0
B,X,O,0.9998979,2.0065777,0.9999949,2.0041838,2.00176,0.9997906,1,greater than 0.0
H,S,X,1.0000612,0.9719187,0.99973243,1.0002592,2.0009375,1.0001026,1,greater than 0.0
D,R,I,1.8372657,3.0009906,0.999546,2.003068,1.9991143,0.9991504,1,greater than 0.0
C,S,O,0.9997393,3.0003927,1.0017642,1.0001448,2.0014296,0.99874866,1,greater than 0.0
E,K,I,2.0017688,2.0029309,1.0010216,1.9998233,2.0004463,0.9993227,1,greater than 0.0
C,R,O,2.018087,2.992949,0.9999943,0.9978,2.000358,1.0004723,1,greater than 0.0
E,A,O,2.1541665,3.0007615,1.0038946,0.99915665,2.0006554,0.99984086,1,greater than 0.0
B,X,O,1.9925236,2.9988277,0.99973124,0.9982375,2.0007517,0.99977696,1,greater than 0.0
C,S,O,0.9997113,3.0019596,0.9999997,0.9972516,1.9988182,0.9998186,1,greater than 0.0
D,S,O,1.0010451,3.000447,1.0009141,0.99864215,2.0005386,1.0006129,1,greater than 0.0
C,R,O,1.0009981,2.9977498,0.99915504,1.9999046,2.000488,0.9995049,1,greater than 0.0
C,S,O,0.9994287,2.0059724,1.0011578,1.9994371,2.0006375,0.9998335,1,greater than 0.0
D,X,O,1.0000488,2.004449,1.0012773,2.0040483,2.0003664,0.9997622,1,greater than 0.0
D,K,I,1.9958687,3.0006227,1.0020729,2.0016131,2.0004163,1.0072451,1,greater than 0.0
C,S,O,0.9993773,2.9994662,1.001948,1.9938715,2.0008934,0.99994737,1,greater than 0.0
C,R,O,0.99972403,1.0010331,1.0001175,0.99910414,2.0000043,0.9992263,1,greater than 0.0
E,A,I,2.0006626,2.0126202,0.9984354,1.9994954,2.0009968,0.9991552,1,greater than 0.0
C,S,I,0.99826384,2.995505,0.99892145,1.0024306,2.0026803,0.9999308,1,greater than 0.0
D,S,I,0.9972099,3.000691,1.0029862,1.9905677,2.0018668,0.9998221,1,greater than 0.0
D,A,O,0.9998064,2.9980814,0.9997402,0.9987777,2.0000322,0.9993167,1,greater than 0.0
D,R,O,1.8372296,2.001412,1.0000417,0.99873596,2.0004263,0.99976414,1,greater than 0.0
D,S,O,1.6214556,2.9993572,1.0047103,0.9984119,2.0007231,0.99983376,1,greater than 0.0
C,S,O,1.0024933,2.9995885,1.000309,0.9987829,2.0020213,1.0001265,1,greater than 0.0
C,S,O,1.0016779,2.9979334,0.99912214,1.000029,2.0012414,0.99981564,1,greater than 0.0
B,X,O,0.99929094,2.9989693,0.9996065,0.99967587,2.0003185,0.9991114,1,greater than 0.0
H,S,X,0.99973184,3.0007799,0.99946016,0.9977133,2.0009627,0.9998565,1,greater than 0.0
E,A,I,2.0052295,3.0008383,0.9999774,0.99762607,1.9997975,0.9998609,1,greater than 0.0
F,A,C,2.016189,2.9997835,1.0002522,1.9947342,2.0004315,1.0004096,1,greater than 0.0
E,K,O,0.99895686,1.9956135,0.9992443,2.0019417,2.000727,0.99997526,1,greater than 0.0
D,S,O,0.99895096,1.9989501,1.0023994,1.000739,2.0011168,1.0007734,1,greater than 0.0
