class,largest_spot_size,spot_distribution,activity,evolution,previous_activity,complex,complex_path,area,area_largest,c_class_flares
H,R,X,0.9992361,0.99609584,1.0026937,0.99969125,2.001876,0.9998142,1,greater than 0.0
E,A,I,0.9995737,3.0042531,1.0001816,0.9994921,2.001672,1.0009487,1,greater than 0.0
B,X,O,0.9991253,2.0004518,1.0000728,0.9991461,2.0010955,1.0004456,1,greater than 0.0
D,R,I,0.999256,2.999414,1.0012568,2.000832,2.0003927,1.0000695,1,greater than 0.0
E,K,C,1.98805,3.0029387,0.9992129,1.996032,2.002008,0.999688,1,greater than 0.0
D,R,O,0.9999767,2.9996495,1.0001152,1.0031388,2.0009465,0.9999219,1,greater than 0.0
H,S,O,1.0001336,3.0027473,1.0001636,2.0036523,2.0015967,1.0012128,1,greater than 0.0
H,S,X,1.0013578,2.0008883,0.9979642,0.9991422,2.0001657,0.9999009,1,greater than 0.0
H,A,X,0.9982064,2.0065248,0.9981302,1.9979761,1.1430991,0.99957246,1,greater than 0.0
H,K,C,1.9547241,1.993293,1.0008107,1.9992234,1.9998908,1.000208,1,greater than 0.0
E,R,O,0.99987453,2.0043244,0.91193414,1.9979239,2.0001802,0.9998681,1,greater than 0.0
H,S,X,1.000952,1.9996573,1.0001554,1.9969088,2.000431,1.0000321,1,greater than 0.0
H,S,X,0.99900633,0.9850676,1.0006896,1.0000174,1.9999697,1.0000551,1,greater than 0.0
F,S,I,0.99683946,1.999367,0.99787086,1.9988494,2.0032694,1.0001223,1,greater than 0.0
E,R,O,0.99982464,2.9974787,1.0001236,1.9967873,1.999843,1.0006905,1,greater than 0.0
F,K,C,1.8949759,1.9988254,1.000437,1.9988916,2.0016568,1.0000658,1,greater than 0.0
B,X,O,0.99968576,3.0018065,1.000809,1.9992229,2.0007286,1.0006665,1,greater than 0.0
D,S,O,1.0008774,1.9943093,1.000004,2.0033898,2.0021343,1.0002298,1,greater than 0.0
D,R,O,1.9989525,2.0001218,0.9999353,2.0042684,2.00017,0.999031,1,greater than 0.0
H,R,X,1.0000243,1.9996269,1.0003972,0.99871236,2.0002375,0.9998821,1,greater than 0.0
H,R,X,1.0011926,1.9940753,0.9986383,2.0001523,2.0007114,0.999959,1,greater than 0.0
H,R,C,2.3568647,2.000849,0.99809647,1.99857,2.0008607,0.99985635,1,greater than 0.0
H,R,X,1.0026534,2.0012083,1.0037827,1.9986609,2.000118,1.0001127,1,greater than 0.0
C,R,O,1.0001508,2.9958196,1.0053037,1.0026201,2.0009856,1.0000204,1,greater than 0.0
H,R,X,1.0011349,2.0046308,1.0010601,1.0030798,1.9997376,1.001187,1,greater than 0.0
H,R,X,0.9999581,0.9912349,0.9999462,2.0008314,2.0004292,1.0000277,1,greater than 0.0
H,R,O,1.9887958,1.995446,1.003872,1.0013672,2.0002005,1.0002602,1,greater than 0.0
D,S,O,0.9992259,2.00462,1.0003214,0.9989154,2.000344,1.0001194,1,greater than 0.0
H,K,C,1.9972992,3.0011008,1.000402,1.9978019,2.00029,1.0004025,1,greater than 0.0
D,R,O,1.002554,3.0026317,1.0004988,1.001881,2.000828,1.0002377,1,greater than 0.0
E,A,I,0.99976623,2.9936044,1.0005512,1.9977446,2.00013,1.0000335,1,greater than 0.0
H,R,X,0.99933684,3.0025902,0.99897516,1.9979317,1.2235494,1.0001488,1,greater than 0.0
H,S,X,1.0025598,1.9949564,-0.80609,1.9980159,2.0008783,0.9996832,1,greater than 0.0
H,R,X,2.0782828,1.9983221,1.0000912,1.0017306,2.0025778,1.0002501,1,greater than 0.0
B,X,O,0.9981127,1.9997677,0.99995255,2.0012727,2.0001256,0.99949896,1,greater than 0.0
H,S,X,1.0006407,3.003321,1.1050272,2.0001621,2.0004182,1.0001051,1,greater than 0.0
H,S,X,0.99932986,1.9934579,1.000341,1.0030334,2.000906,1.0001501,1,greater than 0.0
E,K,O,0.99921876,2.002036,1.0014658,2.0000036,1.9833901,1.0008322,1,greater than 0.0
H,H,X,0.99908483,2.0004478,1.0005059,1.9980096,2.0009308,1.0001471,1,greater than 0.0
H,A,C,2.00514,2.9974043,1.000776,1.9978808,1.9999833,1.0006076,1,greater than 0.0
H,S,C,1.9986104,3.002259,1.0002253,1.0027288,2.0014927,0.99995315,1,greater than 0.0
D,R,O,0.9992221,1.9996018,0.99779063,1.0017272,2.0000987,1.0001345,1,greater than 0.0
C,S,O,0.9999208,3.002615,1.0003189,1.9957138,1.9999431,1.0000724,1,greater than 0.0
F,K,I,2.030379,2.001007,1.0005573,0.99662906,2.002211,0.99941593,1,greater than 0.0
E,S,I,0.9991776,3.0019763,1.0026778,0.99976116,2.0005422,1.0001066,1,greater than 0.0
H,R,X,0.9998051,3.0008402,0.9983621,1.9998374,2.0002446,1.0001252,1,greater than 0.0
H,S,X,0.99808013,2.0042372,1.0007427,1.0021513,1.25469,0.99986666,1,greater than 0.0
H,S,X,0.9998025,1.9918331,1.0005814,1.0005804,2.003151,1.0001767,1,greater than 0.0
H,A,X,0.9999843,2.0018508,1.0005534,2.0009887,2.0014648,0.9998578,1,greater than 0.0
H,R,X,0.99929005,2.0013835,0.9999928,1.9968015,2.0008683,1.0009866,1,greater than 0.0
H,S,X,1.0002456,1.9960965,1.0008409,2.0037236,1.9985976,1.0002567,1,greater than 0.0
H,R,X,0.9991696,3.0022013,1.0008608,2.001772,2.0002809,1.0002372,1,greater than 0.0
H,A,X,2.0029757,1.9971005,1.000585,2.0048125,0.29025298,1.0000143,1,greater than 0.0
F,A,I,1.9842579,2.0037231,0.99943244,2.0008967,2.0009522,1.0000865,1,greater than 0.0
H,R,X,0.9991045,3.001787,1.0008138,1.0025226,2.0005438,0.9999028,1,greater than 0.0
H,S,O,1.9994854,1.9999884,1.0002815,1.0013696,2.0005083,0.9997678,1,greater than 0.0
H,R,X,0.9992721,3.0015461,1.0004667,1.0032125,2.000537,1.0002959,1,greater than 0.0
H,S,X,1.0013043,1.999743,1.0001149,1.0031228,2.0006177,1.0000995,1,greater than 0.0
B,X,O,1.0007524,1.9993887,1.0002387,1.0033716,1.9989291,0.99936336,1,greater than 0.0
D,S,O,0.99893713,1.9995296,1.0007116,0.9989166,1.9986061,1.0000119,1,greater than 0.0
C,S,O,0.9993812,1.9967784,1.0004874,1.0019445,1.9976311,1.0009784,1,greater than 0.0
E,R,O,0.9994949,0.99565625,1.0018228,2.00076,2.000132,1.000011,1,greater than 0.0
B,X,O,0.9993781,2.0002658,1.0014772,0.99995565,2.0003462,0.99937963,1,greater than 0.0
D,R,O,0.99884164,2.99883,1.0004236,0.9988192,1.9998238,1.000272,1,greater than 0.0
H,R,X,1.0001705,1.9971056,1.0000958,1.9993924,2.0007164,0.9997883,1,greater than 0.0
H,K,X,0.9996689,1.9986075,0.9992924,1.9980421,1.2557987,1.0000657,1,greater than 0.0
H,R,X,0.9996195,1.0084126,1.0006775,1.0012813,2.000535,0.99999505,1,greater than 0.0
B,X,O,1.0014023,1.995307,1.0005901,1.0022272,2.0000966,0.9994587,1,greater than 0.0
D,R,O,1.0000252,1.9973568,0.9939666,2.000872,1.9998838,0.9998274,1,greater than 0.0
H,R,O,0.99943215,2.989038,0.9999815,1.9998916,1.9986901,1.0017803,1,greater than 0.0
D,S,O,0.99942887,3.0034475,1.0002787,0.99872214,2.0009298,1.0001361,1,greater than 0.0
H,S,X,0.99958587,1.9958078,1.0003347,2.0032191,2.0000563,1.0000803,1,greater than 0.0
H,S,X,1.0016122,1.9909283,0.99909925,0.99934655,2.0006764,0.99995947,1,greater than 0.0
E,S,O,0.9994082,2.0022402,1.0004269,0.9981286,2.002064,1.0011623,1,greater than 0.0
H,R,X,1.0004596,2.0017488,1.0007336,2.0003324,2.0007389,0.9999636,1,greater than 0.0
H,R,X,0.99903345,3.0054412,1.0001624,1.0027783,1.2555307,1.0001562,1,greater than 0.0
H,S,C,2.0027933,2.9948337,1.0007269,1.9982688,2.0029025,1.0008905,1,greater than 0.0
H,R,X,0.9989435,3.0030663,1.000822,1.0009288,2.0003445,1.0014375,1,greater than 0.0
H,R,X,1.0000751,1.9999704,0.7038923,1.9992148,2.0007663,0.99998546,1,greater than 0.0
H,R,X,1.0014055,3.0030897,1.000175,0.99620646,2.0007372,0.9998358,1,greater than 0.0
E,A,O,1.0001521,3.008934,0.9990502,1.0016891,2.0020988,1.0005167,1,greater than 0.0
B,X,O,0.9996826,1.9985567,1.000381,1.0014879,2.0009313,1.0003387,1,greater than 0.0
C,R,O,0.9989271,2.9983687,1.0005609,1.997565,2.0002487,0.9999736,1,greater than 0.0
H,S,X,0.99892604,2.001271,1.0004818,1.9984195,1.9999968,1.0010526,1,greater than 0.0
D,K,I,0.99961305,3.0029895,1.0001351,2.0024092,1.9995234,0.99990684,1,greater than 0.0
D,R,O,2.0031013,1.9909061,1.000047,1.9981647,1.9999322,1.000048,1,greater than 0.0
H,S,O,0.99993557,2.99537,1.001147,0.99957776,2.0007198,0.9998082,1,greater than 0.0
H,R,X,0.9976674,2.0029252,1.0008788,0.9994156,1.143382,1.0002687,1,greater than 0.0
B,X,O,1.0004107,2.0004218,1.0007371,1.9981052,1.9999826,0.9999601,1,greater than 0.0
H,S,X,1.0031279,2.0014293,0.99892724,0.9974389,2.000907,1.0009468,1,greater than 0.0
