sex,length,diameter,height,whole_weight,shucked_weight,cisvera_weight,shell_weight,rings
I,0.3,0.23,0.085,0.117,0.05,0.0175,0.0415,less than 8.0
F,0.605,0.46,0.17,1.122,0.347,0.3045,0.315,greater than 11.0
F,0.58,0.435,0.14,0.953,0.475,0.2165,0.2095,between 9.0 and 11.0
M,0.595,0.47,0.175,0.991,0.382,0.2395,0.5,greater than 11.0
F,0.635,0.49,0.155,1.145,0.4775,0.3035,0.3155,between 9.0 and 11.0
F,0.665,0.525,0.21,1.644,0.818,0.3395,0.4275,between 9.0 and 11.0
F,0.55,0.43,0.155,0.785,0.289,0.227,0.233,greater than 11.0
M,0.49,0.385,0.125,0.609,0.3065,0.096,0.1775,between 8.0 and 9.0
M,0.485,0.37,0.14,0.5725,0.204,0.1415,0.175,between 9.0 and 11.0
M,0.485,0.385,0.125,0.4775,0.2,0.0785,0.17,greater than 11.0
F,0.6,0.475,0.17,1.088,0.4905,0.2475,0.31,between 9.0 and 11.0
F,0.44,0.33,0.115,0.4005,0.143,0.113,0.12,between 8.0 and 9.0
I,0.635,0.5,0.165,1.489,0.715,0.3445,0.3615,greater than 11.0
M,0.615,0.505,0.19,1.403,0.6715,0.2925,0.365,between 8.0 and 9.0
M,0.345,0.27,0.095,0.197,0.0665,0.05,0.07,between 9.0 and 11.0
M,0.535,0.415,0.135,0.78,0.3165,0.169,0.2365,between 8.0 and 9.0
F,0.64,0.505,0.19,1.2355,0.4435,0.3105,0.365,greater than 11.0
F,0.68,0.5,0.185,1.741,0.7665,0.3255,0.4685,greater than 11.0
I,0.41,0.3,0.09,0.28,0.141,0.0575,0.075,between 8.0 and 9.0
I,0.415,0.31,0.1,0.2805,0.114,0.0565,0.0975,less than 8.0
M,0.61,0.475,0.175,1.024,0.409,0.261,0.322,between 9.0 and 11.0
I,0.58,0.425,0.145,0.83,0.379,0.1605,0.2575,greater than 11.0
I,0.53,0.42,0.13,0.8365,0.3745,0.167,0.249,greater than 11.0
M,0.475,0.355,0.12,0.48,0.234,0.1015,0.135,between 8.0 and 9.0
F,0.65,0.505,0.165,1.357,0.5725,0.281,0.43,greater than 11.0
I,0.505,0.405,0.13,0.6015,0.3015,0.11,0.18,between 8.0 and 9.0
F,0.62,0.5,0.15,1.293,0.596,0.3135,0.354,between 9.0 and 11.0
F,0.63,0.475,0.15,1.172,0.536,0.254,0.316,greater than 11.0
M,0.53,0.415,0.14,0.724,0.3105,0.1675,0.205,between 9.0 and 11.0
I,0.485,0.365,0.105,0.5205,0.195,0.123,0.182,between 8.0 and 9.0
I,0.48,0.355,0.115,0.5785,0.25,0.106,0.184,between 8.0 and 9.0
M,0.605,0.485,0.175,1.145,0.4325,0.27,0.405,greater than 11.0
F,0.53,0.44,0.135,0.7835,0.313,0.1715,0.2185,between 9.0 and 11.0
M,0.59,0.465,0.135,0.9895,0.4235,0.199,0.28,between 8.0 and 9.0
F,0.575,0.435,0.15,1.0305,0.4605,0.218,0.36,between 8.0 and 9.0
M,0.485,0.385,0.105,0.556,0.296,0.104,0.133,less than 8.0
F,0.58,0.445,0.135,0.95,0.484,0.182,0.2325,between 8.0 and 9.0
M,0.57,0.46,0.17,0.9035,0.4075,0.1935,0.214,less than 8.0
F,0.66,0.52,0.18,1.514,0.526,0.2975,0.42,greater than 11.0
I,0.485,0.37,0.115,0.457,0.1885,0.0965,0.15,between 9.0 and 11.0
M,0.6,0.475,0.15,1.089,0.5195,0.223,0.292,greater than 11.0
F,0.54,0.44,0.135,0.959,0.2385,0.221,0.3,greater than 11.0
M,0.665,0.525,0.155,1.3575,0.5325,0.3045,0.4485,between 9.0 and 11.0
F,0.575,0.465,0.14,0.958,0.442,0.1815,0.2705,between 9.0 and 11.0
M,0.555,0.44,0.15,1.092,0.416,0.212,0.4405,greater than 11.0
I,0.48,0.37,0.125,0.5435,0.244,0.101,0.165,between 9.0 and 11.0
F,0.6,0.475,0.18,1.1805,0.4345,0.2475,0.425,greater than 11.0
M,0.62,0.5,0.165,1.307,0.6355,0.2545,0.315,between 9.0 and 11.0
F,0.58,0.44,0.175,1.073,0.4005,0.2345,0.335,greater than 11.0
M,0.49,0.42,0.125,0.609,0.239,0.1435,0.22,greater than 11.0
F,0.67,0.54,0.165,1.5015,0.518,0.358,0.505,greater than 11.0
F,0.36,0.27,0.09,0.1885,0.0845,0.0385,0.055,less than 8.0
F,0.645,0.51,0.19,1.363,0.573,0.362,0.36,between 9.0 and 11.0
M,0.515,0.405,0.14,0.8505,0.312,0.146,0.315,greater than 11.0
I,0.495,0.385,0.125,0.5125,0.2075,0.1155,0.172,between 9.0 and 11.0
M,0.61,0.5,0.24,1.642,0.532,0.3345,0.69,greater than 11.0
M,0.485,0.37,0.13,0.526,0.2485,0.105,0.1555,less than 8.0
I,0.4,0.3,0.115,0.318,0.1335,0.0725,0.0935,less than 8.0
I,0.57,0.45,0.145,0.751,0.2825,0.2195,0.2215,between 9.0 and 11.0
M,0.385,0.305,0.09,0.2775,0.109,0.0515,0.1,between 9.0 and 11.0
M,0.5,0.39,0.145,0.651,0.273,0.132,0.22,greater than 11.0
M,0.615,0.53,0.17,1.12,0.5775,0.2095,0.286,between 9.0 and 11.0
M,0.57,0.445,0.14,1.0635,0.5265,0.2195,0.24,between 8.0 and 9.0
I,0.48,0.39,0.15,0.6275,0.276,0.134,0.185,greater than 11.0
F,0.625,0.49,0.2,1.3825,0.5895,0.285,0.381,greater than 11.0
I,0.545,0.405,0.135,0.5945,0.27,0.1185,0.185,between 8.0 and 9.0
M,0.67,0.505,0.16,1.2585,0.6255,0.311,0.308,greater than 11.0
F,0.64,0.5,0.175,1.394,0.4935,0.291,0.4,between 9.0 and 11.0
M,0.555,0.41,0.125,0.599,0.2345,0.1465,0.194,between 8.0 and 9.0
F,0.535,0.4,0.15,1.224,0.618,0.275,0.2875,between 9.0 and 11.0
M,0.45,0.36,0.16,0.567,0.174,0.1245,0.225,greater than 11.0
M,0.62,0.48,0.15,1.266,0.6285,0.2575,0.309,greater than 11.0
F,0.64,0.5,0.17,1.2645,0.565,0.3375,0.315,between 9.0 and 11.0
F,0.49,0.365,0.145,0.6345,0.1995,0.1625,0.22,between 9.0 and 11.0
F,0.65,0.49,0.155,1.122,0.545,0.228,0.3055,between 9.0 and 11.0
I,0.25,0.175,0.06,0.0635,0.0275,0.008,0.02,less than 8.0
F,0.695,0.56,0.22,1.834,0.8455,0.422,0.455,greater than 11.0
I,0.435,0.335,0.11,0.411,0.2025,0.0945,0.1,less than 8.0
F,0.65,0.515,0.215,1.498,0.564,0.323,0.425,greater than 11.0
M,0.46,0.365,0.125,0.467,0.1895,0.0945,0.158,between 9.0 and 11.0
F,0.615,0.475,0.175,1.194,0.559,0.259,0.3165,greater than 11.0
M,0.36,0.27,0.09,0.2225,0.083,0.053,0.075,less than 8.0
F,0.625,0.485,0.175,1.362,0.6765,0.2615,0.3705,between 9.0 and 11.0
M,0.64,0.495,0.17,1.139,0.5395,0.282,0.285,between 9.0 and 11.0
F,0.595,0.5,0.18,1.053,0.4405,0.192,0.39,greater than 11.0
M,0.44,0.35,0.14,0.451,0.171,0.0705,0.184,greater than 11.0
I,0.5,0.375,0.14,0.5495,0.248,0.112,0.1585,less than 8.0
I,0.39,0.31,0.1,0.302,0.116,0.064,0.115,greater than 11.0
I,0.445,0.345,0.105,0.409,0.1675,0.1015,0.117,less than 8.0
I,0.495,0.37,0.125,0.4775,0.185,0.0705,0.169,greater than 11.0
I,0.57,0.43,0.145,0.833,0.354,0.144,0.2815,between 9.0 and 11.0
F,0.62,0.495,0.17,1.062,0.372,0.213,0.34,greater than 11.0
F,0.605,0.455,0.145,0.9775,0.468,0.1775,0.275,between 9.0 and 11.0
I,0.315,0.235,0.055,0.151,0.065,0.027,0.039,less than 8.0
F,0.58,0.475,0.155,0.974,0.4305,0.23,0.285,between 9.0 and 11.0
M,0.75,0.55,0.18,1.893,0.942,0.397,0.445,greater than 11.0
F,0.695,0.535,0.175,1.361,0.5465,0.2815,0.465,between 9.0 and 11.0
