CIC0,SM1_Dz,GATS1i,NdsCH,NdssC,MLOGP,LC50
4.226,0.223,1.248,0,0,4.177,greater than 4.9075
2.034,0.83,1.761,0,0,2.226,less than 3.15175
2.578,0.582,0.931,0,0,2.461,between 3.15175 and 3.9875
2.466,0.331,1.259,0,1,0.496,less than 3.15175
3.092,0.405,1.011,0,0,3.02,between 3.9875 and 4.9075
2.217,0.429,1.365,0,0,2.056,between 3.15175 and 3.9875
3.108,0.693,1.542,1,3,2.901,greater than 4.9075
2.924,0.93,0.789,0,0,0.654,between 3.9875 and 4.9075
2.439,0.759,1.191,0,1,2.396,between 3.15175 and 3.9875
3.823,0.671,1.267,0,0,3.857,greater than 4.9075
2.853,0.599,1.485,0,0,1.871,less than 3.15175
2.168,0.96,0.822,0,0,1.147,less than 3.15175
3.425,0.537,1.439,1,0,2.731,between 3.15175 and 3.9875
3.962,0.473,1.096,0,2,3.479,greater than 4.9075
2.284,0.785,1.191,0,0,1.865,between 3.9875 and 4.9075
3.678,0.537,0.913,0,0,2.399,between 3.15175 and 3.9875
2.439,0.783,1.265,0,1,1.739,between 3.9875 and 4.9075
2.096,1.208,0.78,0,0,1.403,less than 3.15175
2.468,0.854,1.362,0,0,0.836,less than 3.15175
3.956,0.41,1.216,0,2,3.587,greater than 4.9075
2.634,1.269,1.411,0,0,2.538,between 3.9875 and 4.9075
2.598,0.401,1.419,0,0,1.936,between 3.15175 and 3.9875
3.106,0.305,1.468,0,3,3.284,greater than 4.9075
2.184,0.83,0.949,0,0,2.099,between 3.15175 and 3.9875
3.455,0.785,1.335,0,0,1.907,between 3.15175 and 3.9875
3.823,0.352,1.255,0,1,2.731,between 3.15175 and 3.9875
2.589,0.784,0.914,0,0,0.998,less than 3.15175
2.764,1.198,0.984,0,1,2.494,less than 3.15175
2.43,0.851,1.351,0,0,2.15,between 3.15175 and 3.9875
3.02,0.223,1.542,1,1,1.96,less than 3.15175
2.65,0.496,0.92,0,0,2.73,between 3.9875 and 4.9075
1.95,0.693,1.171,0,0,0.75,less than 3.15175
3.46,0.693,1.52,0,2,2.52,between 3.15175 and 3.9875
2.38,0.223,1.231,0,0,1.31,between 3.15175 and 3.9875
2.51,0.802,0.88,1,0,2.03,between 3.9875 and 4.9075
3.21,0.251,1.58,0,1,2.98,greater than 4.9075
2.93,0.486,1.04,0,0,1.85,between 3.15175 and 3.9875
2.09,0.93,1.44,0,0,0.59,less than 3.15175
3.69,0.486,1.63,0,0,2.19,between 3.9875 and 4.9075
2.76,0.638,0.95,0,0,2.46,between 3.15175 and 3.9875
3.45,0.223,1.42,0,1,1.89,less than 3.15175
2.19,0.405,1.22,1,0,0.46,between 3.15175 and 3.9875
2.98,0.693,1.59,0,2,0.21,between 3.9875 and 4.9075
3.83,0.486,1.54,0,0,3.49,between 3.9875 and 4.9075
2.31,0.802,1.01,0,0,2.64,between 3.15175 and 3.9875
3.06,0.223,1.39,1,1,2.13,less than 3.15175
2.54,0.496,0.93,0,0,1.76,between 3.15175 and 3.9875
2.67,0.693,1.52,0,0,2.38,between 3.9875 and 4.9075
3.29,0.486,1.58,0,2,2.95,between 3.15175 and 3.9875
2.22,0.223,1.21,0,0,0.98,less than 3.15175
3.78,0.486,1.64,0,0,3.22,between 3.9875 and 4.9075
2.49,0.693,0.96,1,0,1.88,between 3.15175 and 3.9875
3.31,0.223,1.53,0,1,2.07,between 3.9875 and 4.9075
2.64,0.802,1.01,0,0,2.49,between 3.15175 and 3.9875
2.75,0.486,1.23,0,0,1.64,between 3.15175 and 3.9875
2.36,0.693,1.42,0,0,1.29,between 3.15175 and 3.9875
3.99,0.486,1.59,0,0,3.83,greater than 4.9075
2.57,0.223,0.98,1,0,2.25,between 3.9875 and 4.9075
3.14,0.486,1.63,0,2,2.56,between 3.9875 and 4.9075
2.46,0.802,1.03,0,0,1.97,between 3.15175 and 3.9875
3.58,0.693,1.54,0,0,3.01,between 3.9875 and 4.9075
2.81,0.486,1.22,0,0,2.67,between 3.15175 and 3.9875
3.25,0.223,1.45,0,1,2.21,between 3.15175 and 3.9875
2.39,0.693,0.99,0,0,1.79,between 3.15175 and 3.9875
2.97,0.486,1.58,0,0,2.44,between 3.9875 and 4.9075
3.68,0.486,1.62,0,2,3.29,between 3.9875 and 4.9075
2.53,0.802,1.04,1,0,1.93,between 3.15175 and 3.9875
3.04,0.693,1.51,0,0,2.08,between 3.9875 and 4.9075
2.69,0.223,0.95,0,0,2.32,between 3.15175 and 3.9875
3.85,0.486,1.64,0,0,3.45,greater than 4.9075
2.41,0.693,1.21,0,0,1.85,between 3.15175 and 3.9875
2.79,0.486,1.29,0,0,2.59,between 3.9875 and 4.9075
