CIC0,SM1_Dz,GATS1i,NdsCH,NdssC,MLOGP,LC50
2.574,0.635,1.661,0,0,1.924,between 3.9875 and 4.9075
3.674,0.762,1.628,0,0,1.736,between 3.9875 and 4.9075
2.417,1.123,0.794,0,0,2.964,between 3.9875 and 4.9075
3.055,0.47,1.589,0,0,4.216,greater than 4.9075
3.788,0.604,1.733,0,2,3.625,between 3.9875 and 4.9075
2.955,0.978,0.887,0,0,2.739,between 3.9875 and 4.9075
2.473,0.762,1.664,0,0,3.523,between 3.9875 and 4.9075
3.614,0.605,1.654,0,1,2.457,between 3.9875 and 4.9075
3.378,0.762,1.569,0,0,3.845,between 3.9875 and 4.9075
2.627,1.016,0.963,0,0,1.735,between 3.15175 and 3.9875
3.247,0.604,1.619,0,0,2.987,between 3.9875 and 4.9075
3.632,0.693,1.655,0,2,2.654,between 3.9875 and 4.9075
3.517,0.329,1.739,0,0,3.354,between 3.9875 and 4.9075
3.083,0.762,1.573,0,0,3.945,greater than 4.9075
2.987,0.883,0.98,0,0,3.216,between 3.9875 and 4.9075
3.729,0.604,1.688,0,0,1.654,between 3.9875 and 4.9075
3.393,0.693,1.604,0,2,3.515,between 3.9875 and 4.9075
3.268,0.762,1.623,0,0,2.987,between 3.9875 and 4.9075
3.051,0.762,1.593,0,0,3.298,between 3.9875 and 4.9075
2.854,0.762,1.587,0,0,1.936,between 3.9875 and 4.9075
2.535,0.451,1.201,0,0,2.115,between 3.15175 and 3.9875
3.148,0.715,1.463,1,1,3.219,between 3.9875 and 4.9075
2.982,0.389,1.057,0,0,1.934,greater than 4.9075
3.467,0.623,1.329,0,0,2.751,between 3.15175 and 3.9875
3.052,0.275,1.415,0,1,3.099,between 3.9875 and 4.9075
2.191,0.548,0.956,1,0,2.036,less than 3.15175
3.726,0.401,1.223,0,0,3.456,between 3.9875 and 4.9075
2.765,0.631,1.492,0,2,1.299,between 3.15175 and 3.9875
3.394,0.292,1.065,0,0,2.482,greater than 4.9075
2.549,0.495,1.275,1,1,1.926,between 3.9875 and 4.9075
3.629,0.175,1.356,0,0,3.253,between 3.15175 and 3.9875
2.316,0.73,0.88,0,0,2.689,greater than 4.9075
3.281,0.446,1.508,0,1,2.084,between 3.9875 and 4.9075
2.436,0.601,1.184,1,0,1.756,less than 3.15175
3.083,0.349,1.241,0,0,3.625,between 3.9875 and 4.9075
2.954,0.48,1.066,0,2,2.35,between 3.15175 and 3.9875
3.778,0.236,1.394,0,0,3.014,greater than 4.9075
2.657,0.552,1.456,1,1,1.617,between 3.9875 and 4.9075
3.418,0.304,1.189,0,0,2.927,between 3.15175 and 3.9875
2.238,0.678,0.852,0,0,2.554,less than 3.15175
3.642,0.415,1.316,0,1,3.383,between 3.9875 and 4.9075
2.793,0.509,1.488,0,0,1.85,between 3.15175 and 3.9875
3.257,0.282,1.404,1,0,2.771,greater than 4.9075
2.473,0.634,1.062,0,2,1.493,between 3.9875 and 4.9075
3.695,0.195,1.272,0,0,3.636,between 3.15175 and 3.9875
2.893,0.456,1.435,0,1,2.217,between 3.9875 and 4.9075
3.115,0.62,1.206,1,0,2.992,less than 3.15175
2.748,0.498,1.282,0,0,3.184,greater than 4.9075
3.567,0.365,1.158,0,2,2.637,between 3.15175 and 3.9875
2.622,0.592,1.384,0,0,1.774,between 3.9875 and 4.9075
3.731,0.248,1.444,1,1,3.444,between 3.9875 and 4.9075
2.355,0.713,0.925,0,0,2.819,less than 3.15175
3.488,0.326,1.358,0,0,3.262,between 3.9875 and 4.9075
2.969,0.475,1.495,0,2,2.058,between 3.15175 and 3.9875
3.823,0.208,1.299,0,0,3.823,between 3.15175 and 3.9875
2.635,0.567,1.169,1,0,2.441,greater than 4.9075
3.394,0.317,1.223,0,1,3.091,between 3.9875 and 4.9075
2.271,0.656,1.453,0,0,2.684,less than 3.15175
3.658,0.237,1.391,0,0,3.555,between 3.9875 and 4.9075
2.895,0.503,1.284,0,2,1.936,between 3.9875 and 4.9075
3.492,0.294,1.208,1,0,3.266,between 3.15175 and 3.9875
2.762,0.629,1.468,0,0,2.997,greater than 4.9075
3.681,0.201,1.354,0,1,3.409,between 3.9875 and 4.9075
2.455,0.693,0.917,0,0,2.757,less than 3.15175
3.529,0.341,1.275,0,0,3.191,between 3.9875 and 4.9075
2.812,0.515,1.436,0,2,2.175,between 3.9875 and 4.9075
3.759,0.229,1.308,1,0,3.624,between 3.15175 and 3.9875
2.598,0.582,1.208,0,0,2.904,greater than 4.9075
3.411,0.306,1.189,0,1,3.043,between 3.9875 and 4.9075
2.284,0.664,1.434,0,0,2.661,less than 3.15175
3.587,0.246,1.351,0,0,3.482,between 3.9875 and 4.9075
2.864,0.508,1.276,0,2,2.392,between 3.15175 and 3.9875
3.521,0.29,1.234,1,0,3.258,between 3.9875 and 4.9075
2.69,0.626,1.421,0,0,2.843,greater than 4.9075
3.698,0.212,1.305,0,1,3.437,between 3.9875 and 4.9075
2.446,0.688,0.921,0,0,2.744,less than 3.15175
3.549,0.333,1.281,0,0,3.215,between 3.9875 and 4.9075
2.819,0.522,1.453,0,2,2.18,between 3.9875 and 4.9075
3.751,0.224,1.315,1,0,3.633,between 3.15175 and 3.9875
2.616,0.598,1.225,0,0,2.911,greater than 4.9075
3.427,0.311,1.206,0,1,3.065,between 3.9875 and 4.9075
2.291,0.674,1.442,0,0,2.678,less than 3.15175
