Column,Metric,Score
mask_users and week_counter,CorrelationSimilarity,
mask_users and week_counter_log,CorrelationSimilarity,
mask_users and population,CorrelationSimilarity,
population_density and week_counter,CorrelationSimilarity,
population_density and week_counter_log,CorrelationSimilarity,
population_density and population,CorrelationSimilarity,0.8643707381327995
week_counter and week_counter_log,CorrelationSimilarity,
week_counter and population,CorrelationSimilarity,
week_counter_log and population,CorrelationSimilarity,
All Pairs,Average Corr Similarity,0.36727602089990735
