cement,blast_furnace_slag,fly_ash,water,superplasticizer,coarse_aggregate,fine_aggregate,age,strength
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,360.0,between 34.44277358 and 46.13628654
304.0,76.0,0.0,228.0,0.0,932.0,670.0,180.0,greater than 46.13628654
166.09,0.0,163.27,176.46,4.49,1058.6,780.09,3.0,less than 23.707115153
213.76,98.06,24.52,181.74,6.65,1066.0,785.52,56.0,greater than 46.13628654
250.0,0.0,95.69,191.84,5.33,948.9,857.2,3.0,less than 23.707115153
160.0,128.0,122.0,182.0,6.4,824.0,879.0,28.0,between 34.44277358 and 46.13628654
326.0,0.0,138.0,199.0,11.0,801.0,792.0,28.0,between 34.44277358 and 46.13628654
475.0,0.0,0.0,228.0,0.0,932.0,594.0,365.0,between 34.44277358 and 46.13628654
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,28.0,greater than 46.13628654
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,90.0,greater than 46.13628654
424.0,22.0,132.0,168.0,8.92,822.0,750.0,28.0,greater than 46.13628654
212.52,0.0,100.37,159.32,8.71,1007.8,903.59,56.0,between 34.44277358 and 46.13628654
425.0,106.3,0.0,151.4,18.6,936.0,803.7,3.0,between 34.44277358 and 46.13628654
475.0,118.8,0.0,181.1,8.9,852.1,781.5,28.0,greater than 46.13628654
236.0,0.0,0.0,193.0,0.0,968.0,885.0,365.0,between 23.707115153 and 34.44277358
102.0,153.0,0.0,192.0,0.0,887.0,942.0,28.0,less than 23.707115153
250.2,166.8,0.0,203.5,0.0,977.6,694.1,28.0,between 34.44277358 and 46.13628654
144.0,0.0,175.0,158.0,18.0,943.0,844.0,28.0,less than 23.707115153
475.0,0.0,0.0,228.0,0.0,932.0,594.0,28.0,between 34.44277358 and 46.13628654
251.81,0.0,99.94,146.14,12.35,1006.0,899.76,56.0,between 34.44277358 and 46.13628654
427.5,47.5,0.0,228.0,0.0,932.0,594.0,270.0,between 34.44277358 and 46.13628654
212.07,0.0,121.62,180.31,5.69,1057.6,779.32,14.0,less than 23.707115153
359.0,19.0,141.0,154.0,10.91,942.0,801.0,3.0,between 23.707115153 and 34.44277358
298.1,0.0,107.5,163.6,12.8,953.2,784.0,28.0,between 34.44277358 and 46.13628654
260.0,101.0,78.0,171.0,10.0,936.0,763.0,28.0,greater than 46.13628654
450.1,50.0,0.0,200.0,3.0,1124.4,613.2,28.0,between 34.44277358 and 46.13628654
485.0,0.0,0.0,146.0,0.0,1120.0,800.0,28.0,greater than 46.13628654
164.6,0.0,150.4,181.6,11.7,1023.3,728.9,28.0,less than 23.707115153
229.68,0.0,118.16,195.23,6.13,1028.1,757.63,3.0,less than 23.707115153
237.0,92.0,71.0,247.0,6.0,853.0,695.0,28.0,between 23.707115153 and 34.44277358
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,90.0,between 34.44277358 and 46.13628654
401.8,94.7,0.0,147.4,11.4,946.8,852.1,7.0,greater than 46.13628654
318.8,212.5,0.0,155.7,14.3,852.1,880.4,28.0,greater than 46.13628654
296.0,0.0,0.0,192.0,0.0,1085.0,765.0,28.0,less than 23.707115153
203.5,135.7,0.0,185.7,0.0,1076.2,759.3,28.0,less than 23.707115153
178.03,129.8,118.6,179.94,3.57,1007.3,746.8,56.0,greater than 46.13628654
255.5,170.3,0.0,185.7,0.0,1026.6,724.3,7.0,less than 23.707115153
531.3,0.0,0.0,141.8,28.2,852.1,893.7,28.0,greater than 46.13628654
