carat,cut,color,clarity,depth,table,x,y,z,price
1.11,Good,I,VS1,61.9,56.0,6.59,6.54,4.11,between 2401.0 and 5324.25
0.64,Premium,G,SI2,62.4,57.0,5.45,5.41,3.3,between 950.0 and 2401.0
0.91,Very Good,F,SI1,61.7,56.0,6.07,6.02,3.77,between 2401.0 and 5324.25
0.97,Ideal,E,VS1,62.1,56.0,6.17,6.12,3.88,between 2401.0 and 5324.25
0.44,Good,D,SI2,62.2,57.0,4.88,4.85,2.96,between 950.0 and 2401.0
0.69,Premium,H,SI1,61.4,56.0,5.58,5.54,3.36,between 950.0 and 2401.0
0.58,Very Good,G,SI2,61.9,57.0,5.24,5.2,3.2,between 950.0 and 2401.0
1.28,Good,J,VS1,62.3,57.0,6.93,6.88,4.25,greater than 5324.25
0.51,Fair,F,SI1,61.8,57.0,5.08,5.05,3.11,between 950.0 and 2401.0
0.85,Ideal,E,SI2,62.9,58.0,5.88,5.84,3.62,between 950.0 and 2401.0
1.15,Premium,D,VS2,62.5,57.0,6.67,6.62,4.13,greater than 5324.25
0.61,Very Good,H,SI1,62.1,56.0,5.34,5.3,3.26,between 950.0 and 2401.0
0.76,Good,G,SI2,63.1,60.0,5.72,5.69,3.51,between 950.0 and 2401.0
0.49,Ideal,I,SI1,61.5,56.0,5.01,4.98,3.05,between 950.0 and 2401.0
0.83,Premium,J,SI2,62.8,58.0,5.79,5.76,3.56,between 950.0 and 2401.0
0.51,Premium,E,VVS1,61.9,57.0,5.17,5.22,3.22,between 950.0 and 2401.0
0.96,Ideal,G,SI2,61.4,56.0,6.29,6.33,3.93,between 2401.0 and 5324.25
1.03,Very Good,D,SI1,60.8,59.0,6.43,6.38,3.95,between 2401.0 and 5324.25
0.37,Fair,F,VS2,62.5,55.0,4.65,4.69,2.83,less than 950.0
0.99,Premium,H,VS1,60.2,58.0,6.35,6.29,3.88,between 2401.0 and 5324.25
0.29,Ideal,I,VVS2,61.8,57.0,4.25,4.28,2.61,less than 950.0
0.44,Premium,G,SI1,59.1,60.0,4.93,4.93,2.98,less than 950.0
0.59,Good,E,VS1,63.5,56.0,5.44,5.48,3.33,between 950.0 and 2401.0
0.85,Ideal,D,SI1,62.2,59.0,5.97,5.99,3.67,between 2401.0 and 5324.25
0.27,Very Good,H,VS2,59.8,56.0,4.19,4.21,2.56,less than 950.0
0.94,Ideal,F,VS1,61.6,55.0,6.19,6.24,3.81,between 2401.0 and 5324.25
1.15,Premium,J,SI2,61.3,56.0,6.73,6.68,4.14,greater than 5324.25
0.63,Good,G,VS2,63.9,57.0,5.53,5.55,3.42,between 950.0 and 2401.0
0.32,Very Good,E,VVS1,60.9,57.0,4.42,4.41,2.72,less than 950.0
0.69,Ideal,H,SI1,60.5,59.0,5.6,5.62,3.44,between 950.0 and 2401.0
0.41,Premium,D,VVS2,62.4,60.0,4.79,4.78,2.96,less than 950.0
1.07,Ideal,G,SI2,62.0,58.0,6.49,6.43,3.99,between 2401.0 and 5324.25
0.57,Fair,J,VS1,61.1,58.0,5.33,5.26,3.26,between 950.0 and 2401.0
0.75,Good,F,SI1,59.3,57.0,5.76,5.69,3.48,between 950.0 and 2401.0
0.25,Very Good,I,VS2,59.2,55.0,4.06,4.08,2.48,less than 950.0
1.04,Very Good,H,VS1,60.6,59.0,6.41,6.39,3.94,between 2401.0 and 5324.25
0.67,Ideal,E,SI2,62.3,58.0,5.59,5.57,3.44,between 950.0 and 2401.0
0.48,Premium,G,SI1,61.9,59.0,5.04,5.01,3.07,between 950.0 and 2401.0
0.97,Good,D,VVS1,60.8,56.0,6.31,6.27,3.89,between 2401.0 and 5324.25
0.38,Very Good,F,VS1,62.1,58.0,4.69,4.66,2.86,less than 950.0
0.92,Ideal,I,SI1,61.3,59.0,6.16,6.08,3.77,between 2401.0 and 5324.25
0.55,Good,H,VS2,60.3,57.0,5.27,5.24,3.19,between 950.0 and 2401.0
0.93,Premium,E,SI2,62.2,58.0,6.23,6.21,3.83,between 2401.0 and 5324.25
0.39,Very Good,D,VS1,60.1,55.0,4.73,4.68,2.9,less than 950.0
1.1,Ideal,F,SI2,61.9,58.0,6.64,6.55,4.05,greater than 5324.25
0.49,Premium,J,SI1,62.6,59.0,5.08,5.03,3.08,between 950.0 and 2401.0
0.83,Good,G,VVS2,61.5,58.0,5.88,5.83,3.57,between 2401.0 and 5324.25
0.28,Fair,G,VS2,61.4,60.0,4.24,4.18,2.57,less than 950.0
0.98,Ideal,H,VS1,60.4,59.0,6.34,6.32,3.9,between 2401.0 and 5324.25
0.54,Very Good,I,SI1,60.5,56.0,5.24,5.19,3.19,between 950.0 and 2401.0
0.46,Good,D,VVS1,61.9,59.0,4.94,4.89,2.96,less than 950.0
1.08,Premium,E,SI2,63.1,57.0,6.54,6.46,4.01,greater than 5324.25
0.81,Very Good,F,SI2,60.9,59.0,5.84,5.78,3.59,between 950.0 and 2401.0
0.42,Ideal,J,VS2,59.4,58.0,4.84,4.76,2.93,less than 950.0
0.91,Premium,G,VS1,62.3,59.0,6.12,6.07,3.76,between 2401.0 and 5324.25
0.35,Good,H,SI1,60.2,55.0,4.59,4.55,2.81,less than 950.0
1.05,Ideal,D,SI2,62.8,56.0,6.47,6.42,3.98,greater than 5324.25
0.47,Fair,F,VS1,60.9,58.0,5.03,4.98,3.04,between 950.0 and 2401.0
0.65,Very Good,G,SI1,59.9,59.0,5.51,5.46,3.34,between 950.0 and 2401.0
0.89,Premium,I,VS2,61.8,59.0,6.04,5.99,3.69,between 2401.0 and 5324.25
0.52,Good,E,VVS2,62.5,60.0,5.16,5.09,3.13,between 950.0 and 2401.0
0.79,Ideal,H,SI2,61.2,58.0,5.79,5.75,3.53,between 950.0 and 2401.0
0.34,Very Good,J,VS1,59.7,55.0,4.56,4.49,2.76,less than 950.0
0.95,Good,G,SI1,61.9,59.0,6.28,6.19,3.87,between 2401.0 and 5324.25
0.58,Premium,F,SI2,63.4,56.0,5.37,5.31,3.29,between 950.0 and 2401.0
0.43,Ideal,D,VVS1,61.4,58.0,4.88,4.82,2.95,less than 950.0
