carat,cut,color,clarity,depth,table,x,y,z,price
0.88,Very Good,H,SI1,62.8,56.0,6.07,6.11,3.83,between 2401.0 and 5324.25
3.03,Premium,J,SI2,59.8,58.0,9.45,9.36,5.62,greater than 5324.25
0.32,Very Good,H,VS1,61.9,55.0,4.35,4.39,2.7,less than 950.0
0.43,Very Good,G,SI1,62.5,56.0,4.79,4.82,2.98,less than 950.0
0.44,Very Good,G,VS2,60.2,61.0,4.85,4.88,2.92,less than 950.0
0.74,Ideal,J,SI2,61.7,55.0,5.81,5.85,3.59,between 950.0 and 2401.0
2.03,Ideal,E,SI2,62.2,57.0,8.03,7.92,4.96,greater than 5324.25
0.55,Ideal,E,VS2,61.3,55.0,5.23,5.27,3.22,between 950.0 and 2401.0
1.35,Premium,G,VS2,61.0,60.0,7.16,7.11,4.35,greater than 5324.25
0.59,Ideal,F,VVS2,62.2,56.0,5.35,5.39,3.33,between 2401.0 and 5324.25
0.32,Good,I,VS1,63.8,56.0,4.29,4.33,2.75,less than 950.0
1.02,Premium,G,VS1,60.8,58.0,6.45,6.52,3.95,greater than 5324.25
2.54,Ideal,I,SI1,62.4,57.0,8.7,8.61,5.4,greater than 5324.25
0.27,Good,F,VVS1,64.0,57.0,4.05,4.08,2.6,less than 950.0
2.01,Premium,I,SI1,60.9,60.0,8.11,8.07,4.93,greater than 5324.25
1.54,Ideal,I,SI2,63.7,58.0,7.32,7.28,4.65,greater than 5324.25
1.55,Ideal,J,VS1,62.0,53.0,7.42,7.5,4.63,greater than 5324.25
1.02,Ideal,I,SI1,60.0,60.0,6.54,6.58,3.94,between 2401.0 and 5324.25
0.31,Ideal,E,VVS2,61.5,55.0,4.34,4.37,2.68,less than 950.0
0.4,Ideal,E,VS2,62.4,55.0,4.76,4.73,2.96,between 950.0 and 2401.0
0.6,Very Good,E,VS2,59.4,63.0,5.44,5.48,3.24,between 950.0 and 2401.0
0.37,Ideal,F,VS2,60.9,57.0,4.59,4.63,2.81,less than 950.0
1.01,Very Good,F,SI1,60.3,60.0,6.47,6.56,3.93,between 2401.0 and 5324.25
0.39,Very Good,G,SI1,61.8,53.7,4.69,4.71,2.91,less than 950.0
0.85,Good,I,VS1,63.7,59.0,5.96,5.92,3.78,between 2401.0 and 5324.25
0.9,Good,E,SI1,62.6,62.0,6.16,6.19,3.87,between 2401.0 and 5324.25
0.59,Good,G,SI1,63.2,56.0,5.31,5.34,3.37,between 950.0 and 2401.0
0.37,Premium,D,VS2,61.0,58.0,4.64,4.61,2.82,between 950.0 and 2401.0
1.27,Ideal,G,VVS1,61.7,56.0,7.04,6.91,4.31,greater than 5324.25
0.37,Ideal,E,VS2,61.9,56.0,4.57,4.56,2.83,between 950.0 and 2401.0
0.86,Premium,D,SI2,60.5,60.0,6.12,6.07,3.69,between 2401.0 and 5324.25
0.36,Ideal,F,VS1,60.9,56.0,4.53,4.57,2.78,less than 950.0
0.31,Ideal,G,IF,62.2,55.0,4.32,4.35,2.7,less than 950.0
1.03,Premium,J,SI2,62.6,60.0,6.43,6.4,4.02,between 2401.0 and 5324.25
0.36,Ideal,D,VS2,60.9,57.0,4.52,4.56,2.77,less than 950.0
0.32,Ideal,F,IF,62.2,55.0,4.36,4.39,2.72,less than 950.0
0.72,Very Good,F,VVS1,62.7,58.0,5.68,5.73,3.58,between 2401.0 and 5324.25
0.52,Ideal,D,SI1,62.6,57.0,5.12,5.09,3.2,between 950.0 and 2401.0
0.43,Ideal,E,SI1,62.6,57.0,4.85,4.82,3.03,between 950.0 and 2401.0
1.03,Ideal,I,SI2,60.7,57.0,6.58,6.55,3.99,between 2401.0 and 5324.25
0.42,Ideal,G,VS2,61.8,55.0,4.79,4.82,2.97,less than 950.0
0.96,Ideal,J,SI1,63.0,56.0,6.33,6.27,3.97,between 2401.0 and 5324.25
1.01,Premium,G,IF,61.3,58.0,6.49,6.41,3.96,greater than 5324.25
1.04,Premium,D,SI2,62.5,54.0,6.51,6.43,4.05,between 2401.0 and 5324.25
0.28,Very Good,E,VS1,60.4,59.0,4.19,4.22,2.54,less than 950.0
1.27,Ideal,G,SI2,61.8,57.0,6.94,6.96,4.3,greater than 5324.25
