carat,cut,color,clarity,depth,table,x,y,z,price
0.79,Very Good,D,VS2,60.8,58.0,5.75,5.79,3.61,between 950.0 and 2401.0
1.21,Ideal,I,SI1,62.9,57.0,6.74,6.7,4.23,greater than 5324.25
0.65,Premium,G,VS1,61.4,55.0,5.43,5.47,3.34,between 950.0 and 2401.0
0.48,Good,E,VS1,60.1,62.0,4.99,5.03,3.05,between 950.0 and 2401.0
1.08,Very Good,J,SI2,62.7,56.0,6.48,6.44,4.09,between 2401.0 and 5324.25
0.59,Ideal,H,VS1,61.3,54.0,5.23,5.27,3.22,between 950.0 and 2401.0
0.98,Premium,F,SI1,61.9,60.0,6.28,6.24,3.96,between 2401.0 and 5324.25
0.81,Good,G,VS2,60.5,59.0,5.81,5.85,3.63,between 950.0 and 2401.0
1.13,Ideal,E,SI1,62.5,57.0,6.58,6.54,4.11,greater than 5324.25
0.62,Very Good,D,SI1,61.2,58.0,5.33,5.37,3.28,between 950.0 and 2401.0
0.94,Premium,G,VS1,61.7,55.0,6.19,6.15,3.9,between 2401.0 and 5324.25
0.77,Ideal,F,SI2,60.9,59.0,5.69,5.73,3.54,between 950.0 and 2401.0
1.03,Good,H,SI1,62.3,56.0,6.41,6.37,4.02,between 2401.0 and 5324.25
0.57,Very Good,E,VS1,60.7,58.0,5.16,5.2,3.19,between 950.0 and 2401.0
0.92,Ideal,I,SI2,61.9,57.0,6.14,6.1,3.88,between 2401.0 and 5324.25
0.75,Premium,G,VS2,61.4,60.0,5.67,5.71,3.52,between 950.0 and 2401.0
0.99,Very Good,J,SI1,62.5,56.0,6.31,6.27,3.98,between 2401.0 and 5324.25
0.64,Good,F,SI1,60.8,59.0,5.38,5.42,3.31,between 950.0 and 2401.0
1.01,Ideal,H,SI1,62.2,57.0,6.38,6.34,4.0,between 2401.0 and 5324.25
0.83,Premium,E,VS1,61.5,55.0,5.92,5.96,3.73,between 950.0 and 2401.0
0.96,Very Good,D,SI2,61.8,60.0,6.23,6.19,3.92,between 2401.0 and 5324.25
0.69,Ideal,G,VS1,60.4,57.0,5.49,5.53,3.39,between 950.0 and 2401.0
0.89,Good,F,SI2,61.1,59.0,5.99,6.03,3.76,between 950.0 and 2401.0
1.04,Premium,G,SI1,62.1,56.0,6.44,6.4,4.04,between 2401.0 and 5324.25
0.52,Very Good,E,VS2,60.6,58.0,5.08,5.12,3.13,between 950.0 and 2401.0
0.97,Ideal,I,SI1,62.4,57.0,6.26,6.22,3.95,between 2401.0 and 5324.25
0.78,Good,H,SI1,60.9,59.0,5.76,5.8,3.59,between 950.0 and 2401.0
0.67,Premium,F,VS1,61.3,55.0,5.46,5.5,3.37,between 950.0 and 2401.0
1.02,Very Good,J,SI2,62.2,56.0,6.39,6.35,4.01,between 2401.0 and 5324.25
0.84,Ideal,E,SI1,61.6,60.0,5.88,5.92,3.69,between 950.0 and 2401.0
0.98,Good,G,VS2,61.7,58.0,6.25,6.21,3.94,between 2401.0 and 5324.25
0.74,Premium,D,SI1,60.8,59.0,5.63,5.67,3.46,between 950.0 and 2401.0
1.09,Very Good,H,SI1,62.3,56.0,6.49,6.45,4.09,between 2401.0 and 5324.25
0.58,Ideal,F,VS1,60.5,57.0,5.19,5.23,3.2,between 950.0 and 2401.0
0.95,Good,E,SI2,61.4,60.0,6.2,6.16,3.89,between 2401.0 and 5324.25
