carat,cut,color,clarity,depth,table,x,y,z,price
0.38,Good,F,VS2,62.5,54.3,4.62,4.65,2.9,less than 950.0
0.92,Very Good,D,VS1,61.9,58.0,6.2,6.24,3.86,greater than 5324.25
0.82,Ideal,I,VS1,61.7,56.0,6.06,6.02,3.73,between 2401.0 and 5324.25
1.01,Premium,H,SI2,60.0,59.0,6.56,6.49,3.91,between 2401.0 and 5324.25
0.41,Fair,E,SI2,64.6,55.0,4.71,4.68,3.03,less than 950.0
1.22,Ideal,G,VVS2,62.4,56.0,6.82,6.85,4.26,greater than 5324.25
0.32,Premium,G,VVS2,61.3,59.0,4.45,4.4,2.7,less than 950.0
1.08,Premium,F,SI1,61.1,59.0,6.68,6.59,4.04,greater than 5324.25
1.0,Premium,J,VS2,62.1,62.0,6.43,6.36,3.97,between 2401.0 and 5324.25
0.91,Ideal,H,VS1,62.9,55.0,6.24,6.14,3.9,between 2401.0 and 5324.25
1.11,Ideal,F,SI1,61.2,57.0,6.69,6.7,4.09,greater than 5324.25
1.22,Ideal,H,SI1,62.3,54.0,6.84,6.87,4.27,greater than 5324.25
1.11,Premium,E,VS1,59.9,60.0,6.76,6.73,4.04,greater than 5324.25
0.34,Ideal,D,VS2,61.4,57.0,4.48,4.5,2.75,less than 950.0
0.41,Premium,G,SI1,61.4,60.0,4.76,4.82,2.94,less than 950.0
0.42,Ideal,D,VS1,61.5,54.0,4.79,4.84,2.96,between 950.0 and 2401.0
0.33,Very Good,F,VS1,59.2,60.0,4.49,4.53,2.67,less than 950.0
0.61,Ideal,G,VS1,62.2,56.0,5.43,5.45,3.38,between 950.0 and 2401.0
0.31,Ideal,E,VVS2,61.3,56.0,4.39,4.41,2.69,between 950.0 and 2401.0
1.09,Premium,I,SI1,62.7,60.0,6.58,6.52,4.11,between 2401.0 and 5324.25
2.02,Premium,I,VS2,62.9,59.0,8.04,7.94,5.02,greater than 5324.25
0.32,Very Good,F,SI1,62.8,57.0,4.38,4.42,2.76,less than 950.0
0.28,Very Good,F,VVS1,61.5,56.0,4.25,4.28,2.61,less than 950.0
0.56,Ideal,H,VS1,62.3,55.3,5.27,5.32,3.29,between 950.0 and 2401.0
1.02,Ideal,G,VS1,62.3,57.0,6.48,6.44,4.02,greater than 5324.25
1.51,Premium,I,VS1,60.1,58.0,7.52,7.46,4.5,greater than 5324.25
0.35,Ideal,D,SI1,62.8,56.0,4.5,4.52,2.83,less than 950.0
