education,experience,ethnicity,smsa,region,parttime,wage
12,40.0,cauc,yes,northeast,no,between 308.64 and 522.32
13,0.0,afam,yes,midwest,yes,less than 308.64
12,44.0,cauc,yes,northeast,no,between 522.32 and 783.48
16,12.0,cauc,no,midwest,no,between 308.64 and 522.32
12,27.0,cauc,yes,south,no,less than 308.64
12,29.0,cauc,yes,northeast,no,between 522.32 and 783.48
11,17.0,cauc,no,midwest,no,less than 308.64
12,33.0,cauc,yes,south,no,between 522.32 and 783.48
18,12.0,cauc,yes,midwest,no,greater than 783.48
8,19.0,cauc,yes,northeast,no,between 308.64 and 522.32
11,16.0,cauc,yes,south,no,between 308.64 and 522.32
12,19.0,cauc,no,west,no,between 522.32 and 783.48
8,48.0,cauc,yes,south,no,greater than 783.48
12,27.0,cauc,no,midwest,no,between 522.32 and 783.48
17,20.0,cauc,no,south,no,between 522.32 and 783.48
18,3.0,cauc,yes,south,no,greater than 783.48
14,24.0,cauc,yes,northeast,no,greater than 783.48
15,13.0,cauc,yes,south,no,greater than 783.48
9,45.0,cauc,no,west,no,between 522.32 and 783.48
9,34.0,cauc,yes,northeast,no,between 522.32 and 783.48
12,19.0,cauc,yes,northeast,no,between 308.64 and 522.32
15,20.0,cauc,yes,midwest,no,greater than 783.48
10,46.0,cauc,yes,west,no,between 522.32 and 783.48
16,16.0,cauc,yes,northeast,no,greater than 783.48
18,16.0,cauc,yes,south,no,between 308.64 and 522.32
14,8.0,cauc,yes,northeast,no,less than 308.64
12,41.0,cauc,no,northeast,no,between 308.64 and 522.32
13,17.0,cauc,yes,south,no,between 522.32 and 783.48
15,10.0,afam,yes,south,no,between 308.64 and 522.32
10,13.0,afam,yes,west,no,less than 308.64
10,30.0,cauc,yes,midwest,no,greater than 783.48
12,8.0,cauc,no,west,no,less than 308.64
16,5.0,cauc,yes,south,no,between 308.64 and 522.32
16,13.0,cauc,yes,south,no,between 522.32 and 783.48
12,46.0,cauc,yes,midwest,no,between 308.64 and 522.32
12,28.0,cauc,yes,south,no,between 522.32 and 783.48
9,27.0,cauc,yes,south,no,between 522.32 and 783.48
13,19.0,cauc,yes,midwest,no,greater than 783.48
18,10.0,afam,yes,northeast,no,between 522.32 and 783.48
9,5.0,afam,yes,south,no,less than 308.64
14,18.0,cauc,yes,south,no,between 308.64 and 522.32
12,25.0,afam,yes,south,no,between 308.64 and 522.32
9,36.0,cauc,no,south,no,between 308.64 and 522.32
14,6.0,cauc,yes,northeast,no,between 308.64 and 522.32
12,17.0,cauc,no,south,no,between 522.32 and 783.48
12,8.0,cauc,yes,northeast,no,between 308.64 and 522.32
11,8.0,afam,yes,midwest,no,less than 308.64
8,39.0,cauc,no,south,no,less than 308.64
18,15.0,cauc,no,west,no,greater than 783.48
13,0.0,cauc,no,midwest,no,less than 308.64
14,18.0,cauc,yes,south,no,greater than 783.48
12,7.0,cauc,no,midwest,no,between 308.64 and 522.32
3,28.0,cauc,no,south,no,between 522.32 and 783.48
15,13.0,cauc,yes,northeast,no,between 522.32 and 783.48
12,8.0,cauc,yes,west,no,between 522.32 and 783.48
8,47.0,cauc,no,south,no,between 308.64 and 522.32
16,10.0,cauc,no,midwest,no,between 522.32 and 783.48
12,11.0,cauc,yes,northeast,no,between 522.32 and 783.48
12,15.0,cauc,yes,midwest,no,between 308.64 and 522.32
16,16.0,cauc,no,midwest,no,greater than 783.48
14,15.0,cauc,yes,south,no,greater than 783.48
12,6.0,cauc,yes,northeast,no,between 308.64 and 522.32
17,17.0,afam,yes,south,no,greater than 783.48
11,37.0,cauc,yes,midwest,no,greater than 783.48
18,9.0,afam,yes,south,yes,less than 308.64
12,13.0,cauc,yes,midwest,no,between 522.32 and 783.48
12,25.0,cauc,yes,midwest,no,between 522.32 and 783.48
12,41.0,cauc,yes,northeast,no,greater than 783.48
12,3.0,cauc,yes,northeast,no,greater than 783.48
10,29.0,afam,yes,northeast,no,between 522.32 and 783.48
18,11.0,cauc,yes,midwest,no,between 308.64 and 522.32
12,15.0,cauc,yes,midwest,no,greater than 783.48
12,7.0,cauc,no,south,no,between 308.64 and 522.32
8,33.0,cauc,yes,west,no,between 308.64 and 522.32
6,32.0,cauc,no,west,no,between 308.64 and 522.32
12,24.0,cauc,yes,northeast,no,between 308.64 and 522.32
16,2.0,cauc,yes,west,no,between 308.64 and 522.32
12,2.0,cauc,no,south,no,less than 308.64
12,14.0,cauc,no,south,no,between 308.64 and 522.32
16,19.0,afam,yes,west,no,greater than 783.48
12,23.0,cauc,yes,south,no,greater than 783.48
12,31.0,cauc,yes,west,no,less than 308.64
16,13.0,cauc,yes,west,no,greater than 783.48
