education,experience,ethnicity,smsa,region,parttime,wage
14,2.0,cauc,yes,south,no,between 308.64 and 522.32
12,29.0,cauc,no,midwest,no,greater than 783.48
16,26.0,afam,yes,south,no,between 522.32 and 783.48
12,0.0,cauc,yes,south,yes,less than 308.64
13,46.0,cauc,yes,west,no,between 308.64 and 522.32
12,1.0,cauc,yes,west,no,between 308.64 and 522.32
14,13.0,cauc,yes,south,no,between 522.32 and 783.48
12,36.0,cauc,yes,south,no,greater than 783.48
18,22.0,cauc,no,northeast,no,greater than 783.48
12,12.0,cauc,no,midwest,no,between 308.64 and 522.32
16,11.0,cauc,no,northeast,no,between 308.64 and 522.32
12,0.0,cauc,yes,south,no,less than 308.64
12,28.0,cauc,no,midwest,no,between 522.32 and 783.48
12,42.0,cauc,yes,northeast,no,between 308.64 and 522.32
12,30.0,afam,yes,south,no,between 308.64 and 522.32
12,48.0,cauc,yes,northeast,yes,less than 308.64
12,43.0,cauc,no,midwest,yes,less than 308.64
6,27.0,cauc,yes,west,no,less than 308.64
10,32.0,cauc,yes,northeast,no,greater than 783.48
12,28.0,afam,no,south,no,between 308.64 and 522.32
12,30.0,cauc,yes,west,no,between 522.32 and 783.48
6,25.0,cauc,yes,west,no,between 308.64 and 522.32
12,45.0,cauc,yes,northeast,no,greater than 783.48
12,28.0,cauc,no,south,no,between 308.64 and 522.32
13,41.0,cauc,no,south,no,between 522.32 and 783.48
18,17.0,cauc,yes,south,no,between 522.32 and 783.48
9,11.0,cauc,yes,west,no,between 308.64 and 522.32
12,7.0,afam,no,south,no,less than 308.64
12,14.0,cauc,no,west,no,less than 308.64
14,8.0,cauc,yes,west,no,between 522.32 and 783.48
8,43.0,cauc,no,midwest,no,less than 308.64
12,18.0,afam,no,south,no,less than 308.64
11,23.0,cauc,yes,northeast,no,between 308.64 and 522.32
16,4.0,cauc,yes,midwest,no,greater than 783.48
16,12.0,cauc,yes,south,no,between 522.32 and 783.48
12,5.0,cauc,yes,northeast,no,less than 308.64
12,29.0,cauc,yes,northeast,no,between 308.64 and 522.32
11,23.0,afam,yes,south,no,less than 308.64
16,29.0,cauc,yes,south,no,greater than 783.48
