response_id,state,congress_district,county,age,gender,weight,extra_covid_worn_mask,vote_2020,pid7,worn,day,month,year,hour,minute,second
6709291.0,Virginia,NC08,0.0,18.0,Male,0.21387495,Yes,Not Asked,Strong Republican,True,13.0,11.0,2020.0,16.0,38.0,27.0
7606143.5,Missouri,TX14,0.0,40.0,Male,1.5394824,Yes,Not Asked,Weak Democrat,True,30.0,12.0,2020.0,15.0,30.0,32.0
7408222.0,Missouri,NY18,0.0,60.0,Male,0.75273496,Yes,Donald Trump,Weak Republican,True,14.0,12.0,2020.0,18.0,17.0,58.0
7701896.5,Ohio,0,0.0,68.0,Female,1.5178396,Yes,Joe Biden,Independent,True,1.0,1.0,2021.0,7.0,45.0,7.0
7602723.0,Illinois,CT03,0.0,31.0,Male,5.023712,Yes,Donald Trump,Lean Republican,True,30.0,12.0,2020.0,21.0,38.0,36.0
4807004.0,Colorado,WV03,0.0,51.0,Female,0.1230862,Yes,I am not sure/don't know,Weak Democrat,True,1.0,7.0,2020.0,15.0,0.0,48.0
5305591.0,Indiana,IN01,0.0,64.0,Female,4.855428,Yes,Donald Trump,Weak Republican,True,28.0,7.0,2020.0,13.7226715,14.0,42.0
5201739.5,Pennsylvania,0,0.0,56.0,Female,3.2691178,Yes,Donald Trump,Weak Republican,True,18.0,7.0,2020.0,20.653128,16.0,20.0
7408455.0,Tennessee,CO03,0.0,62.0,Male,5.0000005,Yes,Not Asked,Lean Democrat,True,18.0,12.0,2020.0,13.0,24.0,37.0
6407018.0,Florida,NY10,0.0,43.0,Female,0.5129778,Yes,Joe Biden,Strong Republican,True,6.0,11.0,2020.0,7.0,59.0,11.0
7208950.5,Ohio,IA02,0.0,60.0,Female,1.6021522,Yes,Joe Biden,Strong Democrat,True,2.0,12.0,2020.0,12.0,57.0,38.0
6101534.5,Virginia,MO01,0.0,35.0,Male,0.07582354,Yes,Someone else,Lean Republican,True,23.0,8.0,2020.0,8.0,40.0,32.0
6405524.0,New York,NC08,0.0,33.0,Female,0.25541115,Yes,Not Asked,Weak Republican,True,26.0,10.0,2020.0,5.0,54.0,51.0
6801509.5,New York,IL03,0.0,32.0,Female,0.7146137,No,Not Asked,Weak Democrat,False,10.0,11.0,2020.0,14.0,40.0,37.0
7304238.0,Pennsylvania,NC12,0.0,78.0,Female,0.88797665,Yes,Joe Biden,Strong Democrat,True,12.0,12.0,2020.0,0.0,38.0,21.0
6707343.0,Washington,TN04,0.0,64.0,Male,0.19907497,Yes,Not Asked,Independent,True,24.0,10.0,2020.0,6.0,38.0,1.0835141
6508408.0,New York,TX26,0.0,42.0,Male,1.961652,Yes,Joe Biden,Weak Democrat,True,15.0,10.0,2020.0,21.0,48.0,35.0
7003680.5,Pennsylvania,OH16,0.0,59.0,Female,0.4536083,Yes,Not Asked,Independent,True,5.0,11.0,2020.0,8.0,26.0,47.0
7408392.5,Louisiana,LA01,0.0,43.0,Female,0.07175313,Yes,Joe Biden,Weak Democrat,True,14.0,12.0,2020.0,13.0,0.0,22.0
7100303.0,New York,LA04,0.0,30.0,Male,5.000001,No,0,Strong Republican,False,15.0,11.0,2020.0,22.0,52.0,47.0
5207087.5,South Carolina,NC11,0.0,41.0,Female,1.2442721,Yes,Joe Biden,Strong Democrat,True,7.0,7.0,2020.0,18.0,4.0,45.0
6605692.5,Oregon,TN01,0.0,33.0,Male,1.5651344,Yes,Donald Trump,Strong Republican,True,31.0,10.0,2020.0,8.0,30.0,7.0
6106266.5,Georgia,LA02,0.0,30.0,Male,0.59278095,Yes,Not Asked,Strong Republican,True,17.0,9.0,2020.0,4.0,26.0,28.0
7702030.0,California,IL17,0.0,55.0,Male,0.5968943,Yes,Not Asked,Strong Democrat,True,31.0,12.0,2020.0,9.0,18.0,54.0
6802990.0,Ohio,FL07,0.0,30.0,Female,0.52389,Yes,Not Asked,Lean Democrat,True,25.0,10.0,2020.0,4.0,18.0,36.0
6204366.5,California,FL12,0.0,36.0,Female,3.3607097,Yes,Not Asked,Strong Republican,True,29.0,9.0,2020.0,15.0,46.0,39.0
6504828.0,Louisiana,MO08,0.0,48.0,Female,0.6147554,Yes,Not Asked,Strong Democrat,True,3.0,10.0,2020.0,12.0,23.0,13.0
5904912.0,Ohio,NY16,0.0,35.0,Male,5.011603,Yes,I am not sure/don't know,Lean Democrat,True,25.0,8.0,2020.0,17.0,15.0,38.0
6405023.0,California,CA25,0.0,69.0,Female,0.3375033,Yes,Donald Trump,Weak Republican,True,2.0,10.0,2020.0,5.0,40.0,25.0
7404335.0,New Mexico,ME01,0.0,83.0,Female,1.3118194,Yes,Joe Biden,Strong Democrat,True,14.0,12.0,2020.0,7.0,18.0,59.0
6106766.5,Ohio,NJ11,0.0,39.0,Female,5.0235076,Yes,Joe Biden,Weak Republican,True,3.0,9.0,2020.0,21.0,13.0,19.0
4906756.0,Florida,ME02,0.0,67.0,Male,0.8126626,Yes,Donald Trump,Strong Republican,True,27.0,6.0,2020.0,20.0,59.0,1.0
7101423.0,New York,VA06,0.0,21.0,Female,3.7113662e-06,Yes,Joe Biden,Strong Democrat,True,14.0,11.0,2020.0,15.0,41.0,21.0
7208331.0,North Carolina,NY12,0.0,30.0,Female,1.4236915,Yes,Joe Biden,Strong Democrat,True,2.0,12.0,2020.0,18.0,51.0,25.107063
4700272.0,Mississippi,SC01,0.0,40.0,Female,1.7665014,Yes,Joe Biden,Lean Democrat,True,7.0,6.0,2020.0,20.0,11.0,26.0
4703601.5,Illinois,CO06,0.0,32.0,Male,0.1027295,Yes,0,Weak Republican,True,13.0,6.0,2020.0,21.0,5.0,59.0
6007455.5,Florida,FL14,0.0,30.0,Female,2.7099571,Yes,Donald Trump,Weak Republican,True,30.0,8.0,2020.0,16.0,7.0,53.0
6400689.5,Iowa,MO07,0.0,61.0,Female,0.55422795,Yes,Donald Trump,Weak Republican,True,19.0,10.0,2020.0,20.0,45.0,25.0
6900833.0,Pennsylvania,NV03,0.0,49.0,Female,0.08076169,Yes,Joe Biden,Weak Democrat,True,12.0,10.0,2020.0,13.0,5.0,40.0
5200700.5,Minnesota,FL13,0.0,43.0,Female,0.7682028,No,Someone else,Independent,False,5.0,7.0,2020.0,10.0,55.0,5.0
7406797.0,Texas,IL02,0.0,53.0,Male,0.9441815,Yes,Donald Trump,Weak Democrat,True,12.0,12.0,2020.0,18.0,38.0,43.0
6100210.0,Georgia,NY25,0.0,71.0,Female,5.001771,Yes,Joe Biden,Lean Republican,True,28.0,8.0,2020.0,0.0,46.0,6.0
7403745.0,California,0,0.0,45.0,Female,0.20695902,Yes,Joe Biden,Independent,True,15.0,12.0,2020.0,15.520586,10.0,12.0
7504117.0,Virginia,FL03,0.0,56.0,Female,0.61324894,Yes,Joe Biden,Strong Democrat,True,23.0,12.0,2020.0,15.0,13.0,0.0
5604796.5,Pennsylvania,IN07,0.0,46.0,Female,0.29965428,Yes,Joe Biden,Strong Democrat,True,20.0,8.0,2020.0,14.0,21.0,30.0
5501984.0,California,LA02,0.0,34.858963,Male,1.2847137,Yes,Joe Biden,Lean Democrat,True,28.0,7.0,2020.0,13.517713,47.0,40.0
6506572.0,Illinois,OK05,0.0,28.0,Male,0.0700412,Yes,Someone else:,Independent,True,4.0,11.0,2020.0,2.0,11.0,51.0
6718961.0,Florida,AL06,0.0,34.0,Female,0.029137122,Yes,Not Asked,Strong Democrat,True,6.0,11.0,2020.0,21.0,8.0,31.0
6408032.5,Florida,PA14,0.0,32.0,Male,0.31054467,Yes,Joe Biden,Strong Democrat,True,17.0,10.0,2020.0,12.0,49.0,37.0
6607244.0,Missouri,TX08,0.0,59.0,Female,0.31925482,Yes,Not Asked,Weak Republican,True,29.0,10.0,2020.0,21.0,38.0,8.0
6900414.0,North Dakota,NJ05,0.0,26.0,Male,0.44913596,Yes,Not Asked,Independent,True,4.0,11.0,2020.0,4.995099,51.0,7.0
6104629.5,Massachusetts,OH06,0.0,55.0,Male,0.50772977,Yes,I am not sure/don't know,Lean Republican,True,31.0,8.0,2020.0,10.0,15.0,40.0
7303440.0,New York,FL10,0.0,50.0,Male,0.17494614,Yes,Donald Trump,Strong Republican,True,15.0,12.0,2020.0,15.0,41.0,48.0
6604793.0,Virginia,PA04,0.0,40.0,Male,0.21080974,Yes,Not Asked,Independent,True,30.0,10.0,2020.0,21.0,6.0,20.0
7302376.5,Massachusetts,0,0.0,66.0,Male,0.76448834,Yes,Joe Biden,Strong Democrat,True,7.0,12.0,2020.0,11.0,52.0,49.0
7506067.5,Louisiana,NY12,0.0,29.0,Male,0.13913338,Yes,Joe Biden,Strong Democrat,True,27.0,12.0,2020.0,19.0,47.0,9.0
6105511.5,California,SC06,0.0,43.0,Male,0.5024009,Yes,Not Asked,Strong Democrat,True,16.0,9.0,2020.0,3.0,12.0,21.0
7004735.0,Michigan,OH12,0.0,34.0,Female,0.6450034,Yes,Not Asked,Strong Democrat,True,25.0,11.0,2020.0,8.0,58.0,13.0
5103723.5,North Carolina,AL05,0.0,59.0,Male,0.45963404,Yes,Donald Trump,Strong Republican,True,31.0,6.0,2020.0,8.0,40.0,15.0
6302257.5,California,CT02,0.0,37.0,Male,1.5287023,Yes,Donald Trump,Lean Republican,True,1.0,10.0,2020.0,1.0,21.0,42.0
7706072.0,Pennsylvania,CA26,0.0,63.0,Male,0.71298915,Yes,Donald Trump,Strong Democrat,True,22.0,1.0,2021.0,1.0,28.0,37.0
6802769.0,Missouri,WI08,0.0,48.0,Male,1.0594727,Yes,Donald Trump,Strong Republican,True,27.0,10.0,2020.0,18.0,52.0,9.830501
7601643.5,Wisconsin,0,0.0,67.4595,Male,1.2809516,Yes,Donald Trump,Strong Republican,True,28.0,12.0,2020.0,7.516117,21.0,13.0
6508424.0,Texas,FL01,0.0,21.215235,Female,0.14408089,Yes,Not Asked,Independent,True,12.0,10.0,2020.0,13.0,34.0,12.0
5800436.5,Illinois,SC07,0.0,26.0,Female,1.1051265,No,Joe Biden,Independent,False,18.0,8.0,2020.0,3.0,59.0,59.0
7305790.0,Michigan,IL03,0.0,35.0,Male,4.769664,Yes,Joe Biden,Strong Democrat,True,10.0,12.0,2020.0,7.0,37.0,22.440266
5001356.0,California,NC10,0.0,41.0,Male,2.5811093,Yes,Joe Biden,Independent,True,16.0,6.0,2020.0,23.0,13.0,7.0
6605905.0,Texas,TN04,0.0,50.0,Female,0.07548188,Yes,Joe Biden,Strong Democrat,True,27.0,9.0,2020.0,5.0,58.0,59.0
6303760.0,Kansas,OH15,36081.0,21.0,Male,1.8168418,Yes,I would not vote,Lean Republican,True,29.0,9.0,2020.0,7.0,44.0,26.0
5303998.0,Washington,AR01,48201.0,36.0,Female,0.5899451,Yes,Donald Trump,Independent,True,31.0,7.0,2020.0,7.0,55.0,39.0
7107773.0,New Jersey,FL10,0.0,56.0,Male,0.8585633,Yes,Donald Trump,Strong Republican,True,27.0,12.0,2020.0,17.0,50.0,28.0
7301445.0,Ohio,ID02,0.0,53.0,Male,0.37873033,Yes,Joe Biden,Weak Democrat,True,22.0,11.0,2020.0,16.0,10.0,17.0
6400797.5,California,FL05,0.0,45.0,Female,2.5961099,Yes,Donald Trump,Strong Republican,True,11.0,10.0,2020.0,19.0,11.695318,47.0
7507481.5,Ohio,AZ07,0.0,19.06097,Male,0.7043857,Yes,Not Asked,Lean Republican,True,27.0,12.0,2020.0,21.0,0.0,31.0
5405463.0,Oregon,NV02,0.0,85.242874,Male,4.405009,Yes,I would not vote,Strong Republican,True,13.0,7.0,2020.0,8.0,1.0,49.0
4703357.5,Virginia,NC04,0.0,50.0,Male,0.6407293,No,0,Strong Republican,False,2.0,6.0,2020.0,5.0,31.0,28.0
7102392.5,New Jersey,IL03,0.0,76.0,Female,0.08251794,Yes,Joe Biden,Lean Republican,True,17.0,12.0,2020.0,16.0,44.0,55.12624
6003862.5,Iowa,WI04,0.0,25.0,Male,0.7433629,Yes,Donald Trump,Strong Republican,True,3.0,10.0,2020.0,5.0,33.0,33.0
6305425.0,California,KY02,0.0,31.0,Male,0.017738443,Yes,Not Asked,Independent,True,18.0,10.0,2020.0,15.0,59.0,12.0
6605081.5,California,OH11,0.0,33.0,Male,2.5289195,Yes,Not Asked,Strong Republican,True,16.0,10.0,2020.0,5.0,56.0,15.0
6808767.0,Illinois,AZ08,0.0,59.0,Female,3.1549077,Yes,Joe Biden,Weak Republican,True,19.0,10.0,2020.0,7.0,56.0,59.0
7000736.0,Texas,NY25,0.0,33.0,Male,0.57354665,Yes,Not Asked,Strong Republican,True,31.0,10.0,2020.0,16.0,34.0,22.0
4704611.5,Indiana,CA45,0.0,63.0,Male,0.2170593,Yes,0,Strong Republican,True,2.0,7.0,2020.0,11.0,22.0,10.0
5301188.0,Arizona,MD01,0.0,30.0,Female,0.15315172,No,Joe Biden,Strong Republican,False,14.0,7.0,2020.0,7.0,36.0,48.0
6403446.5,West Virginia,OH03,0.0,55.168198,Female,0.11616738,Yes,Joe Biden,Strong Democrat,True,29.0,9.0,2020.0,20.0,25.0,18.0
5908658.0,Tennessee,IN01,0.0,34.611885,Male,1.3945224,Yes,Donald Trump,Lean Republican,True,11.0,9.0,2020.0,17.0,42.0,23.0
5602634.0,Georgia,MN02,0.0,61.0,Male,0.19167241,Yes,I am not sure/don't know,Strong Republican,True,27.0,8.0,2020.0,16.0,12.0,40.0
4800262.0,Florida,CA31,0.0,31.0,Male,0.9773173,Yes,Someone else,Weak Democrat,True,17.0,6.0,2020.0,17.0,21.0,8.0
5104973.5,North Carolina,OR04,0.0,24.0,Female,0.601654,Yes,I am not eligible to vote,Lean Republican,True,6.0,7.0,2020.0,0.0,41.0,2.0
6007500.0,Virginia,NJ11,0.0,36.0,Male,0.09968442,Yes,Joe Biden,Independent,True,7.0,10.0,2020.0,16.0,59.0,1.0
5003013.0,New York,FL12,0.0,62.0,Male,0.80717796,Yes,Donald Trump,Lean Democrat,True,29.0,6.0,2020.0,2.0,59.0,9.0
6306498.0,South Carolina,CA35,0.0,51.0,Female,2.5005476,Yes,Not Asked,Independent,True,12.0,10.0,2020.0,8.0,59.0,55.0
4602703.0,Georgia,CA36,0.0,81.14556,Male,2.261213,Yes,Someone else,Weak Democrat,True,27.0,1.0,2020.0,0.0,15.0,48.0
4907901.5,Virginia,AZ07,0.0,31.0,Female,1.527156,Yes,I am not sure/don't know,Weak Democrat,True,30.0,6.0,2020.0,19.0,42.0,53.576637
5605199.0,New Mexico,IL05,0.0,50.0,Male,0.13546859,Yes,Donald Trump,Weak Democrat,True,7.0,8.0,2020.0,1.0,2.0,34.0
6200787.0,North Dakota,IL09,0.0,71.0,Female,0.08881062,Yes,Not Asked,Strong Republican,True,15.0,9.0,2020.0,3.0,13.0,19.0
6907706.0,Virginia,FL20,0.0,80.130264,Female,2.8666189,Yes,Donald Trump,Strong Republican,True,5.1028028,11.0,2020.0,15.0,30.0,3.0
7406937.5,Texas,0,0.0,36.0,Male,3.1179025,No,Not Asked,Independent,False,18.0,12.0,2020.0,17.0,29.0,12.0
6700569.0,Washington,GA01,0.0,63.0,Female,5.0000086,Yes,Not Asked,Strong Democrat,True,29.0,10.0,2020.0,20.0,10.0,42.0
6804760.0,Texas,GA05,0.0,33.0,Female,0.07704773,Yes,I am not sure/don't know,Weak Democrat,True,13.0,11.0,2020.0,18.0,15.0,57.0
6705055.0,Kentucky,OR05,0.0,68.0,Male,1.1418747,Yes,Donald Trump,Strong Republican,True,24.0,10.0,2020.0,10.0,25.0,50.0
7006573.0,Texas,KY06,0.0,36.0,Female,0.2834934,Yes,Joe Biden,Lean Democrat,True,15.0,11.0,2020.0,17.0,59.0,18.0
4705395.0,Arizona,IN09,0.0,68.76293,Female,1.599502,Yes,I am not sure/don't know,Weak Republican,True,3.0,7.0,2020.0,22.0,10.0,18.0
5101889.5,Georgia,0,0.0,76.0,Female,0.848165,Yes,Donald Trump,Strong Republican,True,22.0,7.0,2020.0,1.0,57.0,36.114326
6301690.0,Ohio,NC03,0.0,63.0,Male,0.10402708,Yes,I am not sure/don't know,Strong Democrat,True,12.0,10.0,2020.0,9.0,17.0,34.0
6005494.0,Pennsylvania,PA17,0.0,70.0,Female,0.43173566,Yes,I am not sure/don't know,Lean Republican,True,23.0,9.0,2020.0,1.0,31.0,10.0
6903321.0,Louisiana,GA12,0.0,23.0,Male,1.5567111,Yes,Not Asked,Weak Republican,True,22.0,10.0,2020.0,19.0,2.0,55.0
7102013.0,Pennsylvania,WA03,0.0,45.0,Male,0.99858534,Yes,Joe Biden,Lean Democrat,True,21.0,11.0,2020.0,10.0,54.0,20.0
6703443.5,Massachusetts,SC05,0.0,38.0,Male,2.1903725,Yes,Joe Biden,Strong Democrat,True,17.0,10.0,2020.0,14.0,41.0,27.0
7103994.5,Washington,VA02,0.0,19.0,Female,1.5806099,Yes,Joe Biden,Strong Republican,True,29.0,10.0,2020.0,18.0,2.0,21.0
7601454.5,California,OH01,0.0,27.0,Male,1.0880554,Yes,Donald Trump,Independent,True,26.0,12.0,2020.0,14.0,28.0,18.0
7403910.0,Michigan,CA39,0.0,63.0,Male,1.7062479,Yes,Joe Biden,Weak Democrat,True,15.0,12.0,2020.0,5.0,37.0,13.0
4706059.0,Minnesota,MD01,0.0,30.0,Female,5.0267296,Yes,I am not sure/don't know,Lean Democrat,True,15.0,6.0,2020.0,6.0,24.0,24.0
5101040.5,Wisconsin,MN08,0.0,35.0,Male,3.9821377,Yes,Donald Trump,Lean Republican,True,27.0,7.0,2020.0,22.0,50.0,51.0
7502440.5,California,TX11,0.0,66.0,Female,0.29094443,Yes,Donald Trump,Weak Republican,True,20.0,12.0,2020.0,12.0,9.0,36.0
5607970.0,Oregon,TX03,0.0,74.0,Female,0.2633649,Yes,Joe Biden,Strong Republican,True,14.0,8.0,2020.0,23.0,22.0,53.0
5206285.0,Washington,DE00,48201.0,38.0,Female,2.4226975,Yes,Donald Trump,Strong Democrat,True,24.0,7.0,2020.0,10.0,26.0,7.0
6105604.5,California,WI01,0.0,51.0,Female,1.3949221,Yes,Donald Trump,Independent,True,19.0,9.0,2020.0,1.0,7.0,57.0
4902839.5,Georgia,IN09,0.0,46.0,Male,0.05754117,Yes,Joe Biden,Strong Democrat,True,22.0,6.0,2020.0,9.0,51.0,30.0
4705847.0,Minnesota,0,0.0,28.0,Male,1.4194516,Yes,I am not sure/don't know,Strong Republican,True,29.0,6.0,2020.0,5.0,24.0,25.0
5102248.5,Illinois,WV02,0.0,50.0,Female,0.7456786,Yes,I am not sure/don't know,Lean Republican,True,9.0,7.0,2020.0,18.0,22.0,57.0
5401701.5,Ohio,OH11,0.0,40.0,Female,0.8809788,Yes,Joe Biden,Strong Democrat,True,20.0,8.0,2020.0,10.0,53.0,9.0
4905555.0,Delaware,FL13,0.0,39.0,Female,0.044144724,Yes,Donald Trump,Weak Republican,True,16.0,7.0,2020.0,0.0,56.0,35.0
6505369.0,Pennsylvania,0,0.0,45.0,Female,0.05071933,Yes,Not Asked,Lean Democrat,True,16.0,10.0,2020.0,7.0,11.808074,11.0
5606278.5,District of Columbia,TX11,0.0,25.0,Male,0.03607359,Yes,Joe Biden,Strong Democrat,True,20.0,8.0,2020.0,19.0,25.0,45.0
5304525.0,Alabama,FL12,0.0,72.0,Female,0.49756843,Yes,Joe Biden,Independent,True,3.0,8.0,2020.0,8.0,57.0,21.0
7505907.0,Illinois,NY06,0.0,66.0,Male,1.1045749,Yes,Donald Trump,Lean Republican,True,25.0,12.0,2020.0,2.0,8.0,30.0
7507377.5,Mississippi,OH01,0.0,59.0,Female,0.14612745,No,Joe Biden,Lean Democrat,False,21.0,12.0,2020.0,4.0,46.0,29.0
5407699.5,Georgia,PA01,0.0,41.0,Male,0.1884524,Yes,Donald Trump,Strong Republican,True,25.912128,7.0,2020.0,8.0,3.0,22.0
6607358.0,North Carolina,AL02,0.0,67.0,Female,4.805292,Yes,Donald Trump,Lean Republican,True,26.0,10.0,2020.0,22.0,14.0,21.0
5504055.5,California,MI09,0.0,26.0,Female,2.5405426,No,Joe Biden,Strong Democrat,False,21.0,7.0,2020.0,6.0,52.0,0.0
4704808.0,New York,NJ03,0.0,50.0,Female,0.97658336,Yes,Donald Trump,Strong Republican,True,11.0,6.0,2020.0,5.0,53.0,6.0
4622476.5,North Dakota,FL05,0.0,57.0,Male,0.124848366,No,Donald Trump,Strong Republican,False,3.0,6.0,2020.0,19.0,0.0,18.0
6200860.0,West Virginia,WI06,0.0,36.0,Female,0.00025373808,Yes,Donald Trump,Lean Republican,True,16.0,10.0,2020.0,13.0,59.0,33.0
7605307.0,Illinois,VA01,0.0,56.955997,Male,0.5823702,Yes,Donald Trump,Independent,True,27.0,12.0,2020.0,23.0,53.0,29.0
5206820.5,Alabama,NE01,0.0,31.0,Female,0.18063137,Yes,Not Asked,Strong Democrat,True,15.0,7.0,2020.0,4.0,6.0,25.0
5200787.5,New York,CA25,0.0,58.0,Male,0.7235412,Yes,Joe Biden,Strong Republican,True,2.0,7.0,2020.0,13.0,52.0,9.0
6804397.0,Texas,IN08,0.0,57.0,Male,0.76517534,Yes,Not Asked,Strong Republican,True,30.0,10.0,2020.0,23.0,28.0,46.0
5503625.5,Ohio,NC06,0.0,66.0,Female,1.5631256,Yes,Donald Trump,Strong Republican,True,28.0,7.0,2020.0,7.0,8.708085,22.0
6202692.5,Texas,NE02,0.0,53.0,Female,5.001771,Yes,Not Asked,Lean Republican,True,6.0,10.0,2020.0,11.0,55.0,31.0
5301135.5,Michigan,IN09,0.0,63.0,Female,0.19014077,Yes,Donald Trump,Strong Republican,True,3.0,8.0,2020.0,13.0,41.0,30.0
7007514.0,Nevada,IL13,0.0,31.0,Male,0.62085646,Yes,Joe Biden,Strong Democrat,True,26.0,10.0,2020.0,18.0,22.137548,7.0
7401054.0,New York,TX31,0.0,27.0,Female,1.4236999,Yes,Joe Biden,Strong Democrat,True,15.0,12.0,2020.0,19.0,10.33647,17.0
7106347.5,Virginia,VA02,0.0,47.0,Male,1.8024831,Yes,Donald Trump,Strong Republican,True,24.0,11.0,2020.0,22.0,53.709457,15.071479
7303399.0,Missouri,TN07,0.0,19.0,Male,0.056422338,Yes,Joe Biden,Weak Democrat,True,16.0,12.0,2020.0,18.0,56.73724,24.0
6402369.5,Oregon,CO07,0.0,57.0,Female,4.1646566,Yes,Joe Biden,Lean Democrat,True,17.209726,9.0,2020.0,17.0,35.41101,4.0
5003043.0,Tennessee,NY15,0.0,50.0,Male,0.8226381,Yes,Donald Trump,Independent,True,27.0,6.0,2020.0,15.0,28.0,14.0
4804562.5,California,OR03,0.0,59.0,Female,0.0823423,Yes,Donald Trump,Weak Republican,True,21.0,6.0,2020.0,11.0,33.0,31.0
7205679.0,Texas,OH13,0.0,35.0,Male,2.8398576,Yes,Joe Biden,Weak Democrat,True,21.0,12.0,2020.0,18.0,11.0,54.0
