duration,codec,width,height,bitrate,framerate,i,p,b,frames,i_size,p_size,size,o_codec,o_bitrate,o_framerate,o_width,o_height,utime
369.11,vp8,640,480,319091,25.02,76,9019,0,9105,742219,3356519,4098738,h264,242000,25.0,1920,1080,between 2.096 and 4.408
77.48,mpeg4,176,144,57582,12.0,24,1643,0,1667,80881,1031249,1112130,flv,5000000,29.97,320,240,between 4.408 and 10.433
111.9,h264,480,360,412554,29.0,90,5691,0,5781,689839,3102503,3792342,mpeg4,109000,25.0,1280,720,between 4.408 and 10.433
65.98,vp8,320,240,259335,25.04,100,7635,0,7743,1131912,3901601,5033513,h264,820000,12.0,1920,1080,less than 2.096
107.34,mpeg4,176,144,52247,12.0,27,1564,0,1593,72637,866689,939326,mpeg4,5000000,15.0,480,360,between 2.096 and 4.408
387.41,vp8,1280,720,1498955,29.93,106,12341,0,12446,3413940,64051304,67465244,flv,539000,24.0,640,480,between 4.408 and 10.433
402.53,h264,640,480,225115,25.01,80,9353,0,9433,759819,3583515,4343354,h264,109000,25.0,320,240,between 2.096 and 4.408
248.19,flv,320,240,265671,15.0,39,1000,0,1039,351199,1855048,2206247,vp8,820000,29.97,1920,1080,between 4.408 and 10.433
63.48,mpeg4,176,144,50921,12.0,18,794,0,813,46395,373521,419316,flv,5000000,25.0,320,240,between 2.096 and 4.408
425.72,vp8,1280,720,1500023,29.96,111,12839,0,12945,3512011,66219550,69721561,mpeg4,242000,25.0,1280,720,between 4.408 and 10.433
129.21,h264,480,360,410119,25.02,92,5881,0,5973,703131,3098139,3802270,flv,539000,12.0,640,480,between 2.096 and 4.408
297.13,flv,320,240,251409,25.05,109,6272,0,6343,912321,4103054,5214375,mpeg4,5000000,29.97,480,360,between 2.096 and 4.408
293.32,vp8,640,480,321823,25.02,75,8782,0,8864,678182,2976359,3657541,vp8,3000000,25.0,1920,1080,between 4.408 and 10.433
74.69,mpeg4,176,144,56337,12.0,22,833,0,856,51045,403305,454350,h264,820000,15.0,320,240,between 4.408 and 10.433
439.85,h264,1280,720,1543615,29.99,113,13258,0,13363,3645644,68624921,72270565,flv,109000,24.0,1280,720,between 4.408 and 10.433
392.19,vp8,640,480,324135,25.01,83,9219,0,9297,768432,3443218,4212650,mpeg4,242000,25.0,640,480,between 2.096 and 4.408
145.54,h264,320,240,249899,25.06,108,6106,0,6214,872180,3863402,4734582,vp8,5000000,12.0,320,240,less than 2.096
75.33,mpeg4,176,144,53542,12.0,25,1596,0,1617,75329,928305,1003634,flv,539000,29.97,1280,720,between 2.096 and 4.408
114.22,vp8,480,360,26903,30.04,32,3335,0,3368,638556,2324153,2963709,mpeg4,820000,25.0,1920,1080,between 4.408 and 10.433
387.35,h264,1280,720,1508431,29.89,105,12721,0,12826,3424219,64912113,68346332,flv,3000000,24.0,640,480,between 4.408 and 10.433
291.49,flv,320,240,265439,15.0,40,1042,0,1083,361411,1924162,2285573,h264,242000,25.0,480,360,less than 2.096
427.75,vp8,640,480,316675,25.01,79,8881,0,8969,703956,3144690,3849646,vp8,539000,29.97,1920,1080,between 2.096 and 4.408
144.24,mpeg4,176,144,51918,12.0,26,1522,0,1548,70038,819449,889487,mpeg4,5000000,15.0,320,240,between 4.408 and 10.433
74.17,h264,480,360,446593,29.0,95,5821,0,5906,716859,3207908,3924767,flv,820000,12.0,640,480,between 4.408 and 10.433
102.43,vp8,320,240,158439,25.03,85,7419,0,7503,1049303,3641005,4690318,mpeg4,242000,25.0,1920,1080,between 2.096 and 4.408
387.95,vp8,1280,720,1513259,29.92,107,12907,0,13012,3532122,67224654,70746776,h264,5000000,24.0,1280,720,between 4.408 and 10.433
394.19,h264,640,480,226325,25.01,81,9435,0,9502,760789,3591622,4353411,flv,539000,25.0,640,480,between 2.096 and 4.408
