sex,length,diameter,height,whole_weight,shucked_weight,cisvera_weight,shell_weight,rings
I,0.445,0.355,0.105,0.405,0.201,0.101,0.109,between 8.0 and 9.0
F,0.535,0.435,0.135,0.623,0.248,0.165,0.184,greater than 11.0
M,0.58,0.465,0.155,0.965,0.414,0.246,0.264,between 9.0 and 11.0
F,0.66,0.53,0.175,1.354,0.588,0.293,0.365,greater than 11.0
M,0.64,0.505,0.165,1.172,0.506,0.275,0.321,between 9.0 and 11.0
F,0.51,0.405,0.135,0.609,0.245,0.164,0.177,greater than 11.0
F,0.625,0.495,0.165,1.253,0.531,0.282,0.329,greater than 11.0
M,0.69,0.56,0.185,1.625,0.697,0.345,0.439,greater than 11.0
I,0.46,0.365,0.115,0.468,0.232,0.114,0.127,between 8.0 and 9.0
I,0.49,0.395,0.125,0.536,0.262,0.135,0.142,less than 8.0
M,0.575,0.465,0.15,0.815,0.355,0.231,0.235,between 9.0 and 11.0
F,0.665,0.53,0.175,1.529,0.665,0.329,0.418,greater than 11.0
F,0.56,0.445,0.145,0.781,0.313,0.204,0.237,greater than 11.0
I,0.41,0.325,0.095,0.333,0.176,0.086,0.092,less than 8.0
I,0.485,0.39,0.125,0.589,0.294,0.149,0.151,less than 8.0
M,0.645,0.515,0.175,1.479,0.627,0.313,0.373,greater than 11.0
M,0.59,0.475,0.165,1.062,0.456,0.274,0.294,greater than 11.0
M,0.535,0.435,0.14,0.699,0.289,0.206,0.206,between 9.0 and 11.0
F,0.655,0.53,0.18,1.586,0.687,0.336,0.423,greater than 11.0
M,0.575,0.465,0.155,0.885,0.375,0.241,0.252,between 9.0 and 11.0
F,0.61,0.485,0.16,1.083,0.463,0.258,0.305,greater than 11.0
I,0.36,0.285,0.085,0.245,0.132,0.065,0.076,less than 8.0
I,0.445,0.355,0.105,0.411,0.205,0.103,0.114,less than 8.0
M,0.65,0.52,0.175,1.503,0.655,0.323,0.388,greater than 11.0
F,0.625,0.5,0.165,1.278,0.548,0.289,0.333,greater than 11.0
M,0.52,0.395,0.13,0.763,0.319,0.151,0.227,between 9.0 and 11.0
F,0.66,0.505,0.19,1.439,0.618,0.323,0.37,greater than 11.0
I,0.46,0.34,0.115,0.498,0.225,0.108,0.164,between 8.0 and 9.0
F,0.575,0.435,0.145,0.857,0.365,0.196,0.266,greater than 11.0
M,0.485,0.37,0.12,0.555,0.246,0.122,0.184,between 9.0 and 11.0
I,0.38,0.285,0.095,0.272,0.123,0.061,0.091,less than 8.0
F,0.625,0.475,0.165,1.142,0.493,0.251,0.321,greater than 11.0
M,0.55,0.415,0.135,0.792,0.342,0.173,0.246,between 9.0 and 11.0
I,0.42,0.315,0.105,0.355,0.163,0.079,0.108,less than 8.0
F,0.705,0.54,0.195,1.601,0.697,0.353,0.403,greater than 11.0
M,0.5,0.385,0.125,0.648,0.283,0.141,0.209,between 9.0 and 11.0
I,0.365,0.27,0.085,0.233,0.104,0.052,0.074,less than 8.0
F,0.59,0.455,0.155,1.032,0.445,0.226,0.292,greater than 11.0
M,0.525,0.405,0.13,0.727,0.319,0.158,0.224,between 9.0 and 11.0
I,0.475,0.355,0.115,0.505,0.225,0.112,0.159,between 8.0 and 9.0
F,0.655,0.505,0.175,1.364,0.588,0.298,0.346,greater than 11.0
M,0.58,0.445,0.145,0.929,0.404,0.203,0.282,between 9.0 and 11.0
I,0.32,0.235,0.075,0.186,0.083,0.041,0.055,less than 8.0
F,0.63,0.485,0.165,1.192,0.52,0.264,0.324,greater than 11.0
M,0.51,0.395,0.13,0.694,0.304,0.152,0.221,between 9.0 and 11.0
I,0.435,0.325,0.105,0.373,0.169,0.083,0.112,between 8.0 and 9.0
F,0.68,0.53,0.185,1.509,0.655,0.332,0.373,greater than 11.0
M,0.56,0.43,0.14,0.846,0.372,0.186,0.259,between 9.0 and 11.0
I,0.4,0.29,0.095,0.293,0.133,0.064,0.092,less than 8.0
F,0.61,0.47,0.155,1.088,0.472,0.241,0.303,greater than 11.0
M,0.535,0.415,0.135,0.785,0.344,0.173,0.238,between 9.0 and 11.0
I,0.485,0.365,0.115,0.512,0.228,0.114,0.157,between 8.0 and 9.0
F,0.66,0.515,0.175,1.383,0.603,0.308,0.354,greater than 11.0
M,0.59,0.455,0.145,0.954,0.419,0.212,0.289,between 9.0 and 11.0
I,0.355,0.26,0.08,0.227,0.099,0.048,0.066,less than 8.0
F,0.635,0.49,0.16,1.217,0.529,0.269,0.329,greater than 11.0
M,0.52,0.405,0.13,0.721,0.316,0.158,0.226,between 9.0 and 11.0
I,0.46,0.345,0.11,0.402,0.183,0.091,0.123,between 8.0 and 9.0
F,0.665,0.52,0.17,1.456,0.636,0.324,0.381,greater than 11.0
M,0.57,0.445,0.145,0.914,0.403,0.203,0.278,between 9.0 and 11.0
I,0.425,0.315,0.105,0.359,0.163,0.079,0.106,less than 8.0
F,0.625,0.48,0.155,1.142,0.496,0.253,0.313,greater than 11.0
M,0.555,0.435,0.14,0.837,0.373,0.187,0.253,between 9.0 and 11.0
I,0.505,0.38,0.12,0.546,0.244,0.119,0.165,between 8.0 and 9.0
F,0.685,0.535,0.185,1.524,0.671,0.342,0.392,greater than 11.0
M,0.59,0.465,0.15,0.986,0.435,0.221,0.297,between 9.0 and 11.0
I,0.39,0.285,0.095,0.287,0.128,0.061,0.092,less than 8.0
F,0.655,0.51,0.165,1.365,0.595,0.304,0.348,greater than 11.0
M,0.56,0.445,0.145,0.901,0.413,0.212,0.281,between 9.0 and 11.0
I,0.485,0.365,0.115,0.521,0.233,0.114,0.159,between 8.0 and 9.0
F,0.69,0.545,0.19,1.605,0.711,0.365,0.414,greater than 11.0
M,0.58,0.46,0.15,0.957,0.429,0.219,0.292,between 9.0 and 11.0
I,0.41,0.305,0.095,0.308,0.14,0.068,0.095,less than 8.0
F,0.66,0.52,0.175,1.456,0.646,0.331,0.373,greater than 11.0
M,0.575,0.455,0.145,0.895,0.401,0.206,0.278,between 9.0 and 11.0
I,0.48,0.36,0.115,0.492,0.219,0.109,0.154,between 8.0 and 9.0
F,0.695,0.555,0.195,1.666,0.744,0.379,0.429,greater than 11.0
M,0.595,0.475,0.155,1.031,0.463,0.238,0.306,between 9.0 and 11.0
I,0.45,0.335,0.105,0.386,0.176,0.086,0.118,less than 8.0
F,0.675,0.535,0.185,1.529,0.687,0.351,0.395,greater than 11.0
M,0.59,0.47,0.155,1.011,0.456,0.235,0.299,between 9.0 and 11.0
I,0.52,0.395,0.12,0.564,0.253,0.124,0.169,between 8.0 and 9.0
F,0.715,0.57,0.205,1.732,0.778,0.403,0.451,greater than 11.0
M,0.61,0.495,0.165,1.108,0.496,0.258,0.323,between 9.0 and 11.0
I,0.49,0.365,0.115,0.538,0.241,0.118,0.163,less than 8.0
F,0.69,0.55,0.195,1.615,0.725,0.373,0.419,greater than 11.0
M,0.6,0.485,0.16,1.058,0.479,0.252,0.313,between 9.0 and 11.0
I,0.55,0.415,0.135,0.625,0.281,0.142,0.191,between 8.0 and 9.0
F,0.74,0.585,0.215,1.857,0.837,0.436,0.48,greater than 11.0
M,0.635,0.525,0.175,1.248,0.574,0.305,0.357,between 9.0 and 11.0
I,0.54,0.405,0.125,0.609,0.274,0.135,0.185,greater than 11.0
