sex,length,diameter,height,whole_weight,shucked_weight,cisvera_weight,shell_weight,rings
F,0.605,0.455,0.145,0.9775,0.468,0.1775,0.275,between 9.0 and 11.0
I,0.48,0.355,0.115,0.5785,0.25,0.106,0.184,between 8.0 and 9.0
I,0.315,0.235,0.055,0.151,0.065,0.027,0.039,less than 8.0
F,0.58,0.44,0.175,1.073,0.4005,0.2345,0.335,greater than 11.0
M,0.45,0.36,0.16,0.567,0.174,0.1245,0.225,greater than 11.0
F,0.6,0.475,0.17,1.088,0.4905,0.2475,0.31,between 9.0 and 11.0
F,0.63,0.475,0.15,1.172,0.536,0.254,0.316,greater than 11.0
M,0.385,0.305,0.09,0.2775,0.109,0.0515,0.1,between 9.0 and 11.0
F,0.68,0.5,0.185,1.741,0.7665,0.3255,0.4685,greater than 11.0
I,0.4,0.3,0.115,0.318,0.1335,0.0725,0.0935,less than 8.0
F,0.65,0.515,0.215,1.498,0.564,0.323,0.425,greater than 11.0
M,0.555,0.44,0.15,1.092,0.416,0.212,0.4405,greater than 11.0
F,0.605,0.46,0.17,1.122,0.347,0.3045,0.315,greater than 11.0
I,0.495,0.37,0.125,0.4775,0.185,0.0705,0.169,greater than 11.0
M,0.53,0.415,0.14,0.724,0.3105,0.1675,0.205,between 9.0 and 11.0
F,0.53,0.44,0.135,0.7835,0.313,0.1715,0.2185,between 9.0 and 11.0
F,0.695,0.56,0.22,1.834,0.8455,0.422,0.455,greater than 11.0
F,0.55,0.43,0.155,0.785,0.289,0.227,0.233,greater than 11.0
M,0.615,0.48,0.18,1.1595,0.4845,0.2165,0.325,greater than 11.0
M,0.64,0.495,0.17,1.139,0.5395,0.282,0.285,between 9.0 and 11.0
M,0.62,0.465,0.19,1.3415,0.5705,0.3175,0.355,greater than 11.0
I,0.58,0.425,0.145,0.83,0.379,0.1605,0.2575,greater than 11.0
M,0.625,0.5,0.14,1.096,0.5445,0.2165,0.295,between 9.0 and 11.0
F,0.7,0.54,0.215,1.978,0.6675,0.3125,0.71,greater than 11.0
M,0.535,0.44,0.15,0.6765,0.256,0.139,0.26,greater than 11.0
F,0.64,0.5,0.17,1.2645,0.565,0.3375,0.315,between 9.0 and 11.0
M,0.555,0.41,0.125,0.599,0.2345,0.1465,0.194,between 8.0 and 9.0
M,0.485,0.37,0.13,0.526,0.2485,0.105,0.1555,less than 8.0
M,0.44,0.35,0.14,0.451,0.171,0.0705,0.184,greater than 11.0
F,0.575,0.465,0.14,0.958,0.442,0.1815,0.2705,between 9.0 and 11.0
M,0.61,0.5,0.24,1.642,0.532,0.3345,0.69,greater than 11.0
F,0.36,0.27,0.09,0.1885,0.0845,0.0385,0.055,less than 8.0
F,0.695,0.535,0.175,1.361,0.5465,0.2815,0.465,between 9.0 and 11.0
I,0.525,0.38,0.135,0.615,0.261,0.159,0.175,between 8.0 and 9.0
I,0.485,0.365,0.105,0.5205,0.195,0.123,0.182,between 8.0 and 9.0
M,0.6,0.475,0.15,1.089,0.5195,0.223,0.292,greater than 11.0
I,0.25,0.175,0.06,0.0635,0.0275,0.008,0.02,less than 8.0
I,0.32,0.215,0.095,0.305,0.14,0.067,0.0885,less than 8.0
M,0.615,0.53,0.17,1.12,0.5775,0.2095,0.286,between 9.0 and 11.0
M,0.61,0.475,0.175,1.024,0.409,0.261,0.322,between 9.0 and 11.0
M,0.62,0.48,0.15,1.266,0.6285,0.2575,0.309,greater than 11.0
M,0.465,0.365,0.12,0.5835,0.292,0.123,0.182,between 9.0 and 11.0
F,0.67,0.52,0.185,1.433,0.6195,0.3175,0.4235,greater than 11.0
I,0.42,0.33,0.095,0.3495,0.1585,0.0735,0.1085,less than 8.0
F,0.61,0.475,0.16,1.077,0.494,0.2355,0.293,greater than 11.0
M,0.55,0.435,0.135,0.815,0.3545,0.1615,0.2285,between 8.0 and 9.0
