relative_compactness,surface_area,wall_area,roof_area,overall_height,orientation,glazing_area,glazing_area_distribution,heating_load
0.81,621.5,299.5,162.5,6.0,5,0.35,2,between 18.95 and 31.6675
0.88,603.5,283.5,147.5,6.5,4,0.25,4,greater than 31.6675
0.85,607.0,289.0,152.5,6.0,3,0.25,1,between 18.95 and 31.6675
0.76,692.0,316.0,202.5,6.0,4,0.4,5,less than 12.9925
0.73,710.5,323.5,207.0,5.5,4,0.4,3,between 12.9925 and 18.95
0.87,609.0,291.0,147.0,6.5,2,0.2,2,between 18.95 and 31.6675
0.82,617.0,296.0,157.0,6.0,5,0.3,1,between 18.95 and 31.6675
0.78,683.0,311.0,187.0,6.0,4,0.35,5,greater than 31.6675
0.84,610.0,293.0,152.0,6.0,3,0.25,5,less than 12.9925
0.79,656.0,305.0,182.0,6.0,5,0.3,2,between 18.95 and 31.6675
0.86,604.5,287.5,147.0,6.0,2,0.25,4,greater than 31.6675
0.81,623.5,300.5,162.5,6.0,4,0.35,1,between 18.95 and 31.6675
0.72,704.0,320.0,202.0,5.5,4,0.4,5,between 12.9925 and 18.95
0.88,601.0,282.0,137.0,6.5,3,0.2,1,between 18.95 and 31.6675
0.87,608.5,289.5,147.5,6.0,5,0.35,2,less than 12.9925
0.83,621.0,297.0,157.0,6.0,2,0.25,3,between 18.95 and 31.6675
0.74,696.5,316.5,202.5,6.0,4,0.4,4,between 12.9925 and 18.95
0.85,614.5,292.5,152.5,6.0,4,0.25,5,greater than 31.6675
0.76,698.0,319.0,205.0,5.5,4,0.4,3,less than 12.9925
0.82,616.0,294.0,157.0,6.0,5,0.3,1,between 18.95 and 31.6675
0.78,684.0,313.0,192.0,6.0,4,0.35,5,between 18.95 and 31.6675
0.79,661.0,307.0,185.0,6.0,5,0.3,2,greater than 31.6675
0.88,604.0,284.0,142.0,6.5,3,0.2,2,between 18.95 and 31.6675
0.87,611.0,291.0,150.0,6.0,2,0.25,4,less than 12.9925
0.85,609.5,290.5,152.0,6.0,5,0.35,1,between 18.95 and 31.6675
0.73,709.5,324.5,210.0,5.5,4,0.4,5,between 12.9925 and 18.95
0.84,613.5,292.5,157.5,6.0,4,0.25,5,greater than 31.6675
0.81,620.5,298.5,160.0,6.0,3,0.25,3,less than 12.9925
0.76,699.0,318.0,204.0,6.0,4,0.4,4,between 12.9925 and 18.95
0.78,682.0,312.0,191.0,6.0,5,0.35,5,greater than 31.6675
0.88,606.0,286.0,145.0,6.5,2,0.2,1,between 18.95 and 31.6675
0.79,659.0,305.0,183.0,6.0,5,0.3,2,between 18.95 and 31.6675
0.87,607.5,288.5,148.0,6.0,4,0.25,4,less than 12.9925
0.85,610.0,291.0,153.0,6.0,3,0.25,5,between 18.95 and 31.6675
0.74,708.5,325.5,212.0,5.5,4,0.4,3,between 12.9925 and 18.95
0.82,619.5,297.5,161.0,6.0,5,0.35,2,between 18.95 and 31.6675
0.77,693.0,316.0,199.0,6.0,4,0.4,5,greater than 31.6675
0.81,624.0,300.0,164.0,6.0,2,0.25,3,less than 12.9925
0.78,679.0,310.0,189.0,6.0,5,0.35,5,between 18.95 and 31.6675
0.84,611.0,292.0,154.0,6.0,4,0.25,5,greater than 31.6675
0.88,600.0,283.0,141.0,6.5,3,0.2,1,between 18.95 and 31.6675
0.86,606.0,287.0,146.0,6.0,5,0.35,2,less than 12.9925
0.79,663.0,306.0,184.0,6.0,5,0.3,1,between 18.95 and 31.6675
0.87,609.0,290.0,151.0,6.0,2,0.25,4,between 18.95 and 31.6675
0.82,619.0,297.0,160.0,6.0,4,0.35,3,greater than 31.6675
0.76,700.0,318.0,204.0,6.0,4,0.4,5,between 12.9925 and 18.95
0.73,712.0,324.0,208.0,5.5,4,0.4,4,less than 12.9925
0.85,612.0,292.0,155.0,6.0,3,0.25,5,between 18.95 and 31.6675
0.84,609.5,291.5,153.5,6.0,5,0.35,2,greater than 31.6675
0.75,679.5,301.5,189.75,7.0,3,0.2,2,between 18.95 and 31.6675
0.81,629.25,312.0,161.25,7.0,4,0.15,5,less than 12.9925
0.67,751.75,331.5,209.25,3.5,5,0.3,1,between 12.9925 and 18.95
0.73,699.0,278.25,198.0,7.0,2,0.25,3,greater than 31.6675
0.83,605.25,323.25,140.25,7.0,3,0.2,4,between 18.95 and 31.6675
0.79,647.75,300.0,184.5,3.5,4,0.3,2,less than 12.9925
0.96,551.25,308.25,120.75,7.0,5,0.1,1,greater than 31.6675
0.85,591.75,315.0,135.0,7.0,2,0.25,5,between 18.95 and 31.6675
0.78,655.5,329.25,202.5,3.5,3,0.2,4,between 12.9925 and 18.95
0.7,719.25,280.5,211.5,3.5,5,0.3,3,less than 12.9925
0.77,671.25,303.75,192.0,7.0,4,0.15,2,less than 12.9925
0.69,739.5,289.5,216.0,3.5,4,0.25,1,between 12.9925 and 18.95
0.94,567.75,313.5,114.75,7.0,3,0.2,5,greater than 31.6675
0.65,771.0,335.25,204.0,3.5,2,0.3,2,between 18.95 and 31.6675
0.88,609.0,322.5,141.75,7.0,5,0.1,4,between 18.95 and 31.6675
0.72,707.25,286.25,200.25,3.5,3,0.25,3,less than 12.9925
0.97,544.5,309.0,117.0,7.0,4,0.15,1,greater than 31.6675
0.87,615.75,324.75,144.0,7.0,2,0.25,5,between 18.95 and 31.6675
0.74,693.0,296.5,195.0,3.5,4,0.3,2,less than 12.9925
0.91,582.0,317.25,129.0,7.0,3,0.2,4,between 18.95 and 31.6675
0.82,626.25,319.5,151.5,7.0,5,0.1,3,greater than 31.6675
0.93,574.5,314.25,123.0,7.0,2,0.25,1,greater than 31.6675
0.98,537.0,307.5,108.0,7.0,4,0.15,5,between 18.95 and 31.6675
0.68,748.5,333.75,207.0,3.5,5,0.3,2,less than 12.9925
0.86,621.0,327.0,148.5,7.0,3,0.2,4,between 18.95 and 31.6675
0.95,558.75,311.25,118.5,7.0,5,0.1,1,greater than 31.6675
