relative_compactness,surface_area,wall_area,roof_area,overall_height,orientation,glazing_area,glazing_area_distribution,heating_load
0.92,541.88,286.53,109.38,7.0,5.0,0.11,3.0,greater than 31.6675
0.75,689.69,281.88,219.44,3.5,3.0,0.26,5.0,less than 12.9925
0.66,758.44,326.56,227.19,3.5,2.0,0.3,4.0,between 12.9925 and 18.95
0.84,609.38,303.13,139.44,7.0,5.0,0.19,2.0,between 18.95 and 31.6675
0.77,652.5,294.69,134.38,7.0,3.0,0.21,1.0,greater than 31.6675
0.96,522.5,281.25,104.69,7.0,4.0,0.13,5.0,greater than 31.6675
0.73,698.13,275.94,215.56,3.5,4.0,0.29,5.0,less than 12.9925
0.88,585.63,300.31,126.88,7.0,2.0,0.18,4.0,greater than 31.6675
0.83,615.63,310.19,144.53,7.0,4.0,0.22,3.0,between 18.95 and 31.6675
0.91,550.31,288.28,112.5,7.0,5.0,0.14,1.0,greater than 31.6675
0.98,515.63,280.56,102.81,7.0,3.0,0.12,5.0,greater than 31.6675
0.72,703.75,274.38,212.19,3.5,4.0,0.28,2.0,less than 12.9925
0.79,636.25,306.25,140.63,7.0,5.0,0.17,4.0,between 18.95 and 31.6675
0.65,764.38,330.31,229.38,3.5,2.0,0.32,5.0,between 12.9925 and 18.95
0.85,602.19,298.75,128.44,7.0,3.0,0.2,5.0,greater than 31.6675
0.76,661.88,293.44,132.81,7.0,4.0,0.23,1.0,greater than 31.6675
0.94,531.25,283.13,105.62,7.0,4.0,0.11,3.0,greater than 31.6675
0.7,711.88,272.81,214.38,3.5,4.0,0.27,5.0,less than 12.9925
0.87,593.75,301.25,125.31,7.0,2.0,0.19,2.0,greater than 31.6675
0.82,617.19,308.59,143.75,7.0,5.0,0.24,4.0,between 18.95 and 31.6675
0.89,577.81,295.31,124.53,7.0,3.0,0.17,5.0,greater than 31.6675
0.78,647.81,291.25,131.25,7.0,4.0,0.22,1.0,greater than 31.6675
0.97,518.75,279.38,103.44,7.0,5.0,0.13,5.0,greater than 31.6675
0.74,693.44,284.69,219.06,3.5,2.0,0.26,5.0,less than 12.9925
0.68,751.88,323.44,224.81,3.5,4.0,0.3,4.0,between 12.9925 and 18.95
0.93,537.5,285.63,108.75,7.0,4.0,0.12,3.0,greater than 31.6675
0.81,624.38,309.38,142.19,7.0,5.0,0.23,2.0,between 18.95 and 31.6675
0.95,526.88,284.38,105.31,7.0,2.0,0.1,1.0,greater than 31.6675
0.96,519.38,281.25,103.75,7.0,5.0,0.12,5.0,greater than 31.6675
0.92,542.5,287.5,110.31,7.0,3.0,0.14,4.0,greater than 31.6675
0.77,651.0,309.0,140.0,7.0,3.0,0.25,2.0,greater than 31.6675
0.83,679.5,279.5,210.5,3.5,5.0,0.1,4.0,less than 12.9925
0.65,819.5,379.5,225.5,3.5,4.0,0.4,3.0,less than 12.9925
0.72,748.0,304.0,222.0,3.5,3.0,0.25,5.0,less than 12.9925
0.78,673.5,422.5,125.0,7.0,2.0,0.1,3.0,greater than 31.6675
0.92,575.5,322.5,125.0,7.0,5.0,0.1,2.0,between 18.95 and 31.6675
0.88,601.0,306.0,150.0,7.0,4.0,0.4,4.0,greater than 31.6675
0.99,526.5,306.0,115.25,7.0,3.0,0.1,5.0,between 18.95 and 31.6675
0.88,601.0,306.0,150.0,7.0,2.0,0.1,1.0,between 18.95 and 31.6675
0.76,699.0,257.0,223.5,3.5,5.0,0.25,3.0,less than 12.9925
0.76,699.0,257.0,223.5,3.5,4.0,0.4,5.0,between 12.9925 and 18.95
0.66,797.0,355.0,223.5,3.5,4.0,0.25,2.0,between 12.9925 and 18.95
0.92,575.5,322.5,125.0,7.0,2.0,0.25,4.0,greater than 31.6675
0.99,526.5,306.0,115.25,7.0,5.0,0.4,3.0,greater than 31.6675
0.99,526.5,306.0,115.25,7.0,3.0,0.0,1.0,between 12.9925 and 18.95
0.79,650.0,355.0,150.0,7.0,4.0,0.25,2.0,greater than 31.6675
0.66,797.0,355.0,223.5,3.5,5.0,0.4,5.0,between 18.95 and 31.6675
0.88,601.0,306.0,150.0,7.0,3.0,0.25,3.0,between 18.95 and 31.6675
0.76,699.0,257.0,223.5,3.5,2.0,0.4,2.0,between 12.9925 and 18.95
0.84,625.5,322.5,150.0,7.0,5.0,0.4,5.0,between 18.95 and 31.6675
0.81,659.0,355.0,150.0,7.0,4.0,0.4,1.0,between 18.95 and 31.6675
0.79,650.0,355.0,150.0,7.0,2.0,0.4,3.0,greater than 31.6675
0.99,526.5,306.0,115.25,7.0,4.0,0.4,2.0,greater than 31.6675
0.92,575.5,322.5,125.0,7.0,3.0,0.25,1.0,greater than 31.6675
0.88,601.0,306.0,150.0,7.0,5.0,0.25,4.0,between 18.95 and 31.6675
0.78,673.5,422.5,125.0,7.0,3.0,0.1,5.0,greater than 31.6675
0.64,821.5,379.5,223.5,3.5,5.0,0.0,1.0,less than 12.9925
0.73,714.5,281.5,223.5,3.5,2.0,0.1,2.0,less than 12.9925
0.64,821.5,379.5,223.5,3.5,4.0,0.4,4.0,between 12.9925 and 18.95
0.64,821.5,379.5,223.5,3.5,3.0,0.1,3.0,between 12.9925 and 18.95
0.84,625.5,322.5,150.0,7.0,2.0,0.25,2.0,between 18.95 and 31.6675
0.76,699.0,257.0,223.5,3.5,5.0,0.4,3.0,between 12.9925 and 18.95
0.76,699.0,257.0,223.5,3.5,3.0,0.4,1.0,between 12.9925 and 18.95
0.78,673.5,422.5,125.0,7.0,5.0,0.4,3.0,greater than 31.6675
0.78,673.5,422.5,125.0,7.0,2.0,0.25,1.0,greater than 31.6675
0.64,821.5,379.5,223.5,3.5,2.0,0.1,4.0,less than 12.9925
0.71,726.0,281.5,223.5,3.5,4.0,0.25,3.0,less than 12.9925
0.73,714.5,281.5,223.5,3.5,5.0,0.25,5.0,less than 12.9925
0.76,699.0,257.0,223.5,3.5,2.0,0.4,4.0,between 12.9925 and 18.95
0.81,659.0,355.0,150.0,7.0,4.0,0.4,2.0,greater than 31.6675
0.67,776.0,322.5,223.5,3.5,5.0,0.25,1.0,less than 12.9925
0.66,797.0,355.0,223.5,3.5,2.0,0.4,3.0,between 12.9925 and 18.95
0.65,821.5,379.5,223.5,3.5,4.0,0.4,5.0,between 12.9925 and 18.95
0.76,699.0,257.0,223.5,3.5,3.0,0.1,3.0,less than 12.9925
0.64,821.5,379.5,223.5,3.5,5.0,0.0,2.0,less than 12.9925
0.84,625.5,322.5,150.0,7.0,4.0,0.25,1.0,between 12.9925 and 18.95
0.79,650.0,355.0,150.0,7.0,2.0,0.25,4.0,greater than 31.6675
0.71,726.0,281.5,223.5,3.5,4.0,0.1,1.0,less than 12.9925
0.88,601.0,306.0,150.0,7.0,5.0,0.1,2.0,between 18.95 and 31.6675
0.92,575.5,322.5,125.0,7.0,3.0,0.25,5.0,greater than 31.6675
0.64,821.5,379.5,223.5,3.5,3.0,0.1,1.0,less than 12.9925
0.73,714.5,281.5,223.5,3.5,2.0,0.25,3.0,less than 12.9925
0.78,673.5,422.5,125.0,7.0,5.0,0.25,1.0,greater than 31.6675
0.68,783.5,322.5,223.5,3.5,5.0,0.4,4.0,less than 12.9925
0.67,776.0,322.5,223.5,3.5,2.0,0.4,2.0,between 12.9925 and 18.95
0.73,714.5,281.5,223.5,3.5,3.0,0.4,2.0,less than 12.9925
0.81,659.0,355.0,150.0,7.0,3.0,0.4,1.0,greater than 31.6675
0.99,526.5,306.0,115.25,7.0,4.0,0.4,5.0,greater than 31.6675
0.88,601.0,306.0,150.0,7.0,5.0,0.25,4.0,between 18.95 and 31.6675
0.64,821.5,379.5,223.5,3.5,2.0,0.25,2.0,between 12.9925 and 18.95
0.68,783.5,322.5,223.5,3.5,5.0,0.25,5.0,less than 12.9925
0.66,797.0,355.0,223.5,3.5,3.0,0.4,4.0,between 12.9925 and 18.95
0.76,699.0,257.0,223.5,3.5,2.0,0.1,5.0,less than 12.9925
0.64,821.5,379.5,223.5,3.5,5.0,0.0,3.0,less than 12.9925
0.82,629.5,322.5,150.0,7.0,2.0,0.0,1.0,between 12.9925 and 18.95
0.77,678.2,305.1,135.6,6.1,3.8,0.29,2.4,between 18.95 and 31.6675
0.83,621.9,332.9,128.1,6.9,4.2,0.22,3.1,greater than 31.6675
