education,experience,ethnicity,smsa,region,parttime,wage
8,39.0,cauc,yes,northeast,no,between 522.32 and 783.48
13,21.0,cauc,yes,west,no,between 308.64 and 522.32
12,6.0,cauc,yes,south,no,less than 308.64
18,32.0,afam,yes,south,no,between 522.32 and 783.48
10,15.0,cauc,yes,northeast,no,less than 308.64,
14,19.0,cauc,yes,west,no,between 308.64 and 522.32
15,28.0,cauc,yes,midwest,no,between 522.32 and 783.48
11,12.0,cauc,yes,south,no,between 308.64 and 522.32
17,29.0,cauc,yes,northeast,no,greater than 783.48
16,23.0,afam,yes,west,no,between 522.32 and 783.48
13,20.0,cauc,yes,south,no,between 308.64 and 522.32
9,14.0,cauc,yes,midwest,no,less than 308.64
10,11.0,cauc,yes,northeast,no,between 308.64 and 522.32
12,17.0,cauc,yes,west,no,between 522.32 and 783.48
15,27.0,cauc,yes,south,no,greater than 783.48
14,25.0,afam,yes,south,no,between 522.32 and 783.48
11,18.0,cauc,yes,northeast,no,between 308.64 and 522.32
18,30.0,cauc,yes,west,no,between 522.32 and 783.48
13,22.0,cauc,yes,midwest,no,between 308.64 and 522.32
16,24.0,cauc,yes,south,no,greater than 783.48
