city,area,rooms,bathroom,parking_spaces,floor,animal,furniture,hoa,total
Campinas,90.0,2,1,1,6,accept,not furnished,440.0,between 2061.75 and 3581.5
Sao Paulo,125.0,2,2,1,7,accept,not furnished,920.0,between 3581.5 and 6768.0
Sao Paulo,205.0,4,4,3,11,accept,not furnished,4000.0,greater than 6768.0
Belo Horizonte,240.0,5,4,3,0,accept,not furnished,0.0,greater than 6768.0
Sao Paulo,155.0,3,2,1,6,accept,furnished,1800.0,between 3581.5 and 6768.0
Sao Paulo,75.0,2,1,0,5,accept,not furnished,380.0,between 2061.75 and 3581.5
Sao Paulo,165.0,3,3,2,9,accept,not furnished,2600.0,greater than 6768.0
Porto Alegre,60.0,1,1,0,2,accept,furnished,220.0,less than 2061.75
Sao Paulo,190.0,3,3,2,7,accept,not furnished,2800.0,greater than 6768.0
Rio de Janeiro,85.0,2,2,1,9,accept,not furnished,1300.0,between 3581.5 and 6768.0
Sao Paulo,140.0,3,2,1,8,accept,not furnished,1600.0,between 3581.5 and 6768.0
Sao Paulo,210.0,4,4,3,10,accept,not furnished,3800.0,greater than 6768.0
Sao Paulo,95.0,2,1,1,6,accept,not furnished,480.0,between 2061.75 and 3581.5
Porto Alegre,75.0,2,1,1,4,accept,not furnished,360.0,between 2061.75 and 3581.5
Sao Paulo,180.0,3,3,2,8,accept,not furnished,2600.0,greater than 6768.0
Sao Paulo,85.0,2,1,0,5,accept,not furnished,380.0,between 2061.75 and 3581.5
Sao Paulo,118.0,3,2,1,5,accept,not furnished,1100.0,between 3581.5 and 6768.0
Porto Alegre,67.0,2,1,1,3,accept,furnished,420.0,less than 2061.75
Rio de Janeiro,240.0,4,3,2,9,not accept,not furnished,2800.0,greater than 6768.0
Campinas,190.0,3,2,2,6,accept,not furnished,1600.0,between 3581.5 and 6768.0
Sao Paulo,85.0,2,1,1,4,accept,not furnished,900.0,between 2061.75 and 3581.5
Belo Horizonte,220.0,4,3,3,1,accept,furnished,2000.0,greater than 6768.0
Sao Paulo,39.0,1,1,0,2,not accept,not furnished,300.0,less than 2061.75
Porto Alegre,290.0,5,4,3,0,accept,not furnished,0.0,between 3581.5 and 6768.0
Sao Paulo,148.0,3,2,2,8,accept,furnished,1400.0,between 3581.5 and 6768.0
Rio de Janeiro,110.0,3,2,1,7,accept,not furnished,1300.0,between 3581.5 and 6768.0
