city,area,rooms,bathroom,parking_spaces,floor,animal,furniture,hoa,total
Porto Alegre,360.0,3,4,3,5,accept,furnished,4000.0,greater than 6768.0
Sao Paulo,180.0,3,3,2,7,accept,not furnished,3000.0,greater than 6768.0
Sao Paulo,290.0,4,4,4,10,accept,furnished,4500.0,greater than 6768.0
Sao Paulo,110.0,3,3,3,1,accept,not furnished,900.0,between 3581.5 and 6768.0
Belo Horizonte,130.0,3,3,3,7,accept,not furnished,1200.0,between 3581.5 and 6768.0
Sao Paulo,210.0,4,4,4,9,accept,not furnished,2800.0,greater than 6768.0
Porto Alegre,90.0,2,2,2,4,accept,furnished,600.0,between 2061.75 and 3581.5
Sao Paulo,260.0,4,5,5,6,accept,not furnished,3800.0,greater than 6768.0
Rio de Janeiro,140.0,3,3,3,5,accept,furnished,1600.0,between 3581.5 and 6768.0
Campinas,100.0,2,1,1,5,accept,not furnished,500.0,between 2061.75 and 3581.5
Sao Paulo,380.0,4,5,5,10,accept,furnished,5200.0,greater than 6768.0
Belo Horizonte,150.0,4,4,4,8,accept,not furnished,2400.0,greater than 6768.0
Sao Paulo,200.0,4,4,4,6,accept,not furnished,3200.0,greater than 6768.0
Porto Alegre,120.0,3,3,3,3,accept,furnished,1000.0,between 3581.5 and 6768.0
Sao Paulo,300.0,5,5,5,12,accept,furnished,5800.0,greater than 6768.0
Rio de Janeiro,160.0,4,4,4,7,accept,not furnished,2800.0,greater than 6768.0
Campinas,80.0,2,2,2,6,accept,not furnished,800.0,between 2061.75 and 3581.5
Sao Paulo,250.0,4,5,5,8,accept,not furnished,3800.0,greater than 6768.0
Belo Horizonte,110.0,3,3,3,4,accept,not furnished,1400.0,between 3581.5 and 6768.0
Sao Paulo,220.0,4,5,5,7,accept,furnished,4200.0,greater than 6768.0
Porto Alegre,100.0,3,3,3,2,accept,furnished,900.0,between 3581.5 and 6768.0
Sao Paulo,67.0,2,1,1,3,accept,not furnished,320.0,less than 2061.75
Porto Alegre,240.0,4,2,2,1,accept,not furnished,480.0,between 2061.75 and 3581.5
Rio de Janeiro,110.0,3,2,1,6,not accept,furnished,830.0,between 2061.75 and 3581.5
Sao Paulo,190.0,3,3,2,0,accept,not furnished,0.0,between 2061.75 and 3581.5
Campinas,130.0,2,2,1,7,accept,not furnished,550.0,less than 2061.75
Belo Horizonte,90.0,2,1,1,4,accept,not furnished,250.0,less than 2061.75
Sao Paulo,50.0,1,1,0,13,accept,furnished,340.0,between 2061.75 and 3581.5
Rio de Janeiro,58.0,2,1,0,5,accept,not furnished,215.0,less than 2061.75
Sao Paulo,82.0,2,1,0,4,accept,not furnished,740.0,between 2061.75 and 3581.5
Porto Alegre,180.0,3,3,2,3,accept,not furnished,700.0,between 3581.5 and 6768.0
Sao Paulo,95.0,3,2,2,5,accept,furnished,920.0,between 3581.5 and 6768.0
Campinas,100.0,2,1,0,16,accept,not furnished,550.0,less than 2061.75
Rio de Janeiro,59.0,2,2,0,1,not accept,furnished,610.0,between 2061.75 and 3581.5
Belo Horizonte,68.0,2,1,1,3,accept,not furnished,200.0,less than 2061.75
Sao Paulo,85.0,3,2,1,6,accept,not furnished,850.0,between 2061.75 and 3581.5
Rio de Janeiro,56.0,1,1,0,2,accept,not furnished,200.0,less than 2061.75
Sao Paulo,65.0,3,2,0,18,accept,not furnished,550.0,between 2061.75 and 3581.5
Porto Alegre,39.0,1,1,1,2,accept,not furnished,500.0,between 2061.75 and 3581.5
Rio de Janeiro,108.0,2,1,1,8,accept,furnished,530.0,between 2061.75 and 3581.5
Campinas,43.0,1,2,1,7,accept,not furnished,550.0,less than 2061.75
Sao Paulo,53.0,1,1,0,13,accept,furnished,340.0,between 2061.75 and 3581.5
Rio de Janeiro,52.0,2,1,0,5,accept,not furnished,215.0,less than 2061.75
Sao Paulo,83.0,2,1,0,4,accept,not furnished,740.0,between 2061.75 and 3581.5
Sao Paulo,177.0,3,4,2,2,accept,not furnished,1936.0,greater than 6768.0
Belo Horizonte,125.0,3,1,1,6,not accept,not furnished,1140.0,between 2061.75 and 3581.5
Belo Horizonte,67.0,3,1,1,2,accept,not furnished,220.0,less than 2061.75
Sao Paulo,19.0,1,1,0,2,accept,not furnished,0.0,between 2061.75 and 3581.5
Porto Alegre,52.0,2,1,1,5,accept,not furnished,188.0,less than 2061.75
Sao Paulo,133.0,3,2,1,4,not accept,furnished,1134.0,greater than 6768.0
Belo Horizonte,85.0,2,2,1,4,accept,not furnished,250.0,less than 2061.75
Sao Paulo,93.0,1,2,1,12,accept,furnished,1235.0,between 3581.5 and 6768.0
Porto Alegre,108.0,3,2,2,1,accept,not furnished,600.0,between 2061.75 and 3581.5
Belo Horizonte,105.0,3,2,2,3,not accept,not furnished,400.0,between 2061.75 and 3581.5
Rio de Janeiro,54.0,1,1,1,4,accept,not furnished,800.0,less than 2061.75
Sao Paulo,24.0,1,1,0,0,not accept,not furnished,250.0,less than 2061.75
Sao Paulo,137.0,3,2,0,3,accept,not furnished,1400.0,between 3581.5 and 6768.0
Sao Paulo,32.0,1,1,1,10,not accept,furnished,1700.0,between 3581.5 and 6768.0
Campinas,53.0,2,2,1,2,not accept,not furnished,262.0,less than 2061.75
Rio de Janeiro,76.0,2,1,1,8,accept,not furnished,1022.0,between 2061.75 and 3581.5
Rio de Janeiro,73.0,2,2,0,11,accept,not furnished,879.0,between 2061.75 and 3581.5
Porto Alegre,85.0,2,1,0,0,accept,not furnished,0.0,less than 2061.75
Porto Alegre,45.0,1,1,1,7,accept,not furnished,415.0,less than 2061.75
Porto Alegre,260.0,4,2,1,0,accept,not furnished,0.0,between 2061.75 and 3581.5
Porto Alegre,34.0,1,1,0,4,accept,not furnished,250.0,less than 2061.75
Sao Paulo,275.0,4,4,4,0,accept,furnished,0.0,greater than 6768.0
Campinas,215.0,3,3,3,7,accept,not furnished,1900.0,between 3581.5 and 6768.0
Sao Paulo,130.0,2,2,3,0,accept,not furnished,0.0,between 2061.75 and 3581.5
Sao Paulo,72.0,1,1,1,2,not accept,furnished,1000.0,between 3581.5 and 6768.0
Porto Alegre,80.0,3,1,1,1,accept,not furnished,360.0,less than 2061.75
Rio de Janeiro,85.0,2,1,0,10,not accept,not furnished,700.0,less than 2061.75
Sao Paulo,141.0,3,3,2,11,accept,not furnished,960.0,between 3581.5 and 6768.0
Belo Horizonte,205.0,3,2,2,0,accept,not furnished,0.0,greater than 6768.0
Sao Paulo,145.0,3,3,1,2,accept,furnished,1100.0,between 3581.5 and 6768.0
Sao Paulo,345.0,4,6,4,8,accept,furnished,3100.0,greater than 6768.0
Rio de Janeiro,65.0,1,1,1,15,accept,furnished,2000.0,between 3581.5 and 6768.0
Porto Alegre,65.0,1,1,0,3,accept,not furnished,150.0,less than 2061.75
Porto Alegre,52.0,1,1,0,1,accept,not furnished,250.0,less than 2061.75
Sao Paulo,190.0,3,3,2,5,accept,not furnished,1900.0,between 3581.5 and 6768.0
Sao Paulo,145.0,3,2,2,8,accept,furnished,1050.0,greater than 6768.0
Belo Horizonte,240.0,4,5,3,6,accept,not furnished,760.0,between 3581.5 and 6768.0
Sao Paulo,405.0,4,3,3,0,accept,not furnished,0.0,greater than 6768.0
