frequency,angle_of_attack,chord_length,free_stream_velocity,displacement_thickness,sound_pressure
6300.0,15.6,0.1524,55.5,0.00909175,between 120.191 and 125.721
3150.0,6.7,0.1524,55.5,0.00752039,less than 120.191
1250.0,0.0,0.1524,39.6,0.00251435,between 120.191 and 125.721
1600.0,12.6,0.1524,39.6,0.0111706,between 120.191 and 125.721
1000.0,0.0,0.1016,55.5,0.00495741,between 120.191 and 125.721
630.0,4.8,0.1524,71.3,0.00852785,between 120.191 and 125.721
315.0,5.4,0.1524,31.7,0.00614329,greater than 129.9955
2000.0,7.2,0.1524,39.6,0.0111706,between 120.191 and 125.721
630.0,5.3,0.1524,55.5,0.00313525,greater than 129.9955
630.0,12.3,0.1524,39.6,0.0124596,less than 120.191
2500.0,2.7,0.1524,55.5,0.0163096,greater than 129.9955
6300.0,9.9,0.1524,55.5,0.0111706,greater than 129.9955
1000.0,12.7,0.1524,39.6,0.00392107,greater than 129.9955
6300.0,3.0,0.1524,39.6,0.00529514,less than 120.191
315.0,0.0,0.1524,71.3,0.000740478,between 120.191 and 125.721
3150.0,7.2,0.1524,71.3,0.00614329,between 120.191 and 125.721
1600.0,3.0,0.1524,55.5,0.00752039,between 125.721 and 129.9955
5000.0,10.5,0.1524,71.3,0.0108268,greater than 129.9955
1600.0,7.2,0.1016,55.5,0.00193287,greater than 129.9955
6300.0,4.0,0.1524,55.5,0.00251435,less than 120.191
6300.0,14.4,0.1016,39.6,0.0130253,between 120.191 and 125.721
1000.0,10.5,0.1524,39.6,0.0124596,between 125.721 and 129.9955
3150.0,15.4,0.1524,71.3,0.0108268,between 125.721 and 129.9955
6300.0,10.5,0.1524,55.5,0.0130253,greater than 129.9955
630.0,0.0,0.1524,71.3,0.00131983,greater than 129.9955
6300.0,0.0,0.1524,71.3,0.00146332,less than 120.191
6300.0,0.0,0.1524,39.6,0.00202822,between 120.191 and 125.721
3150.0,3.0,0.1524,55.5,0.00495741,greater than 129.9955
3150.0,9.9,0.1524,71.3,0.00752039,less than 120.191
6300.0,3.0,0.1524,71.3,0.00193287,less than 120.191
1600.0,5.3,0.1524,71.3,0.00529514,greater than 129.9955
6300.0,3.0,0.1524,71.3,0.00193287,between 125.721 and 129.9955
3150.0,6.7,0.1524,71.3,0.00852785,greater than 129.9955
1250.0,2.0,0.1524,55.5,0.00193287,between 120.191 and 125.721
5000.0,9.9,0.1524,55.5,0.0124596,between 125.721 and 129.9955
6300.0,1.5,0.1524,55.5,0.00251435,greater than 129.9955
6300.0,7.2,0.1524,55.5,0.00544854,less than 120.191
315.0,0.0,0.1524,71.3,0.00146332,less than 120.191
1000.0,8.5,0.1524,55.5,0.0123883,greater than 129.9955
630.0,12.9,0.1016,39.6,0.0301951,between 120.191 and 125.721
2000.0,7.3,0.2286,71.3,0.0094599,between 120.191 and 125.721
3150.0,4.8,0.1524,39.6,0.0056542,greater than 129.9955
1250.0,1.5,0.1524,55.5,0.0073823,between 125.721 and 129.9955
6300.0,15.4,0.2286,39.6,0.0584113,less than 120.191
1600.0,12.7,0.0254,71.3,0.011765,greater than 129.9955
1600.0,0.0,0.0508,55.5,0.00253511,between 125.721 and 129.9955
3150.0,1.5,0.1524,71.3,0.00243851,between 125.721 and 129.9955
5000.0,12.3,0.1524,39.6,0.0368233,less than 120.191
2500.0,7.3,0.1016,71.3,0.0123883,between 120.191 and 125.721
1600.0,17.4,0.1016,55.5,0.0203083,between 125.721 and 129.9955
1000.0,12.3,0.1524,71.3,0.0337792,between 125.721 and 129.9955
6300.0,8.9,0.1016,39.6,0.0408268,between 120.191 and 125.721
315.0,12.7,0.3048,39.6,0.0052951,between 125.721 and 129.9955
8000.0,4.8,0.1524,39.6,0.00193287,between 125.721 and 129.9955
500.0,3.3,0.1524,55.5,0.0121808,greater than 129.9955
6300.0,9.5,0.1524,71.3,0.0094599,between 125.721 and 129.9955
3150.0,0.0,0.1524,71.3,0.00253511,greater than 129.9955
1600.0,9.5,0.3048,39.6,0.00266337,greater than 129.9955
800.0,7.3,0.1524,71.3,0.0073823,between 120.191 and 125.721
400.0,0.0,0.1016,39.6,0.0124596,greater than 129.9955
5000.0,12.6,0.1524,71.3,0.0368233,between 120.191 and 125.721
1250.0,9.9,0.1524,55.5,0.0193001,between 120.191 and 125.721
3150.0,8.5,0.1524,39.6,0.0233328,between 125.721 and 129.9955
8000.0,9.5,0.1524,71.3,0.0056542,greater than 129.9955
6300.0,12.7,0.1524,71.3,0.0437259,less than 120.191
1600.0,1.5,0.1524,55.5,0.008155,greater than 129.9955
315.0,15.4,0.3048,71.3,0.00266337,between 120.191 and 125.721
630.0,5.4,0.1524,55.5,0.0123883,between 120.191 and 125.721
1600.0,0.0,0.1524,71.3,0.00243851,between 120.191 and 125.721
2500.0,12.7,0.1016,71.3,0.0368233,greater than 129.9955
5000.0,12.7,0.0254,55.5,0.0009075,between 120.191 and 125.721
6300.0,15.4,0.0508,55.5,0.0132672,less than 120.191
3150.0,9.5,0.1524,71.3,0.0121808,between 125.721 and 129.9955
6300.0,17.4,0.1524,71.3,0.0052951,greater than 129.9955
1600.0,5.4,0.1524,39.6,0.008155,greater than 129.9955
2500.0,5.4,0.1524,39.6,0.00433288,between 120.191 and 125.721
4000.0,12.3,0.1524,71.3,0.0368233,greater than 129.9955
250.0,0.0,0.3048,71.3,0.00142788,between 120.191 and 125.721
1250.0,9.9,0.1524,71.3,0.0123883,between 125.721 and 129.9955
6300.0,9.9,0.1524,39.6,0.0233328,between 125.721 and 129.9955
8000.0,7.2,0.1524,71.3,0.00193287,less than 120.191
1600.0,0.0,0.1524,71.3,0.00266337,greater than 129.9955
3150.0,4.8,0.1524,55.5,0.0094599,between 125.721 and 129.9955
1600.0,12.7,0.1524,55.5,0.0203083,between 125.721 and 129.9955
630.0,3.3,0.1524,55.5,0.00266337,between 120.191 and 125.721
2000.0,0.0,0.1524,71.3,0.0073823,between 120.191 and 125.721
1600.0,15.6,0.1524,71.3,0.011765,greater than 129.9955
6300.0,0.0,0.1524,71.3,0.00142788,between 120.191 and 125.721
630.0,1.5,0.3048,71.3,0.00193287,greater than 129.9955
3150.0,15.4,0.1524,39.6,0.0052951,between 120.191 and 125.721
1250.0,8.5,0.1524,71.3,0.008155,greater than 129.9955
5000.0,7.3,0.1524,71.3,0.0094599,greater than 129.9955
