carat,cut,color,clarity,depth,table,x,y,z,price
1.57,Premium,D,SI1,62.3,59.0,7.44,7.39,4.62,greater than 5324.25
0.42,Ideal,D,VS1,61.5,54.0,4.79,4.84,2.96,between 950.0 and 2401.0
0.5,Fair,F,I1,67.1,57.0,4.92,4.87,3.28,less than 950.0
0.72,Ideal,D,SI1,60.5,56.0,5.79,5.84,3.52,between 2401.0 and 5324.25
0.91,Ideal,H,VS1,62.9,55.0,6.23,6.13,3.89,between 2401.0 and 5324.25
0.68,Very Good,F,SI1,60.1,57.9,5.69,5.74,3.43,between 950.0 and 2401.0
0.88,Very Good,F,VVS2,62.0,59.0,6.09,6.13,3.79,between 2401.0 and 5324.25
0.77,Good,H,VVS1,63.1,57.0,5.83,5.86,3.69,between 2401.0 and 5324.25
1.27,Ideal,H,SI1,61.7,57.0,6.95,6.93,4.28,greater than 5324.25
0.41,Premium,G,SI1,61.3,60.0,4.75,4.81,2.93,less than 950.0
0.3,Ideal,E,VVS1,60.6,57.0,4.33,4.35,2.63,less than 950.0
0.41,Ideal,F,VVS2,61.7,56.0,4.78,4.81,2.96,between 950.0 and 2401.0
0.34,Ideal,E,VS1,62.0,56.0,4.48,4.52,2.79,less than 950.0
0.92,Very Good,D,VS1,61.9,58.0,6.19,6.24,3.85,greater than 5324.25
2.28,Premium,J,VS2,62.9,58.0,8.42,8.34,5.27,greater than 5324.25
0.89,Premium,G,SI1,61.1,58.0,6.24,6.17,3.79,between 2401.0 and 5324.25
0.72,Ideal,I,SI1,61.3,56.0,5.78,5.81,3.55,between 950.0 and 2401.0
0.52,Ideal,G,VVS2,61.4,57.0,5.17,5.19,3.18,between 950.0 and 2401.0
0.67,Good,J,VS1,64.2,55.6,5.54,5.57,3.57,between 950.0 and 2401.0
0.34,Very Good,H,VVS2,61.0,55.0,4.52,4.55,2.76,less than 950.0
0.41,Fair,E,SI2,64.7,55.0,4.7,4.67,3.03,less than 950.0
0.82,Premium,F,VS1,62.1,56.0,6.02,5.97,3.72,between 2401.0 and 5324.25
0.32,Ideal,F,IF,61.2,56.0,4.41,4.45,2.71,between 950.0 and 2401.0
0.39,Ideal,G,VVS2,62.0,54.5,4.67,4.7,2.91,between 950.0 and 2401.0
0.31,Ideal,E,VVS2,61.2,56.0,4.37,4.39,2.68,between 950.0 and 2401.0
0.41,Very Good,D,VVS2,61.2,62.0,4.78,4.82,2.94,between 950.0 and 2401.0
0.76,Ideal,F,VS2,61.0,55.0,5.92,5.89,3.6,between 2401.0 and 5324.25
0.53,Ideal,G,VVS2,62.3,54.0,5.18,5.2,3.24,between 950.0 and 2401.0
0.59,Very Good,E,VS2,61.7,60.0,5.36,5.4,3.32,between 950.0 and 2401.0
1.08,Premium,F,SI1,61.0,59.0,6.67,6.57,4.04,greater than 5324.25
0.82,Ideal,I,VS1,61.6,56.0,6.05,6.01,3.72,between 2401.0 and 5324.25
1.22,Ideal,H,SI1,62.2,54.0,6.83,6.86,4.26,greater than 5324.25
1.1,Good,G,SI2,64.2,56.0,6.55,6.51,4.19,between 2401.0 and 5324.25
0.59,Ideal,G,VS1,61.1,58.0,5.39,5.41,3.3,between 950.0 and 2401.0
0.76,Very Good,G,VVS2,62.3,57.0,5.79,5.84,3.62,between 2401.0 and 5324.25
1.11,Premium,E,VS1,59.8,60.0,6.75,6.72,4.03,greater than 5324.25
0.38,Very Good,G,VVS1,61.3,57.0,4.62,4.68,2.85,between 950.0 and 2401.0
0.34,Ideal,H,VS1,62.3,55.0,4.45,4.48,2.78,less than 950.0
1.01,Very Good,G,VVS2,63.0,61.0,6.34,6.36,4.0,greater than 5324.25
0.27,Ideal,E,VVS1,62.3,56.0,4.17,4.15,2.59,less than 950.0
1.53,Premium,J,VS1,62.8,59.0,7.34,7.31,4.6,greater than 5324.25
0.63,Very Good,G,VS1,63.1,58.0,5.42,5.46,3.43,between 950.0 and 2401.0
1.1,Very Good,F,VS2,60.6,58.0,6.67,6.77,4.07,greater than 5324.25
1.7,Very Good,J,VVS1,62.9,60.0,7.56,7.61,4.77,greater than 5324.25
0.95,Ideal,E,VS1,61.5,57.0,6.28,6.3,3.87,greater than 5324.25
1.18,Fair,I,VS2,62.0,66.0,6.75,6.63,4.16,between 2401.0 and 5324.25
0.35,Ideal,D,SI1,62.7,56.0,4.49,4.51,2.82,less than 950.0
1.0,Premium,J,VS2,62.0,62.0,6.42,6.35,3.96,between 2401.0 and 5324.25
0.31,Good,H,VVS1,63.7,56.0,4.33,4.3,2.75,less than 950.0
0.5,Very Good,F,VVS2,60.4,61.0,5.12,5.14,3.1,between 950.0 and 2401.0
0.71,Ideal,E,VS2,61.8,57.0,5.7,5.73,3.53,between 2401.0 and 5324.25
0.9,Good,D,SI1,61.9,64.0,6.09,6.0,3.74,between 2401.0 and 5324.25
1.18,Premium,H,SI1,61.6,59.0,6.82,6.72,4.17,greater than 5324.25
0.34,Very Good,E,SI1,63.5,55.0,4.47,4.44,2.83,less than 950.0
2.12,Premium,E,SI2,58.3,59.0,8.48,8.41,4.92,greater than 5324.25
0.82,Ideal,F,SI1,62.6,56.0,5.95,5.99,3.74,between 2401.0 and 5324.25
1.01,Ideal,E,SI1,61.8,57.0,6.39,6.49,3.98,between 2401.0 and 5324.25
0.3,Premium,E,SI1,61.3,60.0,4.27,4.31,2.63,less than 950.0
1.01,Very Good,I,VS2,60.9,59.0,6.42,6.45,3.92,between 2401.0 and 5324.25
1.02,Ideal,G,VS1,62.2,57.0,6.47,6.43,4.01,greater than 5324.25
1.22,Ideal,G,VVS2,62.3,56.0,6.81,6.84,4.25,greater than 5324.25
1.52,Fair,J,VS1,65.4,58.0,7.22,7.17,4.7,greater than 5324.25
1.01,Premium,H,SI2,59.9,59.0,6.55,6.48,3.9,between 2401.0 and 5324.25
0.39,Ideal,H,SI1,61.5,56.0,4.69,4.71,2.89,less than 950.0
0.31,Ideal,G,IF,61.4,55.0,4.36,4.4,2.69,less than 950.0
1.2,Very Good,D,SI2,63.2,60.0,6.65,6.54,4.17,between 2401.0 and 5324.25
1.51,Ideal,J,VVS2,61.4,59.0,7.34,7.39,4.52,greater than 5324.25
2.28,Ideal,J,SI1,61.6,57.0,8.5,8.43,5.21,greater than 5324.25
0.3,Ideal,H,VVS2,62.2,57.0,4.26,4.29,2.66,less than 950.0
0.71,Ideal,H,IF,61.2,56.0,5.76,5.86,3.54,between 2401.0 and 5324.25
0.7,Ideal,F,VS1,60.7,58.0,5.72,5.75,3.48,between 2401.0 and 5324.25
0.56,Ideal,H,VS1,62.2,55.3,5.26,5.31,3.28,between 950.0 and 2401.0
1.0,Premium,E,SI2,62.2,59.0,6.38,6.35,3.96,between 2401.0 and 5324.25
0.38,Good,F,VS2,62.4,54.3,4.6,4.65,2.89,less than 950.0
1.25,Ideal,F,VS1,62.0,55.0,6.95,6.91,4.3,greater than 5324.25
0.28,Very Good,F,VVS1,61.5,56.0,4.24,4.27,2.61,less than 950.0
0.3,Ideal,E,SI1,61.1,57.0,4.3,4.34,2.64,less than 950.0
0.52,Good,E,VS2,61.5,61.0,5.16,5.09,3.15,between 950.0 and 2401.0
1.06,Premium,I,VS1,62.4,55.0,6.57,6.5,4.08,between 2401.0 and 5324.25
0.34,Ideal,D,VS2,61.3,57.0,4.47,4.5,2.75,less than 950.0
1.02,Very Good,F,VS2,63.3,58.0,6.36,6.38,4.03,greater than 5324.25
0.32,Premium,G,VVS2,61.2,59.0,4.44,4.39,2.7,less than 950.0
0.79,Very Good,E,SI1,60.4,59.0,5.97,5.99,3.61,between 2401.0 and 5324.25
0.39,Ideal,G,VVS2,61.1,56.0,4.7,4.72,2.88,between 950.0 and 2401.0
0.5,Ideal,E,VS2,63.8,54.0,5.07,5.05,3.23,between 950.0 and 2401.0
0.5,Good,I,VVS2,64.8,56.0,4.92,4.99,3.21,between 950.0 and 2401.0
0.33,Very Good,F,VS1,59.1,60.0,4.48,4.52,2.66,less than 950.0
0.52,Very Good,I,SI1,62.4,55.0,5.1,5.12,3.19,between 950.0 and 2401.0
1.51,Premium,I,VS1,60.0,58.0,7.51,7.45,4.49,greater than 5324.25
0.41,Ideal,G,SI1,61.6,55.0,4.81,4.84,2.97,between 950.0 and 2401.0
0.6,Ideal,D,SI1,62.3,57.0,5.42,5.37,3.36,between 950.0 and 2401.0
0.5,Fair,H,VS2,56.3,65.0,5.24,5.21,2.94,between 950.0 and 2401.0
1.11,Ideal,F,SI1,61.1,57.0,6.67,6.69,4.08,greater than 5324.25
0.3,Ideal,H,VVS2,62.1,54.0,4.32,4.35,2.69,less than 950.0
0.9,Very Good,D,VS2,63.5,61.0,6.16,6.09,3.89,between 2401.0 and 5324.25
0.32,Ideal,G,VVS2,61.3,56.0,4.43,4.44,2.72,less than 950.0
1.0,Premium,D,SI2,60.8,60.0,6.45,6.41,3.91,between 2401.0 and 5324.25
0.4,Ideal,F,VVS2,61.5,59.0,4.75,4.81,2.94,between 950.0 and 2401.0
0.9,Premium,H,VS1,62.9,58.0,6.12,6.06,3.83,between 2401.0 and 5324.25
0.59,Ideal,G,IF,62.5,57.0,5.34,5.38,3.35,between 2401.0 and 5324.25
