carat,cut,color,clarity,depth,table,x,y,z,price
0.71,Ideal,D,SI2,61.3,57.0,5.71,5.78,3.52,between 2401.0 and 5324.25
2.01,Premium,I,SI1,60.9,60.0,8.1,8.06,4.92,greater than 5324.25
1.01,Fair,E,SI1,65.6,59.0,6.22,6.18,4.07,between 2401.0 and 5324.25
1.11,Premium,H,SI1,62.1,58.0,6.6,6.57,4.09,between 2401.0 and 5324.25
0.36,Ideal,E,VS2,61.9,56.0,4.56,4.55,2.82,between 950.0 and 2401.0
0.84,Good,I,VS1,63.7,59.0,5.94,5.9,3.77,between 2401.0 and 5324.25
1.02,Premium,J,SI2,62.6,60.0,6.42,6.39,4.01,between 2401.0 and 5324.25
1.26,Very Good,G,SI1,61.7,60.0,6.85,6.9,4.24,greater than 5324.25
0.4,Ideal,E,VS2,62.4,55.0,4.74,4.71,2.95,between 950.0 and 2401.0
1.51,Good,J,VS1,63.5,60.0,7.23,7.29,4.61,greater than 5324.25
0.35,Ideal,D,VS2,60.9,57.0,4.51,4.55,2.76,less than 950.0
