carat,cut,color,clarity,depth,table,x,y,z,price
1.57,Premium,D,SI1,62.3,59.0,7.44,7.39,4.62,greater than 5324.25
0.42,Ideal,D,VS1,61.5,54.0,4.79,4.84,2.96,between 950.0 and 2401.0
0.5,Fair,F,I1,67.1,57.0,4.92,4.87,3.28,less than 950.0
0.72,Ideal,D,SI1,60.5,56.0,5.79,5.84,3.52,between 2401.0 and 5324.25
0.91,Ideal,H,VS1,62.9,55.0,6.23,6.13,3.89,between 2401.0 and 5324.25
0.68,Very Good,F,SI1,60.1,57.9,5.69,5.74,3.43,between 950.0 and 2401.0
0.88,Very Good,F,VVS2,62.0,59.0,6.09,6.13,3.79,between 2401.0 and 5324.25
0.77,Good,H,VVS1,63.1,57.0,5.83,5.86,3.69,between 2401.0 and 5324.25
1.27,Ideal,H,SI1,61.7,57.0,6.95,6.93,4.28,greater than 5324.25
0.41,Premium,G,SI1,61.3,60.0,4.75,4.81,2.93,less than 950.0
0.3,Ideal,E,VVS1,60.6,57.0,4.33,4.35,2.63,less than 950.0
0.41,Ideal,F,VVS2,61.7,56.0,4.78,4.81,2.96,between 950.0 and 2401.0
0.34,Ideal,E,VS1,62.0,56.0,4.48,4.52,2.79,less than 950.0
0.92,Very Good,D,VS1,61.9,58.0,6.19,6.24,3.85,greater than 5324.25
2.28,Premium,J,VS2,62.9,58.0,8.42,8.34,5.27,greater than 5324.25
0.89,Premium,G,SI1,61.1,58.0,6.24,6.17,3.79,between 2401.0 and 5324.25
0.72,Ideal,I,SI1,61.3,56.0,5.78,5.81,3.55,between 950.0 and 2401.0
0.52,Ideal,G,VVS2,61.4,57.0,5.17,5.19,3.18,between 950.0 and 2401.0
0.67,Good,J,VS1,64.2,55.6,5.54,5.57,3.57,between 950.0 and 2401.0
0.34,Very Good,H,VVS2,61.0,55.0,4.52,4.55,2.76,less than 950.0
0.41,Fair,E,SI2,64.7,55.0,4.7,4.67,3.03,less than 950.0
0.82,Premium,F,VS1,62.1,56.0,6.02,5.97,3.72,between 2401.0 and 5324.25
0.32,Ideal,F,IF,61.2,56.0,4.41,4.45,2.71,between 950.0 and 2401.0
0.39,Ideal,G,VVS2,62.0,54.5,4.67,4.7,2.91,between 950.0 and 2401.0
0.31,Ideal,E,VVS2,61.2,56.0,4.37,4.39,2.68,between 950.0 and 2401.0
0.41,Very Good,D,VVS2,61.2,62.0,4.78,4.82,2.94,between 950.0 and 2401.0
0.76,Ideal,F,VS2,61.0,55.0,5.92,5.89,3.6,between 2401.0 and 5324.25
0.53,Ideal,G,VVS2,62.3,54.0,5.18,5.2,3.24,between 950.0 and 2401.0
0.59,Very Good,E,VS2,61.7,60.0,5.36,5.4,3.32,between 950.0 and 2401.0
1.08,Premium,F,SI1,61.0,59.0,6.67,6.57,4.04,greater than 5324.25
0.82,Ideal,I,VS1,61.6,56.0,6.05,6.01,3.72,between 2401.0 and 5324.25
1.22,Ideal,H,SI1,62.2,54.0,6.83,6.86,4.26,greater than 5324.25
1.1,Good,G,SI2,64.2,56.0,6.55,6.51,4.19,between 2401.0 and 5324.25
0.59,Ideal,G,VS1,61.1,58.0,5.39,5.41,3.3,between 950.0 and 2401.0
0.76,Very Good,G,VVS2,62.3,57.0,5.79,5.84,3.62,between 2401.0 and 5324.25
1.11,Premium,E,VS1,59.8,60.0,6.75,6.72,4.03,greater than 5324.25
