carat,cut,color,clarity,depth,table,x,y,z,price
0.71,Ideal,D,SI2,61.3,57.0,5.71,5.78,3.52,between 2401.0 and 5324.25
2.01,Premium,I,SI1,60.9,60.0,8.1,8.06,4.92,greater than 5324.25
1.01,Fair,E,SI1,65.6,59.0,6.22,6.18,4.07,between 2401.0 and 5324.25
1.11,Premium,H,SI1,62.1,58.0,6.6,6.57,4.09,between 2401.0 and 5324.25
0.36,Ideal,E,VS2,61.9,56.0,4.56,4.55,2.82,between 950.0 and 2401.0
0.84,Good,I,VS1,63.7,59.0,5.94,5.9,3.77,between 2401.0 and 5324.25
1.02,Premium,J,SI2,62.6,60.0,6.42,6.39,4.01,between 2401.0 and 5324.25
1.26,Very Good,G,SI1,61.7,60.0,6.85,6.9,4.24,greater than 5324.25
0.4,Ideal,E,VS2,62.4,55.0,4.74,4.71,2.95,between 950.0 and 2401.0
1.51,Good,J,VS1,63.5,60.0,7.23,7.29,4.61,greater than 5324.25
0.35,Ideal,D,VS2,60.9,57.0,4.51,4.55,2.76,less than 950.0
0.33,Ideal,E,SI1,61.9,56.0,4.46,4.49,2.77,less than 950.0
1.5,Very Good,E,SI2,63.5,60.0,7.19,7.12,4.54,greater than 5324.25
1.0,Ideal,H,VS2,62.4,57.0,6.42,6.36,3.99,between 2401.0 and 5324.25
0.53,Ideal,G,SI1,60.7,56.0,5.22,5.27,3.18,between 950.0 and 2401.0
1.29,Ideal,H,SI1,62.1,55.0,6.96,7.0,4.34,greater than 5324.25
0.9,Very Good,D,VS2,63.0,62.0,6.06,6.13,3.84,between 2401.0 and 5324.25
1.0,Good,E,SI1,59.8,65.0,6.56,6.45,3.89,between 2401.0 and 5324.25
1.01,Premium,H,VS2,58.1,60.0,6.61,6.55,3.82,between 2401.0 and 5324.25
1.34,Premium,G,VS2,61.0,60.0,7.13,7.07,4.33,greater than 5324.25
1.0,Good,F,SI2,57.3,61.0,6.64,6.59,3.79,between 2401.0 and 5324.25
0.28,Ideal,F,VVS2,62.6,55.0,4.2,4.23,2.64,less than 950.0
0.85,Premium,D,SI2,60.5,60.0,6.11,6.06,3.68,between 2401.0 and 5324.25
0.27,Ideal,H,VS1,62.2,56.0,4.12,4.15,2.57,less than 950.0
1.58,Premium,G,VS2,62.6,59.0,7.47,7.44,4.67,greater than 5324.25
0.5,Premium,E,SI1,62.4,58.0,5.06,5.01,3.14,between 950.0 and 2401.0
0.36,Ideal,F,VS2,60.9,57.0,4.58,4.61,2.8,less than 950.0
0.61,Very Good,H,VS1,60.1,56.0,5.55,5.59,3.35,between 950.0 and 2401.0
0.41,Ideal,D,SI1,61.0,57.0,4.8,4.78,2.92,between 950.0 and 2401.0
0.31,Ideal,E,VS2,61.9,55.0,4.36,4.39,2.71,less than 950.0
1.01,Premium,G,VS1,60.8,58.0,6.44,6.51,3.94,greater than 5324.25
1.5,Ideal,F,VS2,61.4,55.0,7.44,7.35,4.54,greater than 5324.25
0.3,Very Good,E,SI2,61.7,61.0,4.28,4.31,2.65,less than 950.0
1.13,Premium,H,SI1,62.6,60.0,6.68,6.62,4.16,between 2401.0 and 5324.25
0.54,Ideal,H,VS1,60.9,55.0,5.28,5.3,3.22,between 950.0 and 2401.0
0.36,Premium,D,VS2,61.0,58.0,4.62,4.59,2.81,between 950.0 and 2401.0
0.29,Ideal,G,VVS1,62.3,55.0,4.25,4.29,2.66,less than 950.0
0.9,Good,E,SI1,62.6,62.0,6.15,6.18,3.86,between 2401.0 and 5324.25
0.35,Fair,D,VVS2,53.2,62.0,4.87,4.8,2.57,between 950.0 and 2401.0
0.41,Ideal,G,VVS2,61.1,55.0,4.83,4.8,2.94,between 950.0 and 2401.0
0.42,Very Good,G,VS2,60.1,61.0,4.81,4.84,2.9,less than 950.0
0.79,Premium,G,VS2,62.3,58.0,5.92,5.89,3.68,between 2401.0 and 5324.25
1.2,Good,H,VS2,62.6,56.0,6.73,6.76,4.22,greater than 5324.25
0.9,Fair,G,SI1,65.4,57.0,6.04,5.95,3.92,between 2401.0 and 5324.25
0.63,Ideal,F,VVS2,61.2,56.0,5.53,5.55,3.39,between 2401.0 and 5324.25
1.06,Premium,F,VS2,62.2,57.0,6.58,6.53,4.08,greater than 5324.25
1.26,Ideal,G,SI2,61.8,57.0,6.93,6.95,4.29,greater than 5324.25
0.58,Ideal,F,VVS2,62.2,56.0,5.32,5.36,3.32,between 2401.0 and 5324.25
1.01,Very Good,F,SI1,60.3,60.0,6.46,6.55,3.92,between 2401.0 and 5324.25
1.51,Ideal,H,VS2,60.6,57.0,7.46,7.45,4.52,greater than 5324.25
0.27,Very Good,E,VS1,60.4,59.0,4.18,4.2,2.53,less than 950.0
1.71,Premium,I,SI1,60.2,58.0,7.79,7.75,4.68,greater than 5324.25
0.84,Premium,F,VVS2,60.4,62.0,6.15,6.1,3.7,between 2401.0 and 5324.25
1.02,Good,D,SI1,63.3,58.0,6.35,6.39,4.03,greater than 5324.25
0.31,Ideal,F,IF,62.2,55.0,4.35,4.38,2.71,less than 950.0
3.01,Premium,J,SI2,59.7,58.0,9.41,9.32,5.59,greater than 5324.25
1.27,Ideal,G,VVS1,61.7,56.0,7.03,6.9,4.3,greater than 5324.25
2.53,Ideal,I,SI1,62.4,57.0,8.68,8.59,5.39,greater than 5324.25
0.8,Premium,F,VS1,60.5,59.0,6.0,6.03,3.64,between 2401.0 and 5324.25
0.91,Very Good,H,SI1,62.7,56.0,6.14,6.18,3.86,between 2401.0 and 5324.25
0.31,Ideal,F,VS2,61.6,56.0,4.35,4.39,2.69,less than 950.0
0.42,Ideal,E,SI1,62.6,57.0,4.84,4.81,3.02,between 950.0 and 2401.0
0.9,Good,G,I1,63.6,61.0,6.07,6.03,3.85,between 950.0 and 2401.0
0.7,Premium,H,SI2,60.2,61.0,5.76,5.66,3.44,between 950.0 and 2401.0
1.54,Ideal,J,VS1,62.0,53.0,7.41,7.49,4.62,greater than 5324.25
0.57,Premium,G,VVS2,60.2,60.0,5.44,5.36,3.25,between 950.0 and 2401.0
0.26,Good,F,VVS1,64.0,57.0,4.03,4.06,2.59,less than 950.0
0.3,Ideal,G,IF,62.2,55.0,4.31,4.34,2.69,less than 950.0
0.96,Ideal,G,SI1,63.0,54.0,6.27,6.24,3.94,between 2401.0 and 5324.25
1.6,Premium,I,VS2,60.2,58.0,7.63,7.56,4.57,greater than 5324.25
0.3,Ideal,E,VVS2,61.5,55.0,4.33,4.35,2.67,less than 950.0
0.59,Very Good,E,VS2,59.4,63.0,5.42,5.46,3.23,between 950.0 and 2401.0
0.73,Ideal,D,SI1,61.4,56.0,5.78,5.82,3.56,between 2401.0 and 5324.25
2.0,Very Good,J,SI1,63.3,59.0,7.95,7.89,5.01,greater than 5324.25
1.51,Good,I,SI1,63.7,61.0,7.11,7.15,4.54,greater than 5324.25
