age,height_cm,weight_kg,nationality_name,overall,potential,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,wage_eur
24,182,78,Argentina,69,74,61,66,65,72,57,69,64,60,66,73,77,83,73,69,76,67,64,11,8,10,10,11,between 3000.0 and 8000.0
30,189,85,Colombia,71,77,65,70,67,75,62,72,67,63,68,75,80,86,76,72,79,70,67,7,15,8,12,9,greater than 8000.0
19,177,73,Portugal,65,71,56,62,64,69,52,64,60,55,61,69,75,81,71,67,74,64,61,10,9,11,9,12,between 1000.0 and 3000.0
21,186,81,Denmark,68,75,60,66,66,72,56,68,64,59,65,72,78,84,73,70,76,67,64,12,10,11,10,8,between 3000.0 and 8000.0
20,184,80,Belgium,69,76,62,68,67,74,60,70,66,63,67,74,79,85,74,71,77,68,65,8,14,9,12,11,between 3000.0 and 8000.0
23,181,77,Netherlands,70,76,64,70,68,75,63,71,67,65,68,75,80,87,75,72,80,69,66,9,13,10,11,7,greater than 8000.0
18,185,79,Switzerland,66,74,58,65,66,72,56,67,64,60,65,71,76,83,72,69,75,65,62,10,9,11,9,12,between 1000.0 and 3000.0
32,191,87,England,74,80,68,72,70,77,66,73,69,66,69,76,81,88,76,73,81,70,67,7,15,8,12,10,greater than 8000.0
22,180,76,Germany,68,75,61,68,67,74,61,70,66,65,66,73,78,85,73,70,77,67,64,11,8,10,10,11,between 3000.0 and 8000.0
29,189,86,Italy,72,79,66,71,69,76,65,72,68,68,69,76,80,87,75,72,79,70,67,8,14,9,13,7,greater than 8000.0
26,188,84,France,70,77,65,70,68,76,64,71,67,67,68,75,79,86,74,71,78,69,66,9,12,10,11,8,between 3000.0 and 8000.0
27,187,83,Brazil,71,76,67,72,69,77,67,72,69,69,69,76,80,87,75,72,80,70,67,10,9,11,9,12,between 1000.0 and 3000.0
24,182,78,Argentina,69,74,63,69,67,74,63,69,66,66,66,73,77,84,72,69,75,67,64,11,8,10,10,11,between 3000.0 and 8000.0
30,190,85,Colombia,72,78,69,73,70,78,68,73,69,70,69,76,80,87,75,72,80,70,67,7,15,8,12,9,greater than 8000.0
19,178,74,Portugal,65,71,58,65,65,71,58,65,63,62,63,70,76,82,70,67,74,64,61,10,9,11,9,12,between 1000.0 and 3000.0
21,186,81,Denmark,68,75,62,68,67,74,61,68,65,65,65,72,78,85,72,70,76,67,64,12,10,11,10,8,between 3000.0 and 8000.0
20,184,80,Belgium,69,76,65,70,68,76,64,70,67,68,67,74,79,86,73,71,77,68,65,8,14,9,12,11,between 3000.0 and 8000.0
23,181,77,Netherlands,70,76,66,72,69,77,66,71,68,70,68,75,80,87,74,72,80,69,66,9,13,10,11,7,greater than 8000.0
18,185,79,Switzerland,66,74,61,67,67,74,63,68,66,67,66,71,76,83,71,69,75,65,62,10,9,11,9,12,between 1000.0 and 3000.0
32,191,87,England,73,79,69,73,71,78,69,72,70,71,70,76,80,87,75,73,81,70,67,7,15,8,12,10,greater than 8000.0
22,180,76,Germany,68,75,64,70,68,76,67,70,67,71,67,73,78,85,72,70,77,67,64,11,8,10,10,11,between 3000.0 and 8000.0
29,189,86,Italy,71,78,68,72,70,78,71,72,70,72,70,76,80,87,74,72,79,70,67,8,14,9,13,7,greater than 8000.0
26,188,84,France,69,77,67,71,69,77,70,71,69,73,69,75,79,86,73,71,78,69,66,9,12,10,11,8,between 3000.0 and 8000.0
27,187,83,Brazil,70,76,70,73,70,79,72,72,70,74,70,76,80,87,74,72,80,70,67,10,9,11,9,12,between 1000.0 and 3000.0
24,182,78,Argentina,68,74,66,70,68,75,68,69,67,73,67,73,77,84,71,69,75,67,64,11,8,10,10,11,between 3000.0 and 8000.0
30,190,85,Colombia,71,77,71,74,71,79,73,73,70,74,70,76,80,87,74,72,80,70,67,7,15,8,12,9,greater than 8000.0
19,178,74,Portugal,64,71,62,67,66,73,63,66,65,72,65,70,76,82,70,67,74,64,61,10,9,11,9,12,between 1000.0 and 3000.0
21,186,81,Denmark,67,74,66,70,67,75,66,69,66,72,66,72,78,85,71,70,76,67,64,12,10,11,10,8,between 3000.0 and 8000.0
20,184,80,Belgium,68,75,68,72,68,76,69,70,67,72,67,74,79,86,72,71,77,68,65,8,14,9,12,11,between 3000.0 and 8000.0
23,181,77,Netherlands,69,75,69,73,68,77,70,70,68,72,68,75,80,87,72,72,80,69,66,9,13,10,11,7,greater than 8000.0
18,185,79,Switzerland,65,73,65,69,66,74,66,68,66,70,66,71,76,83,69,68,75,65,62,10,9,11,9,12,between 1000.0 and 3000.0
32,191,87,England,72,78,72,74,70,79,73,72,69,73,69,76,80,87,73,72,81,70,67,7,15,8,12,10,greater than 8000.0
22,180,76,Germany,67,74,68,71,67,76,67,69,67,70,67,73,78,85,69,69,77,67,64,11,8,10,10,11,between 3000.0 and 8000.0
29,189,86,Italy,70,77,70,73,69,78,72,71,69,72,69,76,80,87,71,71,79,70,67,8,14,9,13,7,greater than 8000.0
26,188,84,France,68,76,71,72,68,77,71,70,68,71,68,75,79,86,70,71,78,69,66,9,12,10,11,8,between 3000.0 and 8000.0
27,187,83,Brazil,69,75,72,72,68,78,72,71,68,70,68,76,80,87,69,71,80,70,67,10,9,11,9,12,between 1000.0 and 3000.0
24,182,78,Argentina,67,73,68,69,66,74,67,68,66,68,66,72,76,84,66,68,74,67,64,11,8,10,10,11,between 3000.0 and 8000.0
30,190,85,Colombia,70,76,70,70,67,77,69,70,67,67,67,75,79,86,67,70,79,70,67,7,15,8,12,9,greater than 8000.0
19,178,74,Portugal,63,70,63,64,64,72,62,64,63,64,63,69,75,81,63,67,73,65,62,10,9,11,9,12,between 1000.0 and 3000.0
21,186,81,Denmark,65,73,65,67,64,73,64,66,64,65,64,70,77,84,64,68,75,67,64,12,10,11,10,8,between 3000.0 and 8000.0
20,184,80,Belgium,66,74,66,68,65,74,65,67,65,66,65,71,78,85,65,69,76,68,65,8,14,9,12,11,between 3000.0 and 8000.0
23,181,77,Netherlands,67,74,67,69,65,74,66,67,65,67,65,72,78,85,65,69,77,68,65,9,13,10,11,7,greater than 8000.0
18,185,79,Switzerland,64,72,65,66,64,72,65,65,64,65,64,69,76,82,64,67,74,66,63,10,9,11,9,12,between 1000.0 and 3000.0
32,191,87,England,70,77,70,71,66,77,68,70,66,67,66,75,79,86,66,70,80,70,67,7,15,8,12,10,greater than 8000.0
22,180,76,Germany,66,73,68,68,65,74,66,67,65,65,65,71,77,84,65,68,76,68,65,11,8,10,10,11,between 3000.0 and 8000.0
29,189,86,Italy,68,75,69,69,65,75,67,68,65,65,65,73,78,85,65,69,77,69,66,8,14,9,13,7,greater than 8000.0
26,188,84,France,67,74,69,68,65,74,67,67,65,65,65,72,78,85,65,68,77,69,66,9,12,10,11,8,between 3000.0 and 8000.0
27,187,83,Brazil,68,74,69,68,65,74,67,67,65,64,65,72,77,84,65,68,77,70,67,10,9,11,9,12,between 1000.0 and 3000.0
24,182,78,Argentina,65,72,68,67,64,72,66,66,64,63,64,70,76,82,64,67,74,68,65,11,8,10,10,11,between 3000.0 and 8000.0
30,190,85,Colombia,69,75,70,69,66,75,68,68,66,65,66,73,78,85,66,68,78,70,67,7,15,8,12,9,greater than 8000.0
19,178,74,Portugal,63,70,65,66,64,71,65,64,64,63,64,68,75,81,64,66,73,67,64,10,9,11,9,12,between 1000.0 and 3000.0
21,186,81,Denmark,65,72,67,68,65,72,66,66,65,65,65,69,76,82,65,67,74,69,66,12,10,11,10,8,between 3000.0 and 8000.0
20,184,80,Belgium,66,73,68,69,66,72,67,67,66,66,66,70,77,84,66,67,75,70,67,8,14,9,12,11,between 3000.0 and 8000.0
23,181,77,Netherlands,67,73,69,70,67,72,68,67,67,67,67,71,77,84,67,68,76,71,68,9,13,10,11,7,greater than 8000.0
18,185,79,Switzerland,64,71,67,68,66,71,66,66,66,66,66,69,75,81,66,67,74,70,67,10,9,11,9,12,between 1000.0 and 3000.0
32,191,87,England,70,76,71,71,67,75,69,69,67,67,67,73,78,85,67,69,78,71,69,7,15,8,12,10,greater than 8000.0
22,180,76,Germany,66,72,69,70,67,72,67,67,67,67,67,70,76,82,67,68,76,71,68,11,8,10,10,11,between 3000.0 and 8000.0
29,189,86,Italy,68,74,70,70,68,73,68,68,68,68,68,71,77,84,68,69,77,72,69,8,14,9,13,7,greater than 8000.0
26,188,84,France,67,73,70,71,68,73,69,68,68,68,68,71,77,84,68,69,77,72,69,9,12,10,11,8,between 3000.0 and 8000.0
27,187,83,Brazil,69,74,71,72,69,73,70,69,69,69,69,72,78,85,69,70,78,73,70,10,9,11,9,12,between 1000.0 and 3000.0
24,182,78,Argentina,66,71,70,70,68,71,68,68,68,68,68,70,76,82,68,69,76,73,70,11,8,10,10,11,between 3000.0 and 8000.0
30,190,85,Colombia,70,75,72,72,70,74,71,70,70,70,70,72,78,85,70,70,78,74,71,7,15,8,12,9,greater than 8000.0
19,178,74,Portugal,64,69,69,69,68,70,67,68,68,68,68,69,75,81,68,69,75,74,70,10,9,11,9,12,between 1000.0 and 3000.0
21,186,81,Denmark,66,72,70,71,69,72,69,69,69,69,69,70,77,82,69,70,77,75,71,12,10,11,10,8,between 3000.0 and 8000.0
20,184,80,Belgium,67,72,71,72,70,72,70,70,70,70,70,71,78,84,70,70,78,75,72,8,14,9,12,11,between 3000.0 and 8000.0
23,181,77,Netherlands,68,72,72,73,71,72,71,71,71,71,71,72,78,84,71,70,78,76,72,9,13,10,11,7,greater than 8000.0
18,185,79,Switzerland,65,71,72,72,71,71,70,70,70,70,70,70,76,81,70,70,76,76,72,10,9,11,9,12,between 1000.0 and 3000.0
32,191,87,England,70,75,72,73,72,73,72,72,72,72,72,72,79,85,72,71,79,77,73,7,15,8,12,10,greater than 8000.0
22,180,76,Germany,68,72,72,73,72,72,71,71,71,71,71,71,77,82,71,71,77,78,73,11,8,10,10,11,between 3000.0 and 8000.0
29,189,86,Italy,69,73,73,73,73,73,73,72,72,72,72,72,78,84,72,71,78,79,74,8,14,9,13,7,greater than 8000.0
26,188,84,France,70,73,73,74,73,73,73,72,72,72,72,72,79,85,72,71,79,80,74,9,12,10,11,8,between 3000.0 and 8000.0
27,187,83,Brazil,71,74,74,75,73,74,73,73,73,73,73,73,80,85,73,72,80,81,75,10,9,11,9,12,between 1000.0 and 3000.0
24,182,78,Argentina,68,72,72,72,72,72,71,72,71,71,71,71,77,82,71,71,77,82,75,11,8,10,10,11,between 3000.0 and 8000.0
30,190,85,Colombia,72,75,74,75,73,74,73,73,73,73,73,74,80,85,73,72,80,83,76,7,15,8,12,9,greater than 8000.0
20,186,74,France,63,70,51,59,44,61,38,61,43,30,53,59,67,69,66,64,72,59,42,11,10,8,7,6,between 1000.0 and 3000.0
22,176,71,Spain,59,66,45,49,60,53,45,53,36,32,48,57,64,62,64,60,65,59,39,13,9,7,11,10,less than 1000.0
25,190,82,Iceland,70,75,58,56,63,65,52,66,51,41,60,63,73,75,71,64,69,62,44,14,12,11,8,9,between 3000.0 and 8000.0
30,179,75,Germany,65,72,49,55,59,62,48,62,43,39,52,59,70,72,71,61,67,61,36,10,11,9,12,7,less than 1000.0
28,185,78,Italy,69,74,54,61,56,64,51,64,48,38,54,62,68,70,72,63,66,64,41,12,10,8,9,8,between 1000.0 and 3000.0
24,183,76,England,62,69,47,52,55,60,46,60,42,35,50,58,66,68,69,62,65,61,38,11,9,7,10,7,less than 1000.0
26,189,81,France,71,76,59,58,61,65,53,66,52,42,59,64,72,74,73,64,68,63,43,13,11,9,8,9,between 3000.0 and 8000.0
21,177,72,Portugal,60,67,44,50,54,58,43,58,38,32,48,56,64,66,67,61,65,59,39,10,9,8,7,7,less than 1000.0
29,187,80,Brazil,73,78,61,59,62,66,54,67,53,41,60,64,70,72,74,64,67,63,42,12,10,9,9,8,between 3000.0 and 8000.0
27,184,77,Argentina,68,73,55,57,59,63,51,63,48,38,54,61,68,70,71,62,66,61,40,11,10,8,8,7,between 1000.0 and 3000.0
23,181,74,Spain,61,68,46,51,56,59,45,59,41,34,49,57,65,67,68,61,65,59,37,10,9,7,7,7,less than 1000.0
32,191,84,England,75,79,62,60,63,66,54,67,52,42,60,65,72,74,73,64,68,64,43,13,11,9,9,9,between 3000.0 and 8000.0
25,178,73,Germany,63,70,48,53,57,61,47,61,44,36,50,58,66,68,69,62,65,60,39,11,10,8,8,7,less than 1000.0
28,186,79,France,70,75,57,58,61,64,52,65,50,40,56,62,69,71,72,63,67,62,41,12,10,9,9,8,between 1000.0 and 3000.0
24,185,78,Italy,66,72,51,55,59,62,50,62,46,38,52,59,67,69,70,62,65,61,38,10,9,8,7,7,less than 1000.0
29,188,81,Brazil,72,77,60,59,62,65,54,66,52,41,59,64,70,72,73,64,67,63,42,12,10,9,9,8,between 3000.0 and 8000.0
30,190,83,Argentina,74,79,62,60,63,66,55,67,53,42,61,65,72,74,74,64,68,64,43,13,11,9,9,9,between 3000.0 and 8000.0
26,184,77,Spain,68,73,55,58,60,63,52,64,49,39,54,61,68,70,71,63,66,61,40,11,10,8,8,7,between 1000.0 and 3000.0
22,182,75,England,61,68,47,52,57,60,46,60,42,35,50,57,65,67,68,61,65,59,37,10,9,7,7,7,less than 1000.0
25,187,80,France,69,74,56,57,61,64,51,64,48,40,55,62,69,71,72,63,67,62,41,12,10,9,9,8,between 1000.0 and 3000.0
27,185,79,Italy,67,72,53,56,59,62,51,63,46,38,52,59,67,69,70,62,65,61,38,10,9,8,7,7,less than 1000.0
31,192,85,Argentina,75,80,63,61,63,66,55,67,53,42,61,65,72,74,74,64,68,64,43,13,11,9,9,9,between 3000.0 and 8000.0
24,183,77,Spain,64,70,49,54,58,61,48,61,44,36,50,58,66,68,69,62,65,60,39,11,10,8,8,7,less than 1000.0
28,189,82,Brazil,71,76,59,60,62,65,54,66,52,41,59,64,70,72,73,64,67,63,42,12,10,9,9,8,between 3000.0 and 8000.0
23,181,74,England,62,69,47,53,57,60,46,60,42,35,50,57,65,67,68,61,65,59,37,10,9,7,7,7,less than 1000.0
29,190,84,France,73,78,61,61,63,66,55,67,53,42,61,65,72,74,74,64,68,64,43,13,11,9,9,9,between 3000.0 and 8000.0
26,186,80,Italy,69,74,56,58,61,64,52,64,48,40,55,62,69,71,72,63,67,62,41,12,10,9,9,8,between 1000.0 and 3000.0
31,191,85,Argentina,76,81,64,62,64,67,56,68,54,43,62,66,73,75,75,65,69,65,44,13,11,9,9,9,between 3000.0 and 8000.0
25,184,78,Spain,65,71,51,55,59,62,50,62,46,38,52,59,67,69,70,62,65,61,38,10,9,8,7,7,less than 1000.0
27,188,82,Brazil,70,76,59,61,62,65,55,66,52,42,60,64,71,73,73,64,68,64,43,12,10,9,9,8,between 3000.0 and 8000.0
22,180,74,England,61,67,46,52,57,60,46,60,42,35,50,57,65,67,68,61,65,59,37,10,9,7,7,7,less than 1000.0
24,185,79,Italy,66,72,52,56,60,63,51,63,47,39,54,61,68,70,71,63,66,61,40,11,10,8,8,7,between 1000.0 and 3000.0
30,192,86,Argentina,77,82,65,63,65,68,57,69,55,44,63,67,74,76,76,66,70,66,45,13,11,9,9,9,between 3000.0 and 8000.0
28,190,84,Brazil,72,78,61,62,63,66,56,67,53,43,61,65,72,74,74,65,69,65,44,13,11,9,9,9,between 3000.0 and 8000.0
26,187,81,Spain,68,73,54,58,61,64,53,64,49,40,55,62,69,71,72,64,67,62,41,12,10,9,9,8,between 1000.0 and 3000.0
23,182,76,England,62,69,48,53,58,61,47,61,43,36,50,58,66,68,69,62,65,60,39,11,10,8,8,7,less than 1000.0
