school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G3
GP,F,14.994957,U,GT3,T,1.976178,1.9982002,other,other,home,mother,0.9945368,2.0013533,1.012139,no,yes,no,no,yes,yes,yes,no,3.997679,3.997318,1.0150467,0.9957435,3.0343344,5.0139637,6.0839767,greater than 14.0
GP,F,18.005396,R,LE3,T,4.0084043,3.9929757,other,other,course,other,1.0001225,1.0002534,-6.099767e-05,no,yes,no,yes,yes,yes,yes,no,4.0082994,3.9986281,0.95892197,0.9919993,4.021755,5.0109897,0.029978734,greater than 14.0
GP,F,18.021162,R,LE3,T,1.0043452,1.0022942,other,services,course,mother,2.0042057,1.9980695,1.0126592,no,yes,no,no,no,yes,yes,no,3.0010011,1.9937019,2.9929855,0.9964122,1.9921149,2.9958284,0.015925776,between 10.0 and 12.0
GP,F,18.024178,R,GT3,T,0.99196196,1.0050815,other,other,other,mother,1.9952242,1.0014586,0.0014682233,no,no,no,yes,yes,yes,no,no,5.010054,3.9777083,3.99168,0.9895354,1.025544,2.9893339,9.738033,between 10.0 and 12.0
GP,F,17.988811,U,GT3,T,4.019557,1.9994789,teacher,other,course,mother,0.99878144,1.9927583,-0.0013747367,no,yes,no,yes,yes,yes,yes,no,4.0099387,3.0110886,2.0155883,1.0042976,1.0000104,3.980726,8.142001,less than 10.0
GP,F,18.006615,U,GT3,T,4.0077195,2.9766982,health,other,home,other,0.9985863,1.9980549,-0.00016918615,no,yes,no,yes,yes,yes,yes,yes,4.0114293,1.0236362,3.0020382,1.0071106,0.991165,0.9733337,6.053323,between 10.0 and 12.0
MS,F,16.016003,U,GT3,T,3.012723,2.0038295,services,other,other,mother,1.9993696,1.0044318,0.0012644493,no,yes,no,no,yes,yes,no,yes,0.9606141,2.0056443,4.0030656,3.0150445,2.974997,4.9948897,3.965025,between 12.0 and 14.0
MS,F,18.006968,U,GT3,T,2.0163333,1.9936191,health,other,course,mother,1.9937549,0.98674023,0.0017682586,no,no,no,no,yes,yes,yes,no,4.011142,3.0276663,4.012128,1.0002007,4.0039454,3.0032468,7.792274,less than 10.0
MS,F,17.992666,R,GT3,T,1.9867404,4.009147,at_home,services,reputation,mother,2.006836,0.99786764,-0.0035022607,no,yes,no,yes,no,yes,yes,no,1.0688523,3.005436,4.007464,2.8920374,2.0095973,4.0369263,7.942138,between 12.0 and 14.0
GP,M,18.010412,U,LE3,T,2.008769,2.0064893,other,other,home,mother,0.99681383,2.0005987,3.2848756,no,yes,no,yes,yes,yes,no,no,5.005494,4.0168777,0.99290526,1.9232942,3.9293616,1.9899758,0.0407087,between 12.0 and 14.0
GP,F,15.996121,U,GT3,T,2.9924412,0.98450476,other,other,course,mother,0.9984917,1.9927031,-0.000564702,no,yes,no,yes,yes,yes,yes,no,3.9977987,3.98391,2.0179765,0.99882716,1.0022097,0.9945466,-0.12983125,between 12.0 and 14.0
GP,F,18.019388,R,GT3,T,3.0168655,4.011525,other,other,course,other,1.0021203,1.9998603,-0.00060765864,no,yes,no,yes,yes,yes,no,yes,5.005427,3.9839385,2.9935696,0.9936413,2.9675455,4.0306106,3.8728335,greater than 14.0
GP,F,17.970089,U,GT3,T,4.007002,1.9960203,teacher,other,other,mother,0.99739766,0.97553366,-0.0010142913,no,no,no,no,yes,yes,yes,yes,1.9677509,0.99004495,4.0051875,3.031867,4.9828305,4.012366,-0.019507322,greater than 14.0
MS,F,18.016165,R,GT3,T,3.9943674,3.0019197,teacher,services,home,other,2.0111048,2.010139,0.000933439,no,yes,no,no,yes,yes,yes,no,3.9914274,3.0108478,0.9787179,1.0058136,1.003474,3.003543,7.9182587,between 12.0 and 14.0
GP,F,18.005463,U,LE3,T,1.0205883,3.0217683,other,other,course,other,0.99997294,0.9742893,-0.00080569973,no,yes,no,yes,yes,yes,yes,no,2.710329,0.9876288,2.998856,0.99683636,4.0023713,0.9688689,4.074634,less than 10.0
GP,F,18.00954,U,GT3,T,4.007258,0.95870245,teacher,other,home,mother,0.99800736,2.0073402,-0.00027012266,no,yes,no,yes,yes,yes,yes,no,3.9876106,3.970269,4.013672,1.0018288,1.0009452,3.0056577,2.0577068,between 12.0 and 14.0
GP,F,18.020609,U,GT3,T,4.019592,1.9974811,health,other,reputation,other,0.99615246,1.007238,-0.0005462583,no,yes,no,yes,yes,yes,yes,no,4.9983473,1.9930208,4.0019903,4.889544,4.9963965,4.9893622,9.503029,less than 10.0
GP,M,18.011148,R,GT3,T,2.998037,2.9903677,services,other,course,mother,0.9963453,2.0080595,0.0015353237,no,yes,no,yes,yes,yes,yes,yes,2.9955735,4.0031967,2.9961581,1.0024093,2.982295,0.99339765,0.013314705,less than 10.0
GP,F,17.995718,U,GT3,T,3.0068169,0.99858236,other,other,home,mother,1.0001585,2.0006187,0.9829879,no,no,no,yes,yes,yes,no,no,5.003078,1.0100527,3.0003934,2.0130453,3.023744,5.0025935,1.9756832,less than 10.0
GP,F,18.001213,U,GT3,T,3.022094,1.9991206,other,services,course,mother,0.99795765,1.9968905,-0.0008910297,no,yes,no,yes,no,yes,yes,no,3.9920583,1.9837279,3.016628,2.0314386,2.9932768,4.981813,4.109775,greater than 14.0
GP,M,15.975063,U,GT3,T,1.0005647,0.9924064,services,other,home,mother,0.9970865,2.0030046,0.0009548682,no,yes,no,yes,yes,yes,yes,no,4.0068355,3.9666946,0.9941684,0.9975943,0.9978216,5.0185065,3.938605,less than 10.0
GP,M,15.985528,U,LE3,T,4.000072,4.0080137,health,services,course,mother,0.99467456,2.0002167,-0.0030986578,no,yes,no,no,yes,yes,yes,no,3.9949274,4.9617467,3.9911802,2.0092344,3.0202463,4.0059505,9.706344,greater than 14.0
GP,F,17.02456,U,GT3,T,4.005566,1.9994949,health,services,home,mother,2.0016174,1.9984907,-0.0019068647,no,yes,no,yes,yes,yes,yes,no,3.994368,2.9785502,2.9937289,0.99821657,2.0001895,3.0019295,-0.026499137,greater than 14.0
GP,F,16.014177,U,GT3,T,4.004468,4.0175943,health,other,home,mother,1.0064284,3.0032146,0.0030375603,no,yes,no,yes,yes,yes,no,no,3.996316,1.0068291,2.0055006,0.999459,1.0012592,0.9770685,3.9298918,less than 10.0
MS,F,15.995997,U,LE3,T,1.991058,3.0078592,services,other,home,mother,1.9998537,1.989173,-0.005622019,no,yes,no,no,yes,yes,yes,yes,5.005006,3.0151553,2.9972851,0.9953405,2.0043275,4.9999723,0.018775232,greater than 14.0
GP,F,17.013453,U,LE3,T,2.985104,0.9782008,services,other,course,mother,0.99998754,2.0078318,0.0016557684,yes,yes,no,yes,yes,yes,yes,yes,3.9996884,2.9967647,4.0010743,2.9338717,1.0086093,4.9931045,3.980783,less than 10.0
MS,F,17.997911,R,LE3,T,0.99287057,2.0017464,other,other,reputation,mother,2.0008059,2.006129,-0.0009845037,no,no,no,yes,yes,yes,yes,yes,3.0208368,2.9813979,3.990446,2.0506675,1.98298,2.0338545,-0.04723748,between 12.0 and 14.0
GP,F,16.008852,U,LE3,T,4.011015,3.9891584,health,other,course,mother,0.9993455,2.0020406,0.0006561712,no,no,no,yes,yes,yes,yes,no,4.9994297,4.011544,0.9768835,1.00246,0.98925006,4.0217166,3.2696562,between 10.0 and 12.0
GP,M,15.084074,U,LE3,T,1.0006151,0.999296,services,other,course,mother,1.9925009,2.0055406,0.001123885,no,yes,no,yes,yes,yes,no,yes,3.9882827,3.9954112,4.0162854,1.9965096,3.0019708,5.0001197,12.085183,greater than 14.0
GP,F,18.008978,U,LE3,T,4.008444,4.0038266,services,other,reputation,mother,0.9994578,1.9954377,0.0023300543,no,yes,no,yes,yes,yes,no,no,2.063426,3.9944973,4.016328,1.0046722,4.000137,2.9941974,-0.049406677,greater than 14.0
MS,F,15.993718,U,GT3,T,1.0035232,1.9974449,other,other,other,mother,1.996824,2.0050502,-0.0054169493,no,yes,no,no,yes,yes,no,no,2.9704523,0.97900605,2.0148199,2.0232842,2.000098,3.9942288,12.057404,greater than 14.0
GP,M,18.86258,U,GT3,T,1.0022981,0.9990631,other,at_home,course,other,1.0000776,1.0002677,-0.00031261484,no,yes,no,yes,no,yes,no,yes,5.0137134,1.0566226,4.030663,3.1135113,0.99252856,3.015089,4.010864,less than 10.0
MS,F,16.003546,R,LE3,T,1.0029519,2.0100276,at_home,health,course,mother,2.0031247,1.9982018,-0.0018597688,no,yes,no,no,yes,no,yes,yes,2.9988644,1.0058403,3.9915402,2.0211694,0.99084467,5.0013876,1.9381272,less than 10.0
GP,F,17.009727,R,LE3,T,0.99374515,1.0032002,at_home,health,course,mother,0.9986342,0.99397707,-0.00041799573,no,yes,no,no,yes,yes,yes,no,3.9995725,3.0077107,4.007339,1.9705646,4.012773,2.9943624,-0.029032346,greater than 14.0
MS,F,17.012629,U,GT3,T,3.01583,3.0219502,at_home,other,course,mother,0.99859565,1.9995636,-0.000645602,no,yes,no,yes,yes,yes,yes,no,3.9920237,2.9932325,2.9946887,1.0005186,2.9977577,4.0132833,2.3191357,greater than 14.0
GP,F,18.018301,U,GT3,T,1.9748312,0.9848123,services,other,other,mother,0.999939,2.0110893,1.0038375,no,yes,no,yes,yes,yes,yes,no,4.004836,3.0179377,2.0116951,0.99941933,1.0008308,5.0028377,-0.066711485,between 12.0 and 14.0
GP,M,15.016122,U,LE3,T,0.99346274,0.9889484,at_home,other,home,mother,1.9966967,1.0046759,-7.744436e-05,no,yes,no,yes,yes,yes,yes,no,5.011852,3.9799864,3.9881124,2.0219014,2.9912393,5.004876,-0.048433512,between 10.0 and 12.0
MS,M,15.990652,R,GT3,T,3.0195322,3.9991255,other,other,reputation,mother,0.99690014,2.0003874,0.0029665695,no,yes,no,yes,yes,yes,yes,no,4.99027,3.9574695,2.9926171,0.9986298,2.9779487,3.981627,-0.053907417,between 10.0 and 12.0
GP,M,15.996786,R,LE3,T,2.9754868,4.012502,services,services,reputation,mother,0.99631464,0.99937445,-0.0010041588,no,yes,no,yes,yes,yes,yes,no,3.997872,2.0071087,2.0142102,2.0339236,4.996965,2.0212326,4.0526633,greater than 14.0
MS,F,18.021502,U,GT3,T,4.021106,4.0137944,teacher,other,course,other,0.9963477,1.0025047,0.0045989165,no,yes,no,no,yes,yes,no,yes,4.9918413,1.017309,3.0049016,0.98920023,0.99527293,4.027476,3.9948733,greater than 14.0
GP,F,17.024652,R,GT3,T,3.9994707,4.0002904,services,other,course,mother,0.9981895,1.0110571,-0.0013436386,no,no,no,yes,yes,yes,yes,no,5.0060997,2.012686,0.98368,1.0093846,2.0021474,3.9874187,-0.017335737,greater than 14.0
MS,F,18.016672,R,GT3,T,3.0042877,1.9976225,other,other,home,other,1.9878882,2.0011322,0.0017836742,no,yes,no,yes,yes,yes,no,no,3.01968,3.9963038,1.0021361,0.998639,2.982752,2.9897125,-0.022812344,between 10.0 and 12.0
MS,F,15.994498,R,LE3,T,3.0004728,4.0129285,at_home,other,reputation,mother,2.0018113,1.997592,-0.0011062627,no,yes,no,no,yes,yes,no,yes,4.000943,1.0133709,2.005652,1.0004028,0.98371494,4.018711,3.9115212,between 10.0 and 12.0
GP,F,16.992634,R,GT3,T,3.0190277,2.9949768,at_home,other,course,mother,1.0009784,1.0111015,0.0010947429,no,yes,no,yes,yes,yes,yes,no,4.640831,2.0057285,4.0269804,3.005439,4.9847674,5.0016556,15.975757,between 10.0 and 12.0
GP,F,18.01904,R,GT3,T,0.9916204,1.0070531,other,other,course,mother,2.002877,1.994932,-0.0011974993,no,no,no,yes,yes,yes,yes,yes,4.001055,1.9928075,2.0181947,0.9935946,0.99706984,2.0403538,0.0002498161,between 10.0 and 12.0
GP,F,18.019875,R,GT3,T,3.9998865,4.0200715,teacher,services,course,mother,1.0006473,2.0001605,-0.0009700664,no,yes,no,yes,yes,yes,yes,yes,3.9932547,1.0314971,3.0048513,0.99656516,1.000594,3.005048,-0.039778918,greater than 14.0
