school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G3
GP,F,14.973039,U,GT3,T,2.009906,2.0257254,at_home,other,course,mother,2.0015838,1.0172637,-0.0049252235,no,yes,no,no,yes,yes,yes,no,2.9987562,4.0057817,3.01799,1.6587659,3.00918,5.010959,1.9342649,between 12.0 and 14.0
GP,M,16.000841,U,GT3,T,4.0066915,4.0071244,teacher,services,course,father,3.012779,1.0030643,1.1070545,no,yes,no,yes,yes,yes,yes,no,4.971274,4.0023766,2.9957113,1.0088254,1.9981221,2.9878533,8.291613,between 12.0 and 14.0
GP,F,14.996869,U,GT3,T,2.004246,2.0056071,other,other,reputation,mother,2.004715,2.0031185,-0.0015535251,no,yes,no,no,no,yes,yes,yes,4.385861,5.0004997,1.0093943,1.0010966,2.0159204,5.002686,-0.018178709,between 12.0 and 14.0
MS,F,18.999945,R,GT3,A,1.0003687,2.019648,at_home,other,home,other,3.0131872,1.0137106,1.899566,no,yes,no,no,yes,yes,yes,yes,3.004169,4.0154853,2.988242,0.9978987,1.0140682,3.0021133,6.072834,between 12.0 and 14.0
GP,F,16.014858,U,GT3,T,1.9955499,2.0106664,health,other,course,mother,1.9984912,1.9970987,-0.006434752,no,yes,no,yes,yes,no,yes,no,3.004512,4.001366,4.010341,1.0071678,3.0089087,3.986515,4.0529613,between 12.0 and 14.0
GP,M,15.008029,U,GT3,T,1.9947323,1.986682,other,other,reputation,mother,1.9988647,2.0015085,0.00088514015,no,yes,no,yes,yes,yes,yes,no,2.996629,1.2159,4.0145197,2.0013888,4.0046926,4.998013,0.027366411,greater than 14.0
MS,F,18.002478,R,GT3,T,2.0276644,2.0001156,other,other,course,mother,3.0016608,2.9828556,0.9736613,no,yes,no,yes,yes,yes,yes,no,2.9874485,1.9365985,2.9675786,1.9872776,4.042174,3.979476,18.170305,between 10.0 and 12.0
MS,F,18.00842,R,GT3,T,2.0026555,2.0110354,at_home,other,course,mother,2.001708,2.005328,1.0170244,no,yes,no,no,yes,yes,yes,no,4.0160813,4.017836,4.997231,0.9891435,2.9795487,3.9728186,13.923798,between 12.0 and 14.0
GP,F,17.99968,U,GT3,T,2.0111756,3.9914684,other,other,other,mother,0.99602246,1.9973148,-0.00014877936,no,yes,no,yes,yes,yes,yes,no,5.0766954,4.0155554,4.9763947,1.9944773,3.9824934,3.9769905,9.697933,greater than 14.0
GP,M,14.980424,U,GT3,T,3.987171,4.0232925,teacher,teacher,course,father,2.9744434,1.0076469,0.0011734329,no,yes,no,yes,yes,yes,yes,no,4.0023575,1.9833056,2.0106745,0.9880186,2.005997,3.0293655,0.003253324,greater than 14.0
GP,F,19.043064,R,GT3,T,2.0070353,0.9974252,other,other,home,mother,2.0007524,3.055576,1.0052166,no,no,no,yes,yes,yes,yes,yes,3.009197,2.0264256,3.011238,2.001363,4.0045524,3.9956539,1.8234105,between 12.0 and 14.0
MS,M,18.01906,R,GT3,T,4.021115,3.0077531,teacher,services,other,mother,1.0002793,2.0066233,-0.0040055504,no,yes,no,yes,yes,yes,yes,no,4.9816146,3.0263388,2.9858882,1.0045574,1.0219102,5.00118,0.012192002,between 12.0 and 14.0
MS,M,15.018148,U,GT3,T,3.0012865,2.9995596,services,teacher,reputation,mother,3.047434,3.9764223,1.0122879,no,no,no,yes,yes,yes,yes,no,3.0078504,1.0260165,0.9737725,2.0187232,2.9866452,2.015092,0.041654654,between 10.0 and 12.0
MS,F,18.01118,R,GT3,T,2.000061,0.995455,services,other,home,mother,1.0036244,3.0783374,-0.0024291738,no,yes,no,yes,yes,yes,yes,no,4.002213,4.0180793,4.0056796,1.0000944,1.0049489,3.005531,3.9930265,between 12.0 and 14.0
GP,F,14.99002,U,LE3,T,0.99542534,2.0032332,other,other,reputation,mother,1.9986982,1.9984477,0.00067915185,no,yes,no,yes,yes,yes,yes,no,4.000295,3.9935346,2.0094202,1.0065957,1.0007454,0.99994045,0.0028388444,greater than 14.0
GP,M,16.001013,U,GT3,T,3.007817,2.0050483,other,other,reputation,mother,2.005734,0.998141,-0.0024114493,no,yes,no,yes,yes,no,yes,yes,2.014361,4.0035777,3.0216691,0.99960476,2.014431,3.0101485,10.238237,greater than 14.0
MS,M,18.003756,R,GT3,T,0.97340417,0.9951855,at_home,services,course,other,2.0000656,3.0221136,1.0024015,no,no,no,no,yes,yes,yes,yes,2.9893563,1.9740107,2.9964118,0.9976782,1.9948282,4.025712,10.653015,less than 10.0
