school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G3
GP,F,15.980097,R,GT3,T,0.9812391,1.018554,at_home,other,course,mother,2.0276647,1.0006542,0.0006649938,no,no,no,yes,yes,yes,yes,yes,4.015325,1.0124606,2.0150964,0.99967635,3.0047328,4.011071,0.0053626145,between 10.0 and 12.0
MS,F,19.01752,U,GT3,T,3.9845898,0.99736756,other,other,course,mother,0.9988309,0.9949047,0.0018257208,no,no,no,yes,yes,yes,no,yes,3.9938262,2.0147746,1.9940886,0.9990145,0.9966977,0.9674992,3.8656538,between 10.0 and 12.0
GP,M,16.970655,R,GT3,T,4.000412,3.013363,services,other,course,father,1.0060478,0.9876301,0.00066706893,no,no,no,yes,yes,yes,yes,no,3.9993792,2.9960709,2.0025494,1.002147,2.0117118,5.0064163,4.0095916,between 12.0 and 14.0
MS,F,15.982656,U,GT3,T,2.0085688,2.9965467,at_home,other,course,father,0.9977902,0.99371696,0.0011292286,yes,yes,no,yes,yes,yes,yes,no,4.011851,4.010152,4.98375,0.9968836,0.99725586,2.0125027,9.251595,between 12.0 and 14.0
MS,F,18.008049,U,GT3,T,2.0034919,1.003188,at_home,other,reputation,mother,2.004653,1.0011903,1.1856121,yes,no,no,yes,yes,yes,yes,no,3.9994304,4.006518,4.967547,1.7361063,2.9978805,3.01975,2.0032716,greater than 14.0
MS,M,17.007555,R,GT3,T,1.9918225,0.9959566,services,services,course,father,1.0050727,1.0041554,0.0021034372,no,yes,yes,yes,yes,yes,yes,no,2.9794736,3.0016375,3.0217571,1.0053909,1.006697,5.008665,5.382745,between 12.0 and 14.0
MS,F,18.002657,R,GT3,T,3.992317,1.9985094,other,other,course,mother,1.9991012,1.9821506,0.00014630781,no,yes,no,yes,yes,yes,yes,no,2.9665802,4.0140214,4.992143,1.0004967,3.0029767,3.0083604,0.047323234,between 12.0 and 14.0
MS,F,18.009403,U,GT3,T,3.9991333,3.0096436,health,other,home,mother,0.99858683,2.0003266,0.0014103897,no,yes,no,yes,no,yes,yes,yes,2.98992,3.0209792,4.9782853,1.0101175,1.9997846,2.9970798,0.022629792,between 10.0 and 12.0
GP,F,16.97152,R,GT3,T,4.006126,2.013273,services,other,course,mother,0.99625117,0.98667413,0.00081204,no,yes,no,yes,yes,yes,yes,yes,4.007736,2.998498,1.9897976,0.99632245,1.0005667,5.010043,2.0686567,between 12.0 and 14.0
GP,F,16.97567,R,LE3,T,3.9998841,0.9896056,other,services,course,mother,2.9816005,3.036246,1.0292634,no,yes,no,yes,no,yes,no,no,4.000267,4.0251017,4.9957094,1.9815649,3.005295,4.99548,0.07851747,between 10.0 and 12.0
MS,F,17.980728,U,GT3,T,4.008683,3.0093527,services,services,home,mother,2.0089185,2.0001523,-0.0058619725,no,yes,no,yes,yes,yes,yes,yes,4.0039363,2.9953215,2.0075586,0.9997468,2.9853773,4.999265,1.9748566,greater than 14.0
GP,F,16.023613,R,GT3,T,3.9923472,3.0016634,health,other,reputation,mother,0.998881,1.9959365,-0.0017712043,no,no,no,yes,yes,yes,yes,no,3.9932308,2.9962366,5.027838,2.0109181,3.0064094,4.9942484,6.2524757,less than 10.0
GP,M,15.025197,U,LE3,T,4.0029583,2.9988759,services,services,course,father,1.0053498,2.0054123,0.0008252178,no,yes,no,yes,yes,yes,yes,yes,4.005562,2.9970798,4.057781,2.028663,4.0009418,5.0043125,4.0752854,between 10.0 and 12.0
GP,F,17.993416,U,GT3,T,1.9987161,1.0028732,other,services,course,mother,0.9989961,0.99387324,-0.003923315,no,yes,no,no,no,yes,yes,no,4.9976473,3.9970198,4.98118,4.5077515,3.003473,3.9847383,0.021591768,between 10.0 and 12.0
GP,F,18.982342,U,GT3,T,4.0041013,3.0020366,services,services,reputation,mother,0.99659157,1.016639,0.0009451314,no,yes,no,yes,yes,yes,yes,no,1.0159124,2.992216,2.004354,1.0003967,1.0010127,5.004749,11.467586,between 10.0 and 12.0
MS,F,15.972854,R,GT3,T,3.9929075,4.001397,services,other,home,mother,2.0186749,0.9854439,0.0019140209,yes,no,no,yes,yes,yes,yes,no,3.9963777,3.993874,4.015182,3.0054939,3.0257478,5.0025463,0.05897557,between 10.0 and 12.0
MS,M,15.97283,R,LE3,T,3.0162463,3.9959717,services,services,home,mother,0.9957989,0.99379164,0.00094943354,yes,no,no,yes,yes,yes,yes,no,4.0192285,4.0044427,4.9871545,1.990493,3.0034964,4.9942765,6.0911055,between 12.0 and 14.0
GP,F,15.968358,U,LE3,T,2.0141375,3.0052614,services,services,other,mother,0.99823326,2.006003,0.00304598,no,no,no,yes,yes,yes,yes,no,3.9966917,3.0058944,4.9979615,5.0354505,3.0258558,4.99641,-0.047424767,less than 10.0
GP,M,16.00051,R,LE3,T,2.0065405,1.0040438,services,services,other,mother,1.003831,1.9928434,0.0033138073,yes,yes,no,yes,yes,yes,yes,yes,0.9474177,4.0093975,4.9616275,0.9965423,3.0030885,5.024341,-0.03323138,between 12.0 and 14.0
GP,F,15.984315,R,LE3,T,3.0100913,1.0136286,other,other,course,mother,1.9972168,2.001968,0.0007323702,no,yes,no,no,yes,yes,yes,yes,3.9995728,3.0054736,2.0091364,1.0009899,4.038251,5.0040874,2.007543,between 12.0 and 14.0
GP,F,17.962109,U,GT3,T,3.9843733,2.9883516,other,services,course,father,3.0079832,2.0038934,0.001293967,no,no,no,yes,yes,yes,yes,yes,3.9964218,3.0007837,4.971616,1.010695,0.9970004,4.015723,4.1892157,between 10.0 and 12.0
GP,F,15.984016,R,GT3,T,2.0086856,3.0345216,other,services,home,mother,0.9979976,1.0038582,-0.0013056884,no,yes,no,yes,yes,yes,yes,no,4.001199,2.986097,2.0088916,0.9997898,1.0058544,4.9936314,10.254938,between 10.0 and 12.0
GP,M,19.41859,U,LE3,T,1.9837642,3.0042472,other,services,home,mother,3.0299654,0.9927209,0.00012929263,no,yes,no,yes,yes,yes,yes,yes,3.998702,4.0149884,4.992977,1.9823937,4.033305,5.004656,6.969315,between 10.0 and 12.0
MS,M,14.996004,U,GT3,T,0.97252005,1.0022227,at_home,at_home,other,father,0.99884325,0.9929383,0.001920366,no,yes,yes,yes,yes,yes,yes,no,3.9907055,3.0003617,3.999748,1.0087583,0.9964378,3.0094538,2.1123013,between 12.0 and 14.0
GP,F,15.97511,U,GT3,T,3.9925642,2.9993665,other,services,course,mother,1.0004326,2.0048337,0.0010143433,yes,yes,no,yes,yes,yes,yes,yes,3.9990823,2.985509,2.993635,2.002894,2.0030727,3.0152824,2.0833604,less than 10.0
MS,F,15.9854355,R,GT3,T,3.9846044,1.0028166,teacher,other,course,mother,2.015718,1.9997228,0.00081485626,yes,yes,no,no,yes,yes,yes,no,3.9958882,3.0093138,5.0234303,0.99634415,0.99996966,3.0193043,-0.013836949,greater than 14.0
GP,M,18.022194,R,GT3,T,1.010775,0.9933347,health,services,home,mother,0.99745005,2.0027604,-0.0020253789,no,no,no,yes,yes,yes,yes,yes,4.9941545,3.9993753,4.9815855,2.032679,3.005792,2.9954402,3.8828166,less than 10.0
GP,F,18.008648,R,GT3,T,3.9991117,0.9895808,other,other,course,mother,0.99397004,0.9999904,0.0016051009,no,yes,no,no,yes,yes,yes,no,4.003885,2.0004778,1.9943038,0.9899001,1.0058817,3.9903688,-0.0067348294,between 12.0 and 14.0
GP,F,18.000938,U,GT3,T,3.9940722,3.0061543,health,services,home,mother,1.9954417,2.0138996,0.0013945227,no,no,no,yes,yes,yes,yes,no,4.997347,4.0134945,3.9999964,1.9749413,3.045269,5.0062847,1.7808148,between 10.0 and 12.0
GP,F,15.022968,U,GT3,T,2.00784,4.1150026,services,other,course,mother,0.99745435,1.0053991,-4.1990686e-05,yes,no,no,yes,yes,yes,yes,no,4.004043,2.9797866,4.9627447,1.9856585,3.9944153,5.020745,4.1232505,between 10.0 and 12.0
GP,F,17.009779,R,GT3,T,2.0399916,0.9893265,other,at_home,course,mother,0.9994143,2.9945953,2.0777447,yes,no,no,yes,yes,yes,yes,yes,4.0032496,0.97116464,1.9861239,0.99530476,0.9928303,1.9821084,7.9084334,greater than 14.0
MS,F,15.009863,R,GT3,T,2.0144792,1.9862223,at_home,services,course,mother,1.0068868,2.005064,0.00043716154,no,no,no,yes,yes,yes,yes,no,4.0112615,4.8944592,4.996904,3.3999426,3.0048463,1.9676384,6.221547,less than 10.0
GP,F,16.998806,R,GT3,T,0.9955925,0.9814132,other,other,home,mother,1.0028723,0.9865046,0.0013252387,no,no,no,no,yes,yes,no,no,3.997721,4.0162854,5.0233755,2.013897,2.9946978,4.0167704,2.9112153,between 12.0 and 14.0
GP,M,17.985321,U,LE3,T,2.0176997,2.986676,health,other,course,mother,2.0123167,2.0026119,-0.0015852975,no,yes,no,yes,yes,yes,yes,yes,3.9982045,3.0099766,4.995029,1.000783,0.9964192,4.9995403,-0.03389287,between 10.0 and 12.0
GP,F,17.00954,R,GT3,T,4.0078607,3.004667,teacher,services,home,mother,0.9966769,3.0045357,1.9959116e-06,no,no,no,yes,yes,yes,yes,yes,3.0009913,4.011775,5.0016437,1.9893715,3.0158427,5.017483,9.2262335,less than 10.0
GP,M,18.026102,R,GT3,T,1.9793164,3.0151043,at_home,other,reputation,mother,0.996607,2.009593,0.0004324715,no,no,no,yes,yes,yes,no,no,5.007603,0.96223575,2.9999647,1.002984,1.9994769,2.0189466,0.050828155,greater than 14.0
GP,F,15.982381,R,GT3,T,4.011364,4.012564,health,other,course,mother,0.99822974,2.99375,0.00054673443,yes,no,no,yes,yes,yes,yes,yes,3.9991462,0.98914677,2.0117636,0.9970881,0.9916799,1.985242,0.0032972693,between 12.0 and 14.0
MS,M,17.994064,R,GT3,T,1.000714,3.0288517,services,services,course,mother,2.0046287,1.0046042,1.2969528,no,yes,no,yes,yes,yes,yes,yes,5.0013046,4.0131984,2.9797592,1.0006725,1.0123242,5.007182,3.9514089,between 12.0 and 14.0
GP,F,16.005424,U,LE3,T,3.0111673,1.9936645,services,services,home,mother,0.9978762,1.0014572,0.0052457643,yes,no,no,yes,yes,yes,yes,no,4.0008,2.9812334,4.9904857,1.0025915,2.9933019,1.9910556,0.05718574,between 12.0 and 14.0
GP,F,16.01242,R,GT3,T,2.0110757,1.9883646,services,other,other,mother,2.0172608,0.99046123,8.75126e-06,no,yes,no,no,yes,yes,yes,yes,3.9967546,4.0113206,4.995416,0.09400096,4.9545393,3.996389,8.020854,between 10.0 and 12.0
MS,M,16.988298,R,LE3,T,3.9990685,3.0154507,health,services,home,father,2.0186455,0.98846936,0.00034497332,yes,yes,no,yes,yes,yes,no,no,5.0032783,3.000924,1.9975526,0.9974246,3.0255349,2.9659488,6.336611,greater than 14.0
GP,M,15.000472,U,GT3,T,3.0203767,4.0303683,health,services,other,mother,1.0001281,3.008308,0.0023747003,no,yes,no,yes,yes,yes,no,no,2.9943955,4.0215926,4.9646354,2.0272977,3.0128572,0.96785825,5.9681377,between 10.0 and 12.0
GP,F,17.991953,U,GT3,T,4.0035887,3.0080407,health,services,home,mother,1.0081666,2.0076306,0.0012705468,no,yes,no,yes,yes,yes,yes,no,4.000804,0.99294263,1.987093,0.996144,0.9957884,3.0020616,6.066779,between 12.0 and 14.0
MS,M,17.991894,U,LE3,T,2.0076058,2.9982567,at_home,other,course,mother,3.0057771,0.99452615,-0.0021406177,no,no,no,yes,yes,yes,yes,no,3.9933362,2.9996574,2.0002115,0.9929614,2.0196712,4.9862185,2.0346515,between 12.0 and 14.0
GP,F,17.019562,R,GT3,T,4.002386,3.0061777,other,other,reputation,mother,3.6972337,1.0024146,0.0021834192,no,yes,no,yes,yes,yes,no,no,2.9706511,4.954467,5.00697,2.9706876,4.004003,5.009433,-0.043818794,between 10.0 and 12.0
GP,F,16.014086,U,GT3,T,3.9847858,2.997898,other,other,home,mother,1.9958975,1.9872797,-0.0013776361,yes,yes,no,yes,yes,yes,yes,yes,3.9944441,0.99149823,1.994858,1.0000051,5.02748,5.0071487,0.023404436,between 12.0 and 14.0
MS,F,16.00193,R,GT3,T,2.0198364,2.0077548,services,other,course,mother,2.016448,0.99519455,-0.0035805008,no,yes,no,yes,yes,yes,yes,yes,4.0035963,2.0293128,4.975228,0.9969614,1.0000311,3.015829,-0.0047221286,between 10.0 and 12.0
GP,M,15.96643,R,GT3,T,1.9800813,1.0061315,at_home,services,home,mother,2.0220656,1.0093116,0.00061598077,no,no,no,yes,yes,yes,yes,no,4.9975553,3.0016341,1.9993674,1.9895862,3.0281467,2.990444,4.0072355,greater than 14.0
MS,F,19.325792,U,GT3,T,3.0126464,0.9945663,services,other,home,mother,1.0030158,0.98947406,1.2358214,no,yes,no,yes,yes,yes,yes,no,4.0067086,4.0040903,4.993047,1.0013583,1.0031958,4.999929,0.94456226,between 12.0 and 14.0
MS,F,18.988888,U,LE3,T,4.0193515,1.0150925,other,other,reputation,mother,1.0015912,2.0004194,1.837752,no,no,no,yes,yes,yes,no,yes,3.9970667,3.0030413,5.001365,0.9993342,3.0010355,4.00994,4.0365286,between 12.0 and 14.0
GP,F,16.99315,R,GT3,T,2.00752,0.9989092,other,other,course,mother,3.0185833,0.9880732,0.00029042066,yes,no,no,yes,yes,yes,yes,no,4.0151024,4.0217915,4.9932194,0.99727273,2.9936156,1.9877269,6.004696,between 12.0 and 14.0
MS,F,15.9865,R,LE3,T,2.0116596,1.0014681,services,services,course,mother,0.9873371,2.0101984,0.9746794,no,yes,no,no,yes,yes,yes,yes,3.9990928,3.0076046,2.015356,0.9970787,0.9977364,5.002413,8.131721,between 12.0 and 14.0
GP,F,15.996066,R,LE3,T,3.987504,4.0134716,services,health,reputation,mother,0.99889266,0.98251384,0.0045416555,no,no,yes,yes,yes,yes,yes,no,3.9906325,2.003095,4.9941444,0.991706,1.002456,3.9635327,4.0939384,between 10.0 and 12.0
MS,M,17.996496,R,GT3,T,2.0154903,0.9997813,at_home,services,course,father,0.9963966,1.0041431,-0.0008853887,no,no,no,yes,yes,yes,yes,yes,0.9567483,3.0021148,0.9847977,1.9852295,3.0059836,5.012502,1.8103881,between 10.0 and 12.0
MS,M,17.996944,U,LE3,T,4.012743,3.0072794,other,other,home,mother,2.0225425,2.9913192,-0.541237,no,yes,no,no,yes,yes,yes,no,4.9987717,3.002015,5.001984,2.000505,3.9926693,5.003066,1.8834801,less than 10.0
MS,F,16.965378,U,GT3,T,0.9889267,1.9954908,health,services,home,mother,1.0001535,2.9882264,1.0292144,no,no,no,yes,yes,yes,yes,no,4.026092,2.9959433,4.9962254,1.0017123,2.9799006,4.994633,4.0350575,less than 10.0
GP,F,15.987642,U,GT3,T,1.9846625,2.9810925,other,other,course,mother,1.006429,1.0073743,-0.00052775117,yes,yes,no,yes,yes,yes,yes,yes,4.0085764,2.0129285,2.0062733,1.001455,2.9862463,4.9871645,0.0633308,between 10.0 and 12.0
GP,M,16.958721,R,GT3,T,2.0273342,1.0123464,other,services,course,mother,0.9956438,0.98581374,-6.26769e-05,no,no,no,yes,yes,yes,no,no,3.9951637,3.0035996,4.000636,1.0032736,3.0088525,4.0069323,1.3341367,between 12.0 and 14.0
GP,M,19.309492,R,GT3,T,3.9939744,3.0098197,services,services,reputation,mother,2.9424443,1.9982814,-0.17118122,no,no,no,no,yes,yes,yes,no,3.995813,1.9938979,1.990874,1.0024838,2.007358,4.9896064,2.1272762,between 12.0 and 14.0
GP,F,17.033827,U,LE3,T,3.9879003,1.0096107,health,other,course,mother,1.0059536,3.050511,-0.000854949,no,no,no,yes,yes,yes,no,yes,4.0226474,3.0141168,1.989277,1.0049042,3.0012243,5.00799,-0.004935316,less than 10.0
MS,F,20.86669,U,GT3,T,2.0186636,3.0126514,services,other,course,mother,1.0017345,1.002841,0.0017715968,no,no,no,yes,yes,yes,yes,no,4.002498,2.9933348,4.964788,0.98792785,1.0031941,4.003064,0.014695665,between 10.0 and 12.0
MS,F,17.99547,U,LE3,T,3.005669,3.0128362,at_home,services,home,mother,0.99932253,3.0437865,0.0019683137,no,yes,no,yes,yes,yes,no,yes,3.9941013,3.020866,3.0122783,0.9911883,1.0021414,5.014221,0.031859398,greater than 14.0
GP,F,15.991466,U,GT3,T,3.9978852,3.008298,health,services,home,mother,0.9984236,2.0154872,-0.0064731836,no,yes,no,yes,yes,yes,yes,no,4.9905996,2.025488,4.997248,1.974305,3.010198,5.005314,1.8325343,between 10.0 and 12.0
GP,F,18.017082,U,LE3,T,1.9763399,1.0080556,at_home,other,reputation,mother,3.7912042,3.0047195,-0.0003254168,no,yes,no,yes,yes,yes,yes,no,3.985499,2.9941058,5.047973,0.99630207,2.0038908,3.9950643,4.1576166,between 12.0 and 14.0
GP,F,18.012905,R,GT3,T,3.9842253,2.9963493,other,services,course,father,1.0019625,1.9907079,-0.000352027,no,yes,no,yes,yes,yes,yes,yes,3.9998,2.9917457,5.0146685,0.9832887,2.9614055,5.0008273,0.012330973,between 10.0 and 12.0
GP,M,15.998175,U,LE3,T,3.9911659,3.0025606,health,other,course,mother,1.0050772,3.0164883,-0.0011288999,no,no,no,yes,yes,yes,yes,no,5.020898,0.924002,2.0103836,0.9984758,0.99589133,0.9838988,0.006587905,greater than 14.0
GP,F,17.980633,U,GT3,T,1.9868456,1.9969951,services,services,course,mother,2.0187473,1.9993005,-0.0039320304,no,no,no,yes,no,yes,no,yes,4.994878,2.9857514,4.0187497,1.9811057,3.0369434,4.990588,1.9091489,between 10.0 and 12.0
GP,M,18.923637,R,GT3,T,4.00012,1.0015835,services,services,course,mother,2.018617,2.001568,-0.4848435,no,no,no,yes,yes,yes,yes,yes,4.0104074,0.9793867,0.9942443,1.0020394,1.993784,4.9999647,1.8752984,between 10.0 and 12.0
GP,F,15.985707,R,LE3,T,3.9945397,2.9990401,health,other,reputation,mother,2.0174618,3.020679,0.0012051527,yes,yes,no,yes,yes,yes,yes,no,5.0057015,4.018201,4.9857764,1.982295,2.014951,2.9846334,3.231969,between 12.0 and 14.0
GP,F,16.999073,U,GT3,T,4.0067463,3.0103981,other,other,home,mother,0.9928881,1.0128363,-0.0015387471,yes,yes,yes,yes,yes,yes,yes,yes,4.001507,3.0170999,2.9825535,1.0004607,2.0256352,3.022437,1.9651546,between 12.0 and 14.0
GP,M,18.01065,R,LE3,T,3.0052216,2.9874542,services,other,course,mother,1.0018444,2.0040488,0.0015785656,no,yes,no,yes,yes,yes,yes,no,4.010775,2.9913878,2.013711,0.9996886,1.003136,4.9942646,-0.09585231,between 12.0 and 14.0
MS,M,15.98966,U,GT3,T,3.9927373,4.012076,health,other,home,mother,0.99082595,2.0073018,0.00095733197,no,yes,no,yes,yes,yes,yes,yes,1.0764682,3.005322,4.986102,1.994358,1.9934328,4.9969683,6.062875,less than 10.0
MS,F,18.014208,R,GT3,T,1.0110939,0.9994602,at_home,health,home,mother,0.9999805,0.9936895,0.000247048,no,yes,no,no,yes,yes,yes,no,3.9925678,4.0050035,4.020624,0.999586,2.997397,4.9942946,-0.0017789723,between 12.0 and 14.0
GP,M,16.000406,U,GT3,T,3.9775198,3.9873502,services,services,home,mother,1.0033333,3.0057945,0.0018457246,no,yes,no,yes,yes,yes,yes,yes,3.9977298,4.0128284,4.010884,0.99660486,1.0017946,5.00738,-0.038005207,between 12.0 and 14.0
GP,M,17.97179,R,GT3,T,3.9922867,3.009149,health,services,course,mother,1.0028719,1.005027,0.0007967692,no,no,no,yes,yes,yes,yes,yes,3.9985063,1.9972111,3.9953637,1.0020753,2.9885533,3.0241258,5.959262,between 10.0 and 12.0
GP,M,16.022278,R,LE3,T,3.998505,4.008212,teacher,teacher,home,mother,1.0010781,0.99468404,0.0006630633,no,yes,no,yes,yes,yes,no,no,4.978658,3.0206788,4.0200295,1.9635183,3.9990768,3.9912589,3.9948802,less than 10.0
GP,F,15.984494,R,GT3,T,3.9930623,4.01979,health,services,home,father,0.99458605,3.0369215,0.0016818398,no,yes,no,no,no,yes,yes,yes,5.001663,3.0181546,2.0031915,1.001867,0.98717993,5.005343,-0.0018322812,between 12.0 and 14.0
GP,F,15.97199,R,LE3,T,3.0090373,1.0048957,health,other,home,mother,2.0106025,2.0014484,0.0033355462,no,no,no,yes,yes,yes,yes,yes,4.996579,0.92359054,1.9874237,0.9998766,0.9889633,5.0133615,10.195172,between 12.0 and 14.0
GP,F,16.007683,R,GT3,T,3.9935968,4.0022316,health,health,reputation,mother,0.99921495,3.0066736,-0.0007685039,no,yes,no,yes,yes,yes,yes,no,2.9717045,1.990656,2.0048854,0.99879247,1.0027637,3.0020008,4.0563703,between 12.0 and 14.0
GP,F,16.982967,R,GT3,T,0.98261285,0.9878374,at_home,other,reputation,mother,0.99990636,0.99326116,-0.0017296716,no,yes,yes,yes,yes,yes,no,yes,4.9988775,3.0024762,4.974975,1.000018,1.0003312,5.008653,1.9829402,between 12.0 and 14.0
GP,M,17.039976,R,LE3,T,3.0123744,3.0025246,other,services,home,mother,1.0015287,3.0045311,-0.0007688061,no,yes,no,yes,yes,yes,yes,yes,3.0603268,2.99942,4.011273,2.023027,2.013962,2.9747224,6.0305457,between 10.0 and 12.0
GP,F,16.962456,R,GT3,T,2.0060828,3.013468,at_home,services,course,mother,0.99334586,1.0002475,-0.00016108458,no,yes,no,no,yes,yes,yes,no,3.0039926,4.014211,4.973705,0.999973,2.9895427,4.00199,-0.048925854,between 12.0 and 14.0
GP,F,16.005842,U,GT3,T,4.0119257,3.0048883,other,other,home,mother,0.98668396,3.0955806,0.0041690543,no,yes,no,yes,yes,yes,yes,no,4.0108533,2.9906626,2.0079808,0.9970311,0.99822295,5.01219,7.8801007,less than 10.0
GP,F,17.988323,U,GT3,T,1.01607,0.9832876,health,services,course,mother,2.0141826,1.0031033,-0.0075014904,no,no,no,yes,yes,yes,yes,yes,3.9921522,4.0159245,5.016607,1.9921699,3.0268655,1.9924859,4.065076,between 10.0 and 12.0
MS,F,15.963111,R,GT3,T,3.9982219,2.0021796,other,other,course,mother,0.99867386,0.99307966,0.0009320745,yes,no,no,yes,yes,yes,yes,yes,3.003418,2.9936566,3.999787,1.002097,1.0189053,5.008617,4.0176816,between 12.0 and 14.0
GP,M,17.976355,R,GT3,T,3.999747,3.0180678,health,services,reputation,mother,0.99919957,3.008601,0.0018297138,no,no,yes,yes,no,yes,no,yes,4.9989405,4.009567,4.9958754,1.9908658,2.987678,2.0098875,6.1467705,greater than 14.0
GP,F,14.996788,R,LE3,T,1.9964167,3.0103972,services,other,reputation,father,2.0105002,1.9993579,0.0020692842,no,no,no,no,yes,yes,yes,no,3.994261,4.0073514,4.000234,1.0104424,0.99559534,5.0077395,0.036753893,between 12.0 and 14.0
GP,F,15.996907,U,GT3,T,3.014155,3.0070863,services,other,reputation,mother,2.0069387,2.9980476,0.0007683309,yes,yes,yes,yes,yes,yes,yes,no,4.007739,1.9932078,1.0127736,0.9906851,3.0363438,4.009374,6.103527,between 10.0 and 12.0
GP,F,18.009699,R,GT3,T,1.994741,2.0053205,services,other,home,father,3.0298119,0.98888427,-0.5477703,no,yes,no,yes,yes,yes,yes,no,4.9945693,4.9662905,4.993516,1.0080099,3.0037317,3.9682558,0.061910488,greater than 14.0
GP,F,17.976288,R,GT3,T,1.9995186,3.0073414,health,other,course,mother,0.99563134,1.0101413,0.00029922728,no,no,no,yes,yes,yes,yes,no,3.996041,4.003693,4.99127,1.9793313,3.0140572,3.9671872,1.9383202,between 10.0 and 12.0
GP,M,17.995987,R,GT3,T,4.0189323,3.0191221,health,other,course,mother,0.99832404,3.0183432,1.0015154,yes,yes,no,yes,yes,yes,yes,yes,4.0088086,3.0019426,4.96404,1.0020537,5.017826,5.017854,1.9637213,less than 10.0
GP,F,15.989738,R,GT3,T,4.0150156,2.0362632,other,other,course,mother,2.0119905,0.998087,0.0017225,yes,yes,no,no,yes,yes,yes,no,4.0048738,4.0201116,2.00925,1.0009818,2.986615,4.0103903,-0.024593784,between 10.0 and 12.0
GP,M,16.003485,R,LE3,T,0.9904619,1.0056465,other,other,home,mother,2.0090606,2.0024743,0.0009626794,no,no,no,yes,yes,yes,yes,no,4.996808,2.0093293,2.0078907,1.0054997,1.0119286,5.007392,0.018737758,greater than 14.0
MS,M,16.002432,U,GT3,T,4.002254,3.0227253,health,other,home,mother,0.9960387,0.98974675,0.006002417,no,yes,yes,yes,yes,yes,no,no,4.996685,4.02,2.9942923,0.9959509,0.9959787,1.9551079,-0.040942617,greater than 14.0
GP,M,17.000845,U,LE3,T,2.9990206,1.0126286,services,at_home,reputation,mother,2.0106716,2.0089314,0.0032269857,no,yes,no,yes,yes,yes,yes,no,4.003278,2.0122294,2.998553,0.9980863,3.0233457,3.998074,0.013384126,between 12.0 and 14.0
