school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G3
GP,F,17.991426,R,GT3,T,4.005787,3.9942977,services,other,home,mother,1.0037745,2.9973004,0.0053313635,no,yes,no,yes,yes,yes,yes,no,5.0053916,4.9187,1.0418499,2.8895004,2.9980752,3.9754834,8.173408,between 12.0 and 14.0
GP,F,19.031803,R,GT3,T,4.003733,3.0162344,services,other,other,mother,1.0001744,0.9990445,0.00063291355,no,yes,no,yes,yes,yes,yes,no,5.0127163,4.0148206,4.962158,0.995198,3.0050445,4.011542,-0.026453063,greater than 14.0
GP,F,15.98361,U,GT3,T,1.0114809,0.98903847,health,other,home,mother,2.9803476,2.0009527,-0.012220519,no,no,no,no,yes,yes,yes,no,5.0124526,4.0155783,4.007622,1.0063912,2.0203693,4.9960194,0.06317385,between 12.0 and 14.0
GP,F,18.02774,U,GT3,A,2.0294006,3.0202782,other,services,course,mother,1.0012661,2.9962757,-0.0035758878,no,yes,no,no,yes,yes,yes,no,4.0128264,5.083605,3.9859285,1.967727,3.982806,4.9986973,1.9325764,between 10.0 and 12.0
GP,M,17.987709,U,GT3,T,3.0036469,3.0192626,at_home,services,home,father,2.0153024,1.0013869,1.0104828,no,no,no,yes,no,yes,yes,no,4.000304,2.0000648,2.9963887,1.0092818,3.9771717,3.0360572,4.2036033,between 12.0 and 14.0
MS,F,17.986013,U,GT3,T,3.005696,3.0252833,services,services,other,mother,1.9993132,2.0080943,-0.0009736916,no,yes,no,no,yes,yes,yes,no,5.0030017,2.0276864,1.0344945,2.0339897,3.9838803,5.0000777,3.8888273,between 12.0 and 14.0
GP,F,14.992901,U,GT3,T,2.0072293,1.0031463,at_home,other,home,father,0.99975455,2.9886694,-0.00050747563,no,yes,no,no,yes,yes,yes,no,3.9986498,0.99660945,2.0068233,1.0003936,1.9955243,3.0197122,3.0086098,between 12.0 and 14.0
MS,F,15.068965,R,GT3,T,3.0122864,1.9987766,health,services,home,mother,2.0131135,1.9951203,1.1038423,no,yes,no,no,yes,yes,yes,no,4.0213037,2.986206,3.0057797,2.0011737,3.993089,5.0312357,6.0481853,between 10.0 and 12.0
GP,M,16.990238,U,GT3,T,2.9945297,4.00087,health,other,course,mother,1.0027512,1.0034375,0.0009096286,no,yes,no,yes,yes,yes,no,no,0.9593167,4.0063066,4.992835,5.044164,4.002999,4.9991837,3.9891975,between 10.0 and 12.0
GP,M,17.994946,U,GT3,T,2.9891105,4.0023093,health,other,home,father,0.99789196,0.9984552,0.0065198587,no,yes,no,no,yes,yes,yes,no,3.9980054,4.9909253,3.0003953,1.0011989,0.9979747,5.0129304,0.027463391,less than 10.0
GP,F,16.993784,U,GT3,T,3.0093765,4.01307,other,services,course,mother,0.9984353,3.0086668,-0.0004889913,no,yes,no,yes,yes,yes,yes,yes,5.004497,3.012745,2.9862144,0.99384266,1.992905,5.009181,3.9789913,between 12.0 and 14.0
GP,M,18.021168,U,GT3,T,0.9802243,1.9953495,at_home,other,course,mother,0.9947172,1.0037582,-0.00037969864,no,no,no,yes,yes,no,yes,no,3.9931643,5.001307,3.9925532,2.0085328,4.012966,5.0007854,2.0267518,less than 10.0
MS,F,18.003717,U,GT3,T,4.017488,4.047348,at_home,other,course,mother,3.0068145,2.0063043,0.0012737763,no,yes,no,no,yes,yes,yes,no,4.0028825,2.9804459,3.011062,1.0022254,1.008873,4.997511,3.01722,less than 10.0
GP,M,19.041767,U,GT3,T,2.9860535,2.987559,services,other,course,father,1.0081813,1.003143,-1.5607104e-05,no,yes,no,no,yes,yes,yes,no,5.0021367,4.008724,4.0076756,0.99694663,0.99650615,1.0354977,-0.0065936954,greater than 14.0
GP,M,15.062342,U,LE3,T,2.010302,1.007247,health,services,home,father,0.9983931,1.0010774,0.0008472833,no,yes,no,no,no,yes,yes,no,3.9985363,2.001279,2.0011702,0.99999005,3.0219207,5.0163593,0.040603407,greater than 14.0
GP,F,16.010637,U,GT3,T,3.9984963,3.99547,services,other,home,mother,0.99843067,2.9969165,-4.8919115e-05,no,yes,no,no,yes,yes,yes,no,4.001553,4.021674,2.9880657,1.982325,4.0005326,4.0200543,-0.02441676,between 10.0 and 12.0
MS,F,17.967083,R,LE3,T,2.985524,1.9920958,services,other,other,father,1.9816941,2.0015965,-0.0073739374,no,yes,no,yes,yes,yes,yes,yes,3.9977863,2.999646,2.9987836,0.9980406,1.0092535,5.0001493,1.9136909,between 12.0 and 14.0
GP,F,17.997465,U,GT3,A,2.031427,2.001036,at_home,services,home,mother,2.0022655,1.0037203,1.0137434,no,yes,no,no,yes,yes,no,no,0.9651583,3.9985702,3.0291328,0.9993591,0.9979361,4.005998,-0.03262345,between 10.0 and 12.0
GP,F,17.99859,U,LE3,A,3.9960945,2.9914796,services,other,home,mother,1.0028903,1.0064366,-0.00023409317,no,yes,no,no,yes,yes,yes,no,5.0050125,3.0052001,3.9815035,0.9972745,1.0124185,5.0063834,9.8863,between 10.0 and 12.0
MS,F,17.997105,U,LE3,T,2.9973502,3.020113,health,services,home,father,0.9997392,1.0040463,-0.0012000415,no,no,no,yes,yes,yes,yes,no,3.996915,2.0406315,2.9974387,0.9970308,0.9879643,4.9973435,-0.0005532531,less than 10.0
GP,M,19.073257,U,LE3,T,4.000631,2.993424,services,other,home,mother,2.0209908,0.9948728,0.0046502613,yes,yes,no,no,yes,yes,yes,no,3.9942935,4.0108376,4.008432,3.9547467,5.0287066,3.9824982,2.0087194,between 10.0 and 12.0
GP,F,18.002075,U,GT3,T,1.9964118,0.98368037,health,services,home,mother,1.0024261,2.0020375,1.0000006,no,yes,no,yes,yes,yes,no,no,4.993793,2.9909945,3.9996033,1.9907583,4.0103364,5.003304,2.017368,between 10.0 and 12.0
GP,M,18.015392,U,GT3,T,1.018649,0.99289304,services,other,other,mother,1.0004529,1.9987017,0.005553627,no,no,no,no,yes,yes,yes,no,4.002654,1.9908643,2.9888747,2.9535105,4.0119925,2.949334,4.0300946,between 10.0 and 12.0
MS,M,14.995193,R,GT3,T,3.9998162,0.9895436,health,at_home,home,mother,0.99987084,0.9977919,-0.00072183425,no,no,no,no,yes,yes,yes,no,2.0319793,2.0161548,2.9910276,1.9873456,3.9983208,5.010223,2.0546503,less than 10.0
GP,M,18.986834,U,GT3,T,2.0213268,2.000037,at_home,services,home,father,0.99763644,1.0041708,-0.0036124603,no,yes,no,no,yes,yes,yes,no,5.0077,4.011889,4.0039954,2.0037534,3.995341,4.996762,2.0391672,between 12.0 and 14.0
GP,F,16.989822,U,GT3,T,4.009822,4.0110774,services,other,home,mother,2.0051668,2.004609,0.000965639,no,yes,no,yes,yes,yes,yes,no,4.0083027,2.992526,3.0062084,1.0014201,3.001779,5.003279,-0.026187388,between 12.0 and 14.0
GP,M,14.971441,R,GT3,T,2.9979916,1.999176,health,services,home,mother,1.0006702,1.0019712,0.0005844232,no,yes,no,yes,yes,yes,yes,no,5.010179,1.1046201,2.996131,1.0000817,3.0036366,5.0090876,6.1664224,between 12.0 and 14.0
MS,M,18.981606,R,GT3,T,3.0001915,4.080146,at_home,other,other,mother,2.0184095,1.0003283,1.0098754,no,no,no,no,yes,yes,yes,no,4.0007076,2.0220733,1.9990028,1.0017519,2.9925132,0.96695507,-0.014090837,less than 10.0
GP,F,17.986864,U,GT3,T,2.9943967,3.020791,at_home,other,other,mother,1.0029422,2.0069041,1.0087309,no,yes,no,yes,yes,yes,yes,no,4.0072985,2.9880111,3.9943619,2.8872457,3.9954295,5.003184,-0.075688265,between 10.0 and 12.0
GP,F,15.989681,U,GT3,T,3.992205,1.986569,health,other,home,mother,2.010448,1.0037285,0.0003310924,no,no,no,no,yes,yes,yes,no,4.0205235,3.9936578,2.0105808,2.8901107,3.0067513,1.0003729,11.115254,between 10.0 and 12.0
MS,F,18.013672,R,GT3,T,2.9861999,4.012673,at_home,other,other,mother,3.0097842,1.0059948,0.002513112,no,yes,no,no,yes,yes,no,no,4.010423,2.988428,3.0101237,1.010181,2.0123725,4.999808,11.376082,less than 10.0
GP,F,15.977366,R,GT3,T,2.0108123,3.0050488,health,services,home,father,2.0109782,2.9963446,-0.0031000534,no,yes,no,no,yes,yes,no,no,5.009926,3.0000832,1.9934425,0.9991006,1.9973738,5.0033784,-0.021845084,between 10.0 and 12.0
MS,M,16.997822,U,GT3,T,2.0019352,1.9908837,health,other,home,mother,1.0011928,0.99455446,0.0023618955,no,yes,no,no,yes,yes,yes,no,4.9915915,5.0202146,4.9802985,1.9746802,4.9891796,4.001466,1.9060748,between 10.0 and 12.0
MS,F,18.00617,U,GT3,T,0.99897254,2.0016196,other,other,home,mother,2.0047522,3.0044222,1.0845189,no,yes,no,no,yes,yes,yes,no,4.007691,2.988875,1.9957986,0.9994439,2.9917316,0.9426022,5.9915586,between 12.0 and 14.0
GP,F,16.985846,U,GT3,T,4.0061865,3.003142,teacher,other,other,mother,1.0003089,2.9920697,0.0005677182,no,no,no,yes,yes,yes,yes,no,3.9994047,3.0028179,2.9928932,3.0799208,0.9571829,5.003908,3.7517638,between 12.0 and 14.0
GP,M,18.008566,U,GT3,T,2.9947286,4.0116434,other,health,home,father,0.9972011,2.0107229,-0.0002724611,no,no,no,no,yes,yes,yes,no,2.9543464,0.97628474,4.99226,2.0139768,3.9962685,4.9980426,2.0063114,between 12.0 and 14.0
GP,F,18.000204,R,GT3,T,3.988318,3.9972558,services,services,course,father,1.9927152,1.0044881,-0.00031978835,no,yes,no,no,yes,yes,yes,no,4.002551,3.0038033,3.028194,3.0365207,4.011435,3.9979768,3.9169521,between 10.0 and 12.0
GP,F,17.007748,R,GT3,T,3.0035434,2.9965065,services,services,home,mother,2.0161276,2.9992974,0.00016321789,no,no,no,no,yes,yes,no,no,4.9913096,3.998843,4.0079856,2.0048883,4.001419,5.0133843,6.2365084,between 12.0 and 14.0
MS,F,18.016417,R,GT3,A,2.9959621,3.0142908,services,other,course,father,0.9986741,3.01576,0.99715495,no,yes,no,no,yes,yes,yes,no,4.000125,4.023463,3.0009027,2.0194094,5.036182,2.0090332,0.02948473,less than 10.0
GP,M,15.9999485,U,GT3,T,4.017562,1.9913024,health,other,home,mother,0.9939566,2.0068924,-0.0008982796,no,yes,no,no,yes,yes,yes,no,3.9920223,2.9915044,2.9784253,0.99857414,3.0171611,4.000629,0.01048322,between 12.0 and 14.0
GP,F,16.995016,U,GT3,T,4.007494,4.0006223,health,services,course,mother,0.9995549,1.0053766,-0.00018915953,no,yes,no,yes,yes,yes,no,no,4.0204144,1.9874896,3.0074186,1.00217,4.018582,5.005986,5.610522,less than 10.0
GP,M,17.003319,U,GT3,T,2.9989617,2.0112903,services,other,other,mother,1.9929031,1.0019668,-0.002391412,no,yes,no,no,yes,yes,yes,no,5.0042834,5.0357213,3.9926014,3.0231884,4.0466633,4.004139,3.9590814,between 12.0 and 14.0
GP,M,17.993015,U,GT3,T,2.9970965,2.0268652,services,other,course,mother,0.997194,2.0042305,-0.0010857409,no,no,no,yes,yes,yes,yes,no,5.0158744,2.9908745,2.979626,0.99936795,0.9930546,4.9984155,6.0039144,between 12.0 and 14.0
GP,F,14.995649,U,LE3,T,2.0046663,1.0081271,health,services,home,mother,2.000719,1.0030824,-0.00034707127,no,no,no,yes,yes,no,yes,yes,4.998651,3.9948769,1.9912429,3.0911283,3.009862,0.9676249,1.9818048,between 10.0 and 12.0
GP,M,15.990955,U,GT3,T,0.9962407,0.9980874,other,other,course,mother,0.99906486,2.0083907,-0.0068978593,no,no,no,no,yes,yes,yes,yes,4.9977703,2.9941375,2.991803,0.99638087,3.0053923,5.004655,0.018749654,between 10.0 and 12.0
MS,F,14.99664,R,GT3,T,4.011267,1.9932488,health,services,other,father,0.99716383,2.0095675,0.0003126443,no,yes,no,no,yes,yes,yes,no,5.0021234,3.0120764,4.012279,2.0162296,1.0123446,5.0073085,8.012947,less than 10.0
GP,M,16.004978,U,LE3,T,1.0000571,1.9903327,health,other,course,mother,0.9996289,1.0030475,0.0010665136,no,yes,no,no,yes,yes,yes,no,5.005347,5.0226226,4.964079,0.9999773,1.0065756,4.008497,5.901131,less than 10.0
MS,M,20.041162,U,GT3,T,4.0093102,3.0176346,services,other,home,mother,1.9954742,0.9980908,0.0042486377,no,no,no,no,yes,yes,yes,no,4.9985228,4.9845495,5.0327797,2.0050201,4.0016413,5.004159,4.0339756,between 12.0 and 14.0
GP,M,15.995205,U,LE3,T,2.035426,4.0454726,other,other,course,mother,2.0019145,0.9959775,1.0030994,no,no,no,no,yes,yes,yes,no,2.0321817,3.9962413,1.0263826,1.9779836,1.0178372,4.994523,3.0798397,between 10.0 and 12.0
GP,F,16.978184,U,GT3,T,2.9951162,4.0052314,at_home,services,home,mother,0.9981338,3.0007555,0.0006140991,no,yes,no,no,yes,yes,yes,yes,2.0332317,2.9980793,1.9850843,0.99714255,1.989079,4.0045815,2.3445854,between 12.0 and 14.0
GP,M,17.00708,U,GT3,T,3.0055077,2.0082228,at_home,other,home,father,0.9982472,1.0044879,0.0027147229,no,yes,no,no,yes,yes,yes,no,4.0103593,2.025107,3.9693165,1.9966948,4.012913,3.98499,1.9992208,between 10.0 and 12.0
MS,F,18.013584,U,GT3,T,3.0105097,4.0093985,at_home,other,home,mother,0.9975471,0.9979221,0.001368321,no,yes,no,no,yes,yes,yes,no,3.1222398,4.001186,3.9863675,3.147451,3.9828331,4.9972506,0.012919567,between 12.0 and 14.0
GP,M,16.982843,U,GT3,T,3.0103056,3.0184193,services,other,home,mother,0.99640554,0.9977888,0.00038167182,no,yes,no,no,yes,yes,yes,no,3.9998002,4.004183,3.0277505,0.97730035,1.0001175,4.9925084,7.785325,between 12.0 and 14.0
GP,F,17.993443,R,GT3,T,1.028392,0.99339217,health,services,home,mother,0.9992172,2.0027068,1.0029055,no,yes,no,yes,yes,no,yes,no,3.998565,3.0111895,3.0078247,0.9993447,3.0067809,5.0020328,9.867248,less than 10.0
