age,height_cm,weight_kg,nationality_name,overall,potential,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,wage_eur
22,200,85,France,67,72,43,41,65,67,38,56,42,41,59,65,49,44,45,63,35,68,64,6,10,10,15,14,between 1000.0 and 3000.0
18,173,69,Colombia,54,74,44,52,52,53,33,50,33,28,35,55,76,74,70,52,79,16,14,12,6,13,8,8,less than 1000.0
27,192,74,Hungary,66,67,52,21,63,62,27,29,22,31,53,54,53,72,39,63,50,66,67,13,11,10,13,8,between 3000.0 and 8000.0
22,185,76,Spain,69,77,65,36,68,63,37,59,42,40,38,63,65,53,45,74,54,75,72,10,12,11,12,8,greater than 8000.0
25,176,67,Mexico,65,70,63,31,53,62,33,55,36,40,63,65,65,54,67,61,67,64,64,5,7,14,13,12,greater than 8000.0
29,191,80,Romania,63,63,50,64,65,58,64,59,48,49,52,64,54,55,54,55,34,40,42,12,5,14,9,6,between 3000.0 and 8000.0
26,185,78,Portugal,72,77,13,9,10,16,9,18,14,12,29,25,45,43,55,71,59,14,14,72,71,67,71,73,greater than 8000.0
19,179,68,India,57,68,48,34,43,51,26,51,46,35,50,52,72,74,68,47,70,53,50,7,10,7,6,11,less than 1000.0
22,183,78,Switzerland,58,66,57,28,56,52,35,54,41,29,48,54,70,67,64,49,59,57,57,8,9,7,9,7,between 1000.0 and 3000.0
26,173,67,Spain,68,71,67,53,51,63,53,68,56,55,62,69,77,77,78,61,78,65,62,14,7,12,10,14,between 3000.0 and 8000.0
18,185,75,Spain,63,79,60,67,41,59,50,66,51,42,61,67,63,69,58,59,65,30,33,9,12,12,8,8,less than 1000.0
20,173,67,Spain,62,77,60,52,33,61,53,71,49,44,51,62,75,75,78,47,81,33,30,8,13,6,8,14,between 1000.0 and 3000.0
20,175,65,Ukraine,54,64,47,52,47,56,42,58,50,45,51,57,66,67,66,53,78,32,37,7,13,9,11,11,less than 1000.0
25,173,68,Germany,73,76,75,63,37,76,60,75,76,72,74,76,75,53,88,70,88,65,62,8,12,13,11,14,greater than 8000.0
32,169,70,Republic of Ireland,64,64,69,62,40,67,62,64,69,69,62,65,60,57,75,66,90,56,46,15,16,6,12,7,between 3000.0 and 8000.0
22,193,87,Germany,60,71,34,26,64,50,27,28,31,25,47,44,58,59,56,53,43,65,57,7,12,6,6,8,less than 1000.0
29,168,64,New Zealand,69,69,60,64,31,64,66,70,72,64,62,70,88,89,86,62,88,47,45,8,8,7,9,12,between 3000.0 and 8000.0
24,179,69,Brazil,67,76,49,37,56,68,38,65,44,46,59,73,69,68,74,72,75,66,61,6,12,12,9,8,between 1000.0 and 3000.0
36,185,79,England,62,62,47,23,61,58,17,46,59,26,56,52,39,37,46,60,53,60,59,7,14,8,11,15,between 1000.0 and 3000.0
25,174,71,Mali,70,73,71,42,57,67,37,71,65,42,53,70,76,77,73,64,80,68,69,14,14,10,14,9,greater than 8000.0
29,187,67,Argentina,75,76,17,17,20,29,18,20,12,21,18,20,61,55,53,71,57,15,17,75,73,73,75,77,greater than 8000.0
27,170,63,Japan,64,64,62,55,46,68,43,68,63,37,62,65,70,57,70,60,76,50,37,15,6,7,8,12,between 1000.0 and 3000.0
25,176,74,Mexico,62,67,60,28,51,52,42,58,57,37,51,51,64,68,64,59,71,62,63,10,12,14,10,13,between 1000.0 and 3000.0
25,184,78,Italy,62,66,12,13,19,27,13,16,18,16,19,20,41,49,35,61,48,15,14,63,60,59,60,62,between 3000.0 and 8000.0
34,188,72,France,64,64,52,55,62,64,44,61,57,57,62,63,54,52,48,60,51,62,58,10,8,14,7,7,between 1000.0 and 3000.0
25,170,67,Brazil,72,72,59,72,47,75,69,75,68,64,60,75,68,64,75,74,86,32,30,10,11,12,11,13,greater than 8000.0
23,186,79,Japan,57,63,15,6,16,30,9,14,15,20,31,22,30,36,34,56,40,15,16,56,58,59,51,56,less than 1000.0
26,185,75,Saudi Arabia,56,61,18,15,21,26,13,17,20,16,24,18,42,41,36,48,68,15,19,57,61,50,56,53,between 1000.0 and 3000.0
28,178,73,Japan,66,66,57,62,58,64,57,68,59,65,63,66,73,74,67,64,66,50,48,14,12,8,10,8,between 1000.0 and 3000.0
21,187,82,France,75,85,54,27,76,69,28,62,49,32,68,66,66,70,59,75,54,78,74,8,6,6,11,15,greater than 8000.0
25,189,79,Russia,64,69,11,17,14,27,16,20,17,15,22,19,30,41,31,57,51,16,19,67,59,65,67,64,between 3000.0 and 8000.0
29,188,74,Belgium,73,73,75,58,63,75,76,70,81,78,78,73,63,53,53,68,62,61,56,12,13,13,14,7,greater than 8000.0
33,185,87,England,62,62,57,32,60,58,42,56,46,55,55,54,54,55,63,60,53,62,61,12,11,6,9,15,between 1000.0 and 3000.0
27,184,73,Spain,68,71,47,34,64,69,34,56,45,44,69,64,41,40,62,66,72,68,66,12,8,9,12,8,greater than 8000.0
21,174,69,Turkey,68,77,58,34,57,67,45,67,45,46,65,64,68,73,68,64,81,64,65,6,10,14,14,11,between 3000.0 and 8000.0
20,179,75,France,60,75,45,35,50,37,35,56,40,40,36,48,65,68,52,60,67,72,66,9,11,10,7,12,between 1000.0 and 3000.0
25,188,85,Serbia,73,76,43,23,76,67,30,51,31,24,62,66,52,52,55,75,64,75,73,15,7,15,11,11,greater than 8000.0
21,175,75,Uruguay,63,73,53,63,51,55,60,66,47,38,55,69,78,66,65,59,73,29,29,9,6,9,14,11,less than 1000.0
24,186,80,Germany,55,59,11,7,14,33,9,7,13,13,25,14,32,36,45,41,48,14,10,56,57,56,52,56,less than 1000.0
26,180,75,Sierra Leone,70,70,46,70,70,56,58,72,48,47,43,68,86,91,87,68,74,17,16,14,9,5,10,10,greater than 8000.0
26,177,69,Finland,73,74,71,47,59,69,54,67,73,67,68,65,70,74,72,69,72,71,69,7,10,8,10,8,greater than 8000.0
24,188,69,Romania,64,71,58,63,54,67,63,64,59,53,66,67,69,71,69,58,61,55,49,6,11,7,12,6,between 1000.0 and 3000.0
28,178,68,United States,65,65,55,32,53,59,31,63,54,40,52,64,79,74,74,62,73,62,64,14,14,16,8,6,between 1000.0 and 3000.0
30,170,63,Saudi Arabia,57,57,51,58,45,62,54,61,42,31,61,65,56,55,66,57,70,17,13,7,10,11,11,9,between 3000.0 and 8000.0
27,188,84,Germany,66,69,11,12,17,22,12,10,13,19,20,22,44,48,33,62,48,10,12,64,67,61,64,67,between 1000.0 and 3000.0
32,186,79,Serbia,64,64,58,41,63,66,40,53,58,41,55,56,50,54,60,60,47,64,55,14,16,11,13,13,between 1000.0 and 3000.0
22,180,70,England,62,71,60,41,50,55,30,60,51,46,50,56,78,82,72,55,75,58,54,10,9,7,7,8,between 1000.0 and 3000.0
23,190,87,Brazil,79,84,38,31,82,75,28,52,47,27,71,66,62,72,51,78,37,81,78,12,8,13,10,7,greater than 8000.0
24,185,72,Congo,61,66,39,62,62,51,50,58,33,32,39,60,71,69,56,57,59,20,22,12,16,13,14,10,between 1000.0 and 3000.0
32,183,77,Ecuador,63,63,24,14,23,32,20,16,19,21,50,21,46,49,54,62,42,21,21,66,57,66,65,60,less than 1000.0
22,179,66,Argentina,61,71,30,27,59,57,34,35,27,31,52,43,61,60,51,62,71,69,67,9,7,13,8,11,between 1000.0 and 3000.0
