age,height_cm,weight_kg,nationality_name,overall,potential,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,wage_eur
22,200,85,France,67,72,43,41,65,67,38,56,42,41,59,65,49,44,45,63,35,68,64,6,10,10,15,14,between 1000.0 and 3000.0
18,173,69,Colombia,54,74,44,52,52,53,33,50,33,28,35,55,76,74,70,52,79,16,14,12,6,13,8,8,less than 1000.0
27,192,74,Hungary,66,67,52,21,63,62,27,29,22,31,53,54,53,72,39,63,50,66,67,13,11,10,13,8,between 3000.0 and 8000.0
22,185,76,Spain,69,77,65,36,68,63,37,59,42,40,38,63,65,53,45,74,54,75,72,10,12,11,12,8,greater than 8000.0
25,176,67,Mexico,65,70,63,31,53,62,33,55,36,40,63,65,65,54,67,61,67,64,64,5,7,14,13,12,greater than 8000.0
29,191,80,Romania,63,63,50,64,65,58,64,59,48,49,52,64,54,55,54,55,34,40,42,12,5,14,9,6,between 3000.0 and 8000.0
26,185,78,Portugal,72,77,13,9,10,16,9,18,14,12,29,25,45,43,55,71,59,14,14,72,71,67,71,73,greater than 8000.0
19,179,68,India,57,68,48,34,43,51,26,51,46,35,50,52,72,74,68,47,70,53,50,7,10,7,6,11,less than 1000.0
22,183,78,Switzerland,58,66,57,28,56,52,35,54,41,29,48,54,70,67,64,49,59,57,57,8,9,7,9,7,between 1000.0 and 3000.0
26,173,67,Spain,68,71,67,53,51,63,53,68,56,55,62,69,77,77,78,61,78,65,62,14,7,12,10,14,between 3000.0 and 8000.0
18,185,75,Spain,63,79,60,67,41,59,50,66,51,42,61,67,63,69,58,59,65,30,33,9,12,12,8,8,less than 1000.0
20,173,67,Spain,62,77,60,52,33,61,53,71,49,44,51,62,75,75,78,47,81,33,30,8,13,6,8,14,between 1000.0 and 3000.0
20,175,65,Ukraine,54,64,47,52,47,56,42,58,50,45,51,57,66,67,66,53,78,32,37,7,13,9,11,11,less than 1000.0
25,173,68,Germany,73,76,75,63,37,76,60,75,76,72,74,76,75,53,88,70,88,65,62,8,12,13,11,14,greater than 8000.0
32,169,70,Republic of Ireland,64,64,69,62,40,67,62,64,69,69,62,65,60,57,75,66,90,56,46,15,16,6,12,7,between 3000.0 and 8000.0
22,193,87,Germany,60,71,34,26,64,50,27,28,31,25,47,44,58,59,56,53,43,65,57,7,12,6,6,8,less than 1000.0
29,168,64,New Zealand,69,69,60,64,31,64,66,70,72,64,62,70,88,89,86,62,88,47,45,8,8,7,9,12,between 3000.0 and 8000.0
24,179,69,Brazil,67,76,49,37,56,68,38,65,44,46,59,73,69,68,74,72,75,66,61,6,12,12,9,8,between 1000.0 and 3000.0
36,185,79,England,62,62,47,23,61,58,17,46,59,26,56,52,39,37,46,60,53,60,59,7,14,8,11,15,between 1000.0 and 3000.0
25,174,71,Mali,70,73,71,42,57,67,37,71,65,42,53,70,76,77,73,64,80,68,69,14,14,10,14,9,greater than 8000.0
29,187,67,Argentina,75,76,17,17,20,29,18,20,12,21,18,20,61,55,53,71,57,15,17,75,73,73,75,77,greater than 8000.0
27,170,63,Japan,64,64,62,55,46,68,43,68,63,37,62,65,70,57,70,60,76,50,37,15,6,7,8,12,between 1000.0 and 3000.0
25,176,74,Mexico,62,67,60,28,51,52,42,58,57,37,51,51,64,68,64,59,71,62,63,10,12,14,10,13,between 1000.0 and 3000.0
25,184,78,Italy,62,66,12,13,19,27,13,16,18,16,19,20,41,49,35,61,48,15,14,63,60,59,60,62,between 3000.0 and 8000.0
34,188,72,France,64,64,52,55,62,64,44,61,57,57,62,63,54,52,48,60,51,62,58,10,8,14,7,7,between 1000.0 and 3000.0
25,170,67,Brazil,72,72,59,72,47,75,69,75,68,64,60,75,68,64,75,74,86,32,30,10,11,12,11,13,greater than 8000.0
23,186,79,Japan,57,63,15,6,16,30,9,14,15,20,31,22,30,36,34,56,40,15,16,56,58,59,51,56,less than 1000.0
26,185,75,Saudi Arabia,56,61,18,15,21,26,13,17,20,16,24,18,42,41,36,48,68,15,19,57,61,50,56,53,between 1000.0 and 3000.0
28,178,73,Japan,66,66,57,62,58,64,57,68,59,65,63,66,73,74,67,64,66,50,48,14,12,8,10,8,between 1000.0 and 3000.0
21,187,82,France,75,85,54,27,76,69,28,62,49,32,68,66,66,70,59,75,54,78,74,8,6,6,11,15,greater than 8000.0
25,189,79,Russia,64,69,11,17,14,27,16,20,17,15,22,19,30,41,31,57,51,16,19,67,59,65,67,64,between 3000.0 and 8000.0
29,188,74,Belgium,73,73,75,58,63,75,76,70,81,78,78,73,63,53,53,68,62,61,56,12,13,13,14,7,greater than 8000.0
33,185,87,England,62,62,57,32,60,58,42,56,46,55,55,54,54,55,63,60,53,62,61,12,11,6,9,15,between 1000.0 and 3000.0
27,184,73,Spain,68,71,47,34,64,69,34,56,45,44,69,64,41,40,62,66,72,68,66,12,8,9,12,8,greater than 8000.0
21,174,69,Turkey,68,77,58,34,57,67,45,67,45,46,65,64,68,73,68,64,81,64,65,6,10,14,14,11,between 3000.0 and 8000.0
20,179,75,France,60,75,45,35,50,37,35,56,40,40,36,48,65,68,52,60,67,72,66,9,11,10,7,12,between 1000.0 and 3000.0
25,188,85,Serbia,73,76,43,23,76,67,30,51,31,24,62,66,52,52,55,75,64,75,73,15,7,15,11,11,greater than 8000.0
21,175,75,Uruguay,63,73,53,63,51,55,60,66,47,38,55,69,78,66,65,59,73,29,29,9,6,9,14,11,less than 1000.0
24,186,80,Germany,55,59,11,7,14,33,9,7,13,13,25,14,32,36,45,41,48,14,10,56,57,56,52,56,less than 1000.0
26,180,75,Sierra Leone,70,70,46,70,70,56,58,72,48,47,43,68,86,91,87,68,74,17,16,14,9,5,10,10,greater than 8000.0
26,177,69,Finland,73,74,71,47,59,69,54,67,73,67,68,65,70,74,72,69,72,71,69,7,10,8,10,8,greater than 8000.0
24,188,69,Romania,64,71,58,63,54,67,63,64,59,53,66,67,69,71,69,58,61,55,49,6,11,7,12,6,between 1000.0 and 3000.0
28,178,68,United States,65,65,55,32,53,59,31,63,54,40,52,64,79,74,74,62,73,62,64,14,14,16,8,6,between 1000.0 and 3000.0
30,170,63,Saudi Arabia,57,57,51,58,45,62,54,61,42,31,61,65,56,55,66,57,70,17,13,7,10,11,11,9,between 3000.0 and 8000.0
27,188,84,Germany,66,69,11,12,17,22,12,10,13,19,20,22,44,48,33,62,48,10,12,64,67,61,64,67,between 1000.0 and 3000.0
32,186,79,Serbia,64,64,58,41,63,66,40,53,58,41,55,56,50,54,60,60,47,64,55,14,16,11,13,13,between 1000.0 and 3000.0
22,180,70,England,62,71,60,41,50,55,30,60,51,46,50,56,78,82,72,55,75,58,54,10,9,7,7,8,between 1000.0 and 3000.0
23,190,87,Brazil,79,84,38,31,82,75,28,52,47,27,71,66,62,72,51,78,37,81,78,12,8,13,10,7,greater than 8000.0
24,185,72,Congo,61,66,39,62,62,51,50,58,33,32,39,60,71,69,56,57,59,20,22,12,16,13,14,10,between 1000.0 and 3000.0
32,183,77,Ecuador,63,63,24,14,23,32,20,16,19,21,50,21,46,49,54,62,42,21,21,66,57,66,65,60,less than 1000.0
22,179,66,Argentina,61,71,30,27,59,57,34,35,27,31,52,43,61,60,51,62,71,69,67,9,7,13,8,11,between 1000.0 and 3000.0
27,170,67,Japan,68,68,64,68,59,62,68,68,62,42,59,66,87,84,83,62,79,34,32,11,11,12,11,15,between 3000.0 and 8000.0
30,193,85,Brazil,62,62,12,5,31,33,7,14,14,10,35,11,15,30,31,53,23,13,12,61,60,61,62,63,between 1000.0 and 3000.0
28,183,81,France,75,76,56,45,65,74,52,72,61,32,70,72,59,68,64,75,65,76,70,6,7,11,14,14,greater than 8000.0
24,185,86,Nigeria,67,70,62,62,56,61,57,72,47,32,21,63,79,79,65,55,68,18,12,15,11,14,10,14,greater than 8000.0
27,173,72,Brazil,71,72,61,47,54,70,30,68,34,37,66,71,75,77,73,68,78,74,66,10,7,14,13,15,greater than 8000.0
25,186,85,Brazil,74,74,62,41,75,64,57,59,48,63,51,71,79,71,60,62,66,78,76,12,11,19,16,16,greater than 8000.0
31,177,74,France,72,72,78,66,66,76,69,74,69,78,75,74,70,68,77,68,74,51,53,14,14,8,10,14,greater than 8000.0
21,188,87,United States,71,84,49,23,76,70,26,47,35,24,63,60,73,72,67,62,60,75,71,13,5,13,7,6,greater than 8000.0
18,184,78,Russia,55,74,13,6,11,26,5,6,12,14,28,11,30,18,36,45,49,12,11,58,49,57,55,56,less than 1000.0
34,177,76,England,75,75,71,60,62,78,68,74,71,67,79,76,44,32,62,74,69,74,75,7,6,14,16,11,greater than 8000.0
19,178,75,Spain,67,83,42,70,49,63,59,69,42,61,52,66,79,75,74,69,74,34,38,11,9,12,15,14,between 3000.0 and 8000.0
20,181,80,Romania,54,70,14,19,12,28,16,11,13,11,30,18,32,22,28,44,44,13,11,56,52,53,53,55,less than 1000.0
29,175,68,Brazil,65,65,55,51,41,58,38,69,42,50,53,65,86,84,72,62,74,63,59,15,6,7,6,6,between 3000.0 and 8000.0
30,181,78,Spain,72,72,68,49,71,72,44,55,46,43,60,66,66,66,62,69,64,73,68,15,14,9,13,11,greater than 8000.0
18,182,76,France,68,81,62,43,58,67,31,69,53,41,59,73,84,85,71,60,64,67,65,11,14,9,10,8,between 3000.0 and 8000.0
20,189,84,Argentina,61,73,30,70,69,54,42,53,49,46,34,63,55,52,57,60,49,24,16,6,10,6,14,13,between 1000.0 and 3000.0
24,185,78,Portugal,63,70,56,63,68,53,59,63,54,39,40,60,73,71,57,52,55,15,14,12,7,12,11,12,between 1000.0 and 3000.0
21,189,84,Sweden,52,65,25,28,48,43,25,33,23,27,44,40,60,56,53,44,58,53,51,6,12,12,8,11,less than 1000.0
22,186,73,France,59,67,52,36,53,61,34,56,46,28,60,58,76,74,71,41,74,58,57,8,7,6,14,11,between 3000.0 and 8000.0
23,183,80,Switzerland,71,82,36,23,67,69,36,41,40,54,59,68,74,81,70,67,67,72,73,6,8,5,7,6,greater than 8000.0
20,185,80,Italy,68,81,60,21,60,63,27,59,40,33,50,67,58,54,50,62,55,73,72,8,13,12,12,9,greater than 8000.0
36,184,73,Spain,69,69,15,20,20,17,17,12,30,20,11,15,48,46,49,67,60,15,11,68,71,64,66,69,between 1000.0 and 3000.0
28,191,75,Turkey,68,68,47,70,76,45,64,62,32,45,33,70,64,52,62,70,46,13,19,8,6,11,13,15,between 3000.0 and 8000.0
18,190,84,Netherlands,65,80,51,61,60,72,57,62,58,48,66,66,59,57,64,64,49,46,47,9,5,7,11,8,between 1000.0 and 3000.0
25,185,70,France,65,70,63,32,65,65,33,60,53,41,60,63,66,66,69,62,71,67,58,12,8,13,16,13,between 1000.0 and 3000.0
27,178,77,France,69,70,62,42,65,64,32,64,53,38,58,63,78,79,81,62,68,64,63,8,8,11,11,13,between 3000.0 and 8000.0
24,183,74,Ghana,67,73,43,67,70,55,59,63,42,34,38,61,79,79,66,53,44,20,13,5,10,11,11,11,between 3000.0 and 8000.0
27,184,74,Australia,63,64,47,34,59,60,30,51,39,31,55,56,60,62,60,52,57,66,64,9,11,10,9,14,between 1000.0 and 3000.0
25,177,67,Northern Ireland,66,70,55,67,61,61,62,65,52,52,53,64,73,76,71,65,73,31,26,7,14,8,14,12,between 1000.0 and 3000.0
21,190,75,Spain,71,82,42,27,74,70,31,34,29,26,63,62,55,63,57,72,63,72,71,10,12,5,14,12,greater than 8000.0
25,182,75,Brazil,65,65,51,25,61,53,57,23,35,50,45,61,64,65,45,61,62,66,65,13,19,15,16,18,between 3000.0 and 8000.0
31,177,72,Sweden,63,63,64,56,47,65,60,61,64,65,63,62,54,54,63,63,76,61,59,14,11,16,9,6,between 1000.0 and 3000.0
26,180,68,Tunisia,71,74,70,68,45,71,59,75,73,71,70,73,67,63,76,66,67,50,49,12,14,11,14,9,greater than 8000.0
32,190,87,New Zealand,72,72,28,46,77,55,30,34,33,38,50,43,38,41,49,71,39,74,74,13,15,9,10,12,greater than 8000.0
21,194,83,Republic of Ireland,64,71,15,10,9,25,8,19,13,9,25,29,52,50,44,56,52,15,14,64,64,58,63,66,less than 1000.0
24,186,81,Germany,59,64,52,44,59,60,41,42,42,45,55,51,58,62,56,55,63,57,56,5,11,13,11,11,between 3000.0 and 8000.0
30,168,62,Switzerland,70,70,67,66,56,74,47,71,68,72,68,73,67,68,91,61,92,46,52,13,13,13,10,9,greater than 8000.0
19,178,68,United States,49,66,48,43,34,50,41,56,41,36,49,57,67,65,71,47,72,38,31,14,11,13,6,7,less than 1000.0
31,172,76,Argentina,67,67,63,62,47,67,51,70,72,70,68,66,71,70,74,58,70,54,58,11,10,10,9,11,between 3000.0 and 8000.0
24,186,81,Uruguay,54,60,44,63,58,43,45,43,34,27,47,44,49,60,33,52,53,15,10,7,7,14,9,7,less than 1000.0
27,196,80,Senegal,76,78,15,16,11,34,11,15,12,12,35,24,43,41,60,73,54,14,10,76,76,70,75,76,greater than 8000.0
33,178,73,Northern Ireland,66,66,66,64,62,63,64,65,67,66,59,67,69,74,78,62,86,13,15,10,15,6,15,13,between 3000.0 and 8000.0
27,188,86,Russia,77,79,58,43,64,65,26,69,60,73,67,58,86,75,55,72,65,78,85,12,14,13,12,12,greater than 8000.0
18,174,70,Japan,62,75,49,60,59,65,29,61,36,35,64,63,68,69,75,60,71,65,62,7,13,7,8,8,less than 1000.0
20,181,77,Venezuela,66,77,48,31,66,65,38,58,34,28,63,62,67,63,65,63,55,68,64,10,8,14,8,6,less than 1000.0
18,175,70,Burkina Faso,58,73,42,61,27,34,56,69,47,41,29,68,78,76,72,40,68,12,18,8,8,15,6,13,less than 1000.0
29,171,69,Japan,69,69,69,35,37,64,28,62,39,31,68,65,80,84,82,66,76,68,63,14,14,10,9,9,between 3000.0 and 8000.0
29,175,73,Romania,68,68,61,48,44,71,31,66,59,58,67,70,68,72,68,69,72,70,65,12,12,5,14,5,between 3000.0 and 8000.0
20,183,79,Germany,58,68,53,46,43,51,43,56,56,32,44,52,75,76,67,55,69,57,58,10,7,8,13,6,between 1000.0 and 3000.0
22,182,71,Austria,63,70,47,31,59,63,37,50,33,37,58,60,66,68,70,62,70,62,63,11,14,12,10,6,between 1000.0 and 3000.0
28,166,61,Colombia,74,74,70,70,45,67,56,83,61,55,67,73,85,81,83,65,89,37,32,5,6,11,14,14,greater than 8000.0
23,185,78,England,68,75,40,52,66,63,41,59,42,37,64,65,58,58,54,69,58,67,65,13,12,9,8,10,between 3000.0 and 8000.0
19,173,58,Netherlands,64,80,58,50,49,68,53,70,60,50,65,67,80,76,85,58,79,57,59,13,6,13,9,8,between 1000.0 and 3000.0
28,177,72,England,68,68,61,65,64,70,53,68,57,61,66,70,68,68,77,67,74,62,58,9,13,16,11,12,between 3000.0 and 8000.0
23,189,82,Austria,74,80,63,32,77,71,34,62,42,31,68,67,68,76,65,67,55,75,77,13,13,14,14,8,greater than 8000.0
22,194,90,Sweden,67,75,11,5,11,28,9,10,10,11,28,30,25,31,24,63,21,13,13,67,64,65,65,68,greater than 8000.0
24,178,70,China PR,48,53,38,29,47,56,33,44,34,31,54,44,61,66,58,52,74,46,44,8,10,13,11,10,between 1000.0 and 3000.0
19,183,73,Sweden,57,71,9,4,13,23,8,8,12,11,15,11,37,40,25,47,44,15,12,62,55,56,50,60,less than 1000.0
27,170,60,Ghana,77,77,60,78,55,73,67,83,73,53,67,74,93,94,93,76,92,59,52,14,9,10,16,13,greater than 8000.0
36,185,84,Spain,69,69,72,68,59,67,55,64,78,70,66,67,36,35,40,72,30,70,69,11,14,9,14,12,between 3000.0 and 8000.0
23,191,84,Georgia,68,75,26,22,65,51,21,36,23,24,46,52,52,60,44,64,42,69,66,7,8,13,11,6,between 3000.0 and 8000.0
27,179,67,Bolivia,66,67,67,30,54,53,26,52,32,31,54,73,74,74,72,60,68,59,61,13,10,7,5,12,less than 1000.0
30,178,78,Czech Republic,67,67,63,50,54,71,50,70,69,62,67,69,76,68,84,70,84,62,61,11,9,11,8,13,between 3000.0 and 8000.0
18,182,65,England,52,66,32,53,48,46,47,53,47,31,37,51,77,75,71,53,80,11,13,11,13,9,9,6,less than 1000.0
