city,area,rooms,bathroom,parking_spaces,floor,animal,furniture,hoa,total
Sao Paulo,96.0,3,2,2,5,accept,furnished,920.0,between 3581.5 and 6768.0
Campinas,50.0,2,2,1,2,not accept,not furnished,262.0,less than 2061.75
Rio de Janeiro,50.0,2,1,0,5,accept,not furnished,215.0,less than 2061.75
Sao Paulo,53.0,2,1,1,11,accept,not furnished,831.0,between 2061.75 and 3581.5
Rio de Janeiro,60.0,2,1,1,5,accept,not furnished,440.0,less than 2061.75
Rio de Janeiro,126.0,2,2,1,2,accept,not furnished,1949.0,between 3581.5 and 6768.0
Sao Paulo,70.0,1,1,1,2,not accept,furnished,1000.0,between 3581.5 and 6768.0
Sao Paulo,240.0,4,4,3,9,accept,not furnished,2500.0,between 3581.5 and 6768.0
Porto Alegre,49.0,1,1,0,1,accept,not furnished,250.0,less than 2061.75
Belo Horizonte,65.0,3,1,1,2,accept,not furnished,220.0,less than 2061.75
Sao Paulo,120.0,2,1,1,0,not accept,not furnished,0.0,between 2061.75 and 3581.5
Sao Paulo,80.0,2,1,0,4,accept,not furnished,740.0,between 2061.75 and 3581.5
Porto Alegre,42.0,1,1,1,7,accept,not furnished,415.0,less than 2061.75
Sao Paulo,136.0,3,3,3,15,accept,furnished,1450.0,greater than 6768.0
Porto Alegre,360.0,3,4,3,5,accept,furnished,4000.0,greater than 6768.0
Porto Alegre,50.0,2,1,1,5,accept,not furnished,188.0,less than 2061.75
Belo Horizonte,80.0,2,2,1,4,accept,not furnished,250.0,less than 2061.75
Belo Horizonte,200.0,4,5,3,5,not accept,furnished,1900.0,greater than 6768.0
Belo Horizonte,180.0,3,2,2,0,accept,not furnished,0.0,between 2061.75 and 3581.5
Sao Paulo,400.0,4,3,3,0,accept,not furnished,0.0,greater than 6768.0
