city,area,rooms,bathroom,parking_spaces,floor,animal,furniture,hoa,total
Belo Horizonte,58.0,1,1,1,0,accept,not furnished,0.0,less than 2061.75
Campinas,56.0,1,1,0,3,not accept,not furnished,428.0,less than 2061.75
Sao Paulo,43.0,2,2,0,0,not accept,furnished,0.0,less than 2061.75
Rio de Janeiro,80.0,2,2,1,2,accept,not furnished,1100.0,between 3581.5 and 6768.0
Campinas,54.0,1,1,1,9,accept,not furnished,758.0,less than 2061.75
Campinas,136.0,3,4,2,7,not accept,not furnished,970.0,between 3581.5 and 6768.0
Sao Paulo,188.0,1,3,2,10,not accept,not furnished,1180.0,greater than 6768.0
Sao Paulo,270.0,3,3,3,16,accept,not furnished,2800.0,greater than 6768.0
Belo Horizonte,55.0,2,1,1,2,not accept,not furnished,250.0,less than 2061.75
Sao Paulo,75.0,2,1,1,0,accept,not furnished,0.0,between 2061.75 and 3581.5
Rio de Janeiro,90.0,2,2,1,4,accept,not furnished,1090.0,between 2061.75 and 3581.5
Sao Paulo,520.0,4,6,4,0,accept,not furnished,0.0,greater than 6768.0
Porto Alegre,106.0,3,2,2,2,not accept,furnished,300.0,between 3581.5 and 6768.0
Campinas,100.0,3,2,2,0,accept,not furnished,0.0,between 2061.75 and 3581.5
Rio de Janeiro,65.0,1,1,1,6,not accept,furnished,1100.0,between 3581.5 and 6768.0
Campinas,210.0,3,3,0,0,accept,not furnished,0.0,between 2061.75 and 3581.5
Sao Paulo,220.0,3,4,4,13,accept,not furnished,3354.0,greater than 6768.0
Belo Horizonte,55.0,1,1,1,3,not accept,furnished,1250.0,between 3581.5 and 6768.0
Rio de Janeiro,75.0,2,2,1,5,not accept,furnished,1832.0,between 3581.5 and 6768.0
Sao Paulo,50.0,2,1,1,1,accept,not furnished,496.0,less than 2061.75
Porto Alegre,97.0,3,3,3,5,accept,not furnished,850.0,between 3581.5 and 6768.0
Sao Paulo,350.0,4,4,2,0,accept,not furnished,0.0,greater than 6768.0
Sao Paulo,78.0,2,1,1,1,accept,not furnished,410.0,between 2061.75 and 3581.5
Campinas,78.0,3,2,2,3,accept,not furnished,605.0,between 2061.75 and 3581.5
Sao Paulo,40.0,1,1,1,4,not accept,furnished,620.0,between 3581.5 and 6768.0
Campinas,72.0,2,1,2,16,accept,not furnished,730.0,less than 2061.75
Sao Paulo,30.0,1,1,0,4,accept,not furnished,415.0,less than 2061.75
Belo Horizonte,420.0,6,4,0,5,accept,not furnished,927.0,between 3581.5 and 6768.0
Sao Paulo,48.0,2,1,0,2,accept,not furnished,100.0,less than 2061.75
Sao Paulo,60.0,2,1,1,3,accept,furnished,600.0,between 2061.75 and 3581.5
Rio de Janeiro,105.0,3,2,1,6,accept,not furnished,1881.0,between 3581.5 and 6768.0
Campinas,308.0,3,3,4,0,accept,not furnished,0.0,between 3581.5 and 6768.0
Sao Paulo,18.0,1,1,0,0,accept,not furnished,0.0,less than 2061.75
