city,area,rooms,bathroom,parking_spaces,floor,animal,furniture,hoa,total
Sao Paulo,84.0,3,2,2,8,not accept,not furnished,700.0,between 2061.75 and 3581.5
Rio de Janeiro,140.0,3,2,1,4,accept,not furnished,1100.0,between 2061.75 and 3581.5
Porto Alegre,90.0,3,2,1,2,accept,furnished,650.0,between 2061.75 and 3581.5
Sao Paulo,20.0,1,1,0,0,accept,furnished,602.0,between 2061.75 and 3581.5
Sao Paulo,100.0,4,1,0,0,accept,not furnished,0.0,less than 2061.75
Rio de Janeiro,131.0,3,2,2,3,accept,not furnished,2800.0,greater than 6768.0
Sao Paulo,99.0,3,2,1,3,accept,not furnished,390.0,between 2061.75 and 3581.5
Rio de Janeiro,145.0,1,3,1,5,not accept,furnished,1200.0,greater than 6768.0
Sao Paulo,480.0,4,6,5,9,accept,not furnished,6660.0,greater than 6768.0
Rio de Janeiro,25.0,1,1,0,3,accept,not furnished,561.0,between 2061.75 and 3581.5
Sao Paulo,46.0,2,1,0,5,accept,not furnished,0.0,less than 2061.75
Sao Paulo,157.0,3,2,0,7,accept,not furnished,1325.0,between 3581.5 and 6768.0
Sao Paulo,190.0,3,4,4,0,accept,not furnished,0.0,between 3581.5 and 6768.0
Campinas,94.0,3,1,0,6,accept,not furnished,710.0,less than 2061.75
Sao Paulo,240.0,3,3,3,11,accept,furnished,3000.0,greater than 6768.0
Sao Paulo,97.0,3,1,1,2,accept,furnished,915.0,greater than 6768.0
Sao Paulo,110.0,3,2,1,14,not accept,not furnished,950.0,between 3581.5 and 6768.0
Sao Paulo,70.0,2,1,1,1,accept,not furnished,280.0,less than 2061.75
Campinas,135.0,3,2,2,3,accept,not furnished,1100.0,between 2061.75 and 3581.5
Sao Paulo,380.0,4,4,6,0,accept,not furnished,0.0,between 3581.5 and 6768.0
Sao Paulo,38.0,1,1,1,3,accept,furnished,475.0,between 2061.75 and 3581.5
Sao Paulo,220.0,4,4,4,10,accept,not furnished,2200.0,greater than 6768.0
Belo Horizonte,50.0,2,1,1,3,accept,not furnished,230.0,less than 2061.75
Belo Horizonte,45.0,1,1,0,10,accept,not furnished,300.0,less than 2061.75
Sao Paulo,330.0,4,5,2,4,accept,not furnished,4400.0,greater than 6768.0
Sao Paulo,50.0,1,1,0,3,accept,not furnished,400.0,less than 2061.75
Rio de Janeiro,62.0,2,1,0,3,accept,not furnished,839.0,between 2061.75 and 3581.5
Sao Paulo,70.0,3,2,0,0,accept,not furnished,0.0,less than 2061.75
Belo Horizonte,65.0,2,2,1,4,accept,not furnished,255.0,less than 2061.75
Campinas,46.0,1,1,0,6,accept,not furnished,399.0,less than 2061.75
Sao Paulo,128.0,2,3,1,4,accept,not furnished,755.0,between 3581.5 and 6768.0
Rio de Janeiro,33.0,1,1,0,2,not accept,furnished,0.0,between 2061.75 and 3581.5
