Team,League,Year,RA,W,OBP,SLG,BA,Playoffs,G,RS
NYM,NL,1978.1246,798.23517,86.90035,0.334148,0.42949075,0.2765333,0.000823968,162.00293,between 711.0 and 775.0
DET,NL,1995.9279,839.4826,67.50591,0.32115838,0.39030075,0.26038238,-0.00093146926,161.51694,between 652.0 and 711.0
CIN,NL,2001.9302,734.6786,101.81313,0.3405161,0.4538763,0.27585244,0.9980494,162.00105,greater than 775.0
CAL,AL,1964.969,665.28876,81.158516,0.3152811,0.39734298,0.26610082,-0.003852682,162.00581,between 652.0 and 711.0
OAK,AL,1966.863,532.5875,105.0893,0.32458684,0.40895253,0.268926,1.0513006,161.01851,between 711.0 and 775.0
PIT,NL,2002.1127,678.6363,76.655594,0.31474417,0.4303852,0.25778994,-0.0011209096,161.99797,between 711.0 and 775.0
HOU,NL,2008.8536,988.2598,65.97947,0.35064042,0.42080024,0.2714847,7.395641e-05,161.99828,greater than 775.0
MIN,AL,1971.5609,661.9913,78.15729,0.31054664,0.38006535,0.2541278,-0.00023763419,161.99858,less than 652.0
STL,NL,2004.3782,802.3567,84.20888,0.34345567,0.4482183,0.27104563,9.017691e-05,161.9992,greater than 775.0
TEX,NL,1977.0021,715.44885,71.118835,0.32335138,0.36379653,0.25417754,0.0006031841,161.99986,between 652.0 and 711.0
ATL,NL,2010.311,771.1183,90.507286,0.35286385,0.44411132,0.27281877,0.9988693,162.00114,greater than 775.0
SFG,NL,1973.9957,667.2636,72.90247,0.29213113,0.3239108,0.22595029,-0.000951405,162.00449,less than 652.0
COL,NL,1972.626,693.5573,94.47238,0.33448738,0.40086824,0.25935772,1.0006256,162.00133,between 711.0 and 775.0
LAA,AL,1996.3481,717.0487,78.37029,0.3409295,0.40445966,0.28010476,0.0003370394,162.0018,between 711.0 and 775.0
TOR,AL,1961.983,675.202,67.75712,0.3167724,0.34976366,0.24678273,0.0010672214,161.9974,less than 652.0
CIN,NL,1973.7117,588.92194,91.47865,0.31809592,0.37519127,0.2579384,-0.00065076107,161.99896,between 652.0 and 711.0
CIN,AL,2004.5782,717.0013,76.38242,0.32623887,0.39646307,0.26750273,-0.0019302872,161.99791,between 711.0 and 775.0
LAA,NL,1971.5911,773.3219,74.97762,0.3256633,0.38836408,0.25756168,0.00078154984,161.99721,between 652.0 and 711.0
CLE,AL,1963.6631,622.379,88.862335,0.32624108,0.42085823,0.26142094,-0.0025867296,161.99634,between 711.0 and 775.0
BOS,AL,1991.6324,645.92847,105.420906,0.3427502,0.44182593,0.2812065,0.9995289,161.99971,greater than 775.0
BOS,AL,1993.9156,748.4077,76.41098,0.31964898,0.3834542,0.24959505,-0.00030108192,161.99834,between 652.0 and 711.0
CLE,NL,1983.2784,683.51013,87.41728,0.3343538,0.4282679,0.26909438,0.0006142181,161.99867,greater than 775.0
SFG,NL,1986.4651,844.2705,72.99521,0.31225294,0.39791188,0.24510609,-0.0015541147,161.01424,between 652.0 and 711.0
NYM,AL,2004.5339,940.22314,66.636284,0.3290434,0.43119857,0.26562345,0.0003612297,161.99835,between 711.0 and 775.0
CAL,NL,1998.2454,775.1042,76.4499,0.32053098,0.41941357,0.26142332,-0.0008579582,161.01547,between 652.0 and 711.0
NYM,NL,1988.5876,549.04407,88.526764,0.31843477,0.3936714,0.2632132,-0.00080800435,160.96564,between 652.0 and 711.0
WSA,AL,1977.3689,579.214,76.11138,0.31505337,0.3685018,0.24313022,-0.00069361436,162.00049,between 652.0 and 711.0
CLE,NL,1964.1982,692.15924,76.558495,0.3253978,0.40485883,0.25495225,0.00068431196,162.00432,between 652.0 and 711.0
SFG,NL,2002.1982,781.9455,96.205894,0.35747465,0.47395808,0.2757343,1.0016582,162.00182,greater than 775.0
CAL,NL,1994.6768,677.58716,85.6309,0.33519423,0.4267666,0.25873804,0.0015947894,162.00449,greater than 775.0
OAK,AL,1970.4922,630.2864,79.06952,0.3022859,0.3732341,0.25582507,-0.0002957203,162.00041,less than 652.0
MIL,NL,1987.8485,715.7014,73.31772,0.3103374,0.3706421,0.25038037,0.0001358274,162.00684,between 652.0 and 711.0
COL,NL,1998.4921,788.10004,70.78115,0.3419753,0.39858887,0.27384695,-0.0009927419,162.0062,between 711.0 and 775.0
TBD,AL,2012.1235,644.726,62.171917,0.29624978,0.33624244,0.23484758,-0.00086371804,161.99905,less than 652.0
TOR,AL,1978.7473,579.6985,82.76262,0.30146942,0.35694087,0.23105165,0.000793725,162.00688,less than 652.0
TBD,AL,2007.2031,808.91425,74.59976,0.3328991,0.40511528,0.27605024,0.0010282911,161.99496,between 711.0 and 775.0
COL,NL,1984.4552,589.123,84.063545,0.31137702,0.40423703,0.2596561,-0.00079117366,162.00243,between 652.0 and 711.0
MON,NL,1973.5767,606.36316,79.27749,0.31443423,0.3732279,0.24097294,-0.0013977946,162.00114,between 652.0 and 711.0
CLE,AL,2006.2325,755.95337,81.45413,0.34911773,0.43253005,0.27915916,-0.0014447052,160.98639,greater than 775.0
NYY,NL,1995.3285,791.5654,66.99576,0.32159474,0.38891256,0.26183242,-0.00060730835,161.9976,between 652.0 and 711.0
LAD,NL,2004.1937,716.0511,100.44089,0.346161,0.45851347,0.27653086,0.9980121,162.00046,greater than 775.0
OAK,AL,2003.3003,636.5102,101.87237,0.35111848,0.44048834,0.27775005,1.0108075,162.00261,greater than 775.0
NYM,NL,1961.8727,722.87244,81.300476,0.3192462,0.39540476,0.24297754,-0.0022089472,162.00218,between 652.0 and 711.0
CAL,AL,2004.5541,612.73975,94.08065,0.33979148,0.40978733,0.26634875,1.002153,161.99763,between 652.0 and 711.0
LAA,NL,2009.8467,705.1114,88.88324,0.3319807,0.4383084,0.26580173,0.0006099862,162.00453,greater than 775.0
PIT,NL,2004.8385,828.20483,62.873493,0.32607558,0.41911116,0.269359,-0.00032485952,161.99963,between 711.0 and 775.0
HOU,AL,1990.0084,767.7968,70.044174,0.33189473,0.39490166,0.264892,0.0017097411,161.99843,between 711.0 and 775.0
CHW,AL,1995.7125,650.0595,113.11977,0.36510223,0.43207067,0.28147832,1.0308914,161.99828,greater than 775.0
WSN,NL,1970.2083,709.31415,79.52964,0.3126328,0.3632248,0.2515847,-0.00033240323,161.99997,between 652.0 and 711.0
CAL,AL,1969.5496,866.1786,75.123886,0.32000473,0.42018116,0.2630706,0.00046969327,161.00674,between 711.0 and 775.0
MON,NL,1964.8358,635.9114,78.491974,0.316493,0.39695242,0.25795582,-6.0009348e-05,161.99858,between 652.0 and 711.0
OAK,NL,1967.2756,556.1712,87.73766,0.3013988,0.37396237,0.24309255,0.002151355,162.00313,less than 652.0
BOS,AL,1972.3878,674.7257,88.47285,0.34359628,0.40360075,0.28111416,0.0006698257,162.00403,between 711.0 and 775.0
NYM,NL,1994.171,687.4552,91.87063,0.3358791,0.44977134,0.27965623,-0.002170708,162.00574,greater than 775.0
TEX,AL,2006.8524,737.89264,92.31994,0.35492283,0.4419758,0.275691,1.0515851,162.00462,greater than 775.0
COL,AL,1984.8805,729.51483,89.021904,0.32356828,0.38518637,0.25669175,-0.0004456686,162.00012,between 652.0 and 711.0
MON,NL,1984.3398,645.63745,87.81078,0.33591756,0.41104528,0.27109587,0.00011337528,162.37865,between 711.0 and 775.0
SEA,AL,1982.1732,638.0401,90.502785,0.31969082,0.38227704,0.2667999,0.00055963406,162.00015,between 652.0 and 711.0
BOS,AL,1976.1968,761.433,83.05265,0.33392438,0.43338138,0.27574342,-0.0014200392,162.00262,between 711.0 and 775.0
BOS,AL,1990.371,839.3173,63.729244,0.3268739,0.44423708,0.26687938,0.00058698584,162.00075,greater than 775.0
COL,NL,1997.3079,783.41425,79.66151,0.34582525,0.41408858,0.27121392,0.0006311848,162.00018,greater than 775.0
SDP,NL,1968.7496,748.00793,58.59104,0.3043642,0.35034245,0.23634952,-0.0015739532,162.58098,less than 652.0
PHI,NL,1997.8698,886.4319,81.76721,0.34042847,0.45116016,0.26920632,0.00062564114,162.00224,greater than 775.0
PHI,NL,1979.8779,650.0009,72.4172,0.3073797,0.36045143,0.24172382,0.0017055249,161.99503,between 652.0 and 711.0
PHI,NL,2000.9045,769.1856,71.065834,0.31898588,0.38948026,0.24889761,-0.0017873986,161.99973,between 652.0 and 711.0
WSA,AL,1998.1422,885.3328,66.74929,0.3427719,0.4173933,0.27755544,-0.0012805711,160.99944,greater than 775.0
TBD,NL,2008.1254,822.92114,68.03447,0.33960357,0.41241416,0.27113375,0.00084835663,161.99791,greater than 775.0
BOS,AL,1977.3016,809.64966,78.36761,0.33727297,0.4021207,0.25368464,8.099366e-05,161.99976,greater than 775.0
TEX,AL,1990.2861,623.0606,87.3089,0.325466,0.38306263,0.2582598,-8.69682e-05,161.99924,between 652.0 and 711.0
COL,NL,1966.999,748.82623,57.751396,0.31919852,0.3384276,0.24170296,-0.0018691482,162.00023,less than 652.0
FLA,NL,1999.0114,683.4811,96.56278,0.36327198,0.46550742,0.2830794,1.0016081,161.01883,greater than 775.0
ATL,NL,1973.2145,638.3903,83.82147,0.32031173,0.3782045,0.24953139,-0.0013092188,162.0054,between 652.0 and 711.0
BOS,AL,1970.5111,678.5912,81.93383,0.32593226,0.3835966,0.2402947,0.0008586233,162.00664,between 652.0 and 711.0
TBD,NL,1977.2084,690.18463,64.32729,0.32478264,0.3539228,0.2554094,0.00036983786,161.99329,less than 652.0
CLE,NL,1961.7961,463.60437,94.40931,0.2985911,0.3554938,0.23627964,1.0093243,162.00116,less than 652.0
NYY,AL,2001.0997,729.09576,80.296814,0.32407853,0.40702116,0.2592947,0.00015417923,161.9988,between 711.0 and 775.0
BOS,AL,2005.7847,773.5826,87.32446,0.34012443,0.45727694,0.2741364,-0.00048079388,161.99956,greater than 775.0
LAD,NL,1967.5085,691.41864,75.43932,0.3145149,0.36354733,0.24928345,-0.0010884214,162.00032,between 652.0 and 711.0
SDP,NL,1987.1484,681.4795,84.480484,0.31683788,0.39868093,0.25587535,-0.00063456525,162.00624,between 652.0 and 711.0
BOS,AL,1989.8505,693.0627,68.7587,0.32001176,0.38597938,0.25426948,-0.0013092846,161.99944,between 652.0 and 711.0
CAL,AL,1992.3065,680.0085,92.944725,0.35548,0.43679437,0.27140245,0.00013205246,162.00018,greater than 775.0
CHW,AL,1987.0223,846.1126,68.72469,0.3267928,0.41736177,0.26576865,-0.0005969424,162.00067,between 652.0 and 711.0
FLA,NL,1960.6084,714.42114,83.87412,0.31871113,0.38871893,0.26336727,0.0009612434,162.00255,between 652.0 and 711.0
TBD,NL,2000.2017,842.34534,69.28316,0.33239818,0.42314756,0.26442677,1.5702128e-05,161.99294,between 711.0 and 775.0
SDP,NL,1964.0338,668.8683,77.192024,0.30176952,0.36436054,0.24436346,-0.0008209174,162.79602,less than 652.0
HOU,NL,1986.5657,678.9178,86.29721,0.34377062,0.39456064,0.26784825,-0.00086321926,162.00337,between 711.0 and 775.0
WSN,NL,2005.4521,811.85254,84.00619,0.34142795,0.4459651,0.26762673,-0.0009867051,162.00075,greater than 775.0
MON,NL,2011.6388,868.85474,65.88975,0.33600447,0.38153437,0.26877975,0.0017053435,162.00389,between 652.0 and 711.0
NYM,AL,1982.1788,741.8255,86.70982,0.33558407,0.42282677,0.26892743,-0.0016546708,161.99907,greater than 775.0
MIN,NL,1986.9025,697.2507,90.67111,0.333928,0.40310684,0.2552022,1.002432,161.99799,between 711.0 and 775.0
COL,NL,1987.347,759.034,73.75288,0.32306713,0.41280535,0.2638667,-0.0015716661,160.99855,between 652.0 and 711.0
FLA,NL,1998.1395,779.7041,76.05248,0.33634293,0.38902503,0.26893967,-0.00077764,161.99998,between 711.0 and 775.0
LAA,NL,1971.5295,711.2416,71.92356,0.32919183,0.35932964,0.25388777,-0.001023394,161.99858,between 652.0 and 711.0
FLA,NL,1995.654,830.61646,67.23939,0.32828405,0.39346087,0.25576657,-0.0013242862,162.00139,less than 652.0
SFG,NL,1989.4478,715.1529,88.231766,0.34487498,0.40414363,0.2563746,-0.000101485595,161.9994,between 711.0 and 775.0
CAL,AL,1968.3738,608.91003,83.13901,0.30852485,0.3502474,0.2416147,-0.00019234605,162.00404,less than 652.0
CIN,NL,2005.2101,678.13916,89.71766,0.35657093,0.43646365,0.28185406,0.002762135,162.00288,greater than 775.0
KCR,AL,1965.584,700.14655,60.461975,0.30464047,0.3575979,0.2313559,-0.0005814736,161.99747,less than 652.0
DET,AL,1968.5007,579.7539,95.25838,0.33090475,0.40001982,0.26108125,-0.0011749087,162.00467,between 711.0 and 775.0
SFG,NL,1971.4568,650.07367,83.71612,0.31829014,0.36648366,0.24652636,-0.0005721834,163.08723,between 652.0 and 711.0
CHW,NL,1968.4326,584.18665,95.623665,0.31798968,0.39235216,0.25951,1.0322127,162.57216,between 652.0 and 711.0
HOU,NL,1976.5061,747.98456,70.46485,0.31323883,0.37907785,0.2681059,0.00041554798,162.00621,between 652.0 and 711.0
