Team,League,Year,RA,W,OBP,SLG,BA,Playoffs,G,RS
STL,NL,1966.1844,615.50635,83.02902,0.32248303,0.39183855,0.25508088,-0.00013298566,162.00009,between 652.0 and 711.0
CHC,NL,1971.234,742.34485,82.72257,0.3346987,0.38967368,0.24873863,-0.00024338084,162.00073,between 711.0 and 775.0
STL,NL,1988.957,675.26953,88.51261,0.33012348,0.40181592,0.26996475,1.3736964,160.99947,between 711.0 and 775.0
CHC,NL,2010.2448,805.98914,69.506256,0.3362816,0.43794113,0.2754967,-0.0019561048,161.00157,greater than 775.0
CAL,AL,1999.7601,864.2866,52.35229,0.30215988,0.3744575,0.23545659,-0.00021908937,162.00305,less than 652.0
BOS,AL,1963.5275,642.60834,91.39118,0.3209124,0.38567048,0.25764093,0.00034338818,162.00433,between 711.0 and 775.0
SEA,AL,2006.5984,795.79517,80.16136,0.32558566,0.40440658,0.25606546,-0.0018879188,162.00505,between 711.0 and 775.0
BAL,AL,1985.134,722.8233,74.34207,0.33518416,0.40678018,0.27695224,0.00018492818,162.00359,between 711.0 and 775.0
ATL,NL,1990.5686,664.7024,87.93892,0.33898097,0.40887398,0.27398124,0.00061217335,162.00015,between 711.0 and 775.0
DET,AL,2004.0486,898.24384,54.70897,0.31085482,0.3772324,0.25249857,0.0009950171,160.99924,between 652.0 and 711.0
CHW,AL,2003.2577,692.04767,91.76954,0.33874276,0.4425694,0.26986104,1.3730272,162.00372,greater than 775.0
PHI,NL,1990.7811,698.1799,100.531555,0.34408298,0.4242961,0.26944757,1.0040236,161.00212,greater than 775.0
DET,NL,2005.8042,761.3265,74.62616,0.3186357,0.409561,0.25724307,0.0004547499,162.00381,between 652.0 and 711.0
CAL,AL,2004.3207,759.5994,68.3322,0.3235074,0.3828751,0.2502293,0.0001941502,161.99725,between 652.0 and 711.0
KCA,AL,1999.1699,704.2596,95.63867,0.3471129,0.4554012,0.26814595,1.0077091,162.00298,greater than 775.0
NYM,NL,2007.9968,690.6009,71.998985,0.3196548,0.4026358,0.248018,-0.00021789785,161.99867,between 711.0 and 775.0
SFG,NL,1982.1393,752.57513,87.7982,0.34414536,0.42601663,0.2786467,0.0005874287,162.00446,greater than 775.0
SEA,AL,2008.9807,698.0647,90.18458,0.33641773,0.42224607,0.26930803,1.2656991,161.99898,between 711.0 and 775.0
PHI,NL,1997.2078,855.5103,71.49441,0.34412706,0.42729306,0.27291727,0.0016255818,162.00403,greater than 775.0
FLA,NL,1986.4122,831.6564,68.10656,0.32447463,0.3982982,0.25403762,0.0009289597,160.99828,between 652.0 and 711.0
HOU,NL,1995.6423,776.3106,64.14092,0.3053324,0.39264685,0.25725904,-0.00028534915,160.99432,between 652.0 and 711.0
TOR,AL,1999.2305,826.17175,86.384514,0.34160778,0.46315935,0.27317888,0.00018773414,161.99945,greater than 775.0
OAK,NL,1970.7411,688.78595,70.879234,0.30659288,0.34555084,0.24092929,7.54231e-05,162.00397,less than 652.0
SFG,NL,2008.281,856.4133,67.43566,0.3287364,0.43718895,0.2664159,-0.0019274008,162.00006,between 711.0 and 775.0
KCA,AL,1983.4053,657.19727,92.16992,0.32582897,0.4211352,0.2707419,1.372512,162.00317,between 711.0 and 775.0
CIN,NL,2001.8872,712.6069,84.00179,0.33747828,0.4166341,0.2660355,0.00025281555,160.98344,between 711.0 and 775.0
SDP,NL,1997.5785,685.97833,86.2197,0.3278413,0.40979666,0.26906282,0.00010914501,160.98575,between 711.0 and 775.0
CHC,NL,1981.0602,760.435,66.2691,0.32150567,0.37450722,0.24807286,0.0015324627,161.00801,between 652.0 and 711.0
HOU,NL,2011.8965,814.0395,73.92016,0.32583615,0.43064687,0.27367932,0.00066403137,162.00491,between 711.0 and 775.0
NYY,NL,1994.2742,793.01654,72.70126,0.32270953,0.38731804,0.26167804,-0.00013673247,160.9804,between 711.0 and 775.0
PIT,NL,1990.3981,694.4034,81.88304,0.3244159,0.40255153,0.2727826,-0.00073698076,160.97903,between 711.0 and 775.0
NYY,NL,1963.3649,733.781,58.603764,0.30075017,0.33223128,0.23669967,-0.0001822879,161.99838,less than 652.0
ATL,NL,1988.25,716.2255,89.00524,0.3323641,0.4211646,0.27769065,-0.0004965642,162.00493,between 711.0 and 775.0
NYY,AL,2004.5724,884.85175,60.59478,0.32455897,0.40315893,0.25276142,0.00025580038,161.008,between 711.0 and 775.0
KCA,AL,1998.0139,843.7693,77.69368,0.349802,0.44352227,0.2859527,0.00090905285,160.99525,greater than 775.0
CHC,NL,1966.102,532.0028,86.34568,0.30927694,0.33917317,0.24417557,7.364221e-05,162.004,less than 652.0
MIL,AL,1971.3695,683.6622,80.17386,0.32918435,0.39006537,0.2580871,0.00037355738,161.99266,between 711.0 and 775.0
SDP,AL,2002.031,696.3225,82.649376,0.33277446,0.43443793,0.26711294,9.956071e-06,162.00201,between 711.0 and 775.0
BOS,AL,2010.8015,617.7701,88.813286,0.33545038,0.41006282,0.2653678,-0.00033538637,162.00005,between 711.0 and 775.0
TBD,AL,2004.7067,952.6784,50.974686,0.31635624,0.4157693,0.25818533,9.335758e-05,162.00278,less than 652.0
LAD,NL,1972.1871,605.32544,89.218414,0.33909377,0.40829435,0.26447877,0.00010947671,161.9974,between 711.0 and 775.0
TBD,AL,1965.8864,614.36176,84.668304,0.29645148,0.34575742,0.22067279,5.7302415e-05,162.00156,less than 652.0
OAK,AL,1974.1002,601.98035,94.04187,0.3283137,0.41797602,0.27334672,0.9460337,160.9948,between 711.0 and 775.0
TOR,AL,2004.5754,751.4205,75.32723,0.32092258,0.39165652,0.25769347,0.00028336246,162.00143,between 711.0 and 775.0
KCR,AL,1994.196,688.6216,97.47788,0.35046095,0.43604863,0.28300387,1.0192838,161.00304,greater than 775.0
SDP,NL,1980.722,766.2159,61.383427,0.3063154,0.36084387,0.2514791,-5.6699384e-05,162.00058,less than 652.0
MIL,AL,1962.2239,732.66956,68.94353,0.3056513,0.36897898,0.23703843,0.001485582,162.00633,less than 652.0
LAD,NL,1990.1956,732.19916,76.69254,0.32758197,0.37069488,0.25165772,0.0019691957,162.00102,between 652.0 and 711.0
ATL,NL,2006.4814,693.2618,73.82162,0.31068042,0.37493595,0.2563406,0.00046962948,162.0042,between 652.0 and 711.0
LAD,NL,2009.1221,721.1783,82.730385,0.31772804,0.3898081,0.26074734,-5.957266e-05,161.9978,between 652.0 and 711.0
CLE,NL,1969.8364,751.8478,68.00446,0.31104663,0.3719319,0.2570393,-0.00079411763,161.01418,less than 652.0
NYM,NL,1967.3192,568.15356,92.924385,0.34109637,0.38002366,0.26872003,1.2649685,162.00531,between 711.0 and 775.0
LAD,NL,1977.3738,672.65814,83.66471,0.33792922,0.39418674,0.2590816,-9.111391e-06,160.96606,between 711.0 and 775.0
PHI,NL,1990.6465,723.8163,77.753136,0.3239835,0.38916883,0.2540175,0.0006882013,162.00201,between 711.0 and 775.0
PIT,NL,1972.6486,579.9778,86.62206,0.30696428,0.3664843,0.24722557,0.00048526103,162.0007,between 652.0 and 711.0
WSA,NL,1963.1952,828.39514,56.315765,0.3095404,0.35801244,0.24396585,-0.0006699891,160.99786,less than 652.0
CHC,NL,1990.3478,809.66907,75.8008,0.33781967,0.42565784,0.2854626,-0.00011949809,162.00099,between 711.0 and 775.0
PHI,NL,2008.1956,909.4567,80.45431,0.34489852,0.43541104,0.2650316,0.00037557143,161.99965,greater than 775.0
MIL,AL,1977.2545,794.979,73.3591,0.33256727,0.41738915,0.2621757,0.0007059227,161.0114,between 711.0 and 775.0
PHI,NL,1972.7079,808.9353,73.971725,0.31540388,0.42132834,0.2621674,-0.00033795155,162.01067,between 711.0 and 775.0
CHC,NL,1988.6788,598.08813,101.53988,0.32900205,0.4100365,0.27494678,1.0429938,161.00798,between 711.0 and 775.0
NYM,NL,1968.6918,652.47595,66.70524,0.28931907,0.33555835,0.22693394,-0.00014845529,162.00098,less than 652.0
STL,NL,1972.8113,820.00305,85.72483,0.35929558,0.4536478,0.28704125,2.1156651e-05,161.00288,greater than 775.0
COL,AL,1992.3796,684.39624,93.319626,0.34416696,0.4421698,0.27368572,0.00021135685,161.99487,greater than 775.0
COL,NL,2003.9982,732.51855,80.03136,0.30995172,0.40511724,0.24513927,4.380854e-06,162.00552,between 711.0 and 775.0
