Team,League,Year,RA,W,OBP,SLG,BA,Playoffs,G,RS
STL,NL,1981.1471,788.17017,85.92179,0.3335319,0.43666914,0.26829636,0.00015193946,161.99847,greater than 775.0
LAD,NL,1965.4259,380.48407,94.62025,0.3010733,0.32569817,0.24082647,0.98869133,161.99661,less than 652.0
CHW,NL,1983.3062,756.70465,70.57401,0.33344033,0.3843181,0.2601625,-0.000898615,161.02573,between 652.0 and 711.0
CLE,NL,1962.7725,642.5315,69.49387,0.28773883,0.34027418,0.23150563,0.00047302397,161.4419,less than 652.0
LAA,NL,1988.0258,760.8624,76.948524,0.32392558,0.41476277,0.2595385,-0.00047984684,162.00194,between 711.0 and 775.0
CIN,NL,1994.9833,681.41516,86.08109,0.32517284,0.38489616,0.25410682,-0.000329338,162.00609,between 711.0 and 775.0
DET,NL,2003.3519,725.71,81.6238,0.32483453,0.4218433,0.2593946,-0.0004854073,162.00061,between 711.0 and 775.0
SEA,NL,1967.9663,614.37585,80.14447,0.3146774,0.34289694,0.24468236,0.0012281637,161.01166,less than 652.0
CLE,NL,1976.576,612.11957,85.67801,0.31619468,0.38721353,0.25348938,-0.0008143588,163.00073,between 652.0 and 711.0
NYY,NL,2001.6528,575.52026,85.736725,0.2946066,0.3701446,0.22771926,-0.0009943754,160.99318,less than 652.0
DET,NL,1993.0352,669.357,86.07834,0.329401,0.39486304,0.263959,0.0001845297,161.99966,between 652.0 and 711.0
ATL,AL,1990.9155,840.54004,65.36403,0.3325765,0.40297654,0.26598904,0.00025617785,162.00308,greater than 775.0
SDP,AL,2003.6726,772.7266,80.26017,0.33300748,0.43125597,0.2700336,-0.00037216773,161.99902,greater than 775.0
CHC,NL,1967.4745,702.15826,80.74657,0.3322453,0.38522416,0.2530059,0.0012670037,162.001,between 652.0 and 711.0
NYY,AL,1993.2439,690.95404,79.61996,0.31329286,0.38926068,0.24630946,-3.4236e-05,162.0038,less than 652.0
STL,NL,1962.4298,682.11743,86.97634,0.3205889,0.39804426,0.2516277,-0.0010908304,162.0047,between 652.0 and 711.0
STL,NL,1996.6327,786.47046,64.22601,0.32542044,0.39423963,0.25579554,-5.522126e-05,162.0006,between 711.0 and 775.0
TEX,NL,1998.7336,742.0217,86.17461,0.33640438,0.41985807,0.26568168,-0.0002166956,162.00284,greater than 775.0
PHI,NL,1982.1707,781.9459,70.80486,0.31367442,0.38280118,0.24727134,-0.0010585461,162.00111,between 652.0 and 711.0
FLA,NL,2012.5349,554.3379,104.08716,0.32972467,0.42056653,0.2575806,1.274592,162.00256,greater than 775.0
CLE,AL,2004.3403,744.0075,80.78483,0.33122808,0.40319246,0.25332946,0.00025726808,161.99895,between 711.0 and 775.0
LAA,AL,2007.637,753.47394,86.59004,0.3406136,0.44013295,0.26306897,-0.0010137426,162.00227,greater than 775.0
MIN,AL,1979.3674,774.7309,76.991455,0.34546825,0.38651446,0.26778668,2.565328e-06,162.00116,between 652.0 and 711.0
