Team,League,Year,RA,W,OBP,SLG,BA,Playoffs,G,RS
MLN,NL,1985.2748,674.5895,110.62808,0.35030898,0.44873324,0.27864537,1.0047364,161.9947,between 711.0 and 775.0
KCR,AL,1991.6576,785.6549,69.59469,0.3245858,0.4004591,0.26287875,-0.00025599415,162.00185,between 652.0 and 711.0
NYY,AL,1968.8519,699.7602,78.879196,0.31838733,0.39067182,0.25835213,9.87105e-05,161.99808,less than 652.0
FLA,NL,1992.8901,812.7169,77.12202,0.328537,0.41916326,0.26779342,0.0025163707,161.99594,between 711.0 and 775.0
OAK,NL,1998.8636,766.48334,90.08555,0.35831317,0.460493,0.27852988,0.87406445,162.00166,greater than 775.0
MIN,NL,1974.1296,860.6911,77.19229,0.33887652,0.4376339,0.28270143,-0.0016113956,162.002,greater than 775.0
LAA,AL,1973.2416,526.66675,95.39017,0.31709066,0.36356524,0.25609526,0.9452372,162.00426,less than 652.0
BAL,AL,2010.078,808.171,52.663624,0.3044642,0.41020688,0.24509065,-0.00024482296,162.0039,less than 652.0
BOS,AL,1975.8301,684.4848,86.808426,0.33902693,0.39910412,0.2758576,-0.00010303865,161.99786,between 652.0 and 711.0
CHC,NL,1984.365,683.5914,85.95862,0.3247886,0.38276875,0.26379713,0.00012975538,162.0082,between 652.0 and 711.0
PHI,NL,2008.0497,530.0509,108.28928,0.32100916,0.41422227,0.2566307,0.9999505,161.01949,between 711.0 and 775.0
TEX,AL,1979.4014,672.9461,88.7929,0.32673156,0.38918447,0.27898893,1.0945504,162.00574,between 711.0 and 775.0
MIL,NL,1968.2435,700.78705,78.28614,0.3283859,0.38339016,0.26205215,0.0010973603,161.99408,between 652.0 and 711.0
MIN,AL,1985.7506,694.2008,71.926476,0.3101942,0.3470879,0.24870223,-0.000202373,162.00233,less than 652.0
CIN,NL,1974.2446,851.6882,77.348724,0.347793,0.39616722,0.26032752,0.00042175944,157.62018,greater than 775.0
FLA,NL,1991.7079,856.62305,73.551,0.33414018,0.39268792,0.2678111,0.0009986415,161.00992,between 711.0 and 775.0
CHW,NL,1973.5631,684.5259,69.60936,0.31388324,0.34542045,0.25618368,0.00030573114,161.01903,less than 652.0
OAK,AL,1963.4182,706.9881,60.915794,0.30957648,0.34436804,0.2366318,0.0007577187,160.99944,less than 652.0
SDP,NL,2005.7465,700.4026,145.64804,0.39413664,0.51653,0.3122466,-0.032065388,161.99852,between 711.0 and 775.0
FLA,AL,1991.6532,681.7872,79.52514,0.3196182,0.36115518,0.26085323,2.106675e-05,161.00275,between 652.0 and 711.0
PHI,NL,1981.7507,730.4408,73.6848,0.31964856,0.38834873,0.25680986,0.0002456379,160.98315,between 652.0 and 711.0
MON,NL,1962.453,630.6362,104.74778,0.353125,0.4182939,0.28229946,1.0020641,164.81976,greater than 775.0
ATL,NL,1983.8811,683.941,94.11291,0.33562025,0.42839444,0.2758603,0.94538426,162.0068,between 711.0 and 775.0
CHW,NL,1966.2561,721.9296,71.370255,0.32627898,0.39243692,0.25290877,0.00041418074,161.01546,between 652.0 and 711.0
CIN,NL,1962.6414,592.42096,90.03881,0.31509343,0.36777145,0.25456452,-0.00024226858,160.99516,less than 652.0
CAL,AL,1999.0222,756.85187,64.95294,0.3154968,0.37972972,0.24091052,-4.5315508e-05,161.99434,between 652.0 and 711.0
BAL,AL,1981.0328,701.43744,86.261795,0.31045598,0.39407483,0.25797853,0.0003047149,161.01843,between 652.0 and 711.0
CHW,NL,1992.3151,796.568,69.53208,0.32064733,0.37276974,0.25536123,-8.378847e-05,162.00786,less than 652.0
KCR,NL,1998.5817,717.9607,86.53516,0.34780335,0.4274095,0.27670398,9.3995215e-05,161.00398,between 711.0 and 775.0
MLN,NL,1969.2905,643.98303,70.72052,0.30584034,0.33778346,0.2268653,0.0002501288,162.00348,less than 652.0
PHI,NL,1968.5161,681.2258,94.08615,0.34091008,0.42192912,0.269738,1.2648048,162.0018,greater than 775.0
CHW,AL,2007.1365,790.9133,76.251724,0.33158168,0.40344298,0.26428658,-0.0003439375,162.00572,between 652.0 and 711.0
SEP,NL,1996.7843,810.8853,70.33648,0.33334833,0.3928085,0.26698878,0.00057178404,161.00455,between 652.0 and 711.0
CLE,NL,1983.7842,817.7388,79.44761,0.3364432,0.41983432,0.26535618,0.00014267658,162.00291,greater than 775.0
HOU,NL,1981.9032,822.851,72.06476,0.34249312,0.41546735,0.26745385,0.0007198164,162.00066,between 711.0 and 775.0
CLE,AL,1989.6536,625.2419,92.06336,0.3350705,0.3926514,0.2651294,1.1733518,162.00136,between 711.0 and 775.0
CIN,AL,1966.2898,688.1405,84.33524,0.3261122,0.39112124,0.25556645,-0.00020563617,163.00777,between 711.0 and 775.0
BAL,AL,1969.9381,633.45953,77.991806,0.30452907,0.33518085,0.26724488,0.00053059374,161.00766,less than 652.0
CIN,AL,1980.9769,521.01385,85.57732,0.32314366,0.36109295,0.24983214,2.160205,161.99973,less than 652.0
PHI,NL,1994.6447,737.7477,82.56285,0.33947217,0.4220871,0.27043694,-0.00018739466,161.02904,greater than 775.0
BOS,AL,2005.6912,749.60706,81.56651,0.33704376,0.41068515,0.27527526,0.00037136918,162.00284,between 711.0 and 775.0
ARI,NL,1987.9617,559.18787,95.50567,0.32370415,0.36900604,0.24529003,0.94576025,161.99983,between 652.0 and 711.0
MIN,NL,1984.0464,877.7875,57.1019,0.3275234,0.38055465,0.2663668,0.0016091429,162.9938,between 652.0 and 711.0
PHI,NL,1971.1024,656.2563,92.61949,0.32014078,0.4104947,0.26284346,0.90801996,161.99762,between 711.0 and 775.0
LAA,NL,1989.5598,749.9843,65.772575,0.30714682,0.380863,0.2425203,-0.00032646948,162.00085,less than 652.0
MIL,NL,1969.6271,727.6439,86.638725,0.32620993,0.41173002,0.26821965,0.0006254271,161.99437,greater than 775.0
MIN,AL,1970.8741,742.55176,81.22977,0.3392265,0.36867216,0.25904357,-0.0010618181,161.99963,between 652.0 and 711.0
SDP,NL,1968.4558,590.8085,69.67906,0.28797278,0.32754776,0.21927765,-0.00012261454,163.00728,less than 652.0
MIN,AL,1989.9832,751.22046,82.36289,0.32932892,0.40046164,0.26052156,-0.0002464673,162.00185,between 652.0 and 711.0
HOU,NL,2011.7018,599.6817,92.60374,0.32323042,0.37422463,0.2522055,0.74615675,162.0016,between 652.0 and 711.0
SEP,AL,1988.1554,653.3862,82.59561,0.32288918,0.3654773,0.25175235,0.0004352724,161.9997,between 652.0 and 711.0
ATL,NL,2011.9124,697.57294,90.40362,0.33805692,0.42453855,0.26766384,0.87432146,162.0,between 711.0 and 775.0
SEA,AL,2004.1198,788.7117,81.31046,0.33799884,0.44937488,0.28002307,-0.0002979998,162.00084,greater than 775.0
SEP,AL,1973.1553,725.1833,69.50197,0.31469747,0.37462887,0.26482815,0.00057498814,160.99493,less than 652.0
MON,NL,2011.9496,751.22003,69.319916,0.30348653,0.37139088,0.2402067,-0.00035353203,161.99849,less than 652.0
KCR,AL,1968.3163,498.95398,94.58037,0.29443982,0.34655303,0.2270158,0.00051596924,161.00467,less than 652.0
MIN,AL,2010.7041,795.17535,76.10628,0.3195033,0.3983652,0.25814003,0.00048152026,161.00198,less than 652.0
MIL,NL,1991.4458,787.59393,74.96407,0.34692624,0.3886661,0.27667913,0.0020142295,161.00696,between 652.0 and 711.0
CAL,AL,1965.0011,751.9717,82.15166,0.3369277,0.44494453,0.2703536,0.0017447821,161.00446,greater than 775.0
