sex,length,diameter,height,whole_weight,shucked_weight,cisvera_weight,shell_weight,rings
M,0.615,0.475,0.175,1.103,0.4635,0.3095,0.2725,between 9.0 and 11.0
F,0.585,0.47,0.17,1.099,0.3975,0.2325,0.358,greater than 11.0
F,0.625,0.47,0.145,0.984,0.475,0.2,0.265,greater than 11.0
M,0.59,0.47,0.15,0.861,0.413,0.164,0.249,between 8.0 and 9.0
I,0.415,0.32,0.115,0.3045,0.1215,0.0735,0.094,less than 8.0
F,0.62,0.475,0.16,1.3245,0.6865,0.233,0.3275,between 9.0 and 11.0
F,0.57,0.44,0.125,0.865,0.3675,0.1725,0.27,greater than 11.0
F,0.62,0.48,0.175,1.0405,0.464,0.2225,0.3,between 9.0 and 11.0
F,0.465,0.38,0.135,0.579,0.208,0.1095,0.22,greater than 11.0
M,0.42,0.34,0.115,0.4215,0.175,0.093,0.135,between 8.0 and 9.0
I,0.575,0.45,0.145,0.872,0.4675,0.18,0.217,between 9.0 and 11.0
F,0.72,0.55,0.195,2.073,1.0715,0.4265,0.5015,between 9.0 and 11.0
I,0.385,0.29,0.085,0.2505,0.112,0.061,0.08,between 8.0 and 9.0
F,0.6,0.47,0.17,1.0805,0.4995,0.2245,0.3205,between 9.0 and 11.0
M,0.615,0.47,0.16,1.0175,0.473,0.2395,0.28,between 9.0 and 11.0
I,0.235,0.13,0.075,0.1585,0.0685,0.037,0.0465,less than 8.0
F,0.345,0.25,0.09,0.203,0.078,0.059,0.055,less than 8.0
M,0.575,0.46,0.155,0.892,0.4415,0.176,0.22,between 9.0 and 11.0
I,0.415,0.31,0.11,0.2965,0.123,0.057,0.0995,between 9.0 and 11.0
I,0.53,0.415,0.11,0.5745,0.2525,0.1235,0.189,between 9.0 and 11.0
F,0.645,0.525,0.17,1.37,0.6135,0.283,0.34,between 9.0 and 11.0
I,0.33,0.255,0.085,0.1655,0.063,0.039,0.06,between 8.0 and 9.0
I,0.33,0.23,0.08,0.14,0.0565,0.0365,0.046,less than 8.0
F,0.725,0.58,0.185,1.523,0.8045,0.3595,0.4375,between 9.0 and 11.0
I,0.275,0.205,0.065,0.101,0.041,0.021,0.034,less than 8.0
M,0.505,0.405,0.11,0.625,0.305,0.16,0.175,between 9.0 and 11.0
M,0.165,0.125,0.04,0.0245,0.0095,0.0045,0.008,less than 8.0
F,0.57,0.435,0.14,0.8585,0.3905,0.196,0.2295,between 8.0 and 9.0
M,0.385,0.3,0.095,0.24,0.0885,0.059,0.085,between 9.0 and 11.0
F,0.415,0.34,0.13,0.3675,0.146,0.0885,0.12,between 9.0 and 11.0
M,0.425,0.325,0.12,0.3755,0.142,0.1065,0.105,between 9.0 and 11.0
I,0.515,0.4,0.12,0.659,0.2705,0.179,0.17,greater than 11.0
F,0.515,0.395,0.165,0.7565,0.1905,0.17,0.3205,between 9.0 and 11.0
I,0.275,0.205,0.08,0.096,0.036,0.0185,0.03,less than 8.0
M,0.57,0.45,0.155,1.1935,0.513,0.21,0.343,between 9.0 and 11.0
I,0.54,0.415,0.11,0.619,0.2755,0.15,0.1765,between 9.0 and 11.0
F,0.615,0.5,0.175,1.377,0.5585,0.33,0.292,greater than 11.0
M,0.575,0.475,0.145,0.857,0.3665,0.173,0.269,between 9.0 and 11.0
F,0.49,0.36,0.11,0.5005,0.161,0.107,0.195,greater than 11.0
M,0.52,0.435,0.195,0.973,0.2985,0.2135,0.355,greater than 11.0
M,0.505,0.39,0.115,0.5585,0.2575,0.119,0.1535,between 8.0 and 9.0
I,0.475,0.36,0.145,0.6325,0.2825,0.137,0.19,between 8.0 and 9.0
I,0.43,0.345,0.115,0.4295,0.212,0.108,0.109,between 8.0 and 9.0
I,0.395,0.29,0.095,0.304,0.127,0.084,0.077,less than 8.0
M,0.575,0.455,0.135,0.907,0.4245,0.197,0.26,between 9.0 and 11.0
M,0.535,0.42,0.13,0.8055,0.301,0.181,0.28,greater than 11.0
I,0.395,0.305,0.105,0.284,0.1135,0.0595,0.0945,between 8.0 and 9.0
M,0.62,0.465,0.185,1.274,0.579,0.3065,0.32,greater than 11.0
M,0.45,0.35,0.1,0.3675,0.1465,0.1015,0.12,between 9.0 and 11.0
M,0.58,0.45,0.145,1.0025,0.547,0.1975,0.2295,between 8.0 and 9.0
F,0.78,0.63,0.215,2.657,1.488,0.4985,0.586,greater than 11.0
I,0.635,0.505,0.19,1.3315,0.5805,0.252,0.435,greater than 11.0
F,0.595,0.485,0.145,1.2515,0.5035,0.2925,0.33,greater than 11.0
I,0.54,0.39,0.125,0.6255,0.2525,0.158,0.19,between 8.0 and 9.0
M,0.495,0.385,0.135,0.6335,0.2,0.1225,0.26,greater than 11.0
F,0.675,0.53,0.195,1.4985,0.62,0.375,0.425,between 9.0 and 11.0
I,0.365,0.275,0.09,0.2345,0.108,0.051,0.0625,less than 8.0
I,0.41,0.3,0.115,0.2595,0.097,0.0515,0.08,between 9.0 and 11.0
I,0.395,0.3,0.09,0.279,0.134,0.049,0.075,between 8.0 and 9.0
F,0.595,0.465,0.145,0.7955,0.3425,0.1795,0.2425,between 9.0 and 11.0
F,0.565,0.44,0.135,0.83,0.393,0.1735,0.238,between 9.0 and 11.0
F,0.625,0.485,0.16,1.254,0.591,0.259,0.3485,between 9.0 and 11.0
I,0.575,0.44,0.15,0.983,0.486,0.215,0.239,between 8.0 and 9.0
M,0.44,0.355,0.125,0.4775,0.132,0.0815,0.19,between 9.0 and 11.0
I,0.46,0.36,0.14,0.447,0.161,0.087,0.16,between 9.0 and 11.0
M,0.56,0.42,0.195,0.8085,0.3025,0.1795,0.285,greater than 11.0
M,0.59,0.48,0.16,1.262,0.5685,0.2725,0.335,between 9.0 and 11.0
I,0.64,0.49,0.135,1.1,0.488,0.2505,0.2925,between 9.0 and 11.0
M,0.745,0.565,0.215,1.931,0.896,0.4585,0.5,greater than 11.0
M,0.63,0.51,0.19,1.4985,0.4125,0.3075,0.545,greater than 11.0
M,0.46,0.35,0.12,0.515,0.224,0.108,0.1565,between 9.0 and 11.0
M,0.715,0.52,0.18,1.6,0.708,0.3525,0.445,greater than 11.0
I,0.63,0.505,0.18,1.272,0.6025,0.295,0.315,greater than 11.0
F,0.605,0.485,0.16,1.0565,0.37,0.2355,0.355,between 9.0 and 11.0
M,0.375,0.28,0.095,0.2225,0.0875,0.043,0.08,between 9.0 and 11.0
M,0.56,0.415,0.13,0.7615,0.3695,0.17,0.1955,between 8.0 and 9.0
F,0.61,0.495,0.165,1.0835,0.4525,0.273,0.317,between 9.0 and 11.0
M,0.385,0.255,0.1,0.3175,0.137,0.068,0.092,between 8.0 and 9.0
I,0.54,0.425,0.13,0.7205,0.2955,0.169,0.225,between 9.0 and 11.0
F,0.635,0.5,0.15,1.376,0.6495,0.361,0.31,between 9.0 and 11.0
I,0.5,0.37,0.115,0.5745,0.306,0.112,0.141,less than 8.0
F,0.475,0.375,0.125,0.588,0.237,0.1715,0.155,between 9.0 and 11.0
F,0.405,0.325,0.11,0.3555,0.151,0.063,0.117,between 9.0 and 11.0
M,0.405,0.305,0.085,0.2605,0.1145,0.0595,0.085,between 8.0 and 9.0
M,0.67,0.525,0.2,1.7405,0.6205,0.297,0.657,greater than 11.0
F,0.71,0.565,0.195,1.817,0.785,0.492,0.49,greater than 11.0
M,0.38,0.27,0.095,0.219,0.0835,0.0515,0.07,less than 8.0
M,0.53,0.415,0.14,0.724,0.3105,0.1675,0.205,between 9.0 and 11.0
I,0.515,0.39,0.11,0.531,0.2415,0.098,0.1615,between 8.0 and 9.0
F,0.71,0.57,0.195,1.9805,0.9925,0.4925,0.48,greater than 11.0
M,0.78,0.6,0.21,2.548,1.1945,0.5745,0.6745,greater than 11.0
F,0.645,0.505,0.165,1.4325,0.684,0.308,0.336,between 8.0 and 9.0
F,0.65,0.565,0.2,1.6645,0.753,0.367,0.43,greater than 11.0
M,0.55,0.385,0.13,0.7275,0.343,0.1625,0.19,between 8.0 and 9.0
F,0.6,0.475,0.18,1.1805,0.4345,0.2475,0.425,greater than 11.0
M,0.72,0.565,0.2,2.1055,1.017,0.363,0.494,greater than 11.0
