city,area,rooms,bathroom,parking_spaces,floor,animal,furniture,hoa,total
Sao Paulo,200.0,3,2,3,0,accept,not furnished,0.0,between 3581.5 and 6768.0
Sao Paulo,70.0,1,2,1,16,accept,not furnished,1344.0,between 3581.5 and 6768.0
Sao Paulo,40.0,1,1,0,1,accept,not furnished,240.0,less than 2061.75
Campinas,30.0,1,1,0,4,accept,not furnished,336.0,less than 2061.75
Belo Horizonte,100.0,3,3,1,4,accept,furnished,1300.0,between 3581.5 and 6768.0
Porto Alegre,78.0,2,2,0,7,accept,not furnished,450.0,between 2061.75 and 3581.5
Sao Paulo,72.0,2,1,0,1,accept,not furnished,864.0,less than 2061.75
Belo Horizonte,200.0,4,3,3,10,not accept,not furnished,2012.0,greater than 6768.0
Belo Horizonte,350.0,7,5,5,0,accept,not furnished,0.0,greater than 6768.0
Porto Alegre,73.0,2,1,1,2,accept,not furnished,213.0,less than 2061.75
Sao Paulo,80.0,2,2,1,0,not accept,not furnished,0.0,less than 2061.75
Sao Paulo,208.0,4,4,3,1,accept,furnished,2860.0,greater than 6768.0
Porto Alegre,76.0,2,2,0,2,accept,not furnished,190.0,between 2061.75 and 3581.5
Campinas,45.0,1,1,0,7,not accept,not furnished,506.0,less than 2061.75
Belo Horizonte,110.0,2,3,0,2,accept,not furnished,0.0,between 3581.5 and 6768.0
Belo Horizonte,120.0,4,3,2,1,accept,not furnished,0.0,between 2061.75 and 3581.5
Campinas,52.0,1,1,1,17,accept,furnished,750.0,between 2061.75 and 3581.5
Sao Paulo,90.0,1,2,2,13,not accept,furnished,1500.0,greater than 6768.0
Campinas,42.0,1,1,1,9,accept,not furnished,460.0,less than 2061.75
Campinas,46.0,1,1,0,6,accept,not furnished,399.0,less than 2061.75
Sao Paulo,237.0,3,5,3,8,accept,furnished,2200.0,greater than 6768.0
Rio de Janeiro,67.0,1,1,1,11,accept,not furnished,508.0,less than 2061.75
Sao Paulo,300.0,5,6,6,0,accept,not furnished,0.0,greater than 6768.0
Sao Paulo,345.0,2,3,2,4,not accept,not furnished,3655.0,greater than 6768.0
Sao Paulo,40.0,1,1,1,5,accept,not furnished,512.0,between 2061.75 and 3581.5
Sao Paulo,45.0,1,1,1,1,not accept,furnished,3000.0,greater than 6768.0
Belo Horizonte,109.0,3,2,2,2,accept,not furnished,400.0,between 2061.75 and 3581.5
Belo Horizonte,74.0,3,2,1,1,accept,not furnished,450.0,less than 2061.75
Rio de Janeiro,32.0,1,1,0,4,accept,not furnished,700.0,between 3581.5 and 6768.0
Sao Paulo,272.0,3,5,4,8,accept,not furnished,3900.0,greater than 6768.0
Rio de Janeiro,64.0,2,1,0,3,accept,not furnished,210.0,less than 2061.75
Rio de Janeiro,280.0,3,2,2,10,accept,furnished,3140.0,greater than 6768.0
Rio de Janeiro,50.0,2,1,0,9,accept,furnished,620.0,between 2061.75 and 3581.5
Rio de Janeiro,50.0,1,1,1,2,accept,not furnished,1060.0,between 2061.75 and 3581.5
Belo Horizonte,400.0,4,4,4,0,accept,not furnished,0.0,between 3581.5 and 6768.0
Belo Horizonte,100.0,3,1,1,0,accept,not furnished,0.0,between 2061.75 and 3581.5
Sao Paulo,142.0,3,4,3,2,accept,not furnished,1305.0,greater than 6768.0
Sao Paulo,80.0,3,1,1,8,accept,furnished,703.0,between 2061.75 and 3581.5
Sao Paulo,78.0,2,1,2,9,accept,furnished,0.0,between 3581.5 and 6768.0
Sao Paulo,132.0,3,2,3,0,accept,not furnished,0.0,between 2061.75 and 3581.5
Sao Paulo,35.0,1,1,0,0,not accept,not furnished,0.0,less than 2061.75
Sao Paulo,138.0,3,3,2,17,accept,not furnished,1100.0,greater than 6768.0
Belo Horizonte,125.0,3,3,1,5,accept,not furnished,745.0,between 2061.75 and 3581.5
Porto Alegre,47.0,1,1,1,1,not accept,furnished,400.0,between 2061.75 and 3581.5
Sao Paulo,298.0,4,5,4,1,not accept,not furnished,3600.0,greater than 6768.0
Sao Paulo,400.0,4,3,3,0,accept,not furnished,0.0,greater than 6768.0
Belo Horizonte,165.0,3,2,4,2,accept,furnished,230.0,between 2061.75 and 3581.5
Porto Alegre,350.0,4,4,4,0,accept,not furnished,0.0,between 3581.5 and 6768.0
Sao Paulo,170.0,3,2,1,14,accept,furnished,1700.0,between 3581.5 and 6768.0
Sao Paulo,38.0,1,1,0,16,not accept,not furnished,188.0,between 2061.75 and 3581.5
Sao Paulo,235.0,3,2,2,5,accept,furnished,3650.0,greater than 6768.0
Sao Paulo,360.0,3,5,3,13,accept,not furnished,4300.0,greater than 6768.0
Sao Paulo,58.0,1,1,1,2,accept,furnished,1500.0,between 3581.5 and 6768.0
Rio de Janeiro,75.0,2,2,1,3,accept,not furnished,684.0,between 2061.75 and 3581.5
Sao Paulo,400.0,4,4,4,0,accept,furnished,0.0,greater than 6768.0
Belo Horizonte,253.0,3,3,3,4,accept,not furnished,326.0,between 2061.75 and 3581.5
Rio de Janeiro,30.0,1,1,0,0,not accept,not furnished,0.0,less than 2061.75
Rio de Janeiro,250.0,3,2,1,7,accept,not furnished,1642.0,greater than 6768.0
Sao Paulo,215.0,3,4,4,6,accept,not furnished,2859.0,greater than 6768.0
Sao Paulo,35.0,1,1,0,0,accept,not furnished,0.0,less than 2061.75
Campinas,48.0,1,1,0,4,not accept,not furnished,400.0,less than 2061.75
Belo Horizonte,465.0,7,7,2,0,accept,furnished,0.0,greater than 6768.0
Rio de Janeiro,90.0,3,1,0,2,accept,not furnished,250.0,less than 2061.75
Sao Paulo,160.0,3,4,4,0,not accept,not furnished,0.0,between 2061.75 and 3581.5
Sao Paulo,200.0,2,2,1,10,accept,furnished,2700.0,greater than 6768.0
Sao Paulo,66.0,2,1,1,10,not accept,furnished,700.0,between 3581.5 and 6768.0
Rio de Janeiro,250.0,4,4,0,1,accept,not furnished,2000.0,greater than 6768.0
Rio de Janeiro,75.0,4,1,0,2,accept,not furnished,800.0,between 2061.75 and 3581.5
Porto Alegre,47.0,1,1,1,2,not accept,not furnished,230.0,less than 2061.75
Sao Paulo,108.0,3,3,2,3,accept,not furnished,1800.0,greater than 6768.0
Sao Paulo,100.0,7,4,0,0,accept,not furnished,0.0,between 3581.5 and 6768.0
Sao Paulo,78.0,3,2,2,10,accept,not furnished,650.0,between 2061.75 and 3581.5
Sao Paulo,70.0,2,2,1,1,accept,not furnished,280.0,less than 2061.75
Campinas,130.0,3,2,1,7,accept,not furnished,1000.0,between 3581.5 and 6768.0
Porto Alegre,38.0,1,1,0,1,accept,not furnished,300.0,less than 2061.75
Sao Paulo,37.0,1,1,0,1,accept,not furnished,0.0,less than 2061.75
Porto Alegre,75.0,3,2,1,5,accept,not furnished,441.0,between 2061.75 and 3581.5
Belo Horizonte,20.0,1,1,1,0,accept,furnished,0.0,less than 2061.75
Sao Paulo,130.0,3,2,2,4,accept,furnished,800.0,between 3581.5 and 6768.0
Porto Alegre,60.0,2,1,1,7,accept,not furnished,320.0,between 2061.75 and 3581.5
Sao Paulo,210.0,3,3,0,0,accept,not furnished,0.0,between 3581.5 and 6768.0
Sao Paulo,134.0,3,3,3,8,accept,not furnished,1680.0,between 3581.5 and 6768.0
Sao Paulo,200.0,4,4,6,0,accept,not furnished,0.0,between 3581.5 and 6768.0
Porto Alegre,72.0,2,2,2,6,accept,not furnished,400.0,between 2061.75 and 3581.5
Sao Paulo,269.0,4,4,5,21,accept,furnished,2980.0,greater than 6768.0
Sao Paulo,530.0,4,6,4,11,accept,not furnished,4310.0,greater than 6768.0
Sao Paulo,34.0,1,1,1,1,not accept,furnished,0.0,between 2061.75 and 3581.5
Belo Horizonte,96.0,3,1,1,0,not accept,not furnished,0.0,less than 2061.75
Rio de Janeiro,25.0,1,1,0,4,accept,furnished,356.0,between 2061.75 and 3581.5
Sao Paulo,250.0,2,1,0,0,accept,not furnished,0.0,less than 2061.75
Porto Alegre,75.0,3,2,1,9,accept,not furnished,340.0,between 2061.75 and 3581.5
Porto Alegre,84.0,2,2,2,6,accept,not furnished,657.0,between 3581.5 and 6768.0
Porto Alegre,31.0,1,1,0,4,accept,not furnished,250.0,less than 2061.75
Sao Paulo,65.0,2,2,1,12,not accept,furnished,980.0,greater than 6768.0
Sao Paulo,108.0,3,3,2,0,accept,not furnished,0.0,between 2061.75 and 3581.5
Sao Paulo,250.0,3,3,2,7,accept,not furnished,3500.0,greater than 6768.0
Sao Paulo,88.0,3,2,2,11,accept,furnished,1350.0,greater than 6768.0
Sao Paulo,525.0,5,4,4,0,accept,not furnished,0.0,greater than 6768.0
Sao Paulo,188.0,1,3,2,10,not accept,not furnished,1180.0,greater than 6768.0
Sao Paulo,400.0,2,5,4,0,accept,not furnished,0.0,between 3581.5 and 6768.0
Sao Paulo,360.0,4,5,4,0,not accept,furnished,0.0,greater than 6768.0
Belo Horizonte,67.0,1,1,0,13,accept,not furnished,375.0,less than 2061.75
Sao Paulo,156.0,3,2,1,0,accept,not furnished,0.0,between 3581.5 and 6768.0
Porto Alegre,47.0,1,1,0,3,accept,not furnished,300.0,less than 2061.75
Sao Paulo,78.0,1,1,0,2,accept,not furnished,420.0,between 2061.75 and 3581.5
Sao Paulo,67.0,2,1,0,3,accept,not furnished,385.0,less than 2061.75
Sao Paulo,120.0,3,4,3,4,accept,not furnished,1300.0,between 3581.5 and 6768.0
Rio de Janeiro,58.0,2,2,1,1,accept,not furnished,761.0,between 2061.75 and 3581.5
Rio de Janeiro,137.0,3,3,1,1,accept,furnished,1180.0,between 3581.5 and 6768.0
Belo Horizonte,27.0,1,1,0,1,not accept,furnished,0.0,less than 2061.75
Sao Paulo,156.0,3,2,1,17,accept,not furnished,1500.0,greater than 6768.0
Sao Paulo,400.0,4,5,5,0,accept,not furnished,0.0,greater than 6768.0
Sao Paulo,160.0,3,3,2,0,accept,not furnished,0.0,between 3581.5 and 6768.0
Sao Paulo,167.0,3,2,1,7,accept,not furnished,1787.0,greater than 6768.0
Sao Paulo,124.0,3,2,1,4,not accept,furnished,1070.0,between 3581.5 and 6768.0
Sao Paulo,298.0,3,4,3,0,accept,furnished,0.0,greater than 6768.0
Porto Alegre,54.0,1,1,1,4,not accept,not furnished,250.0,less than 2061.75
Sao Paulo,97.0,2,3,2,15,accept,not furnished,768.0,between 3581.5 and 6768.0
Sao Paulo,50.0,1,1,1,0,accept,not furnished,0.0,less than 2061.75
Porto Alegre,54.0,1,1,0,2,accept,not furnished,400.0,less than 2061.75
Sao Paulo,42.0,1,1,1,12,not accept,furnished,712.0,between 3581.5 and 6768.0
Rio de Janeiro,65.0,1,1,0,2,accept,not furnished,350.0,between 2061.75 and 3581.5
Sao Paulo,380.0,4,4,2,0,accept,not furnished,0.0,between 3581.5 and 6768.0
Sao Paulo,80.0,2,2,2,0,accept,not furnished,50.0,less than 2061.75
Sao Paulo,375.0,4,4,3,0,accept,not furnished,0.0,between 3581.5 and 6768.0
Rio de Janeiro,104.0,3,2,2,4,accept,furnished,1549.0,greater than 6768.0
Sao Paulo,121.0,2,3,1,20,accept,not furnished,825.0,between 3581.5 and 6768.0
Porto Alegre,44.0,1,1,1,2,accept,not furnished,0.0,less than 2061.75
Porto Alegre,171.0,2,2,1,2,accept,not furnished,1000.0,between 2061.75 and 3581.5
Sao Paulo,820.0,4,6,6,0,accept,not furnished,2500.0,greater than 6768.0
Belo Horizonte,192.0,4,3,3,2,accept,furnished,412.0,between 2061.75 and 3581.5
Sao Paulo,130.0,3,3,2,7,accept,not furnished,1200.0,between 3581.5 and 6768.0
Sao Paulo,240.0,3,4,3,9,accept,not furnished,2100.0,greater than 6768.0
Rio de Janeiro,100.0,2,3,0,1,accept,not furnished,0.0,less than 2061.75
Campinas,292.0,4,4,3,13,accept,not furnished,1650.0,between 3581.5 and 6768.0
Sao Paulo,45.0,1,1,1,8,accept,not furnished,694.0,between 2061.75 and 3581.5
Sao Paulo,80.0,1,2,0,6,not accept,not furnished,1174.0,between 3581.5 and 6768.0
Belo Horizonte,80.0,2,2,2,19,not accept,not furnished,950.0,between 3581.5 and 6768.0
Sao Paulo,217.0,3,4,4,17,accept,furnished,2400.0,greater than 6768.0
Sao Paulo,230.0,3,6,5,18,accept,furnished,2200.0,greater than 6768.0
Porto Alegre,101.0,3,2,1,3,accept,not furnished,630.0,between 3581.5 and 6768.0
Sao Paulo,20.0,1,1,0,0,not accept,not furnished,0.0,less than 2061.75
Rio de Janeiro,320.0,3,6,3,9,accept,not furnished,2000.0,greater than 6768.0
Belo Horizonte,66.0,2,1,1,1,not accept,not furnished,250.0,less than 2061.75
Sao Paulo,160.0,3,2,4,0,not accept,not furnished,0.0,between 2061.75 and 3581.5
Sao Paulo,171.0,3,3,4,5,not accept,not furnished,2489.0,greater than 6768.0
Sao Paulo,101.0,3,4,2,5,accept,not furnished,1300.0,between 3581.5 and 6768.0
Porto Alegre,140.0,3,4,2,12,accept,not furnished,1990.0,between 3581.5 and 6768.0
Belo Horizonte,400.0,6,5,5,0,accept,not furnished,0.0,greater than 6768.0
Rio de Janeiro,100.0,3,1,0,12,accept,not furnished,1367.0,between 3581.5 and 6768.0
Sao Paulo,400.0,4,5,4,13,accept,furnished,2700.0,greater than 6768.0
Sao Paulo,300.0,3,3,8,0,accept,not furnished,0.0,between 3581.5 and 6768.0
Porto Alegre,77.0,2,2,2,3,accept,not furnished,450.0,between 2061.75 and 3581.5
Sao Paulo,225.0,3,3,4,6,accept,furnished,1360.0,greater than 6768.0
Sao Paulo,35.0,1,1,0,5,accept,furnished,420.0,between 2061.75 and 3581.5
Sao Paulo,96.0,3,3,0,6,accept,not furnished,470.0,between 3581.5 and 6768.0
Sao Paulo,75.0,3,1,1,0,accept,not furnished,0.0,between 2061.75 and 3581.5
Sao Paulo,350.0,5,5,3,0,not accept,furnished,2300.0,greater than 6768.0
Campinas,84.0,2,1,1,7,accept,not furnished,590.0,less than 2061.75
Sao Paulo,330.0,4,2,8,0,not accept,not furnished,0.0,between 3581.5 and 6768.0
Sao Paulo,275.0,4,5,4,1,accept,not furnished,4200.0,greater than 6768.0
Sao Paulo,145.0,3,3,2,1,accept,furnished,1088.0,greater than 6768.0
Sao Paulo,100.0,3,4,2,6,not accept,not furnished,1380.0,between 3581.5 and 6768.0
Belo Horizonte,90.0,3,2,1,2,not accept,not furnished,300.0,between 2061.75 and 3581.5
Sao Paulo,300.0,3,4,6,0,accept,not furnished,0.0,between 2061.75 and 3581.5
Sao Paulo,30.0,1,1,1,5,not accept,not furnished,610.0,between 2061.75 and 3581.5
Sao Paulo,72.0,2,1,1,3,accept,not furnished,862.0,between 2061.75 and 3581.5
Rio de Janeiro,28.0,1,1,0,1,accept,not furnished,450.0,between 2061.75 and 3581.5
Sao Paulo,438.0,5,6,5,0,not accept,not furnished,0.0,greater than 6768.0
Sao Paulo,164.0,3,3,1,3,accept,furnished,1795.0,greater than 6768.0
Porto Alegre,36.0,1,1,0,6,not accept,not furnished,375.0,less than 2061.75
Sao Paulo,92.0,3,2,2,0,not accept,not furnished,150.0,between 2061.75 and 3581.5
Campinas,115.0,3,2,2,15,accept,not furnished,1018.0,between 3581.5 and 6768.0
Sao Paulo,270.0,4,3,3,2,accept,not furnished,3260.0,greater than 6768.0
Porto Alegre,83.0,2,2,2,3,accept,not furnished,340.0,between 2061.75 and 3581.5
Sao Paulo,25.0,1,1,0,2,accept,not furnished,105.0,less than 2061.75
