fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
6.9,0.27,0.3,4.9,0.04,32.0,124.0,0.9938,3.19,0.52,11.1,greater than 6.0
5.8,0.23,0.29,1.9,0.045,25.0,117.0,0.9925,3.32,0.51,10.8,greater than 6.0
7.6,0.25,0.34,7.3,0.036,39.0,153.0,0.9959,3.13,0.42,9.8,greater than 6.0
6.1,0.31,0.27,5.5,0.041,28.0,108.0,0.9907,3.23,0.46,11.9,greater than 6.0
6.7,0.28,0.31,3.8,0.048,22.0,134.0,0.9942,3.27,0.48,10.5,greater than 6.0
7.2,0.2,0.36,2.5,0.029,35.0,130.0,0.9914,3.09,0.39,12.3,greater than 6.0
6.3,0.22,0.3,4.7,0.052,19.0,93.0,0.9899,3.17,0.53,11.4,greater than 6.0
7.0,0.3,0.25,6.2,0.043,40.0,149.0,0.9961,3.11,0.41,10.1,greater than 6.0
6.6,0.24,0.33,1.8,0.04,26.0,101.0,0.9903,3.28,0.49,11.7,greater than 6.0
7.4,0.27,0.32,8.4,0.047,48.0,179.0,0.9981,3.06,0.44,9.5,greater than 6.0
5.9,0.29,0.24,3.1,0.046,24.0,115.0,0.9919,3.35,0.56,10.7,greater than 6.0
6.5,0.25,0.29,2.9,0.039,30.0,112.0,0.9928,3.22,0.47,11.8,greater than 6.0
7.1,0.26,0.37,5.1,0.041,38.0,145.0,0.9955,3.15,0.43,10.4,greater than 6.0
6.2,0.3,0.26,7.6,0.051,23.0,129.0,0.9973,3.26,0.5,9.9,greater than 6.0
6.9,0.23,0.3,4.4,0.033,42.0,151.0,0.9911,3.1,0.38,11.9,greater than 6.0
5.7,0.28,0.3,2.2,0.044,20.0,95.0,0.9901,3.31,0.55,11.2,greater than 6.0
7.7,0.21,0.35,1.7,0.037,36.0,139.0,0.9948,3.08,0.42,10.7,greater than 6.0
6.8,0.29,0.27,6.5,0.042,27.0,106.0,0.9935,3.25,0.48,11.1,greater than 6.0
5.6,0.24,0.28,1.3,0.048,18.0,86.0,0.9895,3.29,0.52,11.5,greater than 6.0
7.3,0.25,0.32,3.3,0.04,32.0,126.0,0.9929,3.12,0.46,10.9,greater than 6.0
6.4,0.27,0.3,5.8,0.041,29.0,120.0,0.9944,3.19,0.49,10.3,greater than 6.0
7.0,0.22,0.36,2.8,0.033,39.0,147.0,0.9915,3.07,0.38,11.8,greater than 6.0
6.1,0.3,0.27,4.2,0.052,22.0,100.0,0.9906,3.23,0.53,11.6,greater than 6.0
6.6,0.28,0.31,3.5,0.043,25.0,105.0,0.9924,3.27,0.49,11.2,greater than 6.0
7.5,0.26,0.34,7.9,0.036,40.0,158.0,0.9965,3.09,0.43,9.7,greater than 6.0
7.2,0.24,0.29,5.3,0.04,31.0,122.0,0.9932,3.17,0.46,10.8,greater than 6.0
6.3,0.22,0.3,2.6,0.048,19.0,91.0,0.9898,3.18,0.54,12.0,greater than 6.0
6.9,0.27,0.25,8.1,0.042,37.0,141.0,0.9951,3.11,0.42,10.2,greater than 6.0
5.8,0.25,0.28,1.4,0.046,23.0,110.0,0.9922,3.32,0.51,11.4,greater than 6.0
7.4,0.23,0.33,4.1,0.041,43.0,164.0,0.9982,3.05,0.45,9.6,greater than 6.0
6.5,0.29,0.26,7.0,0.039,26.0,118.0,0.9974,3.26,0.5,9.8,greater than 6.0
6.0,0.3,0.29,3.4,0.052,20.0,98.0,0.9903,3.35,0.56,11.9,greater than 6.0
7.6,0.21,0.36,2.3,0.037,38.0,149.0,0.9949,3.08,0.4,10.6,greater than 6.0
6.7,0.25,0.32,5.9,0.042,28.0,114.0,0.9937,3.22,0.49,11.0,greater than 6.0
5.9,0.28,0.27,2.1,0.045,21.0,96.0,0.9918,3.3,0.53,11.7,greater than 6.0
7.1,0.26,0.35,4.5,0.04,35.0,136.0,0.9956,3.14,0.44,10.5,greater than 6.0
7.8,0.22,0.33,1.9,0.033,40.0,155.0,0.9967,3.09,0.43,9.8,greater than 6.0
6.2,0.27,0.29,6.4,0.048,23.0,108.0,0.9941,3.25,0.5,11.2,greater than 6.0
7.3,0.24,0.32,3.2,0.041,31.0,123.0,0.9931,3.16,0.47,10.9,greater than 6.0
6.4,0.3,0.27,5.5,0.039,29.0,119.0,0.9945,3.2,0.48,10.4,greater than 6.0
6.9,0.23,0.36,2.4,0.036,39.0,148.0,0.9926,3.07,0.39,11.6,greater than 6.0
5.7,0.28,0.3,1.8,0.047,20.0,94.0,0.99,3.31,0.55,11.8,greater than 6.0
7.4,0.25,0.34,7.5,0.037,41.0,161.0,0.9969,3.1,0.43,9.5,greater than 6.0
6.6,0.26,0.31,3.9,0.043,26.0,106.0,0.9934,3.27,0.49,11.0,greater than 6.0
5.5,0.24,0.28,1.1,0.049,18.0,87.0,0.9892,3.29,0.52,11.9,greater than 6.0
7.2,0.22,0.33,5.0,0.04,33.0,129.0,0.9939,3.12,0.46,10.7,greater than 6.0
6.8,0.27,0.29,4.3,0.038,27.0,111.0,0.9948,3.19,0.5,10.4,greater than 6.0
7.5,0.23,0.36,2.2,0.036,40.0,152.0,0.9958,3.08,0.42,10.1,greater than 6.0
6.3,0.29,0.27,7.1,0.042,24.0,114.0,0.9975,3.24,0.51,9.4,greater than 6.0
6.1,0.26,0.32,3.8,0.051,21.0,101.0,0.9921,3.17,0.53,12.0,greater than 6.0
7.6,0.21,0.34,1.6,0.037,38.0,149.0,0.9963,3.09,0.44,9.7,greater than 6.0
7.0,0.25,0.3,6.1,0.041,32.0,128.0,0.9952,3.13,0.48,10.0,greater than 6.0
5.8,0.27,0.28,2.0,0.046,20.0,95.0,0.9915,3.32,0.54,11.1,greater than 6.0
7.8,0.22,0.35,4.7,0.04,43.0,165.0,0.9983,3.05,0.46,9.3,greater than 6.0
6.4,0.29,0.26,7.7,0.039,28.0,122.0,0.9976,3.26,0.53,9.1,greater than 6.0
